id,name,class,exp,expTotal,taskId,baseAtt-type-1,baseAtt-way-1,baseAtt-num-1,baseAtt-type-2,baseAtt-way-2,baseAtt-num-2,baseAtt-type-3,baseAtt-way-3,baseAtt-num-3,baseAtt-type-4,baseAtt-way-4,baseAtt-num-4,
26,s==4|右军都尉,6,175,2750,,1,0,5000,2,0,500,3,0,5,4,0,5,
27,s==4|右军都尉,6,180,2925,,1,0,5000,2,0,500,3,0,5,4,0,5,
28,s==4|右军都尉,6,185,3105,,1,0,5000,2,0,500,3,0,5,4,0,5,
29,s==4|右军都尉,6,190,3290,,1,0,5000,2,0,500,3,0,5,4,0,5,
30,s==4|右军都尉,6,195,3480,s==20|420016|420017|420018,1,0,5000,2,0,500,3,0,5,4,0,5,
31,s==4|上军都尉,7,200,3675,,1,0,6000,2,0,600,3,0,6,4,0,6,
32,s==4|上军都尉,7,205,3875,,1,0,6000,2,0,600,3,0,6,4,0,6,
33,s==4|上军都尉,7,210,4080,,1,0,6000,2,0,600,3,0,6,4,0,6,
34,s==4|上军都尉,7,215,4290,,1,0,6000,2,0,600,3,0,6,4,0,6,
35,s==4|上军都尉,7,220,4505,s==20|420019|420020|420021,1,0,6000,2,0,600,3,0,6,4,0,6,
36,s==4|左军裨将,8,225,4725,,1,0,7000,2,0,700,3,0,7,4,0,7,
37,s==4|左军裨将,8,230,4950,,1,0,7000,2,0,700,3,0,7,4,0,7,
38,s==4|左军裨将,8,235,5180,,1,0,7000,2,0,700,3,0,7,4,0,7,
39,s==4|左军裨将,8,240,5415,,1,0,7000,2,0,700,3,0,7,4,0,7,
40,s==4|左军裨将,8,245,5655,s==20|420022|420023|420024,1,0,7000,2,0,700,3,0,7,4,0,7,
41,s==4|右军裨将,9,250,5900,,1,0,8000,2,0,800,3,0,8,4,0,8,
42,s==4|右军裨将,9,255,6150,,1,0,8000,2,0,800,3,0,8,4,0,8,
43,s==4|右军裨将,9,260,6405,,1,0,8000,2,0,800,3,0,8,4,0,8,
44,s==4|右军裨将,9,265,6665,,1,0,8000,2,0,800,3,0,8,4,0,8,
45,s==4|右军裨将,9,270,6930,s==20|420025|420026|420027,1,0,8000,2,0,800,3,0,8,4,0,8,
46,s==4|上军裨将,10,275,7200,,1,0,9000,2,0,900,3,0,9,4,0,9,
47,s==4|上军裨将,10,280,7475,,1,0,9000,2,0,900,3,0,9,4,0,9,
48,s==4|上军裨将,10,285,7755,,1,0,9000,2,0,900,3,0,9,4,0,9,
49,s==4|上军裨将,10,290,8040,,1,0,9000,2,0,900,3,0,9,4,0,9,
50,s==4|上军裨将,10,295,8330,s==20|420028|420029|420030,1,0,9000,2,0,900,3,0,9,4,0,9,
51,s==3|左偏将,11,305,8625,,1,0,10000,2,0,1000,3,0,10,4,0,10,
52,s==3|左偏将,11,315,8930,,1,0,10000,2,0,1000,3,0,10,4,0,10,
53,s==3|左偏将,11,325,9245,,1,0,10000,2,0,1000,3,0,10,4,0,10,
54,s==3|左偏将,11,335,9570,,1,0,10000,2,0,1000,3,0,10,4,0,10,
55,s==3|左偏将,11,345,9905,s==20|420031|420032|420033,1,0,10000,2,0,1000,3,0,10,4,0,10,
56,s==3|右偏将,12,355,10250,,1,0,11000,2,0,1100,3,0,11,4,0,11,
57,s==3|右偏将,12,365,10605,,1,0,11000,2,0,1100,3,0,11,4,0,11,
58,s==3|右偏将,12,375,10970,,1,0,11000,2,0,1100,3,0,11,4,0,11,
59,s==3|右偏将,12,385,11345,,1,0,11000,2,0,1100,3,0,11,4,0,11,
60,s==3|右偏将,12,395,11730,s==20|420034|420035|420036,1,0,11000,2,0,1100,3,0,11,4,0,11,
61,s==3|上偏将,13,410,12125,,1,0,12000,2,0,1200,3,0,12,4,0,12,
62,s==3|上偏将,13,425,12535,,1,0,12000,2,0,1200,3,0,12,4,0,12,
63,s==3|上偏将,13,440,12960,,1,0,12000,2,0,1200,3,0,12,4,0,12,
64,s==3|上偏将,13,455,13400,,1,0,12000,2,0,1200,3,0,12,4,0,12,
65,s==3|上偏将,13,470,13855,s==20|420037|420038|420039,1,0,12000,2,0,1200,3,0,12,4,0,12,
66,s==4|左中郎将,14,485,14325,,1,0,13000,2,0,1300,3,0,13,4,0,13,
67,s==4|左中郎将,14,500,14810,,1,0,13000,2,0,1300,3,0,13,4,0,13,
68,s==4|左中郎将,14,515,15310,,1,0,13000,2,0,1300,3,0,13,4,0,13,
69,s==4|左中郎将,14,530,15825,,1,0,13000,2,0,1300,3,0,13,4,0,13,
70,s==4|左中郎将,14,545,16355,s==20|420040|420041|420042,1,0,13000,2,0,1300,3,0,13,4,0,13,
71,s==4|右中郎将,15,570,16900,,1,0,14000,2,0,1400,3,0,14,4,0,14,
72,s==4|右中郎将,15,595,17470,,1,0,14000,2,0,1400,3,0,14,4,0,14,
73,s==4|右中郎将,15,620,18065,,1,0,14000,2,0,1400,3,0,14,4,0,14,
74,s==4|右中郎将,15,645,18685,,1,0,14000,2,0,1400,3,0,14,4,0,14,
75,s==4|右中郎将,15,670,19330,s==20|420043|420044|420045,1,0,14000,2,0,1400,3,0,14,4,0,14,
76,s==4|五官郎将,16,695,20000,,1,0,15000,2,0,1500,3,0,15,4,0,15,
77,s==4|五官郎将,16,720,20695,,1,0,15000,2,0,1500,3,0,15,4,0,15,
78,s==4|五官郎将,16,745,21415,,1,0,15000,2,0,1500,3,0,15,4,0,15,
79,s==4|五官郎将,16,770,22160,,1,0,15000,2,0,1500,3,0,15,4,0,15,
80,s==4|五官郎将,16,795,22930,s==20|420046|420047|420048,1,0,15000,2,0,1500,3,0,15,4,0,15,
81,s==3|左护军,17,850,23725,,1,0,16000,2,0,1600,3,0,16,4,0,16,
82,s==3|左护军,17,905,24575,,1,0,16000,2,0,1600,3,0,16,4,0,16,
83,s==3|左护军,17,960,25480,,1,0,16000,2,0,1600,3,0,16,4,0,16,
84,s==3|左护军,17,1015,26440,,1,0,16000,2,0,1600,3,0,16,4,0,16,
85,s==3|左护军,17,1070,27455,s==20|420049|420050|420051,1,0,16000,2,0,1600,3,0,16,4,0,16,
86,s==3|右护军,18,1125,28525,,1,0,17000,2,0,1700,3,0,17,4,0,17,
87,s==3|右护军,18,1180,29650,,1,0,17000,2,0,1700,3,0,17,4,0,17,
88,s==3|右护军,18,1235,30830,,1,0,17000,2,0,1700,3,0,17,4,0,17,
89,s==3|右护军,18,1290,32065,,1,0,17000,2,0,1700,3,0,17,4,0,17,
90,s==3|右护军,18,1345,33355,s==20|420052|420053|420054,1,0,17000,2,0,1700,3,0,17,4,0,17,
91,s==3|上护军,19,1410,34700,,1,0,18000,2,0,1800,3,0,18,4,0,18,
92,s==3|上护军,19,1475,36110,,1,0,18000,2,0,1800,3,0,18,4,0,18,
93,s==3|上护军,19,1540,37585,,1,0,18000,2,0,1800,3,0,18,4,0,18,
94,s==3|上护军,19,1605,39125,,1,0,18000,2,0,1800,3,0,18,4,0,18,
95,s==3|上护军,19,1670,40730,s==20|420055|420056|420057,1,0,18000,2,0,1800,3,0,18,4,0,18,
96,s==3|左领军,20,1735,42400,,1,0,19000,2,0,1900,3,0,19,4,0,19,
97,s==3|左领军,20,1800,44135,,1,0,19000,2,0,1900,3,0,19,4,0,19,
98,s==3|左领军,20,1865,45935,,1,0,19000,2,0,1900,3,0,19,4,0,19,
99,s==3|左领军,20,1930,47800,,1,0,19000,2,0,1900,3,0,19,4,0,19,
100,s==3|左领军,20,1995,49730,s==20|420058|420059|420060,1,0,19000,2,0,1900,3,0,19,4,0,19,
101,s==3|右领军,21,2070,51725,,1,0,20000,2,0,2000,3,0,20,4,0,20,
102,s==3|右领军,21,2145,53795,,1,0,20000,2,0,2000,3,0,20,4,0,20,
103,s==3|右领军,21,2220,55940,,1,0,20000,2,0,2000,3,0,20,4,0,20,
104,s==3|右领军,21,2295,58160,,1,0,20000,2,0,2000,3,0,20,4,0,20,
105,s==3|右领军,21,2370,60455,s==20|420061|420062|420063,1,0,20000,2,0,2000,3,0,20,4,0,20,
106,s==3|上领军,22,2445,62825,,1,0,21000,2,0,2100,3,0,21,4,0,21,
107,s==3|上领军,22,2520,65270,,1,0,21000,2,0,2100,3,0,21,4,0,21,
108,s==3|上领军,22,2595,67790,,1,0,21000,2,0,2100,3,0,21,4,0,21,
109,s==3|上领军,22,2670,70385,,1,0,21000,2,0,2100,3,0,21,4,0,21,
110,s==3|上领军,22,2745,73055,s==20|420064|420065|420066,1,0,21000,2,0,2100,3,0,21,4,0,21,
111,s==4|征虏将军,23,2830,75800,,1,0,22000,2,0,2200,3,0,22,4,0,22,
112,s==4|征虏将军,23,2915,78630,,1,0,22000,2,0,2200,3,0,22,4,0,22,
113,s==4|征虏将军,23,3000,81545,,1,0,22000,2,0,2200,3,0,22,4,0,22,
114,s==4|征虏将军,23,3085,84545,,1,0,22000,2,0,2200,3,0,22,4,0,22,
115,s==4|征虏将军,23,3170,87630,s==20|420067|420068|420069,1,0,22000,2,0,2200,3,0,22,4,0,22,
116,s==4|讨逆将军,24,3255,90800,,1,0,23000,2,0,2300,3,0,23,4,0,23,
117,s==4|讨逆将军,24,3340,94055,,1,0,23000,2,0,2300,3,0,23,4,0,23,
118,s==4|讨逆将军,24,3425,97395,,1,0,23000,2,0,2300,3,0,23,4,0,23,
119,s==4|讨逆将军,24,3510,100820,,1,0,23000,2,0,2300,3,0,23,4,0,23,
120,s==4|讨逆将军,24,3595,104330,s==20|420070|420071|420072,1,0,23000,2,0,2300,3,0,23,4,0,23,
121,s==4|荡寇将军,25,3690,107925,,1,0,24000,2,0,2400,3,0,24,4,0,24,
122,s==4|荡寇将军,25,3785,111615,,1,0,24000,2,0,2400,3,0,24,4,0,24,
123,s==4|荡寇将军,25,3880,115400,,1,0,24000,2,0,2400,3,0,24,4,0,24,
124,s==4|荡寇将军,25,3975,119280,,1,0,24000,2,0,2400,3,0,24,4,0,24,
125,s==4|荡寇将军,25,4070,123255,s==20|420073|420074|420075,1,0,24000,2,0,2400,3,0,24,4,0,24,
126,s==4|游击将军,26,4165,127325,,1,0,25000,2,0,2500,3,0,25,4,0,25,
127,s==4|游击将军,26,4260,131490,,1,0,25000,2,0,2500,3,0,25,4,0,25,
128,s==4|游击将军,26,4355,135750,,1,0,25000,2,0,2500,3,0,25,4,0,25,
129,s==4|游击将军,26,4450,140105,,1,0,25000,2,0,2500,3,0,25,4,0,25,
130,s==4|游击将军,26,4500,144555,s==20|420076|420077|420078,1,0,25000,2,0,2500,3,0,25,4,0,25,
131,s==4|镇东将军,27,4510,149055,,1,0,26000,2,0,2600,3,0,26,4,0,26,
132,s==4|镇东将军,27,4520,153565,,1,0,26000,2,0,2600,3,0,26,4,0,26,
133,s==4|镇东将军,27,4530,158085,,1,0,26000,2,0,2600,3,0,26,4,0,26,
134,s==4|镇东将军,27,4540,162615,,1,0,26000,2,0,2600,3,0,26,4,0,26,
135,s==4|镇东将军,27,4550,167155,s==20|420079|420080|420081,1,0,26000,2,0,2600,3,0,26,4,0,26,
136,s==4|镇西将军,28,4560,171705,,1,0,27000,2,0,2700,3,0,27,4,0,27,
137,s==4|镇西将军,28,4570,176265,,1,0,27000,2,0,2700,3,0,27,4,0,27,
138,s==4|镇西将军,28,4580,180835,,1,0,27000,2,0,2700,3,0,27,4,0,27,
139,s==4|镇西将军,28,4590,185415,,1,0,27000,2,0,2700,3,0,27,4,0,27,
140,s==4|镇西将军,28,4600,190005,s==20|420082|420083|420084,1,0,27000,2,0,2700,3,0,27,4,0,27,
141,s==4|镇南将军,29,4610,194605,,1,0,28000,2,0,2800,3,0,28,4,0,28,
142,s==4|镇南将军,29,4620,199215,,1,0,28000,2,0,2800,3,0,28,4,0,28,
143,s==4|镇南将军,29,4630,203835,,1,0,28000,2,0,2800,3,0,28,4,0,28,
144,s==4|镇南将军,29,4640,208465,,1,0,28000,2,0,2800,3,0,28,4,0,28,
145,s==4|镇南将军,29,4650,213105,s==20|420085|420086|420087,1,0,28000,2,0,2800,3,0,28,4,0,28,
146,s==4|镇北将军,30,4660,217755,,1,0,29000,2,0,2900,3,0,29,4,0,29,
147,s==4|镇北将军,30,4670,222415,,1,0,29000,2,0,2900,3,0,29,4,0,29,
148,s==4|镇北将军,30,4680,227085,,1,0,29000,2,0,2900,3,0,29,4,0,29,
149,s==4|镇北将军,30,4690,231765,,1,0,29000,2,0,2900,3,0,29,4,0,29,
150,s==4|镇北将军,30,4700,236455,s==20|420088|420089|420090,1,0,29000,2,0,2900,3,0,29,4,0,29,
151,s==4|车骑将军,31,4710,241155,,1,0,30000,2,0,3000,3,0,30,4,0,30,
152,s==4|车骑将军,31,4720,245865,,1,0,30000,2,0,3000,3,0,30,4,0,30,
153,s==4|车骑将军,31,4730,250585,,1,0,30000,2,0,3000,3,0,30,4,0,30,
154,s==4|车骑将军,31,4740,255315,,1,0,30000,2,0,3000,3,0,30,4,0,30,
155,s==4|车骑将军,31,4750,260055,s==20|420091|420092|420093,1,0,30000,2,0,3000,3,0,30,4,0,30,
156,s==4|骠骑将军,32,4760,264805,,1,0,31000,2,0,3100,3,0,31,4,0,31,
157,s==4|骠骑将军,32,4770,269565,,1,0,31000,2,0,3100,3,0,31,4,0,31,
158,s==4|骠骑将军,32,4780,274335,,1,0,31000,2,0,3100,3,0,31,4,0,31,
159,s==4|骠骑将军,32,4790,279115,,1,0,31000,2,0,3100,3,0,31,4,0,31,
160,s==4|骠骑将军,32,4800,283905,s==20|420094|420095|420096,1,0,31000,2,0,3100,3,0,31,4,0,31,
161,s==3|左将军,33,4810,288705,,1,0,32000,2,0,3200,3,0,32,4,0,32,
162,s==3|左将军,33,4820,293515,,1,0,32000,2,0,3200,3,0,32,4,0,32,
163,s==3|左将军,33,4830,298335,,1,0,32000,2,0,3200,3,0,32,4,0,32,
164,s==3|左将军,33,4840,303165,,1,0,32000,2,0,3200,3,0,32,4,0,32,
165,s==3|左将军,33,4850,308005,s==20|420097|420098|420099,1,0,32000,2,0,3200,3,0,32,4,0,32,
166,s==3|右将军,34,4860,312855,,1,0,33000,2,0,3300,3,0,33,4,0,33,
167,s==3|右将军,34,4870,317715,,1,0,33000,2,0,3300,3,0,33,4,0,33,
168,s==3|右将军,34,4880,322585,,1,0,33000,2,0,3300,3,0,33,4,0,33,
169,s==3|右将军,34,4890,327465,,1,0,33000,2,0,3300,3,0,33,4,0,33,
170,s==3|右将军,34,4900,332355,s==20|420100|420101|420102,1,0,33000,2,0,3300,3,0,33,4,0,33,
171,s==3|上将军,35,4910,337255,,1,0,34000,2,0,3400,3,0,34,4,0,34,
172,s==3|上将军,35,4920,342165,,1,0,34000,2,0,3400,3,0,34,4,0,34,
173,s==3|上将军,35,4930,347085,,1,0,34000,2,0,3400,3,0,34,4,0,34,
174,s==3|上将军,35,4940,352015,,1,0,34000,2,0,3400,3,0,34,4,0,34,
175,s==3|上将军,35,4950,356955,s==20|420103|420104|420105,1,0,34000,2,0,3400,3,0,34,4,0,34,
176,s==3|大将军,36,4960,361905,,1,0,35000,2,0,3500,3,0,35,4,0,35,
177,s==3|大将军,36,4970,366865,,1,0,35000,2,0,3500,3,0,35,4,0,35,
178,s==3|大将军,36,4980,371835,,1,0,35000,2,0,3500,3,0,35,4,0,35,
179,s==3|大将军,36,4990,376815,,1,0,35000,2,0,3500,3,0,35,4,0,35,
180,s==3|大将军,36,5000,381805,,1,0,35000,2,0,3500,3,0,35,4,0,35,
