id,skip,goLevel,goChapter,savePoint,event,nextStep,heroId,uiName,switchover,nameSide,offset,name,dialog,order,musicName,background,
1001,,,,,,1002,22502,,1,1,s==3|0|0,s==14|Người được cứu,s==87|Tại hạ bị sơn tặc mai phục， đa tạ tráng sĩ ra tay cứu mạng! Dám hỏi tráng sĩ danh hiệu?,,,,
2025,,,,,,2026,23503,,1,1,s==3|0|0,s==9|Tiểu Kiều,s==158|Chúc mừng chủ công! Phòng chính sự ở đây cũng đã hoàn thành。 Mảnh ngọc ấn ta cũng đã tìm được ba mảnh， khi thu thập đủ mảnh， ngọc ấn hợp thành sẽ đặt tại đây。,,,,
2026,,,,,,2027,2,,1,1,s==3|0|0,s==2|Ta,s==125|Ồ? Ta nhớ trước kia Gia Cát tiền bối nói ngọc ấn là trận nhãn duy trì sức mạnh Long Mạch， đặt tại đây， chẳng lẽ có bí mật gì?,,,,
2027,,,,,,2028,23503,,1,1,s==3|0|0,s==9|Tiểu Kiều,s==162|Đương nhiên rồi， “Ấn Thiên Lý Giang Sơn” là bảo vật hiếm có， bí ẩn chứa đựng trong đó không nhỏ đâu! Nơi đây sẽ là chỗ chủ công vận dụng sức mạnh ngọc ấn sau này!,,,,
2028,,,,,,2029,2,,1,1,s==3|0|0,s==2|Ta,s==67|Chỉ tiếc hiện còn thiếu một mảnh。。。 Ấy! Sao trên đất có một hòn đá?,,,,
2029,,,,,6,,23503,,1,1,s==3|0|0,s==9|Tiểu Kiều,s==153|Đây... đây không phải là đá thường， là mảnh ngọc ấn cuối cùng! Giờ tất cả mảnh đã tìm đủ， xem ra ngày Hiên Viên cung chính thức khai trương không còn xa!,,,,
2030,,,,,,2031,23503,,1,1,s==3|0|0,s==9|Tiểu Kiều,s==104|Hiên Viên cung hôm nay sẽ hoàn toàn xong xuôi， chính thức đưa vào sử dụng， thời gian trôi qua thật nhanh,,,,
2031,,,,,,2032,23503,,1,1,s==3|0|0,s==9|Tiểu Kiều,s==68|Các điện các còn nhiều chức năng， Tiểu Kiều chưa kịp giới thiệu hết!,,,,
2032,,,,,,2033,23503,,1,1,s==3|0|0,s==9|Tiểu Kiều,s==136|Trong đó còn có bí quyết tuyệt mật giúp chủ công và các võ tướng phá vỡ giới hạn bản thân， tiếp theo giao cho chủ công tự mình khám phá!,,,,
2033,,,,,,4,2,,1,1,s==3|0|0,s==2|Ta,s==108|Cung điện không chỉ tráng lệ nguy nga， mà còn nhiều chức năng như vậy， sau này chinh chiến càng thêm hổ trợ!,,,,
4,,,,,6,,24508,,1,1,s==3|0|0,s==13|Gia Cát Lượng,s==160|Ngày cung điện hoàn thành cũng là ngày chủ công lập cơ xưng đế。 Việc không thể chậm trễ， bây giờ hãy phục hồi Ấn Thiên Lý Giang Sơn， nhập chủ Hiên Viên cung đi!,,,,
3001,,,,,,3002,2,,1,1,s==3|0|0,s==2|Ta,s==140|Lạ thật， hôm nay Tiểu Kiều sao cả ngày không thấy bóng dáng? Không có nàng bên cạnh líu lo， lại thấy không quen。 Không biết nàng đi đâu rồi。,,,,
3002,,,,,,3003,21507,,1,1,s==3|0|0,s==9|Quách Gia,s==131|Hehe， ta sáng nay có thấy Tiểu Kiều tiểu thư。 Nàng thường bám lấy chủ công ngươi， nhưng giờ tâm tư nàng chắc không ở bên ngươi rồi。,,,,
3003,,,,,,3004,2,,1,1,s==3|0|0,s==2|Ta,s==28|Cái。。。 cái này nghĩa là sao?,,,,
3004,,,,,,3005,21507,,1,1,s==3|0|0,s==9|Quách Gia,s==120|Chủ công tĩnh tâm。 chỉ là ta lúc đó thấy nàng ôm một con thú nhỏ bị thương， ta nghĩ nàng giờ đang bận chăm sóc nó chăng?,,,,
3005,,,,,,3006,2,,1,1,s==3|0|0,s==2|Ta,s==132|Hóa ra là vậy， vậy cứ để nàng đi đi。 Tiểu Kiều vốn tỉ mỉ chu đáo， lại có tấm lòng nhân ái。 chăm sóc thú nhỏ chắc không khó với nàng。,,,,
3006,,,,,,3007,21507,,1,1,s==3|0|0,s==9|Quách Gia,s==146|Nếu chỉ là thú nhỏ bình thường thì dễ nói。 nhưng ta thấy con vật đó hình như không đơn giản， giống như linh thú thượng cổ trong sách cổ ghi lại...,,,,
3007,,,,,6,,21507,,1,1,s==3|0|0,s==9|Quách Gia,s==100|Ta định nghiên cứu một phen， chủ công nếu không ngại có thể cùng xem， biết đâu có thu hoạch bất ngờ。,,,,
3021,,,,,,3022,2,,1,1,s==3|0|0,s==2|Ta,s==40|Đây。。。 đây chính là “thú nhỏ” ngươi nói?,,,,
3022,,,,,,3023,-1,,1,1,s==3|0|0,s==6|Bên lề,s==126|(Ngươi nhìn con dị thú to bằng sư tử trong lòng Tiểu Kiều， không khỏi trầm trồ。 Xem ra đây quả thật không phải thú nhỏ thường),,,,
3023,,,,,,3024,23503,,1,1,s==3|0|0,s==9|Tiểu Kiều,s==95|Ôi chao! Chủ công ngươi đến rồi! Con nhỏ này bị thương， lại không chịu ăn gì， phải làm sao đây?,,,,
3024,,,,,,3025,21507,,1,1,s==3|0|0,s==9|Quách Gia,s==117|Xem ra đây thật sự là linh thú trong sách cổ ghi lại。 Ta nhớ sách viết， linh thú nên lấy linh khí thiên địa làm thực。,,,,
3025,,,,,,3026,21507,,1,1,s==3|0|0,s==9|Quách Gia,s==173|Có thể hấp thu linh khí từ linh thú khác， hoặc trực tiếp nuôi dưỡng linh khí， đều có thể khiến linh thú ngày càng mạnh mẽ。 Ta đây vừa thu thập được ít linh khí， thử xem sao。,,,,
3026,,,,,,3027,23503,,1,1,s==3|0|0,s==9|Tiểu Kiều,s==141|Tốt quá， nó thật sự đã hấp thu linh khí， trông có vẻ tinh thần phấn chấn hơn nhiều! Ồ ồ! Đáng yêu quá~~ Nó hình như đang cảm ơn chúng ta đấy。,,,,
3027,,,,,6,,2,,1,1,s==3|0|0,s==2|Ta,s==72|Để nó nghỉ ngơi một lát đi， lát nữa ta lại xem tình hình của nó thế nào。,,,,
3041,,,,,,3042,2,,1,1,s==3|0|0,s==2|Ta,s==63|Mấy ngày không gặp， linh thú này có phải lại lớn lên nhiều rồi?,,,,
3042,,,,,,3043,23503,,1,1,s==3|0|0,s==9|Tiểu Kiều,s==106|Tất nhiên， ta rất tận tâm chăm sóc nó đấy! Chủ công ngươi có cảm nhận được nó giờ tràn đầy sức mạnh không?,,,,
3043,,,,,,3044,2,,1,1,s==3|0|0,s==2|Ta,s==68|Không chỉ nó， ngay cả ngươi cũng dường như trở nên thần sắc hơn rồi!,,,,
3044,,,,,,3045,21507,,1,1,s==3|0|0,s==9|Quách Gia,s==93|Đây là linh thú có thần lực thượng cổ， sức mạnh của nó có thể ban cho chủ nhân nhiều gia trì。,,,,
3045,,,,,,3046,21507,,1,1,s==3|0|0,s==9|Quách Gia,s==161|Mỗi linh thú lại có kỹ năng khác nhau， nếu có cơ hội， để linh thú trở thành lực lượng chiến đấu của ta， chắc chắn sẽ giúp ích rất nhiều cho cục diện chiến tranh。,,,,
3046,,,,,,3047,21507,,1,1,s==3|0|0,s==9|Quách Gia,s==135|Tiểu Kiều tiểu thư nhất định phải chăm chỉ huấn luyện nó。 Ừ， hay là bắt đầu từ bây giờ đi， trước tiên làm một nghìn cái nhào lộn không?,,,,
3047,,,,,6,,23503,,1,1,s==3|0|0,s==9|Tiểu Kiều,s==55|Ngươi là ma quỷ sao? Nó vẫn còn là một đứa trẻ kia kìa!,,,,
3061,,,,,,3062,21507,,1,1,s==3|0|0,s==9|Quách Gia,s==107|Tiểu Kiều tiểu thư dạo gần đây ngày đêm tận tâm chăm sóc linh thú， không biết nó có biến hóa chi hay chăng?,,,,
3062,,,,,,3063,23503,,1,1,s==3|0|0,s==9|Tiểu Kiều,s==171|(Hậm hực) Hừm， Quách tiên sinh ngươi một ngày rốt cuộc muốn hỏi bao nhiêu lần? Ta xem ngươi chính là đang để mắt đến tiểu gia thú đó， muốn nó lên chiến trường phải chăng?。,,,,
3063,,,,,,3064,21507,,1,1,s==3|0|0,s==9|Quách Gia,s==122|He he， lời ấy chẳng thể nói bừa， ta cũng là lần đầu tận mắt thấy linh thú， thân làm học giả， muốn nghiên cứu thêm mà thôi。,,,,
3064,,,,,,3065,23503,,1,1,s==3|0|0,s==9|Tiểu Kiều,s==119|Ta không tin ngươi đâu! Tiểu vật kia chẳng hề thay đổi chút nào。。。 Ủa!? Ánh sáng kia là。。。 a! Hình dạng nó đã biến đổi!,,,,
3065,,,,,,3066,21507,,1,1,s==3|0|0,s==9|Quách Gia,s==180|Quả nhiên là vậy， xem ra Tiểu Kiều tiểu thư đã thành công khiến linh thú thức tỉnh! Lực lượng của nó càng thêm mạnh mẽ rồi đó。 ngươi xem dáng vẻ nó， đã hừng hực muốn chiến đấu rồi!,,,,
3066,,,,,6,,23503,,1,1,s==3|0|0,s==9|Tiểu Kiều,s==81|Có chuyện gì mà hừng hực khí thế chứ! Ta đã nói ngươi đang để mắt tới nó rồi mà!!,,,,
3081,,,,,,3082,23503,,1,1,s==3|0|0,s==9|Tiểu Kiều,s==48|Chủ công chủ công， ngươi mau xem vật này là chi!,,,,
3082,,,,,,3083,2,,1,1,s==3|0|0,s==2|Ta,s==49|Chuyện này。。。 chẳng lẽ là trứng linh thú sinh ra?,,,,
3083,,,,,,3084,21507,,1,1,s==3|0|0,s==9|Quách Gia,s==153|Xem ra tiểu gia thú thật sự rất tin tưởng ngươi， mới dám giao phó trứng linh thú trọng yếu cho ngươi! Không uổng công ngươi thời gian qua chăm sóc tỉ mỉ。,,,,
3084,,,,,,3085,23503,,1,1,s==3|0|0,s==9|Tiểu Kiều,s==59|Nhưng ta chẳng biết phải ấp trứng linh thú này thế nào đây。,,,,
3085,,,,,,3086,21507,,1,1,s==3|0|0,s==9|Quách Gia,s==113|Đừng lo， ta đã lường trước， sớm chuẩn bị sẵn linh thú đài! Ở đó có thể dùng trứng linh thú ấp thành linh thú mới!,,,,
3086,,,,,,3087,23503,,1,1,s==3|0|0,s==9|Tiểu Kiều,s==44|Ta xem ngươi là đã có mưu toan từ trước rồi!,,,,
3087,,,,,6,,2,,1,1,s==3|0|0,s==2|Ta,s==104|Ha ha， dù sao đây cũng là chuyện vui lớn。 việc không thể chậm trễ， chúng ta mau thử ấp linh thú đi thôi。,,,,
