id,showOpen,monsterType,heroSpType,name,nation,quality,star,sex,atkType,type,recTactics,chipId,upStarId,skills%1,skills%2,skills%3,skills%4,skills%5,skillsLabel%1,skillsLabel%2,skillsLabel%3,skillsLabel%4,deadSound,ardersound1,ardersound2,smallBody,smallBodyBlock,bodyArmature,bodyIconBlock,bodyIcon,employee,scale,coordinates,headIcon,armature,idleArmature,hurtArmature,deadArmature,runArmature,runAtkArmature,topPos,midPos,botPos,bombPos,property%1,property%2,property%3,property%4,property%5,property%6,property%7,property%8,property%9,property%10,property%11,property%12,property%13,property%14,property%15,property%16,property%17,property%18,property%19,property%20,property%21,property%22,property%23,property%24,property%25,heroDesc,heroTalent,palaceSkill,openTime,fieldSkillSlotId,
21503,1,,,s==2|甄姬,1,5,5,1,2,4,4,21503,215031,2150311,2150321,2150331,2150341,2150351,s==11|102|202|301,s==3|103,s==11|101|203|304,s==11|103|203|301,,215031,215032,2150300,2150300,21503,215030,215030,s==3|0|0,s==3|1|1,s==3|0|0,21503,215030,2150301,2150302,2150303,2150304,2150305,0|280,0|90,0|0,0|115,1496,184,56,124,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==5|甄姬(替),1,1,1,,
21503001,0,,,s==2|甄姬,1,5,5,1,2,4,4,21503,21503011,215030111,215030121,215030131,215030141,215030151,s==11|102|202|301,s==3|103,s==11|101|203|304,s==11|103|203|301,,215030011,215030012,21503000,21503002,215032,2150303,2150302,s==3|0|0,s==3|1|1,s==3|0|0,21503001,21503001,215030101,215030102,215030102,215030104,215030105,0|280,0|90,0|0,0|115,1496,184,56,124,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==5|甄姬(替),1,,,,
21504,1,,,s==2|王异,1,5,5,1,1,1,1,21504,215041,2150411,2150421,2150431,2150441,2150451,s==11|102|204|317,s==3|103,s==11|102|204|303,s==7|103|201,,215041,215042,2150400,2150400,21504,215040,215040,s==5|-70|0,s==3|1|1,s==3|0|0,21504,215040,2150401,2150402,2150403,2150404,2150405,0|255,0|90,0|0,0|108,1359,220,52,125,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|王异,1,1,1,,
21504001,0,,,s==2|王异,1,5,5,1,1,1,1,21504,21504011,21504111,215041121,215041131,215041141,215041151,s==11|102|204|317,s==3|103,s==11|102|204|303,s==7|103|201,,215040011,215040012,21504000,21504002,215042,2150412,2150402,s==5|-70|0,s==3|1|1,s==3|0|0,21504001,21504001,215040101,215040102,215040103,215040104,215040105,0|255,0|90,0|0,0|108,1359,220,52,125,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|王异,1,1,999,,
21505,1,,,s==2|典韦,1,5,5,1,1,1,1,21505,215051,2150511,2150521,2150531,2150541,2150551,s==11|101|204|303,s==3|103,s==11|102|204|301,s==7|103|301,,215051,215052,2150500,2150500,21505,215050,215050,s==3|0|0,s==3|1|1,s==3|0|0,21505,215050,2150501,2150502,2150503,2150504,2150505,0|280,0|90,0|0,0|115,1375,222,52,125,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|典韦,1,1,1,,
21507,1,,,s==2|郭嘉,1,5,5,1,2,3,3,21507,215071,2150711,2150721,2150731,2150741,2150751,s==11|102|204|317,s==3|103,s==11|102|204|201,s==11|103|317|301,,215071,215072,2150700,2150700,21507,215070,215070,s==3|0|0,s==3|1|1,s==3|0|0,21507,215070,2150701,2150702,2150703,2150704,2150705,0|265,0|90,0|0,0|110,1361,207,52,127,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|郭嘉,1,1,1,,
21507001,0,,,s==2|郭嘉,1,5,5,1,2,3,3,21507,21507011,215070111,215070121,215070131,215070141,215070151,s==11|102|204|317,s==3|103,s==11|102|204|201,s==11|103|317|301,,215070011,215070012,21507000,21507000,215072,2150702,2150702,s==3|0|0,s==3|1|1,s==3|0|0,21507001,21507001,215070101,215070102,215070103,215070104,215070105,0|265,0|90,0|0,0|110,1361,207,52,127,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|郭嘉,1,1,,,
21508,1,,,s==2|张辽,1,5,5,1,1,1,1,21508,215081,2150811,2150821,2150831,2150841,2150851,s==11|101|204|317,s==3|103,s==11|102|306|303,s==7|103|301,,215081,215082,2150800,2150800,21508,215080,215080,s==7|-30|-10,s==3|1|1,s==3|0|0,21508,215080,2150801,2150802,2150803,2150804,2150805,0|275,0|90,0|0,0|110,1370,221,53,128,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|张辽,1,1,1,,
21508001,0,,,s==2|张辽,1,5,5,1,1,1,1,21508,21508011,215080111,215080121,215080131,215080141,215080151,s==11|101|204|317,s==3|103,s==11|102|306|303,s==7|103|301,,215080011,215080012,215080000,215080000,215083,2150803,2150803,s==7|-30|-10,s==3|1|1,s==3|0|0,21508002,21508002,215080201,215080202,215080203,215080204,215080205,0|275,0|90,0|0,0|110,1370,221,53,128,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|张辽,1,,,,
21508002,0,,,s==2|张辽,1,5,5,1,1,1,1,21508,21508021,215080211,215080221,215080231,215080241,215080251,s==11|101|204|317,s==3|103,s==11|102|306|303,s==7|103|301,,215080021,215080022,21508000,21508000,215082,2150802,2150802,s==7|-30|-10,s==3|1|1,s==3|0|0,21508001,21508001,215080101,215080102,215080102,215080104,215080105,0|275,0|90,0|0,0|110,1370,221,53,128,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|张辽,1,,,,
21510,1,,,s==2|许褚,1,5,5,1,1,2,2,21510,215101,2151011,2151021,2151031,2151041,2151051,s==11|102|202|205,s==3|103,s==11|101|204|201,s==11|103|301|305,,215101,215102,2151000,2151000,21510,215100,215100,s==3|0|0,s==3|1|1,s==3|0|0,21510,215100,2151001,2151002,2151003,2151004,2151005,0|275,0|90,0|0,0|115,2025,150,57,128,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|许褚,1,,1,,
21510001,0,,,s==2|许褚,1,5,5,1,1,2,2,21510,21510011,215100111,215100121,215100131,215100141,215100151,s==11|102|202|205,s==3|103,s==11|101|204|201,s==11|103|301|305,,215100011,215100012,21510000,21510000,215102,2151002,2151002,s==3|0|0,s==3|1|1,s==3|0|0,21510001,21510001,215100101,215100102,215100103,215100104,215100105,0|275,0|90,0|0,0|115,2025,150,57,128,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|许褚,1,,,,
21510002,0,,,s==2|许褚,1,5,5,1,1,2,2,21510,21510021,215100211,215100221,215100231,215100241,215100251,s==11|102|202|205,s==3|103,s==11|101|204|201,s==11|103|301|305,,215101,215102,21510200,21510200,21501102,2151022,2151022,s==3|0|0,s==3|1|1,s==3|0|0,21510002,21501100,215011001,215011002,215011003,215011004,215011005,0|275,0|90,0|0,0|115,2025,150,57,128,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|许褚,1,,,,
21512,1,,,s==2|于禁,1,5,5,1,1,1,1,21512,215121,2151211,2151221,2151231,2151241,2151251,s==11|101|204|317,s==3|103,s==11|102|301|316,s==11|103|301|302,,215121,215122,2151200,2151200,21512,215120,215120,s==3|0|0,s==3|1|1,s==3|0|0,21512,215120,2151201,2151202,2151203,2151204,2151205,0|280,0|90,0|0,0|115,1375,220,55,126,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|于禁,1,,1,,
21512001,0,,,s==2|于禁,1,5,5,1,1,1,1,21512,21512011,215120111,215120121,215120131,215120141,215120151,s==11|101|204|317,s==3|103,s==11|102|301|316,s==11|103|301|302,,215120011,215120012,21512000,21512000,215122,2151202,2151202,s==3|0|0,s==3|1|1,s==3|0|0,21512001,21512001,215120011,215120012,215120013,215120014,215120015,0|280,0|90,0|0,0|115,1375,220,55,126,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|于禁,1,,,,
21512002,0,,,s==2|于禁,1,5,5,1,1,1,1,21512,21512021,215120211,215120221,215120231,215120241,215120251,s==11|101|204|317,s==3|103,s==11|102|301|316,s==11|103|301|302,,215120021,215120022,215120000,215120000,215123,2151203,2151203,s==3|0|0,s==3|1|1,s==3|0|0,21512002,21512002,215120201,215120202,215120203,215120204,215120205,0|280,0|90,0|0,0|115,1375,220,55,126,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|于禁,1,,,,
21515,1,,1,s==5|魏帝·曹操,1,5,5,1,2,3,3,21515,215151,2151511,2151521,2151531,2151541,2151551,s==11|101|204|301,s==3|103,s==11|102|204|301,s==11|102|302|201,,215151,215152,2151500,2151500,21515,2151502,215150,s==3|0|0,s==3|1|1,s==3|0|0,21515,215150,2151501,2151502,2151502,2151504,2151505,0|265,0|90,0|0,0|110,1360,209,53,127,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|曹操,1,,1,,
21515001,0,,1,s==5|魏帝·曹操,1,5,5,1,2,3,3,21515,21515011,215150111,215150121,215150131,215150141,215150151,s==11|101|204|301,s==3|103,s==11|102|204|301,s==11|102|302|201,,215150011,215150012,21515000,21515000,215152,2151502,2151502,s==3|0|0,s==3|1|1,s==3|0|0,21515001,21515001,215150101,215150102,215150103,215150104,215150105,0|265,0|90,0|0,0|110,1360,209,53,127,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|曹操,1,,,,
21515002,0,,1,s==5|魏帝·曹操,1,5,5,1,2,3,3,21515,21515021,215150211,215150221,215150231,215150241,215150251,s==11|101|204|301,s==3|103,s==11|102|204|301,s==11|102|302|201,,215151,215152,21515021,21515021,215153,21515022,21515022,s==3|0|0,s==3|1|1,s==3|0|0,21515002,21515002,215150201,215150202,215150202,215150203,215150204,0|265,0|90,0|0,0|110,1360,209,53,127,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|曹操,1,,1,,
21516,1,,,s==5|魏·蔡文姬,1,5,5,2,2,4,4,21516,215161,2151611,2151621,2151631,2151641,2151651,s==11|102|203|301,s==3|103,s==11|304|302|301,s==11|103|203|317,,215161,215162,2151600,2151600,215161,2151601,2151601,s==3|0|0,s==3|1|1,s==3|0|0,21516,21516001,215160101,215160102,215160103,215160104,215160105,0|265,0|90,0|0,0|110,1480,192,56,124,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==5|魏·蔡文姬,1,,1,,
21516001,0,,,s==5|魏·蔡文姬,1,5,5,2,2,4,4,21516,21516011,215160111,215160121,215160131,215160141,215160151,s==11|102|203|301,s==3|103,s==11|304|302|301,s==11|103|203|317,,215161,215162,21516021,21516021,215162,21516022,21516022,s==3|0|0,s==3|1|1,s==3|0|0,21516002,21516002,215160201,215160202,215160203,215160204,215160205,0|265,0|90,0|0,0|110,1480,192,56,124,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==5|魏·蔡文姬,1,,1,,
22101,0,,,s==2|蜀兵,2,1,1,1,1,1,1,,,2210111,2210121,,,,s==7|101|204,s==3|103,,,,221011,221012,2210100,2210100,22101,221010,221010,s==3|0|0,s==3|1|1,s==3|0|0,22101,221010,2210101,2210102,2210103,2210104,2210105,0|280,0|90,0|0,0|115,707,99,23,42,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==5|蜀兵(替),1,,1,,
22201,0,,,s==2|关平,2,2,2,1,1,1,1,,,2220111,2220121,2220131,,,s==7|101|204,s==3|103,,,,222011,222012,2220100,2220100,22201,222010,222010,s==3|0|0,s==3|1|1,s==3|0|0,22201,222010,2220101,2220102,2220103,2220104,2220105,0|265,0|90,0|0,0|105,795,111,24,54,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|关平,1,,1,,
22301,0,,,s==2|刘封,2,3,3,1,1,2,2,22301,,2230111,2230121,2230131,2230141,,s==11|102|204|317,s==3|103,s==7|102|301,,,223011,223012,2230100,2230100,22301,223010,223010,s==3|0|0,s==3|1|1,s==3|0|0,22301,223010,2230101,2230102,2230103,2230104,2230105,0|260,0|90,0|0,0|115,1348,82,37,74,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==5|刘封(替),1,,1,,
22401,1,,,s==2|马良,2,5,5,1,2,4,4,22401,224011,2240111,2240121,2240131,2240141,,s==7|102|203,s==3|103,s==11|101|203|301,,,224011,224012,2240100,2240100,22401,224010,224010,s==3|0|0,s==3|1|1,s==3|0|0,22401,224010,2240101,2240102,2240103,2240104,2240105,0|260,0|90,0|0,0|110,1483,184,55,124,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|马良,1,,1,,
22402,1,,,s==2|廖化,2,4,4,1,1,1,1,22402,224021,2240211,2240221,2240231,2240241,,s==7|101|204,s==3|103,s==11|101|204|306,,,224021,224022,2240200,2240200,22402,224020,224020,s==3|0|0,s==3|1|1,s==3|0|0,22402,224020,2240201,2240202,2240203,2240204,2240205,0|260,0|90,0|0,0|110,1013,145,41,81,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|廖化,1,,1,,
22403,1,,,s==2|周仓,2,4,4,1,1,1,1,22403,224031,2240311,2240321,2240331,2240341,,s==7|101|204,s==3|103,s==11|102|204|317,,,224031,224032,2240300,2240300,22403,224030,224030,s==3|0|0,s==3|1|1,s==3|0|0,22403,224030,2240301,2240302,2240303,2240304,2240305,0|262,0|90,0|0,0|100,1018,143,42,82,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|周仓,1,,1,,
22404,1,,,s==2|糜竺,2,4,4,1,2,4,4,22404,224041,2240411,2240421,2240431,2240441,,s==7|102|301,s==3|103,s==7|101|203,,,224041,224042,2240400,2240400,22404,224040,224040,s==3|0|0,s==3|1|1,s==3|0|0,22404,224040,2240401,2240402,2240403,2240404,2240405,0|280,0|90,0|0,0|115,1104,119,41,80,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==5|糜竺(替),1,,1,,
22405,1,,,s==2|秦宓,2,4,4,1,2,3,3,22405,224051,2240511,2240521,2240531,2240541,,s==11|101|204|201,s==3|103,s==7|102|301,,,224051,224052,2240500,2240500,22405,224050,224050,s==3|0|0,s==3|1|1,s==3|0|0,22405,224050,2240501,2240502,2240503,2240504,2240505,0|260,0|90,0|0,0|115,1007,136,40,82,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==5|秦宓(替),1,,1,,
22501,1,,,s==2|黄忠,2,5,5,1,1,1,1,22501,225011,2250111,2250121,2250131,2250141,2250151,s==11|102|204|201,s==3|103,s==11|101|204|306,s==7|103|301,,225011,225012,2250100,2250100,22501,225010,225010,s==3|0|0,s==3|1|1,s==3|0|0,22501,225010,2250101,2250102,2250103,2250104,2250105,0|280,0|90,0|0,0|100,1386,222,55,125,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==5|黄忠(替),1,,1,,
22501001,0,,,s==2|黄忠,2,5,5,1,1,1,1,22501,22501011,225010111,225010121,225010131,225010141,225010151,s==11|102|204|201,s==3|103,s==11|101|204|306,s==7|103|301,,225010011,225010012,22501000,22501000,225012,2250102,2250102,s==3|0|0,s==3|1|1,s==3|0|0,22501001,22501001,225010101,225010102,225010103,225010104,225010105,0|280,0|90,0|0,0|100,1386,222,55,125,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|黄忠,1,,1,,
22502,1,,,s==2|张飞,2,5,5,1,1,2,2,22502,225021,2250211,2250221,2250231,2250241,2250251,s==11|102|205|301,s==3|103,s==11|101|202|203,s==11|103|301|302,,225021,225022,2250200,2250200,22502,225020,225020,s==3|0|0,s==3|1|1,s==3|0|0,22502,225020,2250201,2250202,2250203,2250204,2250205,0|265,0|90,0|0,0|105,2031,150,57,128,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|张飞,1,1,1,,
22502001,0,,,s==2|张飞,2,5,5,1,1,2,2,22502,22502011,225020111,225020121,225020131,225020141,225020151,s==11|102|205|301,s==3|103,s==11|101|202|203,s==11|103|301|302,,225020011,225020012,22502000,22502000,225022,2250202,2250202,s==3|0|0,s==3|1|1,s==3|0|0,22502001,22502001,225020101,225020102,225020102,225020104,225020105,0|265,0|90,0|0,0|105,2031,150,57,128,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|张飞,1,,,,
22502002,0,,,s==2|张飞,2,5,5,1,1,2,2,22502,22502021,225020211,225020221,225020231,225020241,225020251,s==11|102|205|301,s==3|103,s==11|101|202|203,s==11|103|301|302,,225021,225022,225020020,225020020,22502020,225020202,225020202,s==3|0|0,s==3|1|1,s==3|0|0,22502002,22502002,225020201,225020202,225020203,225020204,225020205,0|265,0|90,0|0,0|105,2031,150,57,128,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|张飞,1,1,1,,
22504,1,,,s==2|关羽,2,5,5,1,1,1,1,22504,225041,2250411,2250421,2250431,2250441,2250451,s==7|102|204,s==3|103,s==11|101|204|308,s==11|103|301|204,,225041,225042,2250400,2250400,22504,225040,225040,s==3|0|0,s==3|1|1,s==3|0|0,22504,225040,2250401,2250402,2250403,2250404,2250405,0|265,0|90,0|0,0|115,1386,225,52,126,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|关羽,1,1,1,,
22504001,0,,,s==2|关羽,2,5,5,1,1,1,1,22504,22504011,225040111,225040121,225040131,225040141,225040151,s==7|102|204,s==3|103,s==11|101|204|308,s==11|103|301|204,,225041,225042,22504000,22504000,225042,2250402,2250402,s==3|0|0,s==3|1|1,s==3|0|0,22504001,22504001,225040101,225040102,225040102,225040103,225040104,0|280,0|90,0|0,0|125,1386,225,52,126,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|关羽,1,,,,
22504002,0,,,s==2|关羽,2,5,5,1,1,1,1,22504,22504021,225040211,225040221,225040231,225040241,225040251,s==7|102|204,s==3|103,s==11|101|204|308,s==11|103|301|204,,225041,225042,225040000,225040000,225043,2250403,2250403,s==3|0|0,s==3|1|1,s==3|0|0,22504002,22504002,225040201,225040202,225040203,225040204,225040205,0|280,0|90,0|0,0|125,1386,225,52,126,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|关羽,1,,,,
22504003,0,,,s==2|关羽,2,5,5,1,1,1,1,22504,22504031,225040311,225040321,225040331,225040341,225040351,s==7|102|204,s==3|103,s==11|101|204|308,s==11|103|301|204,,225041,225042,225040031,225040031,245055,225040032,225040032,s==3|0|0,s==3|1|1,s==3|0|0,22504003,24505005,225040301,225040302,225040303,225040304,225040305,0|280,0|90,0|0,0|125,1386,225,52,126,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|关羽,1,,,,
22505,1,,,s==2|魏延,2,5,5,1,1,1,1,22505,225051,2250511,2250521,2250531,2250541,2250551,s==11|102|204|313,s==3|103,s==11|101|204|301,s==11|103|301|305,,225051,225052,2250500,2250500,22505,225050,225050,s==3|0|0,s==3|1|1,s==3|0|0,22505,225050,2250501,2250502,2250503,2250504,2250505,0|280,0|90,0|0,0|115,1366,221,55,125,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==5|魏延(替),1,1,1,,
22507,1,,,s==3|诸葛亮,2,5,5,1,2,4,4,22507,225071,2250711,2250721,2250731,2250741,2250751,s==11|102|203|301,s==3|103,s==11|101|203|304,s==7|103|301,,225071,225072,2250700,2250700,22507,225070,225070,s==3|0|0,s==3|1|1,s==3|0|0,22507,225070,2250701,2250702,2250703,2250704,2250705,0|262,0|90,0|0,0|115,1494,184,56,123,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==3|诸葛亮,1,1,1,,
22507001,0,,,s==3|诸葛亮,2,5,5,1,2,4,4,22507,22507011,225070111,225070121,225070131,225070141,225070151,s==11|102|203|301,s==3|103,s==11|101|203|304,s==7|103|301,,225070011,225070012,22507000,22507000,225072,2250702,2250702,s==3|0|0,s==3|1|1,s==3|0|0,22507001,22507001,225070101,225070102,225070103,225070104,225070105,0|262,0|90,0|0,0|115,1494,184,56,123,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==3|诸葛亮,1,,,,
22507002,0,,,s==3|诸葛亮,2,5,5,1,2,4,4,22507,22507021,225070211,225070221,225070231,225070241,225070251,,,,,,225070021,225070022,225070000,225070000,225073,2250703,2250703,s==3|0|0,s==3|1|1,s==3|0|0,22507002,22507002,225070201,225070202,225070202,225070204,225070205,0|262,0|90,0|0,0|115,1494,184,56,123,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==3|诸葛亮,1,,,,
22508,1,,,s==2|赵云,2,5,5,1,1,1,1,22508,225081,2250811,2250821,2250831,2250841,2250851,s==11|101|204|303,s==3|103,s==11|102|204|306,s==11|103|301|305,,225081,225082,2250800,2250800,22508,225080,225080,s==3|0|0,s==3|1|1,s==3|0|0,22508,225080,2250801,2250802,2250803,2250804,2250805,0|275,0|90,0|0,0|110,1370,221,55,126,0,3000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,s==2|赵云,1,,1,,
