id,dateStart,dateEnd,stageStart,stageEnd,stage,rechargeNum,rewards-type-1,rewards-id-1,rewards-value-1,rewards-type-2,rewards-id-2,rewards-value-2,rewards-type-3,rewards-id-3,rewards-value-3,
30,15,30,1,3,1,20000,2,6675,1,2,3014,100,2,1021,30,
31,15,30,4,7,2,6,2,1003,1,1,8,100000,2,1001,50,
32,15,30,4,7,2,68,2,1003,5,1,8,100000,2,1001,50,
33,15,30,4,7,2,100,2,1079,1,2,1080,5,2,1001,50,
34,15,30,4,7,2,200,2,1004,3,2,1003,6,2,1006,2000,
35,15,30,4,7,2,500,2,1516,1,2,1029,40,2,1006,5000,
36,15,30,4,7,2,1000,2,1105,10,2,1003,15,2,1006,8000,
37,15,30,4,7,2,2000,2,1176,2,2,3014,50,2,1006,20000,
38,15,30,4,7,2,5000,2,6677,1,2,3014,50,2,1463,5,
39,15,30,4,7,2,10000,2,6674,1,2,3014,100,2,1463,10,
40,15,30,4,7,2,20000,2,6675,1,2,3014,100,2,1527,2,
41,31,60,1,3,1,6,2,1003,1,1,8,100000,2,1001,50,
42,31,60,1,3,1,68,2,1003,5,1,8,100000,2,1001,50,
43,31,60,1,3,1,100,2,1079,1,2,1080,5,2,1001,50,
44,31,60,1,3,1,200,2,1004,3,2,1003,6,2,1006,2000,
45,31,60,1,3,1,500,2,1516,1,2,1029,40,2,1006,5000,
46,31,60,1,3,1,1000,2,1761,1,2,1003,15,2,1006,8000,
47,31,60,1,3,1,2000,2,1761,2,2,1076,4,2,1006,20000,
48,31,60,1,3,1,5000,2,6677,1,2,1076,8,2,1073,4,
49,31,60,1,3,1,10000,2,6674,1,2,1076,10,2,1073,8,
50,31,60,1,3,1,20000,2,6675,1,2,1076,10,2,1073,12,
51,31,60,4,7,2,6,2,1003,1,1,8,100000,2,1001,50,
52,31,60,4,7,2,68,2,1003,5,1,8,100000,2,1001,50,
53,31,60,4,7,2,100,2,1079,1,2,1080,5,2,1001,50,
54,31,60,4,7,2,200,2,1004,3,2,1003,6,2,1006,2000,
55,31,60,4,7,2,500,2,1516,1,2,1029,40,2,1006,5000,
56,31,60,4,7,2,1000,2,1105,10,2,1003,15,2,1006,8000,
57,31,60,4,7,2,2000,2,1176,2,2,2097,1,2,1006,20000,
58,31,60,4,7,2,5000,2,6677,1,2,2097,2,2,1463,5,
59,31,60,4,7,2,10000,2,6674,1,2,2097,4,2,1463,10,
60,31,60,4,7,2,20000,2,6675,1,2,2097,8,2,1527,2,
61,61,90,1,3,1,6,2,1003,1,1,8,100000,2,1001,50,
62,61,90,1,3,1,68,2,1003,5,1,8,100000,2,1001,50,
63,61,90,1,3,1,100,2,1079,1,2,1080,5,2,1001,50,
64,61,90,1,3,1,200,2,1004,3,2,1003,6,2,1006,2000,
65,61,90,1,3,1,500,2,1516,1,2,1029,40,2,1006,5000,
66,61,90,1,3,1,1000,2,1761,1,2,1003,15,2,1006,8000,
67,61,90,1,3,1,2000,2,1761,2,2,1509,1,2,1006,20000,
68,61,90,1,3,1,5000,2,6677,1,2,1509,2,2,1020,40,
69,61,90,1,3,1,10000,2,6674,1,2,1509,4,2,1020,60,
70,61,90,1,3,1,20000,2,6675,1,2,1509,8,2,1021,30,
71,61,90,4,7,2,6,2,1003,1,1,8,100000,2,1001,50,
72,61,90,4,7,2,68,2,1003,5,1,8,100000,2,1001,50,
73,61,90,4,7,2,100,2,1079,1,2,1080,5,2,1001,50,
74,61,90,4,7,2,200,2,1004,3,2,1003,6,2,2074,3,
75,61,90,4,7,2,500,2,1516,1,2,1029,40,2,2074,8,
76,61,90,4,7,2,1000,2,1105,10,2,1003,15,2,2074,16,
77,61,90,4,7,2,2000,2,1176,2,2,2097,1,2,2074,24,
78,61,90,4,7,2,5000,2,6677,1,2,2097,2,2,1463,5,
79,61,90,4,7,2,10000,2,6674,1,2,2097,4,2,1463,10,
80,61,90,4,7,2,20000,2,6675,1,2,2097,8,2,1527,2,
81,91,121,1,3,1,6,2,1003,1,1,8,100000,2,1001,50,
82,91,121,1,3,1,68,2,1003,5,1,8,100000,2,1001,50,
83,91,121,1,3,1,100,2,1079,1,2,1080,5,2,1001,50,
84,91,121,1,3,1,200,2,1004,3,2,1003,6,2,1006,2000,
85,91,121,1,3,1,500,2,1516,1,2,1029,40,2,1006,5000,
86,91,121,1,3,1,1000,2,1761,1,2,1003,15,2,1006,8000,
87,91,121,1,3,1,2000,2,1761,2,2,1509,1,2,1006,20000,
88,91,121,1,3,1,5000,2,6677,1,2,1509,2,2,1020,40,
89,91,121,1,3,1,10000,2,6674,1,2,1509,4,2,1020,60,
90,91,121,1,3,1,20000,2,6675,1,2,1509,8,2,1021,30,
91,91,121,4,7,2,6,2,1003,1,1,8,100000,2,1001,50,
92,91,121,4,7,2,68,2,1003,5,1,8,100000,2,1001,50,
93,91,121,4,7,2,100,2,1079,1,2,1080,5,2,1001,50,
94,91,121,4,7,2,200,2,1004,3,2,1003,6,2,2074,3,
95,91,121,4,7,2,500,2,1516,1,2,1029,40,2,2074,8,
96,91,121,4,7,2,1000,2,1105,10,2,1003,15,2,2074,16,
97,91,121,4,7,2,2000,2,1176,2,2,1286,5,2,2074,24,
98,91,121,4,7,2,5000,2,6677,1,2,1286,10,2,1463,5,
99,91,121,4,7,2,10000,2,6674,1,2,1286,30,2,1463,10,
100,91,121,4,7,2,20000,2,6675,1,2,1286,45,2,1527,2,
101,122,150,1,3,1,6,2,1003,1,1,8,100000,2,1001,50,
102,122,150,1,3,1,68,2,1003,5,1,8,100000,2,1001,50,
103,122,150,1,3,1,100,2,1079,1,2,1080,5,2,1001,50,
104,122,150,1,3,1,200,2,1004,3,2,1003,6,2,1006,2000,
105,122,150,1,3,1,500,2,1516,1,2,1029,40,2,1006,5000,
106,122,150,1,3,1,1000,2,1761,1,2,1003,15,2,1006,8000,
107,122,150,1,3,1,2000,2,1761,2,2,1509,1,2,1006,20000,
108,122,150,1,3,1,5000,2,6677,1,2,1509,2,2,1020,40,
109,122,150,1,3,1,10000,2,8835,1,2,1509,4,2,1020,60,
110,122,150,1,3,1,20000,2,6675,1,2,1509,8,2,1021,30,
111,122,150,4,7,2,6,2,1003,1,1,8,100000,2,1001,50,
112,122,150,4,7,2,68,2,1003,5,1,8,100000,2,1001,50,
113,122,150,4,7,2,100,2,1079,1,2,1080,5,2,1001,50,
114,122,150,4,7,2,200,2,1004,3,2,1003,6,2,2074,3,
115,122,150,4,7,2,500,2,1516,1,2,1029,40,2,2074,8,
116,122,150,4,7,2,1000,2,1105,10,2,1003,15,2,2074,16,
117,122,150,4,7,2,2000,2,1176,2,2,1230,5,2,2074,24,
118,122,150,4,7,2,5000,2,6677,1,2,1230,10,2,1463,5,
119,122,150,4,7,2,10000,2,6674,1,2,1230,30,2,1463,10,
120,122,150,4,7,2,20000,2,6675,1,2,1230,45,2,1527,2,
121,151,-1,1,3,1,6,2,1003,1,1,8,100000,2,1001,50,
122,151,-1,1,3,1,68,2,1003,5,1,8,100000,2,1001,50,
123,151,-1,1,3,1,100,2,1079,1,2,1080,5,2,1001,50,
124,151,-1,1,3,1,200,2,1004,3,2,1003,6,2,1006,2000,
125,151,-1,1,3,1,500,2,1516,1,2,1029,40,2,1006,5000,
126,151,-1,1,3,1,1000,2,1761,1,2,1003,15,2,1006,8000,
127,151,-1,1,3,1,2000,2,1761,2,2,1509,1,2,1006,20000,
128,151,-1,1,3,1,5000,2,6677,1,2,1509,2,2,1020,40,
129,151,-1,1,3,1,10000,2,6674,1,2,1509,4,2,1020,60,
130,151,-1,1,3,1,20000,2,6675,1,2,1509,8,2,1021,30,
131,151,-1,4,7,2,6,2,1003,1,1,8,100000,2,1001,50,
132,151,-1,4,7,2,68,2,1003,5,1,8,100000,2,1001,50,
133,151,-1,4,7,2,100,2,1079,1,2,1080,5,2,1001,50,
134,151,-1,4,7,2,200,2,1004,3,2,1003,6,2,2074,3,
135,151,-1,4,7,2,500,2,1516,1,2,1029,40,2,2074,8,
136,151,-1,4,7,2,1000,2,1105,10,2,1003,15,2,2074,16,
137,151,-1,4,7,2,2000,2,1176,2,2,6490,1,2,2074,24,
138,151,-1,4,7,2,5000,2,6677,1,2,6491,1,2,1463,5,
139,151,-1,4,7,2,10000,2,6674,1,2,6492,1,2,1463,10,
140,151,-1,4,7,2,20000,2,6675,1,2,6493,1,2,1527,2,
