id,name,provinceId,
1,s==10|Xương Bình,2000,
149,s==15|Trường Châu thị,2008,
150,s==12|Tam Minh thị,2008,
151,s==12|Nam Bình thị,2008,
152,s==12|Ninh Đức thị,2008,
153,s==14|Tuyền Châu thị,2008,
154,s==12|Phù Điền thị,2008,
155,s==13|Long Nham thị,2008,
156,s==15|Thượng Nham thị,2009,
157,s==14|Bình Hương thị,2009,
158,s==13|Cảnh Châu thị,2009,
159,s==13|Nam Xương thị,2009,
160,s==17|Cảnh Đức Trấn thị,2009,
161,s==15|Cửu Giang Thành,2009,
162,s==12|Tân Dư Thành,2009,
163,s==13|Ưng Đàm Thành,2009,
164,s==12|Cát An Thành,2009,
165,s==15|Nghi Xuân Thành,2009,
166,s==14|Phủ Châu Thành,2009,
167,s==16|Nhật Chiếu Thành,2010,
168,s==15|Uy Phương Thành,2010,
169,s==15|Hạp Trạch Thành,2010,
170,s==16|Liêu Thành Thành,2010,
171,s==12|Tế Nam Thành,2010,
172,s==15|Thanh Đảo Thành,2010,
173,s==12|Lâm Ấp Thành,2010,
174,s==15|Tảo Trang Thành,2010,
175,s==16|Đông Doanh Thành,2010,
176,s==13|Yên Đài Thành,2010,
177,s==13|Tế Ninh Thành,2010,
178,s==13|Thái An Thành,2010,
179,s==12|Uy Hải Thành,2010,
180,s==14|Đức Châu Thành,2010,
181,s==12|Tư Bác Thành,2010,
182,s==14|Tân Châu Thành,2010,
183,s==13|Hợp Phì Thành,2011,
184,s==12|Ngô Hồ Thành,2011,
185,s==14|Hoài Nam Thành,2011,
186,s==17|Tuyên Thành Thành,2011,
187,s==14|Trì Châu Thành,2011,
188,s==15|Phụ Dương Thành,2011,
189,s==15|Đồng Lĩnh Thành,2011,
190,s==14|Bàng Phụ Thành,2011,
191,s==15|Mã An Sơn Thành,2011,
192,s==14|Hoài Bắc Thành,2011,
193,s==14|An Khánh Thành,2011,
194,s==14|Trư Châu Thành,2011,
195,s==14|Túc Châu Thành,2011,
196,s==12|Lục An Thành,2011,
197,s==14|Mạc Châu Thành,2011,
198,s==15|Hoàng Sơn Thành,2011,
199,s==12|Lạc Hà Thành,2012,
200,s==15|Tín Dương Thành,2012,
201,s==16|Trịnh Châu Thành,2012,
202,s==16|Khai Phong Thành,2012,
203,s==14|Chu Khẩu Thành,2012,
204,s==19|Bình Đỉnh Sơn Thành,2012,
205,s==14|An Dương Thành,2012,
206,s==14|Hạc Bích Thành,2012,
207,s==17|Trú Mã Điếm Thành,2012,
208,s==14|Tiêu Tác Thành,2012,
209,s==15|Phụ Dương Thành,2012,
210,s==15|Hứa Xương Thành,2012,
211,s==15|Tế Nguyên Thành,2012,
212,s==17|Tam Môn Hạp Thành,2012,
213,s==15|Nam Dương Thành,2012,
214,s==17|Thương Khâu Thành,2012,
215,s==15|Lạc Dương Thành,2012,
216,s==15|Tân Tương Thành,2012,
217,s==14|Cẩm Châu Thành,2013,
218,s==13|Bản Khê Thành,2013,
219,s==12|An Sơn Thành,2013,
220,s==16|Thẩm Dương Thành,2013,
221,s==14|Đại Liên Thành,2013,
222,s==15|Phủ Thuận Thành,2013,
223,s==14|Đan Đông Thành,2013,
224,s==16|Doanh Khẩu Thành,2013,
225,s==16|Thiết Lĩnh Thành,2013,
226,s==16|Liêu Dương Thành,2013,
227,s==15|Hồ Lô Đảo Thành,2013,
228,s==17|Triều Dương Thành,2013,
229,s==13|Bàn Cẩn Thành,2013,
230,s==13|Phụ Tân Thành,2013,
231,s==12|Vũ Hán Thành,2014,
232,s==17|Hoàng Thạch Thành,2014,
233,s==16|Nghi Xương Thành,2014,
234,s==15|Hiềm Ninh Thành,2014,
235,s==14|Kinh Môn Thành,2014,
236,s==14|Thập Dận Thành,2014,
237,s==17|Tương Dương Thành,2014,
238,s==15|Ngạc Châu Thành,2014,
239,s==14|Hiếu Cảm Thành,2014,
240,s==14|Thần Nông Giáp,2014,
241,s==16|Tiềm Giang Thành,2014,
242,s==15|Kinh Châu Thành,2014,
243,s==17|Hoàng Cương Thành,2014,
244,s==14|Tùy Châu Thành,2014,
245,s==13|Ân Thất Thành,2014,
246,s==14|Tiên Đào Thành,2014,
247,s==15|Thiên Môn Thành,2014,
248,s==9|Hương Tây,2015,
249,s==15|Trường Sa Thành,2015,
250,s==15|Châu Châu Thành,2015,
251,s==21|Trương Gia Giới Thành,2015,
252,s==16|Hành Dương Thành,2015,
253,s==17|Thiệu Dương Thành,2015,
254,s==16|Nhạc Dương Thành,2015,
255,s==15|Hương Đàm Thành,2015,
256,s==16|Thường Đức Thành,2015,
257,s==15|Ích Dương Thành,2015,
258,s==15|Trần Châu Thành,2015,
259,s==12|Lâu Để Thành,2015,
260,s==14|Hoài Hoá Thành,2015,
261,s==15|Vĩnh Châu Thành,2015,
262,s==12|Tam Sa Thành,2016,
263,s==9|Trừng Mại,2016,
264,s==12|Khương Trung,2016,
265,s==14|Hải Khẩu Thành,2016,
266,s==11|Tam Á Thành,2016,
267,s==17|Ngũ Chỉ Sơn Thành,2016,
268,s==16|Khương Hải Thành,2016,
269,s==15|Văn Xương Thành,2016,
270,s==14|Đàm Châu Thành,2016,
271,s==14|Vạn Ninh Thành,2016,
272,s==9|Đồn Xương,2016,
273,s==17|Đông Phương Thành,2016,
274,s==7|Lâm Cao,2016,
275,s==7|Bạch Sa,2016,
276,s==11|Xương Giang,2016,
277,s==8|Lạc Đông,2016,
278,s==9|Lăng Thuỷ,2016,
279,s==8|Bảo Đình,2016,
280,s==9|Lương Sơn,2017,
281,s==4|A Bá,2017,
282,s==14|Nam Sung Thành,2017,
283,s==14|Thành Đô Thành,2017,
284,s==13|Tự Cống Thành,2017,
285,s==17|Ban Chi Hoa Thành,2017,
286,s==13|Lỗ Châu Thành,2017,
287,s==15|Đức Dương Thành,2017,
288,s==16|Miên Dương Thành,2017,
289,s==18|Quảng Nguyên Thành,2017,
290,s==15|Toại Ninh Thành,2017,
291,s==15|Nội Giang Thành,2017,
292,s==13|Lạc Sơn Thành,2017,
293,s==14|Miêu Sơn Thành,2017,
294,s==14|Nghi Tân Thành,2017,
295,s==14|Quảng An Thành,2017,
296,s==14|Đạt Châu Thành,2017,
297,s==12|Nha An Thành,2017,
298,s==14|Ba Trung Thành,2017,
299,s==14|Tư Dương Thành,2017,
300,s==6|Cam Tư,2017,
301,s==15|Quý Dương Thành,2018,
302,s==18|Lục Bàn Thuỷ Thành,2018,
303,s==16|Tuân Nghĩa Thành,2018,
304,s==8|Kiềm Nam,2018,
305,s==14|Tất Tiết Thành,2018,
306,s==14|An Thuận Thành,2018,
307,s==15|Đồng Nhân Thành,2018,
308,s==12|Kiềm Tây Nam,2018,
309,s==13|Kiềm Đông Nam,2018,
310,s==17|Giai Mộc Tư Thành,2019,
311,s==18|Tề Tề Hà Nhĩ Thành,2019,
312,s==15|Đại Khánh Thành,2019,
313,s==17|Thất Đài Hà Thành,2019,
314,s==12|Hắc Hà Thành,2019,
315,s==16|Đại Hưng An Lĩnh,2019,
316,s==15|Hạc Cương Thành,2019,
317,s==20|Hắc Long Giang Thành,2019,
318,s==12|Kê Tây Thành,2019,
319,s==17|Song Áp Sơn Thành,2019,
320,s==12|Y Xuân Thành,2019,
321,s==19|Mộc Đan Giang Thành,2019,
322,s==13|Tuy Hóa Thành,2019,
323,s==13|Hạ Châu Thành,2020,
324,s==14|Nam Ninh Thành,2020,
325,s==15|Liễu Châu Thành,2020,
326,s==13|Lai Tân Thành,2020,
327,s==14|Ngô Châu Thành,2020,
328,s==13|Bắc Hải Thành,2020,
329,s==22|Phòng Thành Cảng Thành,2020,
330,s==12|Hà Trì Thành,2020,
331,s==14|Quý Cảng Thành,2020,
332,s==14|Ngọc Lâm Thành,2020,
333,s==14|Bách Sắc Thành,2020,
334,s==15|Khâm Châu Thành,2020,
335,s==13|Quế Lâm Thành,2020,
336,s==13|Sùng Tả Thành,2020,
337,s==14|Lâm Phần Thành,2021,
338,s==14|Lữ Lương Thành,2021,
339,s==16|Trường Trị Thành,2021,
340,s==15|Tấn Thành Thành,2021,
341,s==15|Thác Châu Thành,2021,
342,s==15|Tấn Trung Thành,2021,
343,s==17|Thái Nguyên Thành,2021,
344,s==14|Đại Đồng Thành,2021,
345,s==17|Dương Tuyền Thành,2021,
346,s==15|Vận Thành Thành,2021,
347,s==14|Tân Châu Thành,2021,
348,s==13|Tứ Bình Thành,2022,
349,s==16|Bạch Thành Thành,2022,
350,s==13|Cát Lâm Thành,2022,
351,s==17|Liêu Nguyên Thành,2022,
352,s==17|Tùng Nguyên Thành,2022,
353,s==15|Thông Hóa Thành,2022,
354,s==14|Bạch Sơn Thành,2022,
355,s==9|Diên Biên,2022,
356,s==17|Trường Xuân Thành,2022,
357,s==15|KHôn Mênh Thành,2023,
358,s==15|Khúc Kinh Thành,2023,
359,s==8|Nộ Giang,2023,
360,s==13|Bảo Sơn Thành,2023,
361,s==16|Chiêu Định Thành,2023,
362,s==14|Lệ Giang Thành,2023,
363,s==16|Lâm Thương Thành,2023,
364,s==7|Sở Hùng,2023,
365,s==7|Hồng Hà,2023,
366,s==8|Đức Hồng,2023,
367,s==16|Tây Song Bản Nha,2023,
368,s==6|Đại Lý,2023,
369,s==10|Địch Khánh,2023,
370,s==7|Văn Sơn,2023,
371,s==14|Ngọc Khê Thành,2023,
372,s==16|Thương Lạc Thành,2024,
373,s==12|Bảo Kỳ Thành,2024,
374,s==12|Tây An Thành,2024,
375,s==16|Đồng Xuyên Thành,2024,
376,s==16|Hiềm Dương Thành,2024,
377,s==12|Vi Nam Thành,2024,
378,s==13|Diên An Thành,2024,
379,s==15|Hán Trung Thành,2024,
380,s==12|Dư Lâm Thành,2024,
381,s==14|An Khánh Thành,2024,
382,s==14|Lan Châu Thành,2025,
383,s==18|Gia Dục Quan Thành,2025,
384,s==15|Kim Xương Thành,2025,
385,s==15|Bạch Ngân Thành,2025,
386,s==16|Thiên Thủy Thành,2025,
387,s==17|Trương Dịch Thành,2025,
388,s==7|Cam Nam,2025,
389,s==11|Vũ Uy Thành,2025,
390,s==16|Bình Lương Thành,2025,
391,s==15|Tửu Quyển Thành,2025,
392,s==17|Khánh Dương Thành,2025,
393,s==14|Lũng Nam Thành,2025,
394,s==6|Lâm Hạ,2025,
395,s==14|Tây Ninh Thành,2026,
396,s==14|Hải Đông Thành,2026,
397,s==7|Quả Lạc,2026,
398,s==9|Hoàng Nam,2026,
399,s==7|Hải Nam,2026,
400,s==7|Hải Bắc,2026,
401,s==8|Ngọc Thụ,2026,
402,s==12|Trung Vệ thị,2027,
403,s==14|Ngân Xuyên thị,2027,
404,s==18|Thạch Khẩu Sơn thị,2027,
405,s==13|Ngô Trung thị,2027,
406,s==13|Cố Nguyên thị,2027,
407,s==12|Hưng An Mông,2028,
408,s==14|A Lạp Sơn Mông,2028,
409,s==18|Hô Hòa Hốt Đặc thị,2028,
410,s==9|Ô Hải thị,2028,
411,s==11|Bao Đầu thị,2028,
412,s==14|Thông Liêu thị,2028,
413,s==14|Xích Phong thị,2028,
414,s==15|Hô Luân Bối Nhĩ,2028,
415,s==14|Ngạc Nhĩ Đồ Tư,2028,
416,s==13|Ô Lan Trát Bố,2028,
417,s==14|Ba Diện Nỗ Nhĩ,2028,
418,s==22|Tích Lâm Quát Lặc Mông,2028,
419,s==15|Thổ Lỗ Phần thị,2029,
420,s==15|Ô Lỗ Mộc Tề thị,2029,
421,s==17|Khắc Lạp Mã Y thị,2029,
422,s==10|Hạ Mật thị,2029,
423,s==8|Xương Kỳ,2029,
424,s==15|Bác Nhĩ Đặc Lạp,2029,
425,s==15|Ba Âm Quát Lăng,2029,
426,s==9|A Khắc Tô,2029,
427,s==14|Khắc Tất Lỗ Tô,2029,
428,s==5|Khách,2029,
429,s==16|Ngũ Gia Khẩu thị,2029,
430,s==4|Y Lý,2029,
431,s==10|Tháp Thành,2029,
432,s==10|A Lặc Thái,2029,
433,s==15|Thạch Hà Tử thị,2029,
434,s==13|A Lạp Nhĩ thị,2029,
435,s==20|Đồ Mộc Thức Khắc thị,2029,
436,s==8|Hòa Điền,2029,
437,s==11|Bắc Đồn thị,2029,
438,s==10|Lạp Sa thị,2030,
439,s==11|Lâm Chi thị,2030,
440,s==12|Xương Đô thị,2030,
441,s==11|Sơn Nam thị,2030,
442,s==16|Nhật Kha Tắc thị,2030,
443,s==14|Nã Cúc địa khu,2030,
444,s==12|A Lý địa khu,2030,
445,s==12|Thái Bắc thị,2031,
446,s==12|Cao Hùng thị,2031,
447,s==11|Cơ Long thị,2031,
448,s==14|Thái Trung thị,2031,
449,s==12|Thái Nam thị,2031,
450,s==16|Đào Nguyên huyện,2031,
451,s==12|Tân Trúc thị,2031,
452,s==13|Gia Nghĩa thị,2031,
453,s==11|Tân Bắc thị,2031,
454,s==14|Nghi Lan huyện,2031,
455,s==12|Đào Viên thị,2031,
456,s==16|Thái Trung huyện,2031,
457,s==15|Thái Đông huyện,2031,
458,s==13|Bành Hồ huyện,2031,
459,s==14|Tân Trúc huyện,2031,
460,s==14|Miêu Lặc huyện,2031,
461,s==16|Chương Hóa huyện,2031,
462,s==13|Nam Đầu huyện,2031,
463,s==13|Vân Lâm huyện,2031,
464,s==15|Gia Nghĩa huyện,2031,
465,s==14|Thái Nam huyện,2031,
466,s==14|Cao Hùng huyện,2031,
467,s==15|Bình Đông huyện,2031,
468,s==14|Hoa Liên huyện,2031,
469,s==13|Trung Tây khu,2032,
470,s==11|Loan Tỷ khu,2032,
471,s==8|Đông khu,2032,
472,s==7|Nam khu,2032,
473,s==17|Du Tiêm Vượng khu,2032,
474,s==17|Thâm Thủy Xâm khu,2032,
475,s==18|Cửu Long Thành khu,2032,
476,s==18|Hoàng Đại Tiên khu,2032,
477,s==14|Quan Đường khu,2032,
478,s==7|Bắc khu,2032,
479,s==10|Đại Bố khu,2032,
480,s==11|Sa Điền khu,2032,
481,s==12|TÂY CỐNG KHU,2032,
482,s==13|TOÀN LOAN KHU,2032,
483,s==11|ĐỒN MÔN KHU,2032,
484,s==15|NGUYÊN LÃNG KHU,2032,
485,s==14|KHUÊ THANH KHU,2032,
486,s==10|LY ĐẢO KHU,2032,
487,s==20|HOA ĐỊA MẠ ĐƯỜNG KHU,2033,
488,s==25|THÁNH AN ĐA NHI ĐƯỜNG KHU,2033,
489,s==13|ĐẠI ĐƯỜNG KHU,2033,
490,s==18|VỌNG ĐỨC ĐƯỜNG KHU,2033,
491,s==21|PHONG THUẬN ĐƯỜNG KHU,2033,
492,s==9|HẢI NGOẠI,2034,
493,s==11|TÂN GIA BẢN,2035,
494,s==8|MÃ LAI Á,2036,
495,s==4|KHÁC,2037,
496,s==14|THẠCH GIA TRẤN,2007,
497,s==7|HẢI TÂY,2026,
498,s==13|HÀNH THÁI THỊ,2007,
499,s==7|Vietnam,2047,
500,s==9|VỊ THƯỜNG,2050,
501,s==6|THỦ ÂN,2051,
502,s==8|PHỐN SAN,2052,
503,s==10|NHÂN XUYÊN,2053,
504,s==7|ĐẠI KHƯ,2054,
505,s==8|ĐẠI ĐIỀN,2055,
506,s==10|QUANG CHÂU,2056,
507,s==11|THỦY NGUYÊN,2057,
508,s==6|ÚC SƠN,2058,
509,s==11|TẾ CHÂU ĐẢO,2059,
510,s==14|KHÁC THÀNH THỊ,2060,
511,s==8|NHẬT BẢN,2070,
