id,dateStart,dateEnd,stageStart,stageEnd,stage,rechargeNum,rewards-type-1,rewards-id-1,rewards-value-1,rewards-type-2,rewards-id-2,rewards-value-2,rewards-type-3,rewards-id-3,rewards-value-3,
30,15,30,1,3,1,20000,2,6675,1,2,3014,200,2,1037,25,
31,15,30,4,7,2,6,2,1003,1,1,8,100000,2,1001,50,
32,15,30,4,7,2,68,2,1003,5,1,8,100000,2,1001,50,
33,15,30,4,7,2,100,2,1079,1,2,1080,5,2,1001,50,
34,15,30,4,7,2,200,2,1003,10,1,8,1000000,2,1001,500,
35,15,30,4,7,2,500,2,1516,1,1,8,1000000,2,1001,500,
36,15,30,4,7,2,1000,2,1105,10,2,1003,15,2,1006,8000,
37,15,30,4,7,2,2000,2,1468,2,2,3014,50,2,1006,20000,
38,15,30,4,7,2,5000,2,6677,1,2,3014,100,2,1036,25,
39,15,30,4,7,2,10000,2,6674,1,2,3014,100,2,1037,50,
40,15,30,4,7,2,20000,2,6675,1,2,3014,200,2,1037,25,
41,31,60,1,3,1,6,2,1003,1,1,8,100000,2,1001,50,
42,31,60,1,3,1,68,2,1003,5,1,8,100000,2,1001,50,
43,31,60,1,3,1,100,2,1079,1,2,1080,5,2,1001,50,
44,31,60,1,3,1,200,2,1003,10,1,8,1000000,2,1001,500,
45,31,60,1,3,1,500,2,1516,1,1,8,1000000,2,1001,500,
46,31,60,1,3,1,1000,2,1761,1,2,1003,15,2,1006,8000,
47,31,60,1,3,1,2000,2,1761,2,2,3014,50,2,1006,20000,
48,31,60,1,3,1,5000,2,6677,1,2,3014,100,2,1036,25,
49,31,60,1,3,1,10000,2,6674,1,2,3014,100,2,1036,50,
50,31,60,1,3,1,20000,2,6675,1,2,3014,200,2,1037,25,
51,31,60,4,7,2,6,2,1003,1,1,8,100000,2,1001,50,
52,31,60,4,7,2,68,2,1003,5,1,8,100000,2,1001,50,
53,31,60,4,7,2,100,2,1079,1,2,1080,5,2,1001,50,
54,31,60,4,7,2,200,2,1003,10,1,8,1000000,2,1001,500,
55,31,60,4,7,2,500,2,1516,1,1,8,1000000,2,1001,500,
56,31,60,4,7,2,1000,2,1105,10,2,1003,15,2,1006,8000,
57,31,60,4,7,2,2000,2,1468,2,2,3014,50,2,1006,20000,
58,31,60,4,7,2,5000,2,6677,1,2,3014,100,2,1046,25,
59,31,60,4,7,2,10000,2,6674,1,2,3014,100,2,1046,50,
60,31,60,4,7,2,20000,2,6675,1,2,3014,200,2,1045,25,
61,61,90,1,3,1,6,2,1003,1,1,8,100000,2,1115,50,
62,61,90,1,3,1,68,2,1003,5,1,8,100000,2,1115,50,
63,61,90,1,3,1,100,2,1079,1,2,1080,5,2,1115,50,
64,61,90,1,3,1,200,2,1003,10,1,8,1000000,2,1115,500,
65,61,90,1,3,1,500,2,1516,1,1,8,1000000,2,1115,500,
66,61,90,1,3,1,1000,2,1761,1,2,1003,15,2,1006,8000,
67,61,90,1,3,1,2000,2,1761,2,2,1509,1,2,1006,20000,
68,61,90,1,3,1,5000,2,6677,1,2,1509,2,2,1036,60,
69,61,90,1,3,1,10000,2,6674,1,2,1509,4,2,1036,25,
70,61,90,1,3,1,20000,2,6675,1,2,1509,8,2,1037,25,
71,61,90,4,7,2,6,2,1003,1,1,8,100000,2,1115,50,
72,61,90,4,7,2,68,2,1003,5,1,8,100000,2,1115,50,
73,61,90,4,7,2,100,2,1079,1,2,1080,5,2,1115,50,
74,61,90,4,7,2,200,2,1003,10,1,8,1000000,2,1115,500,
75,61,90,4,7,2,500,2,1516,1,1,8,1000000,2,1115,500,
76,61,90,4,7,2,1000,2,1105,10,2,1003,15,2,1006,8000,
77,61,90,4,7,2,2000,2,1468,2,2,3014,50,2,1006,20000,
78,61,90,4,7,2,5000,2,6677,1,2,3014,100,2,1017,25,
79,61,90,4,7,2,10000,2,6674,1,2,3014,100,2,1017,50,
80,61,90,4,7,2,20000,2,6675,1,2,3014,200,2,1018,30,
81,91,120,1,3,1,6,2,1003,1,1,8,100000,2,1001,50,
82,91,120,1,3,1,68,2,1003,5,1,8,100000,2,1001,50,
83,91,120,1,3,1,100,2,1079,1,2,1080,5,2,1001,50,
84,91,120,1,3,1,200,2,1003,10,1,8,1000000,2,1001,500,
85,91,120,1,3,1,500,2,1516,1,1,8,1000000,2,1001,500,
86,91,120,1,3,1,1000,2,1761,1,2,1003,15,2,1006,8000,
87,91,120,1,3,1,2000,2,1761,2,2,2097,1,2,1006,20000,
88,91,120,1,3,1,5000,2,6677,1,2,2097,2,2,1017,25,
89,91,120,1,3,1,10000,2,6674,1,2,2097,4,2,1017,50,
90,91,120,1,3,1,20000,2,6675,1,2,2097,8,2,1018,30,
91,91,120,4,7,2,6,2,1003,1,1,8,100000,2,1001,50,
92,91,120,4,7,2,68,2,1003,5,1,8,100000,2,1001,50,
93,91,120,4,7,2,100,2,1079,1,2,1080,5,2,1001,50,
94,91,120,4,7,2,200,2,1003,10,1,8,1000000,2,1001,500,
95,91,120,4,7,2,500,2,1516,1,1,8,1000000,2,1001,500,
96,91,120,4,7,2,1000,2,1105,10,2,1003,15,2,1006,8000,
97,91,120,4,7,2,2000,2,1468,2,2,3014,50,2,1006,20000,
98,91,120,4,7,2,5000,2,6677,1,2,3014,100,2,1286,25,
99,91,120,4,7,2,10000,2,6674,1,2,3014,100,2,1286,50,
100,91,120,4,7,2,20000,2,6675,1,2,3014,200,2,1286,50,
101,121,150,1,3,1,6,2,1003,1,1,8,100000,2,1115,50,
102,121,150,1,3,1,68,2,1003,5,1,8,100000,2,1115,50,
103,121,150,1,3,1,100,2,1079,1,2,1080,5,2,1115,50,
104,121,150,1,3,1,200,2,1003,10,1,8,1000000,2,1115,500,
105,121,150,1,3,1,500,2,1516,1,1,8,1000000,2,1115,500,
106,121,150,1,3,1,1000,2,1761,1,2,1003,15,2,1006,8000,
107,121,150,1,3,1,2000,2,1761,2,2,3014,50,2,1006,20000,
108,121,150,1,3,1,5000,2,6677,1,2,3014,100,2,1036,60,
109,121,150,1,3,1,10000,2,6674,1,2,3014,100,2,1036,25,
110,121,150,1,3,1,20000,2,6675,1,2,3014,200,2,1037,25,
111,121,150,4,7,2,6,2,1003,1,1,8,100000,2,1115,50,
112,121,150,4,7,2,68,2,1003,5,1,8,100000,2,1115,50,
113,121,150,4,7,2,100,2,1079,1,2,1080,5,2,1115,50,
114,121,150,4,7,2,200,2,1003,10,1,8,1000000,2,1115,500,
115,121,150,4,7,2,500,2,1516,1,1,8,1000000,2,1115,500,
116,121,150,4,7,2,1000,2,1105,10,2,1003,15,2,1006,8000,
117,121,150,4,7,2,2000,2,1468,2,2,3014,50,2,1006,20000,
118,121,150,4,7,2,5000,2,6677,1,2,3014,100,2,1046,25,
119,121,150,4,7,2,10000,2,6674,1,2,3014,100,2,1046,50,
120,121,150,4,7,2,20000,2,6675,1,2,3014,200,2,1045,25,
121,151,180,1,3,1,6,2,1003,1,1,8,100000,2,1001,50,
122,151,180,1,3,1,68,2,1003,5,1,8,100000,2,1001,50,
123,151,180,1,3,1,100,2,1079,1,2,1080,5,2,1001,50,
124,151,180,1,3,1,200,2,1003,10,1,8,1000000,2,1001,500,
125,151,180,1,3,1,500,2,1516,1,1,8,1000000,2,1001,500,
126,151,180,1,3,1,1000,2,1761,1,2,1003,15,2,1006,8000,
127,151,180,1,3,1,2000,2,1761,2,2,3014,50,2,1006,20000,
128,151,180,1,3,1,5000,2,6677,1,2,3014,100,2,1036,60,
129,151,180,1,3,1,10000,2,6674,1,2,3014,100,2,1036,25,
130,151,180,1,3,1,20000,2,6675,1,2,3014,200,2,1037,25,
131,151,180,4,7,2,6,2,1003,1,1,8,100000,2,1001,50,
132,151,180,4,7,2,68,2,1003,5,1,8,100000,2,1001,50,
133,151,180,4,7,2,100,2,1079,1,2,1080,5,2,1001,50,
134,151,180,4,7,2,200,2,1003,10,1,8,1000000,2,1001,500,
135,151,180,4,7,2,500,2,1516,1,1,8,1000000,2,1001,500,
136,151,180,4,7,2,1000,2,1105,10,2,1003,15,2,1006,8000,
137,151,180,4,7,2,2000,2,1468,2,2,3014,50,2,1006,20000,
138,151,180,4,7,2,5000,2,6677,1,2,3014,100,2,1046,25,
139,151,180,4,7,2,10000,2,6674,1,2,3014,100,2,1046,50,
140,151,180,4,7,2,20000,2,6675,1,2,3014,200,2,1045,25,
141,181,-1,1,3,1,6,2,1003,1,1,8,100000,2,50050,10,
142,181,-1,1,3,1,68,2,1003,5,1,8,100000,2,50050,10,
143,181,-1,1,3,1,100,2,1079,1,2,1080,5,2,50050,50,
144,181,-1,1,3,1,200,2,1003,10,1,8,1000000,2,50050,100,
145,181,-1,1,3,1,500,2,1516,1,1,8,1000000,2,50050,200,
146,181,-1,1,3,1,1000,2,1761,1,2,1003,15,2,1006,8000,
147,181,-1,1,3,1,2000,2,1761,2,2,6490,1,2,1006,20000,
148,181,-1,1,3,1,5000,2,6677,1,2,6491,1,2,1082,60,
149,181,-1,1,3,1,10000,2,6674,1,2,6492,1,2,1081,25,
150,181,-1,1,3,1,20000,2,6675,1,2,6493,1,2,1081,25,
151,181,-1,4,7,2,6,2,1003,1,1,8,100000,2,50050,10,
152,181,-1,4,7,2,68,2,1003,5,1,8,100000,2,50050,10,
153,181,-1,4,7,2,100,2,1079,1,2,1080,5,2,50050,50,
154,181,-1,4,7,2,200,2,1003,10,1,8,1000000,2,50050,100,
155,181,-1,4,7,2,500,2,1516,1,1,8,1000000,2,50050,200,
156,181,-1,4,7,2,1000,2,1105,10,2,1003,15,2,1006,8000,
157,181,-1,4,7,2,2000,2,1468,2,2,6490,1,2,1006,20000,
158,181,-1,4,7,2,5000,2,6677,1,2,6491,1,2,1082,60,
159,181,-1,4,7,2,10000,2,6674,1,2,6492,1,2,1081,25,
160,181,-1,4,7,2,20000,2,6675,1,2,6493,1,2,1081,25,
