id,mapId,name,type,state,connectCity,maxCount,score,ExtreScore,defBattles,addPros-type-1,addPros-way-1,addPros-value-1,gains-type-1,gains-id-1,gains-value-1,gains-type-2,gains-id-2,gains-value-2,
177,6,s==2|洛阳,1,,178|180|193,25,5,20,500247|500247,2,1,1000,1,28,2,,,,
178,6,s==3|大本营,0,,177|179|181,10000,,,,,,,,,,,,,
179,6,s==2|平原,1,,178|182|183,25,5,20,500247|500247,2,1,1000,1,28,2,,,,
180,6,s==2|平阳,1,,177|184|188,25,5,20,500247|500247,2,1,1000,1,28,2,,,,
181,6,s==2|颍川,2,,178|184|185,30,20,50,500247|500247,3,1,2000,1,28,6,,,,
182,6,s==2|广阳,1,,179|185|186|192,25,5,20,500247|500247,2,1,1000,1,28,2,,,,
183,6,s==2|东莱,1,,179|186|198,25,5,20,500247|500247,2,1,1000,1,28,2,,,,
184,6,s==2|河东,3,,180|181|189,30,10,50,500247|500247,3,1,2000,1,28,4,,,,
185,6,s==2|鲁郡,2,,181|182|192,30,20,50,500247|500247,3,1,2000,1,28,6,,,,
186,6,s==2|东山,1,,182|183|187,25,5,20,500247|500247,2,1,1000,1,28,2,,,,
187,6,s==2|琅琊,3,,186|192|197,30,10,50,500247|500247,3,1,2000,1,28,4,,,,
188,6,s==2|上庸,1,,180|189|193|194,25,5,20,500247|500247,2,1,1000,1,28,2,,,,
189,6,s==2|襄阳,3,,184|188|190|194,30,10,50,500247|500247,3,1,2000,1,28,4,,,,
190,6,s==2|项城,4,,189|191|195|201,30,20,50,500239|500247|500247,3,1,2000,1,28,6,,,,
191,6,s==2|下邳,4,,190|192|196|202,30,20,50,500232|500247|500247,3,1,2000,1,28,6,,,,
192,6,s==2|东海,3,,182|185|187|191,30,10,50,500247|500247,3,1,2000,1,28,4,,,,
193,6,s==2|京兆,1,,177|188|199,25,5,20,500247|500247,2,1,1000,1,28,2,,,,
194,6,s==2|巴东,2,,188|189|200,30,20,50,500247|500247,3,1,2000,1,28,6,,,,
195,6,s==2|寿春,5,,190|196|201,30,50,100,500233|500248|500248|500248,3,1,2000,1,28,8,,,,
196,6,s==2|建业,5,,191|195|202,30,50,100,500234|500235|500236|500250,3,1,2000,1,28,8,,,,
197,6,s==2|北海,2,,187|198|203,30,20,50,500247|500247,3,1,2000,1,28,6,,,,
198,6,s==3|大本营,0,,183|197|208,10000,,,,,,,,,,,,,
199,6,s==3|大本营,0,,193|200|209,10000,,,,,,,,,,,,,
200,6,s==2|武陵,2,,194|199|205,30,20,50,500247|500247,3,1,2000,1,28,6,,,,
201,6,s==2|浔阳,4,,190|195|202|206,30,20,50,500237|500249|500249,3,1,2000,1,28,6,,,,
202,6,s==2|庐陵,4,,191|196|201|207,30,20,50,500249|500249|500249,3,1,2000,1,28,6,,,,
203,6,s==2|吴郡,2,,197|207|214,30,20,50,500250|500250,3,1,2000,1,28,6,,,,
204,6,s==2|衡阳,1,,205|209|210,25,5,20,500247|500247,2,1,1000,1,28,2,,,,
205,6,s==2|庐江,3,,200|204|206,30,10,50,500247|500247,3,1,2000,1,28,4,,,,
206,6,s==2|江陵,3,,201|205|210|211,30,10,50,500247|500247,3,1,2000,1,28,4,,,,
207,6,s==2|豫章,3,,202|203|213|214,30,10,50,500250|500250,3,1,2000,1,28,4,,,,
208,6,s==2|会稽,1,,198|214|218,25,5,20,500250|500250,2,1,1000,1,28,2,,,,
209,6,s==2|湘东,1,,199|204|215,25,5,20,500247|500247,2,1,1000,1,28,2,,,,
210,6,s==2|临川,1,,204|206|211|215,25,5,20,500247|500247,2,1,1000,1,28,2,,,,
211,6,s==2|新都,2,,206|210|212,30,20,50,500247|500247,3,1,2000,1,28,6,,,,
212,6,s==2|九江,2,,211|213|216,30,20,50,500250|500250,3,1,2000,1,28,6,,,,
213,6,s==2|临海,3,,207|212|217,30,10,50,500250|500250,3,1,2000,1,28,4,,,,
214,6,s==2|建安,1,,203|207|208|217,25,5,20,500250|500250,2,1,1000,1,28,2,,,,
215,6,s==2|桂阳,1,,209|210|216,25,5,20,500247|500247,2,1,1000,1,28,2,,,,
216,6,s==3|大本营,0,,212|215|218,10000,,,,,,,,,,,,,
217,6,s==2|鄱阳,1,,213|214|218,25,5,20,500250|500250,2,1,1000,1,28,2,,,,
218,6,s==2|朱冶,1,,208|216|217,25,5,20,500250|500250,2,1,1000,1,28,2,,,,
