heroId,priority,exStar,isShow,rewards-type-1,rewards-id-1,rewards-value-1,desc,isHideOntology,
21501,989,6,1,1,9,50,s==248|庞德，字令明，南安郡狟道县人，原为马腾麾下武将，在随马腾四处征战的过程中屡立战功，勇冠三军。马腾被曹操征为卫尉后，庞德归属马超。\n马超兵败后，庞德随其一起投靠汉中张鲁，而后马超归降刘备，庞德仍留在张鲁麾下，曹操平定汉中后，庞德加入曹操。襄樊之战时，庞德率军支援樊城的曹仁，在与关羽的战斗中，曾一箭射中关羽前额。后因暴雨而“汉水溢流，害民人”。关羽趁机率领水军进攻，庞德连同于禁都全军覆没。兵败被擒后，庞德誓死不降，最终为关羽所杀。\n后被曹操追谥为壮侯。庞德经常骑白马作战，因而被称为白马将军。,,
21405,988,6,1,1,9,40,s==115|许攸，字子远，南阳人。\n本为袁绍帐下谋士，官渡之战时其家人因受贿敛财而被收捕，许攸因此背袁投曹，并为曹操设下偷袭袁绍军屯粮之所乌巢的计策，袁绍因此而大败于官渡。后许攸随曹操平定冀州，因自恃其功而屡屡口出狂言，终因触怒曹操而被杀。,,
21404,987,,1,1,9,40,s==242|夏侯渊，字妙才，沛国谯县人。东汉末年名将，太仆夏侯婴后代。\n迎娶曹操的妻妹，跟随曹操征伐四方，起家骑都尉，历任陈留颍川二郡太守。参加官渡之战，负责督运粮草。擅长千里奔袭，作战出其不意，先后平定昌豨、徐和、雷绪、商曜等叛乱。率军征伐关中与凉州，斩梁兴、逐马超、破韩遂、灭宋建，横扫羌族、氐族、屠各等外族势力，威震关右地区。\n凭借功勋，累迁征西将军，受封博昌亭侯。张鲁投降曹操后，带兵留守汉中，抵抗刘备进攻。建安二十四年，参加定军山之战，遭到刘备部将黄忠袭杀，谥号为闵，配享太祖庙庭。,,
21403,986,,1,1,9,40,s==234|徐晃，字公明，河东杨县人，三国时期曹魏名将。本为杨奉帐下骑都尉，杨奉被曹操击败后转投曹操，在曹操手下多立功勋，参与徐州之战、官渡之战、冀州征伐、白狼山之战、南郡之战、关中征伐、夏侯渊平凉州之战、汉中之战等几次重大战役。\n在樊城之战中，徐晃率军击退关羽，又紧随关羽展开追杀，并趁机连破关羽十重围堑，彻底解除了樊城之围。因为治军严整而被曹操称赞“有周亚夫之风”。\n曹丕称帝后，徐晃被加封为右将军。其后，徐晃跟随夏侯尚击败蜀将刘封并夺取上庸。公元227年病逝，谥曰壮侯。,,
21402,985,,1,1,9,40,s==107|杨修，字德祖，东汉文学家，司隶部弘农郡华阴人，太尉杨彪之子，母为袁氏。\n杨修为人恭敬，学问渊博，极聪慧，建安年间被推选为孝廉，不久改任郎中，后改任丞相府仓曹属主簿。史载，“是时，军国多事，修总知外内，事皆称意”。,,
21401,984,,1,1,9,40,s==355|荀攸，字公达，颍川颍阴人，乃荀彧之侄，东汉末年谋士。荀攸在何进掌权时期任黄门侍郎，在董卓进京时曾因密谋刺杀董卓而入狱，后弃官回家。曹操迎天子入许都之后，荀攸成为曹操的军师。\n曹操征伐吕布时荀攸劝阻了曹操退兵，并献奇计水淹下邳城，活捉吕布。在官渡之战中，计斩颜良，又计斩文丑，又策奇兵派徐晃烧袁绍粮草，又力劝曹操采纳许攸之计奔袭乌巢，又力劝曹洪接纳张郃、高览，皆立下大功。\n建安八年，刘表强盛。荀攸力排众议，主张趁袁绍诸子不和而先攻河北，被曹操上奏朝廷封为陵树亭侯。荀攸行事周密低调，计谋百出，深受曹操称赞。\n建安十九年，荀攸在曹操伐吴途中去世。谥曰敬侯。\n荀攸被称为曹操的“谋主”，擅长灵活多变的克敌战术和军事策略。他生前设奇策共十二计，钟繇尚未整理全即去世，故后世不得而知。另著有《魏官仪》，今已佚。,,
21301,983,,1,1,9,40,s==253|乐进，字文谦，阳平郡卫国人。东汉末年名将。以胆识英烈而从曹操，南征北讨。\n从击袁绍于官渡，奋勇力战，斩袁绍部将淳于琼。又从击袁谭、袁尚于黎阳，斩其大将严敬。不久乐进别击黄巾、雍奴、管承，皆大破之。从平荆州，留屯襄阳。刘备入蜀后，乐进在青泥与关羽相拒，击退关羽、苏非，降伏南郡诸郡山谷蛮夷，又大破刘备的临沮长、旌阳长。\n后从曹操征孙权，假进节。曹操自合肥还，留下乐进与张辽、李典屯于合肥。后来，以乐进数有军功，迁右将军。建安二十三年逝世，谥曰威侯。后世将其与张辽、于禁、张郃、徐晃并称为曹魏“五子良将”。,,
21201,982,,1,1,9,40,s==111|曹昂，字子脩，沛国谯县人。曹操的长子，刘氏所生，但生母早亡是以由正室丁氏抚养大。二十岁时被举为孝廉。\n建安二年随曹操出征张绣，张绣降而复叛，曹昂为救曹操被杀。魏文帝黄初二年，追封谥号丰悼公，黄初五年又进一步追封为丰悼王。,,
21101,981,,1,1,9,40,s==41|魏国常见的兵卒，身穿革制皮甲，手持精钢铁刀，在战场上常常能看到他们悍不畏死的身影。,,
22515,999,6|10,1,1,9,50,s==109|黄月英，本名不详，荆州沔南白水人，沔阳名士黄承彦之女，诸葛亮之妻。\n黄月英是个与世无争的才女，在沔阳当地颇具盛名，与诸葛亮在黄承彦的介绍下相识相知，两人恩爱非常，诸葛亮随刘备出山后一直南征北战，黄月英默默陪伴于其身旁,,
22512,998,6|10,1,1,9,50,s==209|汉昭烈帝刘备，字玄德，涿郡涿县人。三国时期蜀汉的建立者。刘备为人弘毅宽厚，知人待士。早年与关羽、张飞在桃园结为异姓兄弟，一同抗击黄巾军、讨伐董卓。为实现复兴汉室之大业，三顾茅庐请动诸葛卧龙出山相助。又因其以德服人的行为准则，深受海内外名士的尊敬。在多方相助之下，联合孙吴取胜赤壁之战，正式建立蜀汉政权。后因兄弟关羽被东吴所害，重情重义的刘备力排众议发动对吴国的战争，最终兵败夷陵，于章武三年病逝于白帝城，谥号昭烈皇帝。,,
22504,997,6|10,1,1,9,50,s==270|关羽，字云长，小字长生，河东郡解县人，汉末三国时期名将。\n早年犯事，流落到涿郡，和刘备、张飞情同兄弟。参与镇压黄巾起义，跟随刘备颠沛流离。雄壮威猛，号称“万人敌”、雅号“美髯公”。徐州战败后，暂时投靠曹操，亲自斩杀颜良，受封汉寿亭侯。离开曹操，回到刘备身边。赤壁之战后，参与攻取荆州地区。\n刘备入川后，奉命镇守荆州，加号前将军。建安二十四年，水陆并进，围攻襄阳和樊城。水淹七军，全歼于禁援军，威震华夏，使得曹操一度产生迁都想法。\n面对孙权部下吕蒙、陆逊袭击后方，曹操部将徐晃正面夹击的局面，进退失据，兵败被杀。后主刘禅即位，追谥壮缪。,,
22502,996,6|10,1,1,9,50,s==192|张飞，字翼德，涿郡人，与刘备、关羽于桃园结义，寝则同床，生死不弃。\n刘备最大，关羽年长数岁，张飞最小，乃三弟。张飞勇武过人，手持丈八蛇矛，与结拜兄弟关羽并称为“万人敌”。丈八蛇矛重五十多斤，矛杆长一丈，矛尖长八寸，刃开双锋，作游蛇状，故而名之。张飞喜饮酒，性格耿直，用兵粗中有细，常出奇谋。刘备于长坂坡败退时，张飞仅率二十骑断后，据当阳桥厉声大喝，曹军无人敢逼近，刘备因此得以免难。,,
22508,995,6|10,1,1,9,50,s==349|赵云，字子龙，常山真定人。身长八尺，姿颜雄伟，三国时期蜀汉名将。\n汉末军阀混战，赵云受本郡推举，率领义从加入公孙瓒。期间结识了汉室皇亲刘备，但不久之后，赵云因为兄长去世而离开。赵云离开公孙瓒大约七年后，在邺城与刘备相见，从此追随刘备。赵云追随刘备后，先后参与过博望坡之战、长坂坡之战，于益州之战时独自率军平定蜀中大郡后从成都南面与刘备、诸葛亮等合围成都。后独自指挥过汉水之战、箕谷之战，都取得了不错的战果。\n除了四处征战，赵云还先后以偏将军任桂阳太守，以留营司马留守公安，以翊军将军督江州，曾于平定益州时引霍去病故事劝谏刘备将田宅归还百姓，又于关羽、张飞被害之后劝谏刘备不要伐吴，被后世赞为有大臣局量的名将。\n赵云去世后，于蜀汉景耀四年被追谥为“顺平侯”，其“常胜将军”的形象在后世广为流传。,,
22509,994,6|10,1,1,9,50,s==257|马超，字孟起，扶风茂陵人，汉伏波将军马援的后人，马腾的儿子，少年成名.\n曹操曾多次征召马超入京为官，但都被马超拒绝。而后马腾入京被封为卫尉，马超就统领了马腾的部队。\n建安十六年，曹操治兵关中，马超联合关中诸侯韩遂等抵抗曹操，曾一度对曹操造成了极大的威胁，但被曹操用离间计击败退走，而后聚拢部队再次攻取陇上诸郡，失败后依附汉中张鲁。\n刘备攻打刘璋时，马超投降刘备，与刘备军合围成都，汉中之战后联名上书尊刘备为汉中王。蜀汉建立后，马超官至骠骑将军、斄乡侯。章武二年，马超病死，终年四十七岁，刘禅时期被追谥为威侯。,,
22501,993,6|10,1,1,9,50,s==144|黄忠，字汉升，南阳郡人，三国时期蜀汉名将。\n本为刘表部下中郎将，后归刘备，并助刘备攻破益州刘璋。建安二十四年，定军山之战中，黄忠阵斩曹操部下名将夏侯渊，拜征西将军。刘备称汉中王后，加封后将军，赐关内侯。次年，黄忠病逝。景耀三年，追谥为刚侯。\n刘备称汉中王后，将其封为“五虎上将”之一。,,
22507,992,6|10,1,1,9,50,s==205|诸葛亮，字孔明，号卧龙，琅琊人。\n早年随叔父诸葛玄到荆州，诸葛玄死后，诸葛亮就在隆中隐居，后刘备三顾茅庐请出诸葛亮，联合东吴孙权于赤壁之战决战曹操。诸葛亮与周瑜、庞统、徐庶、司马微等人私交甚好，关于庞统，甚至有“卧龙凤雏得一可得天下”之称。\n诸葛亮通晓天罡八卦之术，亦能禳星御鬼，与周瑜相爱相杀，视对方为挚友，又不得不应付对方的争强好胜。曾发明木牛流马、孔明灯等，并改造连弩，叫做诸葛连弩，可一弩十矢俱发。,,
22511,991,6|10,1,1,9,50,s==122|庞统，字士元，号凤雏，汉时荆州襄阳人。东汉末年刘备帐下重要谋士，与诸葛亮同拜为军师中郎将。\n与刘备一同入川，于刘备与刘璋决裂之际，献上中下三条计策。进围雒县时，庞统率众攻城，不幸中流矢而亡，年仅三十六岁，追赐统为关内侯，谥曰靖侯。葬于落凤坡。,,
22510,990,6,1,1,9,50,s==171|徐庶，字元直，颍川人，寒门子弟，本是走马仗剑的江湖人士，早年为人报仇，陷入被追杀的困境，获救后改名徐庶，拜师求道。\n与司马徽、诸葛亮、庞德公、庞统等名士往来密切，刘备屯驻新野时，徐庶前往投奔。徐庶极孝，曹操利用母亲威胁徐庶，徐庶不得已辞别刘备，并向刘备推荐诸葛亮。徐庶于曹操帐下时常一言不发，沉醉于书中解忧，期盼着有机会再次回到刘备的身边。,,
22505,989,6|10,1,1,9,50,s==201|魏延，性格狂妄而富有心机，素有“青面獠牙”的名号，字文长，义阳平氏人。\n魏延骁勇善战，亦擅长用兵，多为奇谋。刘备入川时，魏延因数有战功，升为牙门将军。刘备攻下汉中，拔为镇远将军、汉中太守，成为独当一方的大将，镇守汉中十年。刘备自立汉中王后，拜镇北将军。魏延喜饮酒，酒量甚好，但连年征战，饮酒易误事，本人极为克制。\n狂妄傲骨的魏延怎甘心屈居于人下，他时刻准备着谋反，只不过因忌惮诸葛亮而迟迟没有动手。,,
22405,988,,1,1,9,50,s==195|秦宓，字子敕，广汉人，蜀国知名学者。秦宓喜读书，擅长舌辩，早年仕于益州牧刘璋麾下，后降于刘备，常与诸葛亮议事辩论，私交甚好。\n刘备伐吴时，秦宓劝阻，刘备大怒，欲杀秦宓，因诸葛亮及时求情，才保住性命，仅被下狱，后被释放，拜左中郎将、长水校尉。\n吴蜀同盟后，孙权派张温至成都回访。酒宴之上，秦宓与张温舌战，说得张温无言以对。秦宓虽然能言善辩，但性格喜静，热衷于独自游山玩水，垂钓于河湖之际。,,
22404,987,,1,1,9,40,s==202|糜竺，字子仲。东海郡朐县人,东汉末年刘备帐下重臣。\n麋竺原为徐州富商，后被徐州牧陶谦辟为别驾从事。陶谦病死后，奉其遗命迎接刘备，成为其幕客。更与其弟麋芳拒绝曹操的任命，跟随刘备周旋。在刘备潦倒时，麋竺给予他很大的帮助，使之重新振作。刘备入益州后，拜麋竺为安汉将军，位列刘备手下众臣之首。\n吕蒙袭取荆州，麋芳举城投降，导致关羽兵败身亡，麋竺面缚请罪，刘备劝慰麋竺，对他待遇如初，但不久后他即因惭恨病死。,,
22403,986,,1,1,9,40,s==137|周仓，字元福，身材高大、黑面虬髯的关西大汉，本是黄巾军出身，关羽千里寻兄之时请求跟随，自此对关羽忠心不二；在听说关羽兵败被杀后，周仓也自刎而死。\n在《三国演义》及此后的各种民间传说中，周仓均以关羽护卫的形象出现，在各地的关帝庙中，关羽神像的两侧也经常供奉周仓、关平的神像。,,
22402,985,,1,1,9,40,s==175|廖化，本名淳，字元俭，荆州襄阳郡中卢县人。三国时蜀汉将领。廖化曾为前将军关羽帐下主簿。\n关羽败亡后，归属孙吴，用诈死之计回归蜀汉，被刘备授为宜都太守。刘备去世后，转拜丞相参军，后为广武都督，迁阴平太守，多次参与蜀汉的北伐。官至右车骑将军，假节，领并州刺史，封中乡侯。蜀汉灭亡后，被迁往洛阳，于中途病逝。\n廖化以果敢刚直著称，是蜀汉后期的重要将领。,,
22401,984,6,1,1,9,40,s==208|马良，字季常，襄阳宜城人，三国时期蜀汉官员，马谡之兄。马良兄弟五人都有才华名气，而马良是五人中最为出色。因眉毛中有白毛，人称白眉马良。因此有“马氏五常，白眉最良”的赞誉。\n建安十四年，刘备担任荆州牧，征辟为州从事。马良与诸葛亮关系友善，曾奉命出使东吴，受到孙权恭敬接待。\n章武元年，刘备称帝，建立蜀汉政权，任命马良为侍中。章武二年，刘备东征东吴，派马良招纳五溪少数民族。同年，刘备在夷陵之战中兵败，马良遇害身亡。,,
22301,983,,1,1,9,40,s==181|刘封，东汉末年长沙人，东汉末年将领，蜀汉昭烈帝刘备养子。有武艺，性格刚猛，气力过人。随赵云、张飞等扫荡西川，颇有战功，而后又统领孟达攻取上庸，深为刘备信任。\n后关羽北伐曹魏，多次要求刘封起兵相助，刘封不从。而后又侵凌孟达，致其降魏。孟达与魏徐晃共袭刘封，并劝刘封投降，刘封不降，又遭部下叛变，败归成都。\n刘备在诸葛亮的建议下赐死刘封，刘封自缢，刘备深表痛惜。,,
22201,982,,1,1,9,40,s==136|关平，东汉末年名将关羽之子，关羽率军攻打樊城时，孙权、吕蒙趁机背盟偷袭荆州，关羽只得从前线战场撤退。\n因为关羽的大本营江陵被东吴军攻占，关羽军中所有将士的全家老小都被东吴军控制，引发关羽军将士大溃散。关平与其父在撤退到麦城时中了东吴军埋伏一同被擒，最后一起被斩于临沮县。,,
22101,981,,1,1,9,40,s==49|蜀国最常见的兵卒，身穿革制鳞甲，能较好地防御尖锐武器的攻击，武器为精钢长矛，列阵后有很强的杀伤力。,,
23511,998,6|10,1,1,9,50,s==274|吴大帝孙权，字仲谋，吴郡富春县人。三国时期孙吴的建立者。 \n建安五年，孙权从已故兄长孙策手中接手江东之地，成为一方诸侯。后与刘备联手在赤壁大战中大败曹操，奠定三国鼎立的基础。其善用人才，决断果敢，被竞争者曹操评价为“生子当如孙仲谋”。\n黄武元年，孙权被魏文帝曹丕册封为吴王，建立吴国。黄龙元年，在武昌正式称帝，国号吴，不久后迁都建业。孙权称帝后施行仁政，江东之地得以长足发展。\n孙权作为一代君王，十五而立，年少有为，建立了孙吴势力。然而老年却被群下党争所困，朝局不稳。于神凤元年病逝，享年七十一岁，在位二十四年，葬于蒋陵。谥号大皇帝，庙号太祖,,
23507,997,6|10,1,1,9,50,s==348|甘宁，字兴霸，巴郡临江人，三国时期孙吴名将，官至西陵太守，折冲将军。\n甘宁少年时在地方上为非作歹，组成渠师抢夺船只财物，崇尚奢华，人称锦帆贼。青年时期弃暗投明，熟读诸子。曾任蜀郡丞，后历仕于刘表和黄祖麾下，未受重用。建安十三年，甘宁率部投奔孙权，开始建功立业。曾经力劝孙权攻破黄祖占据楚关，随周瑜攻曹仁夺取夷陵，随鲁肃镇益阳对峙关羽，随孙权攻皖城擒获朱光。率百余人夜袭曹营，斩得数十首级而回。\n在逍遥津之战，他保护孙权蹴马趋津，死里逃生。孙权曾说：“孟德有张辽，孤有甘兴霸，足相敌也”。吕蒙曾说：“天下未定，斗将如宁难得，宜容忍之。”甘宁虽然粗野凶狠，暴躁嗜杀，甚至违反承诺、违抗命令，但是开朗豪爽，有勇有谋，轻视钱财，敬重士人，厚待士卒，并深得士卒拥戴。陈寿在史书中将他列为“江表之虎臣”。,,
23510,996,6|10,1,1,9,50,s==307|周瑜，字公瑾，庐江舒人。东汉末年名将，出身庐江周氏，洛阳令周异之子，堂祖父周景、堂叔周忠，都官至太尉。长壮有姿貌、精音律，江东有“曲有误，周郎顾”之语。\n周瑜少与孙策交好，21岁起随孙策奔赴战场平定江东，后孙策遇刺身亡，孙权继任，周瑜将兵赴丧，以中护军的身份与长史张昭共掌众事。建安十三年，周瑜率军与刘备联合，于赤壁之战中大败曹操，由此奠定了“三分天下”的基础。又率军大破曹仁，拜偏将军领南郡太守。\n建安十五年病逝于巴丘，年仅36岁。正史上周瑜“性度恢廓”“实奇才也”，孙权称赞周瑜有“王佐之资”，范成大誉之为“世间豪杰英雄士、江左风流美丈夫”。宋徽宗时追尊其为平虏伯。位列唐武庙六十四将、宋武庙七十二将之一。,,
23506,995,6|10,1,1,9,50,s==179|太史慈，字子义，东莱黄县人。东汉末年名将，官至建昌都尉。弓马熟练，箭法精良。曾为救孔融而单骑突围向刘备求援。\n原为刘繇部下，后被孙策收降，自此太史慈为孙氏大将，助其扫荡江东。孙权统事后，因太史慈能制刘磐，便将管理南方的要务委托给他。\n建安十一年，太史慈逝世，死前说道：“大丈夫生于乱世，当带三尺剑立不世之功；今所志未遂，奈何死乎！”言讫而亡，年四十一岁。,,
23504,994,6|10,1,1,9,50,s==100|孙尚香，又名孙夫人，吴郡富春人，东汉末年讨虏将军孙权之妹，曾为左将军刘备之妻。\n为巩固孙刘联盟，孙夫人嫁给刘备三年，后来大归回吴，夹在两国之间，有着与传统女性截然不同的桀骜不驯的个性，是有名的侠女。,,
23508,993,6|10,1,1,9,50,s==72|大乔，庐江郡皖县人，东汉末年江东孙策的夫人，因为同时还有一个妹妹嫁给周瑜，为了进行区分，姐姐习惯称作“大乔”，传说大乔在孙策死后，哭泣数月而卒。,,
23503,992,6|10,1,1,9,50,s==137|小乔，本姓桥。东汉末年时期的美女，庐江皖人。桥公的次女，汉末名将周瑜的夫人。\n周瑜风度翩翩的才子形象，与堪称国色的小桥可称天作之合，由此成为后世文艺作品的对象。唐代著名诗人杜牧激发想象，一句“东风不与周郎便，铜雀春深锁二乔“将小桥与赤壁之战联系起来。而令“二桥”闻名于世。,,
23513,991,6,1,1,9,50,s==294|黄盖，字公覆，零陵泉陵人。东汉末年名将，历仕孙坚、孙策、孙权三任，为人严肃，善于训练士卒，每每征讨，他的部队皆勇猛善战。\n早年为郡吏，后追随孙坚走南闯北。孙坚遇难后，黄盖跟随孙策、孙权“擐甲周旋，蹈刃屠城”。诸山越不宾，黄盖活跃在镇抚山越的一线，前后九县，所在悉平，迁丹杨都尉。\n建安十三年赤壁之战时，黄盖前往曹营诈降，并趁机以火攻大破曹操的军队，是赤壁之战主要功臣之一，以功拜武锋中郎将，他也因为此事迹而被后人广为传颂。\n不久武陵蛮夷反，攻打城邑，黄盖以五百人，放其半入，拦腰截击，大破诸贼。春去夏来，寇乱尽平。后又平讨长沙益阳县山贼，加偏将军。官至偏将军、武陵太守。有一子黄柄。,,
23502,990,6|10,1,1,9,50,s==277|周泰，字幼平，九江下蔡人。三国时期孙吴武将。孙策平定江东时与同郡蒋钦一起加入孙策军，随孙策左右，从征刘繇、严白虎、王朗等人，数有战功。\n后孙权爱其为人，向孙策请求让周泰跟随自己。周泰多次于战乱当中保护孙权的安危，身上受的伤多达几十处，就像在皮肤上雕画一样。从征黄祖，在赤壁之战抵御曹操，皆有战功。\n后孙权为了表彰周泰为了东吴出生入死的功绩，而赐给他青罗伞盖，使他留督濡须，吴将朱然、徐盛等因此对其拜服。官至汉中太守、奋威将军，封陵阳侯。死于黄武中年，有子周邵，亦数有战功，死于黄龙二年，周邵的弟弟周承继承了兵权和爵位。\n陈寿将他列为“江表之虎臣”。,,
23405,989,6,1,1,9,40,s==143|诸葛瑾，字子瑜，汉族，琅邪阳都人。三国时期孙吴重臣，诸葛亮之兄，诸葛恪之父。经弘咨推荐，为孙吴效力。\n胸怀宽广，温厚诚信，得到孙权的深深信赖，称为“神交”，并努力缓和蜀汉与孙吴的关系。建安二十五年吕蒙病逝，诸葛瑾代吕蒙领南郡太守，驻守公安。\n孙权称帝后，诸葛瑾官至大将军，领豫州牧。,,
