id,type,stageNum,hotStage,nextStageID,passAwards-type-1,passAwards-id-1,passAwards-value-1,passAwards-type-2,passAwards-id-2,passAwards-value-2,passAwards-type-3,passAwards-id-3,passAwards-value-3,passAwards-type-4,passAwards-id-4,passAwards-value-4,passAwards-type-5,passAwards-id-5,passAwards-value-5,battleId,battleScene,buffLab,buffNum,battleId2,
1052,1,52,,1053,1,8,15000,1,10,6000,2,1012,5,,,,,,,70052,200000,,,,
1053,1,53,,1054,1,8,15500,1,10,6200,2,1012,5,,,,,,,70053,200000,,,,
1054,1,54,,1055,1,8,15500,1,10,6200,2,1012,5,,,,,,,70054,200000,,,,
1055,1,55,,1056,1,8,16000,1,10,6400,2,1012,5,,,,,,,70055,200000,,,,
1056,1,56,,1057,1,8,16000,1,10,6400,2,1012,5,,,,,,,70056,200000,,,,
1057,1,57,,1058,1,8,16500,1,10,6600,2,1012,5,,,,,,,70057,200000,,,,
1058,1,58,,1059,1,8,16500,1,10,6600,2,1012,5,,,,,,,70058,200000,,,,
1059,1,59,,1060,1,8,17000,1,10,6800,2,1012,5,,,,,,,70059,200000,,,,
1060,1,60,,1061,1,8,17000,1,10,6800,2,1012,5,,,,,,,70060,200000,,,,
1061,1,61,,1062,1,8,17500,1,10,7000,2,1012,5,,,,,,,70061,200000,,,,
1062,1,62,,1063,1,8,17500,1,10,7000,2,1012,5,,,,,,,70062,200000,,,,
1063,1,63,,1064,1,8,18000,1,10,7200,2,1012,5,,,,,,,70063,200000,,,,
1064,1,64,,1065,1,8,18000,1,10,7200,2,1012,5,,,,,,,70064,200000,,,,
1065,1,65,,1066,1,8,18500,1,10,7400,2,1012,5,,,,,,,70065,200000,,,,
1066,1,66,,1067,1,8,18500,1,10,7400,2,1012,5,,,,,,,70066,200000,,,,
1067,1,67,,1068,1,8,19000,1,10,7600,2,1012,5,,,,,,,70067,200000,,,,
1068,1,68,,1069,1,8,19000,1,10,7600,2,1012,5,,,,,,,70068,200000,,,,
1069,1,69,,1070,1,8,19500,1,10,7800,2,1012,5,,,,,,,70069,200000,,,,
1070,1,70,,1071,1,8,19500,1,10,7800,2,1012,5,,,,,,,70070,200000,,,,
1071,1,71,,1072,1,8,20000,1,10,8000,2,1012,5,,,,,,,70071,200000,,,,
1072,1,72,,1073,1,8,20000,1,10,8000,2,1012,5,,,,,,,70072,200000,,,,
1073,1,73,,1074,1,8,20500,1,10,8200,2,1012,5,,,,,,,70073,200000,,,,
1074,1,74,,1075,1,8,20500,1,10,8200,2,1012,5,,,,,,,70074,200000,,,,
1075,1,75,,1076,1,8,21000,1,10,8400,2,1012,5,,,,,,,70075,200000,,,,
1076,1,76,,1077,1,8,21000,1,10,8400,2,1012,5,,,,,,,70076,200000,,,,
1077,1,77,,1078,1,8,21500,1,10,8600,2,1012,5,,,,,,,70077,200000,,,,
1078,1,78,,1079,1,8,21500,1,10,8600,2,1012,5,,,,,,,70078,200000,,,,
1079,1,79,,1080,1,8,22000,1,10,8800,2,1012,5,,,,,,,70079,200000,,,,
1080,1,80,,1081,1,8,22000,1,10,8800,2,1012,5,,,,,,,70080,200000,,,,
1081,1,81,,1082,1,8,22500,1,10,9000,2,1012,5,,,,,,,70081,200000,,,,
1082,1,82,,1083,1,8,22500,1,10,9000,2,1012,5,,,,,,,70082,200000,,,,
1083,1,83,,1084,1,8,23000,1,10,9200,2,1012,5,,,,,,,70083,200000,,,,
1084,1,84,,1085,1,8,23000,1,10,9200,2,1012,5,,,,,,,70084,200000,,,,
1085,1,85,,1086,1,8,23500,1,10,9400,2,1012,5,,,,,,,70085,200000,,,,
1086,1,86,,1087,1,8,23500,1,10,9400,2,1012,5,,,,,,,70086,200000,,,,
1087,1,87,,1088,1,8,24000,1,10,9600,2,1012,5,,,,,,,70087,200000,,,,
1088,1,88,,1089,1,8,24000,1,10,9600,2,1012,5,,,,,,,70088,200000,,,,
1089,1,89,,1090,1,8,24500,1,10,9800,2,1012,5,,,,,,,70089,200000,,,,
1090,1,90,,1091,1,8,24500,1,10,9800,2,1012,5,,,,,,,70090,200000,,,,
1091,1,91,,1092,1,8,25000,1,10,10000,2,1012,5,,,,,,,70091,200000,,,,
1092,1,92,,1093,1,8,25000,1,10,10000,2,1012,5,,,,,,,70092,200000,,,,
1093,1,93,,1094,1,8,25500,1,10,10200,2,1012,5,,,,,,,70093,200000,,,,
1094,1,94,,1095,1,8,25500,1,10,10200,2,1012,5,,,,,,,70094,200000,,,,
1095,1,95,,1096,1,8,26000,1,10,10400,2,1012,5,,,,,,,70095,200000,,,,
1096,1,96,,1097,1,8,26000,1,10,10400,2,1012,5,,,,,,,70096,200000,,,,
1097,1,97,,1098,1,8,26500,1,10,10600,2,1012,5,,,,,,,70097,200000,,,,
1098,1,98,,1099,1,8,26500,1,10,10600,2,1012,5,,,,,,,70098,200000,,,,
1099,1,99,,1100,1,8,27000,1,10,10800,2,1012,5,,,,,,,70099,200000,,,,
1100,1,100,,1101,1,8,27000,1,10,10800,2,1012,5,,,,,,,70100,200000,,,,
1101,1,101,,1102,1,8,27500,1,10,11000,2,1012,5,,,,,,,70101,200000,,,,
1102,1,102,,1103,1,8,27500,1,10,11000,2,1012,5,,,,,,,70102,200000,,,,
1103,1,103,,1104,1,8,28000,1,10,11200,2,1012,5,,,,,,,70103,200000,,,,
1104,1,104,,1105,1,8,28000,1,10,11200,2,1012,5,,,,,,,70104,200000,,,,
1105,1,105,,1106,1,8,28500,1,10,11400,2,1012,5,,,,,,,70105,200000,,,,
1106,1,106,,1107,1,8,28500,1,10,11400,2,1012,5,,,,,,,70106,200000,,,,
1107,1,107,,1108,1,8,29000,1,10,11600,2,1012,5,,,,,,,70107,200000,,,,
1108,1,108,,1109,1,8,29000,1,10,11600,2,1012,5,,,,,,,70108,200000,,,,
1109,1,109,,1110,1,8,29500,1,10,11800,2,1012,5,,,,,,,70109,200000,,,,
1110,1,110,,1111,1,8,29500,1,10,11800,2,1012,5,,,,,,,70110,200000,,,,
1111,1,111,,1112,1,8,30000,1,10,12000,2,1012,5,,,,,,,70111,200000,,,,
1112,1,112,,1113,1,8,30000,1,10,12000,2,1012,5,,,,,,,70112,200000,,,,
1113,1,113,,1114,1,8,30500,1,10,12200,2,1012,5,,,,,,,70113,200000,,,,
1114,1,114,,1115,1,8,30500,1,10,12200,2,1012,5,,,,,,,70114,200000,,,,
1115,1,115,,1116,1,8,31000,1,10,12400,2,1012,5,,,,,,,70115,200000,,,,
1116,1,116,,1117,1,8,31000,1,10,12400,2,1012,5,,,,,,,70116,200000,,,,
1117,1,117,,1118,1,8,31500,1,10,12600,2,1012,5,,,,,,,70117,200000,,,,
1118,1,118,,1119,1,8,31500,1,10,12600,2,1012,5,,,,,,,70118,200000,,,,
1119,1,119,,1120,1,8,32000,1,10,12800,2,1012,5,,,,,,,70119,200000,,,,
1120,1,120,,1121,1,8,32000,1,10,12800,2,1012,5,,,,,,,70120,200000,,,,
1121,1,121,,1122,1,8,32500,1,10,13000,2,1012,5,,,,,,,70121,200000,,,,
1122,1,122,,1123,1,8,32500,1,10,13000,2,1012,5,,,,,,,70122,200000,,,,
1123,1,123,,1124,1,8,33000,1,10,13200,2,1012,5,,,,,,,70123,200000,,,,
1124,1,124,,1125,1,8,33000,1,10,13200,2,1012,5,,,,,,,70124,200000,,,,
1125,1,125,,1126,1,8,33500,1,10,13400,2,1012,5,,,,,,,70125,200000,,,,
1126,1,126,,1127,1,8,33500,1,10,13400,2,1012,5,,,,,,,70126,200000,,,,
1127,1,127,,1128,1,8,34000,1,10,13600,2,1012,5,,,,,,,70127,200000,,,,
1128,1,128,,1129,1,8,34000,1,10,13600,2,1012,5,,,,,,,70128,200000,,,,
1129,1,129,,1130,1,8,34500,1,10,13800,2,1012,5,,,,,,,70129,200000,,,,
1130,1,130,,1131,1,8,34500,1,10,13800,2,1012,5,,,,,,,70130,200000,,,,
1131,1,131,,1132,1,8,35000,1,10,14000,2,1012,5,,,,,,,70131,200000,,,,
1132,1,132,,1133,1,8,35000,1,10,14000,2,1012,5,,,,,,,70132,200000,,,,
1133,1,133,,1134,1,8,35500,1,10,14200,2,1012,5,,,,,,,70133,200000,,,,
1134,1,134,,1135,1,8,35500,1,10,14200,2,1012,5,,,,,,,70134,200000,,,,
1135,1,135,,1136,1,8,36000,1,10,14400,2,1012,5,,,,,,,70135,200000,,,,
1136,1,136,,1137,1,8,36000,1,10,14400,2,1012,5,,,,,,,70136,200000,,,,
1137,1,137,,1138,1,8,36500,1,10,14600,2,1012,5,,,,,,,70137,200000,,,,
1138,1,138,,1139,1,8,36500,1,10,14600,2,1012,5,,,,,,,70138,200000,,,,
1139,1,139,,1140,1,8,37000,1,10,14800,2,1012,5,,,,,,,70139,200000,,,,
1140,1,140,,1141,1,8,37000,1,10,14800,2,1012,5,,,,,,,70140,200000,,,,
1141,1,141,,1142,1,8,37500,1,10,15000,2,1012,5,,,,,,,70141,200000,,,,
1142,1,142,,1143,1,8,37500,1,10,15000,2,1012,5,,,,,,,70142,200000,,,,
1143,1,143,,1144,1,8,38000,1,10,15200,2,1012,5,,,,,,,70143,200000,,,,
1144,1,144,,1145,1,8,38000,1,10,15200,2,1012,5,,,,,,,70144,200000,,,,
1145,1,145,,1146,1,8,38500,1,10,15400,2,1012,5,,,,,,,70145,200000,,,,
1146,1,146,,1147,1,8,38500,1,10,15400,2,1012,5,,,,,,,70146,200000,,,,
1147,1,147,,1148,1,8,39000,1,10,15600,2,1012,5,,,,,,,70147,200000,,,,
1148,1,148,,1149,1,8,39000,1,10,15600,2,1012,5,,,,,,,70148,200000,,,,
1149,1,149,,1150,1,8,39500,1,10,15800,2,1012,5,,,,,,,70149,200000,,,,
1150,1,150,,1151,1,8,39500,1,10,15800,2,1012,5,,,,,,,70150,200000,,,,
1151,1,151,,1152,1,8,40000,1,10,16000,2,1012,5,,,,,,,70151,200000,,,,
1152,1,152,,1153,1,8,40000,1,10,16000,2,1012,5,,,,,,,70152,200000,,,,
1153,1,153,,1154,1,8,40500,1,10,16200,2,1012,5,,,,,,,70153,200000,,,,
1154,1,154,,1155,1,8,40500,1,10,16200,2,1012,5,,,,,,,70154,200000,,,,
1155,1,155,,1156,1,8,41000,1,10,16400,2,1012,5,,,,,,,70155,200000,,,,
1156,1,156,,1157,1,8,41000,1,10,16400,2,1012,5,,,,,,,70156,200000,,,,
1157,1,157,,1158,1,8,41500,1,10,16600,2,1012,5,,,,,,,70157,200000,,,,
1158,1,158,,1159,1,8,41500,1,10,16600,2,1012,5,,,,,,,70158,200000,,,,
1159,1,159,,1160,1,8,42000,1,10,16800,2,1012,5,,,,,,,70159,200000,,,,
1160,1,160,,1161,1,8,42000,1,10,16800,2,1012,5,,,,,,,70160,200000,,,,
1161,1,161,,1162,1,8,42500,1,10,17000,2,1012,5,,,,,,,70161,200000,,,,
1162,1,162,,1163,1,8,42500,1,10,17000,2,1012,5,,,,,,,70162,200000,,,,
1163,1,163,,1164,1,8,43000,1,10,17200,2,1012,5,,,,,,,70163,200000,,,,
1164,1,164,,1165,1,8,43000,1,10,17200,2,1012,5,,,,,,,70164,200000,,,,
1165,1,165,,1166,1,8,43500,1,10,17400,2,1012,5,,,,,,,70165,200000,,,,
1166,1,166,,1167,1,8,43500,1,10,17400,2,1012,5,,,,,,,70166,200000,,,,
1167,1,167,,1168,1,8,44000,1,10,17600,2,1012,5,,,,,,,70167,200000,,,,
1168,1,168,,1169,1,8,44000,1,10,17600,2,1012,5,,,,,,,70168,200000,,,,
1169,1,169,,1170,1,8,44500,1,10,17800,2,1012,5,,,,,,,70169,200000,,,,
1170,1,170,,1171,1,8,44500,1,10,17800,2,1012,5,,,,,,,70170,200000,,,,
1171,1,171,,1172,1,8,45000,1,10,18000,2,1012,5,,,,,,,70171,200000,,,,
1172,1,172,,1173,1,8,45000,1,10,18000,2,1012,5,,,,,,,70172,200000,,,,
1173,1,173,,1174,1,8,45500,1,10,18200,2,1012,5,,,,,,,70173,200000,,,,
1174,1,174,,1175,1,8,45500,1,10,18200,2,1012,5,,,,,,,70174,200000,,,,
1175,1,175,,1176,1,8,46000,1,10,18400,2,1012,5,,,,,,,70175,200000,,,,
1176,1,176,,1177,1,8,46000,1,10,18400,2,1012,5,,,,,,,70176,200000,,,,
1177,1,177,,1178,1,8,46500,1,10,18600,2,1012,5,,,,,,,70177,200000,,,,
1178,1,178,,1179,1,8,46500,1,10,18600,2,1012,5,,,,,,,70178,200000,,,,
1179,1,179,,1180,1,8,47000,1,10,18800,2,1012,5,,,,,,,70179,200000,,,,
1180,1,180,,1181,1,8,47000,1,10,18800,2,1012,5,,,,,,,70180,200000,,,,
1181,1,181,,1182,1,8,47500,1,10,19000,2,1012,5,,,,,,,70181,200000,,,,
1182,1,182,,1183,1,8,47500,1,10,19000,2,1012,5,,,,,,,70182,200000,,,,
1183,1,183,,1184,1,8,48000,1,10,19200,2,1012,5,,,,,,,70183,200000,,,,
1184,1,184,,1185,1,8,48000,1,10,19200,2,1012,5,,,,,,,70184,200000,,,,
1185,1,185,,1186,1,8,48500,1,10,19400,2,1012,5,,,,,,,70185,200000,,,,
1186,1,186,,1187,1,8,48500,1,10,19400,2,1012,5,,,,,,,70186,200000,,,,
1187,1,187,,1188,1,8,49000,1,10,19600,2,1012,5,,,,,,,70187,200000,,,,
1188,1,188,,1189,1,8,49000,1,10,19600,2,1012,5,,,,,,,70188,200000,,,,
1189,1,189,,1190,1,8,49500,1,10,19800,2,1012,5,,,,,,,70189,200000,,,,
1190,1,190,,1191,1,8,49500,1,10,19800,2,1012,5,,,,,,,70190,200000,,,,
1191,1,191,,1192,1,8,50000,1,10,20000,2,1012,5,,,,,,,70191,200000,,,,
1192,1,192,,1193,1,8,50000,1,10,20000,2,1012,5,,,,,,,70192,200000,,,,
1193,1,193,,1194,1,8,50500,1,10,20200,2,1012,5,,,,,,,70193,200000,,,,
1194,1,194,,1195,1,8,50500,1,10,20200,2,1012,5,,,,,,,70194,200000,,,,
1195,1,195,,1196,1,8,51000,1,10,20400,2,1012,5,,,,,,,70195,200000,,,,
1196,1,196,,1197,1,8,51000,1,10,20400,2,1012,5,,,,,,,70196,200000,,,,
1197,1,197,,1198,1,8,51500,1,10,20600,2,1012,5,,,,,,,70197,200000,,,,
1198,1,198,,1199,1,8,51500,1,10,20600,2,1012,5,,,,,,,70198,200000,,,,
1199,1,199,,1200,1,8,52000,1,10,20800,2,1012,5,,,,,,,70199,200000,,,,
1200,1,200,,1201,1,8,52000,1,10,20800,2,1012,5,,,,,,,70200,200000,,,,
1201,1,201,,1202,1,8,52500,1,10,21000,2,1012,5,,,,,,,70201,200000,,,,
1202,1,202,,1203,1,8,52500,1,10,21000,2,1012,5,,,,,,,70202,200000,,,,
1203,1,203,,1204,1,8,53000,1,10,21200,2,1012,5,,,,,,,70203,200000,,,,
1204,1,204,,1205,1,8,53000,1,10,21200,2,1012,5,,,,,,,70204,200000,,,,
1205,1,205,,1206,1,8,53500,1,10,21400,2,1012,5,,,,,,,70205,200000,,,,
1206,1,206,,1207,1,8,53500,1,10,21400,2,1012,5,,,,,,,70206,200000,,,,
1207,1,207,,1208,1,8,54000,1,10,21600,2,1012,5,,,,,,,70207,200000,,,,
1208,1,208,,1209,1,8,54000,1,10,21600,2,1012,5,,,,,,,70208,200000,,,,
1209,1,209,,1210,1,8,54500,1,10,21800,2,1012,5,,,,,,,70209,200000,,,,
1210,1,210,,1211,1,8,54500,1,10,21800,2,1012,5,,,,,,,70210,200000,,,,
1211,1,211,,1212,1,8,55000,1,10,22000,2,1012,5,,,,,,,70211,200000,,,,
1212,1,212,,1213,1,8,55000,1,10,22000,2,1012,5,,,,,,,70212,200000,,,,
1213,1,213,,1214,1,8,55500,1,10,22200,2,1012,5,,,,,,,70213,200000,,,,
1214,1,214,,1215,1,8,55500,1,10,22200,2,1012,5,,,,,,,70214,200000,,,,
1215,1,215,,1216,1,8,56000,1,10,22400,2,1012,5,,,,,,,70215,200000,,,,
1216,1,216,,1217,1,8,56000,1,10,22400,2,1012,5,,,,,,,70216,200000,,,,
1217,1,217,,1218,1,8,56500,1,10,22600,2,1012,5,,,,,,,70217,200000,,,,
1218,1,218,,1219,1,8,56500,1,10,22600,2,1012,5,,,,,,,70218,200000,,,,
1219,1,219,,1220,1,8,57000,1,10,22800,2,1012,5,,,,,,,70219,200000,,,,
1220,1,220,,1221,1,8,57000,1,10,22800,2,1012,5,,,,,,,70220,200000,,,,
1221,1,221,,1222,1,8,57500,1,10,23000,2,1012,5,,,,,,,70221,200000,,,,
1222,1,222,,1223,1,8,57500,1,10,23000,2,1012,5,,,,,,,70222,200000,,,,
1223,1,223,,1224,1,8,58000,1,10,23200,2,1012,5,,,,,,,70223,200000,,,,
1224,1,224,,1225,1,8,58000,1,10,23200,2,1012,5,,,,,,,70224,200000,,,,
1225,1,225,,1226,1,8,58500,1,10,23400,2,1012,5,,,,,,,70225,200000,,,,
1226,1,226,,1227,1,8,58500,1,10,23400,2,1012,5,,,,,,,70226,200000,,,,
1227,1,227,,1228,1,8,59000,1,10,23600,2,1012,5,,,,,,,70227,200000,,,,
1228,1,228,,1229,1,8,59000,1,10,23600,2,1012,5,,,,,,,70228,200000,,,,
1229,1,229,,1230,1,8,59500,1,10,23800,2,1012,5,,,,,,,70229,200000,,,,
1230,1,230,,1231,1,8,59500,1,10,23800,2,1012,5,,,,,,,70230,200000,,,,
1231,1,231,,1232,1,8,60000,1,10,24000,2,1012,5,,,,,,,70231,200000,,,,
1232,1,232,,1233,1,8,60000,1,10,24000,2,1012,5,,,,,,,70232,200000,,,,
1233,1,233,,1234,1,8,60500,1,10,24200,2,1012,5,,,,,,,70233,200000,,,,
1234,1,234,,1235,1,8,60500,1,10,24200,2,1012,5,,,,,,,70234,200000,,,,
1235,1,235,,1236,1,8,61000,1,10,24400,2,1012,5,,,,,,,70235,200000,,,,
1236,1,236,,1237,1,8,61000,1,10,24400,2,1012,5,,,,,,,70236,200000,,,,
1237,1,237,,1238,1,8,61500,1,10,24600,2,1012,5,,,,,,,70237,200000,,,,
1238,1,238,,1239,1,8,61500,1,10,24600,2,1012,5,,,,,,,70238,200000,,,,
1239,1,239,,1240,1,8,62000,1,10,24800,2,1012,5,,,,,,,70239,200000,,,,
1240,1,240,,1241,1,8,62000,1,10,24800,2,1012,5,,,,,,,70240,200000,,,,
1241,1,241,,1242,1,8,62500,1,10,25000,2,1012,5,,,,,,,70241,200000,,,,
1242,1,242,,1243,1,8,62500,1,10,25000,2,1012,5,,,,,,,70242,200000,,,,
1243,1,243,,1244,1,8,63000,1,10,25200,2,1012,5,,,,,,,70243,200000,,,,
1244,1,244,,1245,1,8,63000,1,10,25200,2,1012,5,,,,,,,70244,200000,,,,
1245,1,245,,1246,1,8,63500,1,10,25400,2,1012,5,,,,,,,70245,200000,,,,
1246,1,246,,1247,1,8,63500,1,10,25400,2,1012,5,,,,,,,70246,200000,,,,
1247,1,247,,1248,1,8,64000,1,10,25600,2,1012,5,,,,,,,70247,200000,,,,
1248,1,248,,1249,1,8,64000,1,10,25600,2,1012,5,,,,,,,70248,200000,,,,
1249,1,249,,1250,1,8,64500,1,10,25800,2,1012,5,,,,,,,70249,200000,,,,
1250,1,250,,1251,1,8,64500,1,10,25800,2,1012,5,,,,,,,70250,200000,,,,
1251,1,251,,1252,1,8,65000,1,10,26000,2,1012,5,,,,,,,70251,200000,,,,
1252,1,252,,1253,1,8,65000,1,10,26000,2,1012,5,,,,,,,70252,200000,,,,
1253,1,253,,1254,1,8,65500,1,10,26200,2,1012,5,,,,,,,70253,200000,,,,
1254,1,254,,1255,1,8,65500,1,10,26200,2,1012,5,,,,,,,70254,200000,,,,
1255,1,255,,1256,1,8,66000,1,10,26400,2,1012,5,,,,,,,70255,200000,,,,
1256,1,256,,1257,1,8,66000,1,10,26400,2,1012,5,,,,,,,70256,200000,,,,
1257,1,257,,1258,1,8,66500,1,10,26600,2,1012,5,,,,,,,70257,200000,,,,
1258,1,258,,1259,1,8,66500,1,10,26600,2,1012,5,,,,,,,70258,200000,,,,
1259,1,259,,1260,1,8,67000,1,10,26800,2,1012,5,,,,,,,70259,200000,,,,
1260,1,260,,1261,1,8,67000,1,10,26800,2,1012,5,,,,,,,70260,200000,,,,
1261,1,261,,1262,1,8,67500,1,10,27000,2,1012,5,,,,,,,70261,200000,,,,
1262,1,262,,1263,1,8,67500,1,10,27000,2,1012,5,,,,,,,70262,200000,,,,
1263,1,263,,1264,1,8,68000,1,10,27200,2,1012,5,,,,,,,70263,200000,,,,
1264,1,264,,1265,1,8,68000,1,10,27200,2,1012,5,,,,,,,70264,200000,,,,
1265,1,265,,1266,1,8,68500,1,10,27400,2,1012,5,,,,,,,70265,200000,,,,
1266,1,266,,1267,1,8,68500,1,10,27400,2,1012,5,,,,,,,70266,200000,,,,
1267,1,267,,1268,1,8,69000,1,10,27600,2,1012,5,,,,,,,70267,200000,,,,
1268,1,268,,1269,1,8,69000,1,10,27600,2,1012,5,,,,,,,70268,200000,,,,
1269,1,269,,1270,1,8,69500,1,10,27800,2,1012,5,,,,,,,70269,200000,,,,
1270,1,270,,1271,1,8,69500,1,10,27800,2,1012,5,,,,,,,70270,200000,,,,
1271,1,271,,1272,1,8,70000,1,10,28000,2,1012,5,,,,,,,70271,200000,,,,
1272,1,272,,1273,1,8,70000,1,10,28000,2,1012,5,,,,,,,70272,200000,,,,
1273,1,273,,1274,1,8,70500,1,10,28200,2,1012,5,,,,,,,70273,200000,,,,
1274,1,274,,1275,1,8,70500,1,10,28200,2,1012,5,,,,,,,70274,200000,,,,
1275,1,275,,1276,1,8,71000,1,10,28400,2,1012,5,,,,,,,70275,200000,,,,
1276,1,276,,1277,1,8,71000,1,10,28400,2,1012,5,,,,,,,70276,200000,,,,
1277,1,277,,1278,1,8,71500,1,10,28600,2,1012,5,,,,,,,70277,200000,,,,
1278,1,278,,1279,1,8,71500,1,10,28600,2,1012,5,,,,,,,70278,200000,,,,
1279,1,279,,1280,1,8,72000,1,10,28800,2,1012,5,,,,,,,70279,200000,,,,
1280,1,280,,1281,1,8,72000,1,10,28800,2,1012,5,,,,,,,70280,200000,,,,
1281,1,281,,1282,1,8,72500,1,10,29000,2,1012,5,,,,,,,70281,200000,,,,
1282,1,282,,1283,1,8,72500,1,10,29000,2,1012,5,,,,,,,70282,200000,,,,
1283,1,283,,1284,1,8,73000,1,10,29200,2,1012,5,,,,,,,70283,200000,,,,
1284,1,284,,1285,1,8,73000,1,10,29200,2,1012,5,,,,,,,70284,200000,,,,
