id,type,stageNum,nextStageID,passAwards-type-1,passAwards-id-1,passAwards-value-1,passAwards-type-2,passAwards-id-2,passAwards-value-2,passAwards-type-3,passAwards-id-3,passAwards-value-3,passAwards-type-4,passAwards-id-4,passAwards-value-4,passAwards-type-5,passAwards-id-5,passAwards-value-5,battleId,battleScene,searchAwards-type-1,searchAwards-id-1,searchAwards-value-1,searchAwards-type-2,searchAwards-id-2,searchAwards-value-2,robSuccessAwards-type-1,robSuccessAwards-id-1,robSuccessAwards-value-1,robSuccessAwards-type-2,robSuccessAwards-id-2,robSuccessAwards-value-2,robFailAwards-type-1,robFailAwards-id-1,robFailAwards-value-1,robFailAwards-type-2,robFailAwards-id-2,robFailAwards-value-2,
1087,1,87,1088,1,8,9300,2,1115,40,,,,,,,,,,100087,250000,2,1115,30,2,14101,5,2,1115,6,1,8,60000,2,1115,3,1,8,30000,
1088,1,88,1089,1,8,9350,2,1115,40,,,,,,,,,,100088,250000,2,1115,30,2,14101,5,2,1115,6,1,8,60000,2,1115,3,1,8,30000,
1089,1,89,1090,1,8,9400,2,1115,40,,,,,,,,,,100089,250000,2,1115,30,2,14101,5,2,1115,6,1,8,60000,2,1115,3,1,8,30000,
1090,1,90,1091,1,8,9450,2,1115,40,,,,,,,,,,100090,250000,2,1115,30,2,14101,5,2,1115,6,1,8,60000,2,1115,3,1,8,30000,
1091,1,91,1092,1,8,9500,2,1115,40,,,,,,,,,,100091,250000,2,1115,30,2,14101,5,2,1115,6,1,8,60000,2,1115,3,1,8,30000,
1092,1,92,1093,1,8,9550,2,1115,40,,,,,,,,,,100092,250000,2,1115,30,2,14101,5,2,1115,6,1,8,60000,2,1115,3,1,8,30000,
1093,1,93,1094,1,8,9600,2,1115,40,,,,,,,,,,100093,250000,2,1115,30,2,14101,5,2,1115,6,1,8,60000,2,1115,3,1,8,30000,
1094,1,94,1095,1,8,9650,2,1115,40,,,,,,,,,,100094,250000,2,1115,30,2,14101,5,2,1115,6,1,8,60000,2,1115,3,1,8,30000,
1095,1,95,1096,1,8,9700,2,1115,40,,,,,,,,,,100095,250000,2,1115,30,2,14101,5,2,1115,6,1,8,60000,2,1115,3,1,8,30000,
1096,1,96,1097,1,8,9750,2,1115,40,,,,,,,,,,100096,250000,2,1115,30,2,14101,5,2,1115,6,1,8,60000,2,1115,3,1,8,30000,
1097,1,97,1098,1,8,9800,2,1115,40,,,,,,,,,,100097,250000,2,1115,30,2,14101,5,2,1115,6,1,8,60000,2,1115,3,1,8,30000,
1098,1,98,1099,1,8,9850,2,1115,40,,,,,,,,,,100098,250000,2,1115,30,2,14101,5,2,1115,6,1,8,60000,2,1115,3,1,8,30000,
1099,1,99,1100,1,8,9900,2,1115,40,,,,,,,,,,100099,250000,2,1115,30,2,14101,5,2,1115,6,1,8,60000,2,1115,3,1,8,30000,
1100,1,100,1101,1,8,9950,2,1115,40,,,,,,,,,,100100,250000,2,1115,30,2,14101,5,2,1115,6,1,8,60000,2,1115,3,1,8,30000,
1101,1,101,1102,1,8,10000,2,1115,42,,,,,,,,,,100101,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1102,1,102,1103,1,8,10050,2,1115,42,,,,,,,,,,100102,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1103,1,103,1104,1,8,10100,2,1115,42,,,,,,,,,,100103,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1104,1,104,1105,1,8,10150,2,1115,42,,,,,,,,,,100104,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1105,1,105,1106,1,8,10200,2,1115,42,,,,,,,,,,100105,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1106,1,106,1107,1,8,10250,2,1115,42,,,,,,,,,,100106,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1107,1,107,1108,1,8,10300,2,1115,42,,,,,,,,,,100107,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1108,1,108,1109,1,8,10350,2,1115,42,,,,,,,,,,100108,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1109,1,109,1110,1,8,10400,2,1115,42,,,,,,,,,,100109,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1110,1,110,1111,1,8,10450,2,1115,42,,,,,,,,,,100110,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1111,1,111,1112,1,8,10500,2,1115,42,,,,,,,,,,100111,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1112,1,112,1113,1,8,10550,2,1115,42,,,,,,,,,,100112,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1113,1,113,1114,1,8,10600,2,1115,42,,,,,,,,,,100113,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1114,1,114,1115,1,8,10650,2,1115,42,,,,,,,,,,100114,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1115,1,115,1116,1,8,10700,2,1115,42,,,,,,,,,,100115,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1116,1,116,1117,1,8,10750,2,1115,42,,,,,,,,,,100116,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1117,1,117,1118,1,8,10800,2,1115,42,,,,,,,,,,100117,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1118,1,118,1119,1,8,10850,2,1115,42,,,,,,,,,,100118,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1119,1,119,1120,1,8,10900,2,1115,42,,,,,,,,,,100119,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1120,1,120,1121,1,8,10950,2,1115,42,,,,,,,,,,100120,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1121,1,121,1122,1,8,11000,2,1115,42,,,,,,,,,,100121,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1122,1,122,1123,1,8,11050,2,1115,42,,,,,,,,,,100122,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1123,1,123,1124,1,8,11100,2,1115,42,,,,,,,,,,100123,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1124,1,124,1125,1,8,11150,2,1115,42,,,,,,,,,,100124,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1125,1,125,1126,1,8,11200,2,1115,42,,,,,,,,,,100125,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1126,1,126,1127,1,8,11250,2,1115,42,,,,,,,,,,100126,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1127,1,127,1128,1,8,11300,2,1115,42,,,,,,,,,,100127,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1128,1,128,1129,1,8,11350,2,1115,42,,,,,,,,,,100128,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1129,1,129,1130,1,8,11400,2,1115,42,,,,,,,,,,100129,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1130,1,130,1131,1,8,11450,2,1115,42,,,,,,,,,,100130,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1131,1,131,1132,1,8,11500,2,1115,42,,,,,,,,,,100131,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1132,1,132,1133,1,8,11550,2,1115,42,,,,,,,,,,100132,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1133,1,133,1134,1,8,11600,2,1115,42,,,,,,,,,,100133,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1134,1,134,1135,1,8,11650,2,1115,42,,,,,,,,,,100134,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1135,1,135,1136,1,8,11700,2,1115,42,,,,,,,,,,100135,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1136,1,136,1137,1,8,11750,2,1115,42,,,,,,,,,,100136,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1137,1,137,1138,1,8,11800,2,1115,42,,,,,,,,,,100137,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1138,1,138,1139,1,8,11850,2,1115,42,,,,,,,,,,100138,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1139,1,139,1140,1,8,11900,2,1115,42,,,,,,,,,,100139,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1140,1,140,1141,1,8,11950,2,1115,42,,,,,,,,,,100140,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1141,1,141,1142,1,8,12000,2,1115,42,,,,,,,,,,100141,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1142,1,142,1143,1,8,12050,2,1115,42,,,,,,,,,,100142,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1143,1,143,1144,1,8,12100,2,1115,42,,,,,,,,,,100143,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1144,1,144,1145,1,8,12150,2,1115,42,,,,,,,,,,100144,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1145,1,145,1146,1,8,12200,2,1115,42,,,,,,,,,,100145,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1146,1,146,1147,1,8,12250,2,1115,42,,,,,,,,,,100146,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1147,1,147,1148,1,8,12300,2,1115,42,,,,,,,,,,100147,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1148,1,148,1149,1,8,12350,2,1115,42,,,,,,,,,,100148,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1149,1,149,1150,1,8,12400,2,1115,42,,,,,,,,,,100149,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1150,1,150,1151,1,8,12450,2,1115,42,,,,,,,,,,100150,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1151,1,151,1152,1,8,12500,2,1115,42,,,,,,,,,,100151,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1152,1,152,1153,1,8,12550,2,1115,42,,,,,,,,,,100152,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1153,1,153,1154,1,8,12600,2,1115,42,,,,,,,,,,100153,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1154,1,154,1155,1,8,12650,2,1115,42,,,,,,,,,,100154,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1155,1,155,1156,1,8,12700,2,1115,42,,,,,,,,,,100155,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1156,1,156,1157,1,8,12750,2,1115,42,,,,,,,,,,100156,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1157,1,157,1158,1,8,12800,2,1115,42,,,,,,,,,,100157,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1158,1,158,1159,1,8,12850,2,1115,42,,,,,,,,,,100158,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1159,1,159,1160,1,8,12900,2,1115,42,,,,,,,,,,100159,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1160,1,160,1161,1,8,12950,2,1115,42,,,,,,,,,,100160,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
1161,1,161,1162,1,8,13000,2,1115,42,,,,,,,,,,100161,250000,2,1115,45,2,14101,5,2,1115,9,1,8,90000,2,1115,5,1,8,45000,
