holyBeastId,name,type,quality,wakeUpQuality,wakeUpAddSkillNum,qualityName,isWakeUp,exclusiveSkillId,hunjvSkillId,wakeUpHeadIcon,wakeUpSkillId,wakeUpNeedItem-type-1,wakeUpNeedItem-id-1,wakeUpNeedItem-value-1,refineValue,maxRefinedValue,refineAttGroupId,initSkillNum,skillMinType,skillMaxType,skillMinQuality,skillMaxQuality,skillMinLv,skillMaxLv,weight,armatureId,armatureName,wakeUpArmatureId,wakeUpArmatureName,skinId,baseAtt-type-1,baseAtt-way-1,baseAtt-value-1,baseAtt-type-2,baseAtt-way-2,baseAtt-value-2,baseAtt-type-3,baseAtt-way-3,baseAtt-value-3,baseAtt-type-4,baseAtt-way-4,baseAtt-value-4,perGradeAtt,wakeBaseAtt-type-1,wakeBaseAtt-way-1,wakeBaseAtt-value-1,wakeBaseAtt-type-2,wakeBaseAtt-way-2,wakeBaseAtt-value-2,wakeBaseAtt-type-3,wakeBaseAtt-way-3,wakeBaseAtt-value-3,wakeBaseAtt-type-4,wakeBaseAtt-way-4,wakeBaseAtt-value-4,wakePerGradeAtt,unlockSkillQuality,unlockSkillNum,
14011,s==2|紫骍,,5,,,s==2|传奇,0,60110,,,,,,,2,400,2,s==9|1,40|2,60,1,18,4,6,2,5,10200,3000011,s==5|zixin,,,14011,2,0,1648,1,0,10820,3,0,60,4,0,10,1324|176,,,,,,,,,,,,,,5,3,
14012,s==3|大宛马,,4,,,s==2|稀有,0,60120,,,,,,,1,400,3,s==9|1,90|2,10,1,18,4,5,1,4,10200,3000012,s==7|dawanma,,,14012,2,0,1227,1,0,8115,3,0,30,4,0,5,993|146,,,,,,,,,,,,,,4,2,
14013,s==3|乌孙马,,4,,,s==2|稀有,0,60130,,,,,,,1,400,3,s==9|1,90|2,10,1,18,4,5,1,4,12200,3000013,s==7|wusunma,,,14013,2,0,1227,1,0,8115,3,0,30,4,0,5,993|146,,,,,,,,,,,,,,4,2,
14014,s==3|河曲马,,4,,,s==2|稀有,0,60140,,,,,,,1,400,3,s==9|1,90|2,10,1,18,4,5,1,4,12200,3000014,s==6|hequma,,,14014,2,0,1227,1,0,8115,3,0,30,4,0,5,993|146,,,,,,,,,,,,,,4,2,
14015,s==3|草原马,,4,,,s==2|稀有,0,60150,,,,,,,1,400,3,s==9|1,90|2,10,1,18,4,5,1,4,14200,3000015,s==9|caoyuanma,,,14015,2,0,1227,1,0,8115,3,0,30,4,0,5,993|146,,,,,,,,,,,,,,4,2,
14016,s==3|云鬃马,,4,,,s==2|稀有,0,60160,,,,,,,1,400,3,s==9|1,90|2,10,1,18,4,5,1,4,14200,3000016,s==9|yunzongma,,,14016,2,0,1227,1,0,8115,3,0,30,4,0,5,993|146,,,,,,,,,,,,,,4,2,
14021,s==4|百炼魂驹,1,6,,,s==2|史诗,0,,1025|1030|1035|1040|1045|1050|1055|1060|1065|1070|1075|1080|1085|1090,,,,,,0,0,0,s==4|1100,1,18,4,5,1,4,0,3000021,s==12|baizhanhunjv,,,14009,2,0,0,1,0,0,3,0,0,4,0,0,0|0,,,,,,,,,,,,,,5,10,
14022,s==4|千锻魂驹,1,6,,,s==2|史诗,0,,1005|1010|1015|1020|1025|1030|1035|1040|1045|1050|1055|1060|1065|1070|1075|1080|1085|1090,,,,,,0,0,0,s==4|1100,1,18,4,5,1,4,0,3000021,s==12|baizhanhunjv,,,14009,2,0,0,1,0,0,3,0,0,4,0,0,0|0,,,,,,,,,,,,,,5,10,
14023,s==5|初级技能马,1,5,,,s==2|传奇,0,,1181|1182|1183|1184|1185|1186|1187|1188|1189|1190|1191|1192|1193|1194|1195|1196|1197|1198|1199|1200|1201|1202|1203|1204|1205|1206|1207|1208|1209|1210|1211|1212|1213|1214|1215|1216|1217|1218|1219|1220|1221|1222|1223|1224|1225|1226|1227|1228|1229|1230|1231|1232|1233|1234|1235|1236|1237|1238|1239|1240|1241|1242|1243|1244|1245|1246|1247|1248|1249|1250|1251|1252|1253|1254|1255|1256|1257|1258|1259|1260|1261|1262|1263|1264|1265|1266|1267|1268|1269|1270,,,,,,0,0,0,s==4|1100,1,18,4,5,1,4,0,3000021,s==12|baizhanhunjv,,,14009,2,0,0,1,0,0,3,0,0,4,0,0,0|0,,,,,,,,,,,,,,5,10,
14024,s==5|中级技能马,1,5,,,s==2|传奇,0,,1091|1092|1093|1094|1095|1096|1097|1098|1099|1100|1101|1102|1103|1104|1105|1106|1107|1108|1109|1110|1111|1112|1113|1114|1115|1116|1117|1118|1119|1120|1121|1122|1123|1124|1125|1126|1127|1128|1129|1130|1131|1132|1133|1134|1135|1136|1137|1138|1139|1140|1141|1142|1143|1144|1145|1146|1147|1148|1149|1150|1151|1152|1153|1154|1155|1156|1157|1158|1159|1160|1161|1162|1163|1164|1165|1166|1167|1168|1169|1170|1171|1172|1173|1174|1175|1176|1177|1178|1179|1180,,,,,,0,0,0,s==4|1100,1,18,4,5,1,4,0,3000021,s==12|baizhanhunjv,,,14009,2,0,0,1,0,0,3,0,0,4,0,0,0|0,,,,,,,,,,,,,,5,10,
14025,s==2|白鹤,,6,7,1,s==2|史诗,1,60170,,14026,61050,2,1070,1,3,400,1,s==9|1,10|2,90,1,18,5,6,3,5,200,3000022,s==5|baihe,3000023,s==8|jx_baihe,14025,2,0,2011,1,0,13529,3,0,90,4,0,15,1655|243,2,0,5011,1,0,43529,3,0,140,4,0,65,1655|243,5,4,
14801,s==2|的卢,,6,7,1,s==2|史诗,1,60030,,14841,61030,2,1070,1,3,400,1,s==9|1,10|2,90,1,18,5,6,3,5,2200,3000003,s==4|dilu,3000019,s==7|jx_dilu,14003,2,0,2011,1,0,13529,3,0,90,4,0,15,1655|243,2,0,5011,1,0,43529,3,0,140,4,0,65,1655|243,5,3,
14802,s==2|的卢,,6,7,1,s==2|史诗,1,60030,,14842,61030,2,1070,1,3,400,1,s==9|1,10|2,90,1,18,5,6,3,5,2200,3000003,s==4|dilu,3000019,s==7|jx_dilu,14003,2,0,2011,1,0,13529,3,0,90,4,0,15,1655|243,2,0,5011,1,0,43529,3,0,140,4,0,65,1655|243,5,3,
14803,s==2|的卢,,6,7,1,s==2|史诗,1,60030,,14843,61030,2,1070,1,3,400,1,s==9|1,10|2,90,1,18,5,6,3,5,2200,3000003,s==4|dilu,3000019,s==7|jx_dilu,14003,2,0,2011,1,0,13529,3,0,90,4,0,15,1655|243,2,0,5011,1,0,43529,3,0,140,4,0,65,1655|243,5,3,
14804,s==2|的卢,,6,7,1,s==2|史诗,1,60030,,14844,61030,2,1070,1,3,400,1,s==9|1,10|2,90,1,18,5,6,3,5,2200,3000003,s==4|dilu,3000019,s==7|jx_dilu,14003,2,0,2011,1,0,13529,3,0,90,4,0,15,1655|243,2,0,5011,1,0,43529,3,0,140,4,0,65,1655|243,5,3,
14805,s==2|的卢,,6,7,1,s==2|史诗,1,60030,,14845,61030,2,1070,1,3,400,1,s==9|1,10|2,90,1,18,5,6,3,5,2200,3000003,s==4|dilu,3000019,s==7|jx_dilu,14003,2,0,2011,1,0,13529,3,0,90,4,0,15,1655|243,2,0,5011,1,0,43529,3,0,140,4,0,65,1655|243,5,3,
14806,s==2|的卢,,6,7,1,s==2|史诗,1,60030,,14846,61030,2,1070,1,3,400,1,s==9|1,10|2,90,1,18,5,6,3,5,2200,3000003,s==4|dilu,3000019,s==7|jx_dilu,14003,2,0,2011,1,0,13529,3,0,90,4,0,15,1655|243,2,0,5011,1,0,43529,3,0,140,4,0,65,1655|243,5,3,
14807,s==2|绝影,,6,7,1,s==2|史诗,1,60040,,14847,61040,2,1070,1,3,400,1,s==9|1,10|2,90,1,18,5,6,3,5,2200,3000004,s==7|jueying,3000020,s==10|jx_jueying,14004,2,0,2011,1,0,13529,3,0,90,4,0,15,1655|243,2,0,5011,1,0,43529,3,0,140,4,0,65,1655|243,5,3,
14808,s==2|的卢,,6,7,1,s==2|史诗,1,60030,,14848,61030,2,1070,1,3,400,1,s==9|1,10|2,90,1,18,5,6,3,5,2200,3000003,s==4|dilu,3000019,s==7|jx_dilu,14003,2,0,2011,1,0,13529,3,0,90,4,0,15,1655|243,2,0,5011,1,0,43529,3,0,140,4,0,65,1655|243,5,3,
14809,s==2|绝影,,6,7,1,s==2|史诗,1,60040,,14849,61040,2,1070,1,3,400,1,s==9|1,10|2,90,1,18,5,6,3,5,2200,3000004,s==7|jueying,3000020,s==10|jx_jueying,14004,2,0,2011,1,0,13529,3,0,90,4,0,15,1655|243,2,0,5011,1,0,43529,3,0,140,4,0,65,1655|243,5,3,
14810,s==2|绝影,,6,7,1,s==2|史诗,1,60040,,14850,61040,2,1070,1,3,400,1,s==9|1,10|2,90,1,18,5,6,3,5,2200,3000004,s==7|jueying,3000020,s==10|jx_jueying,14004,2,0,2011,1,0,13529,3,0,90,4,0,15,1655|243,2,0,5011,1,0,43529,3,0,140,4,0,65,1655|243,5,3,
14811,s==2|的卢,,6,7,1,s==2|史诗,1,60030,,14851,61030,2,1070,1,3,400,1,s==9|1,10|2,90,1,18,5,6,3,5,2200,3000003,s==4|dilu,3000019,s==7|jx_dilu,14003,2,0,2011,1,0,13529,3,0,90,4,0,15,1655|243,2,0,5011,1,0,43529,3,0,140,4,0,65,1655|243,5,3,
14812,s==2|绝影,,6,7,1,s==2|史诗,1,60040,,14850,61040,2,1070,1,3,400,1,s==9|1,10|2,90,1,18,5,6,3,5,2200,3000004,s==7|jueying,3000020,s==10|jx_jueying,14004,2,0,2011,1,0,13529,3,0,90,4,0,15,1655|243,2,0,5011,1,0,43529,3,0,140,4,0,65,1655|243,5,3,
14813,s==2|的卢,,6,7,1,s==2|史诗,1,60030,,14853,61030,2,1070,1,3,400,1,s==9|1,10|2,90,1,18,5,6,3,5,2200,3000003,s==4|dilu,3000019,s==7|jx_dilu,14003,2,0,2011,1,0,13529,3,0,90,4,0,15,1655|243,2,0,5011,1,0,43529,3,0,140,4,0,65,1655|243,5,3,
14814,s==2|绝影,,6,7,1,s==2|史诗,1,60040,,14850,61040,2,1070,1,3,400,1,s==9|1,10|2,90,1,18,5,6,3,5,2200,3000004,s==7|jueying,3000020,s==10|jx_jueying,14004,2,0,2011,1,0,13529,3,0,90,4,0,15,1655|243,2,0,5011,1,0,43529,3,0,140,4,0,65,1655|243,5,3,
14815,s==2|的卢,,6,7,1,s==2|史诗,1,60030,,14853,61030,2,1070,1,3,400,1,s==9|1,10|2,90,1,18,5,6,3,5,2200,3000003,s==4|dilu,3000019,s==7|jx_dilu,14003,2,0,2011,1,0,13529,3,0,90,4,0,15,1655|243,2,0,5011,1,0,43529,3,0,140,4,0,65,1655|243,5,3,
14816,s==2|的卢,,6,7,1,s==2|史诗,1,60030,,14853,61030,2,1070,1,3,400,1,s==9|1,10|2,90,1,18,5,6,3,5,2200,3000003,s==4|dilu,3000019,s==7|jx_dilu,14003,2,0,2011,1,0,13529,3,0,90,4,0,15,1655|243,2,0,5011,1,0,43529,3,0,140,4,0,65,1655|243,5,3,
