id,taskName,taskDesc,icon,activityId,toSystemFunId,lowLevel,maxLevel,targetType,targetId,targetNum,mustTask,sysfuncationID,time,labelType,rewards-type-1,rewards-id-1,rewards-value-1,rewards-type-2,rewards-id-2,rewards-value-2,rewards-type-3,rewards-id-3,rewards-value-3,rewards-type-4,rewards-id-4,rewards-value-4,
7130,s==4|奇遇任务,s==8|刷新5次奇遇任务,,1131,2091,41,999,511,0,5,0,0,4,12,1,8,20000,2,3004,5,,,,,,,
7160,s==4|奇遇任务,s==9|刷新10次奇遇任务,,1131,2091,41,999,511,0,10,0,0,4,12,1,8,40000,2,3004,5,,,,,,,
7190,s==4|奇遇任务,s==9|刷新15次奇遇任务,,1131,2091,41,999,511,0,15,0,0,4,12,1,8,60000,2,3004,5,,,,,,,
7220,s==4|奇遇任务,s==9|刷新20次奇遇任务,,1131,2091,41,999,511,0,20,0,0,4,12,1,8,80000,2,3004,5,,,,,,,
7250,s==4|奇遇任务,s==9|刷新30次奇遇任务,,1131,2091,41,999,511,0,30,0,0,4,12,1,8,100000,2,3004,5,,,,,,,
7280,s==4|奇遇任务,s==9|刷新40次奇遇任务,,1131,2091,41,999,511,0,40,0,0,4,12,1,8,120000,2,3004,5,,,,,,,
7310,s==4|福利礼包,s==6|全民福利礼包,,1131,0,1,40,520,4180,1,0,0,4,4,,,,,,,,,,,,,
7340,s==4|福利礼包,s==6|全民福利礼包,,1131,0,41,999,520,4210,1,0,0,4,4,,,,,,,,,,,,,
7370,s==4|福利礼包,s==8|vip4半价礼包,,1131,0,1,999,520,4190,1,0,0,4,4,,,,,,,,,,,,,
7400,s==4|福利礼包,s==6|全民半价礼包,,1131,0,1,999,520,4200,1,0,0,4,4,,,,,,,,,,,,,
7429,s==4|福利领取,s==4|登录1次,,1131,0,1,999,101,0,1,0,0,5,1,1,9,300,2,2511,1,,,,,,,
7430,s==4|福利领取,s==11|开服累充20000元宝,,1131,1930,1,40,525,0,2000,0,0,5,1,1,9,3000,2,1006,6000,,,,,,,
7460,s==4|福利领取,s==11|累计充值20000元宝,,1131,1930,41,999,510,0,2000,0,0,5,1,1,9,3000,2,1006,6000,,,,,,,
7520,s==4|失落神兵,s==6|解锁3件神兵,,1131,1890,1,40,528,0,3,0,0,5,13,1,8,20000,2,1027,10,,,,,,,
7550,s==4|失落神兵,s==6|解锁5件神兵,,1131,1890,1,40,528,0,5,0,0,5,13,1,8,40000,2,1027,10,,,,,,,
7580,s==4|失落神兵,s==8|神兵等级达到1级,,1131,1890,1,40,529,0,1,0,0,5,13,1,8,60000,2,1027,15,,,,,,,
7610,s==4|失落神兵,s==8|神兵等级达到2级,,1131,1890,1,40,529,0,2,0,0,5,13,1,8,80000,2,1027,15,,,,,,,
7640,s==4|失落神兵,s==8|神兵等级达到3级,,1131,1890,1,40,529,0,3,0,0,5,13,1,8,100000,2,1027,20,,,,,,,
7670,s==4|失落神兵,s==8|神兵等级达到4级,,1131,1890,     ,40,529,0,4,0,0,5,13,1,8,120000,2,1027,25,,,,,,,
7700,s==4|失落神兵,s==8|进行5次神兵升级,,1131,1890,41,999,512,0,5,0,0,5,13,1,8,20000,1,9,60,,,,,,,
7730,s==4|失落神兵,s==9|进行10次神兵升级,,1131,1890,41,999,512,0,10,0,0,5,13,1,8,40000,1,9,60,,,,,,,
7760,s==4|失落神兵,s==6|合成1次将印,,1131,1100,41,999,209,0,1,0,0,5,13,1,8,60000,1,9,60,,,,,,,
7790,s==4|失落神兵,s==6|合成2次将印,,1131,1100,41,999,209,0,2,0,0,5,13,1,8,80000,1,9,60,,,,,,,
7820,s==4|失落神兵,s==6|合成3次将印,,1131,1100,41,999,209,0,3,0,0,5,13,1,8,100000,1,9,60,,,,,,,
7850,s==4|失落神兵,s==6|合成4次将印,,1131,1100,41,999,209,0,4,0,0,5,13,1,8,120000,1,9,60,,,,,,,
7880,s==4|级级攀升,s==9|玩家等级达到10级,,1131,1650,1,41,201,0,10,0,0,5,18,1,8,20000,2,3008,3,,,,,,,
