id,mainId,type,items-type-1,items-id-1,items-value-1,preposeNum,mustNum,surplusNum,showOdd1,weight,swapId,
108,6,2,2,1960,1,85,125,8,95,500,121,
109,6,3,2,3014,10,,,,300,300,,
110,6,3,2,1076,1,,,,200,200,,
111,6,3,2,1073,1,,,,200,200,,
112,6,3,2,1018,4,,,,100,100,,
113,6,3,2,1037,4,,,,100,100,,
114,6,3,2,1036,5,,,,530,530,,
115,6,3,2,1017,6,,,,500,500,,
116,6,3,2,1078,150,,,,1000,1000,,
117,6,3,2,1052,12,,,,1000,1000,,
118,6,3,2,1003,1,,,,500,500,,
119,6,3,2,1027,20,,,,800,800,,
120,6,3,2,1077,40,,,,660,660,,
121,6,3,2,3008,10,,,,500,500,,
122,6,3,2,3002,30,,,,800,800,,
123,6,3,2,1006,300,,,,800,800,,
124,6,3,2,1001,300,,,,800,800,,
125,6,3,2,2200,3,,,,600,600,,
126,6,3,2,2201,3,,,,600,600,,
127,9,1,2,24518,50,95,130,,333,100,154,
128,9,1,2,25518,50,95,130,,333,100,155,
129,9,1,2,23511,50,95,130,,333,100,154,
130,9,1,2,22512,50,95,130,,333,100,155,
131,9,1,2,21515,50,95,130,,333,100,154,
132,9,1,2,24516,50,1,40,,500,50,155,
133,9,1,2,24517,50,1,40,,500,50,154,
134,9,1,2,25517,50,1,40,,500,50,155,
135,9,1,2,25516,50,1,40,,500,50,154,
136,9,1,2,22515,50,1,30,,500,50,155,
137,9,2,2,5179,1,160,300,8,50,250,154,
138,9,2,2,2128,1,85,125,8,100,667,155,
139,9,2,2,2088,1,75,125,8,100,400,154,
140,9,2,2,1177,1,220,380,8,38,250,155,
141,9,2,2,14701,3,40,80,8,143,333,154,
142,9,2,2,1960,1,85,125,8,95,500,155,
143,9,3,2,3014,10,,,,300,300,,
144,9,3,2,1009,5,,,,100,100,,
145,9,3,2,1029,10,,,,200,200,,
146,9,3,2,1044,4,,,,100,100,,
147,9,3,2,1037,4,,,,100,100,,
148,9,3,2,1036,5,,,,530,530,,
149,9,3,2,1011,6,,,,500,500,,
150,9,3,2,1078,150,,,,1000,1000,,
151,9,3,2,1043,10,,,,1000,1000,,
152,9,3,2,1003,1,,,,500,500,,
153,9,3,2,1027,20,,,,800,800,,
154,9,3,2,1077,40,,,,660,660,,
155,9,3,2,3008,10,,,,500,500,,
156,9,3,2,3002,30,,,,800,800,,
157,9,3,2,1006,300,,,,800,800,,
158,9,3,2,1001,300,,,,800,800,,
159,9,3,2,2200,3,,,,600,600,,
160,9,3,2,2201,3,,,,600,600,,
161,2,1,2,24518,50,95,130,,333,100,188,
162,2,1,2,25518,50,95,130,,333,100,189,
163,2,1,2,23511,50,95,130,,333,100,188,
164,2,1,2,22512,50,95,130,,333,100,189,
165,2,1,2,21515,50,95,130,,333,100,188,
166,2,1,2,24516,50,1,40,,500,50,189,
167,2,1,2,24517,50,1,40,,500,50,188,
168,2,1,2,25517,50,1,40,,500,50,189,
169,2,1,2,25516,50,1,40,,500,50,188,
170,2,1,2,22515,50,1,30,,500,50,189,
171,2,2,2,5179,1,160,300,8,50,250,188,
172,2,2,2,2128,1,85,125,8,100,667,189,
173,2,2,2,2088,1,75,125,8,100,400,188,
174,2,2,2,1177,1,220,380,8,38,250,189,
175,2,2,2,14701,3,40,80,8,143,333,188,
176,2,2,2,1960,1,85,125,8,95,500,189,
177,2,3,2,3014,10,,,,300,300,,
178,2,3,2,1050,4,,,,100,100,,
179,2,3,2,1105,1,,,,200,200,,
180,2,3,2,1018,4,,,,200,200,,
181,2,3,2,1049,3,,,,800,800,,
182,2,3,2,1078,300,,,,800,800,,
183,2,3,2,1037,4,,,,100,100,,
184,2,3,2,1036,5,,,,530,530,,
185,2,3,2,1052,12,,,,800,800,,
186,2,3,2,1003,1,,,,500,500,,
187,2,3,2,1027,20,,,,800,800,,
188,2,3,2,1077,40,,,,660,660,,
189,2,3,2,3008,10,,,,500,500,,
190,2,3,2,3002,30,,,,800,800,,
191,2,3,2,1006,300,,,,800,800,,
192,2,3,2,1001,300,,,,800,800,,
193,2,3,2,2200,3,,,,600,600,,
194,2,3,2,2201,3,,,,600,600,,
195,5,1,2,24518,50,95,130,,333,100,222,
196,5,1,2,25518,50,95,130,,333,100,223,
197,5,1,2,23511,50,95,130,,333,100,222,
198,5,1,2,22512,50,95,130,,333,100,223,
199,5,1,2,21515,50,95,130,,333,100,222,
200,5,1,2,24516,50,1,40,,500,50,223,
201,5,1,2,24517,50,1,40,,500,50,222,
202,5,1,2,25517,50,1,40,,500,50,223,
203,5,1,2,25516,50,1,40,,500,50,222,
204,5,1,2,22515,50,1,30,,500,50,223,
205,5,2,2,5179,1,160,300,8,50,250,222,
206,5,2,2,2128,1,85,125,8,100,667,223,
207,5,2,2,2088,1,75,125,8,100,400,222,
208,5,2,2,1177,1,220,380,8,38,250,223,
209,5,2,2,14701,3,40,80,8,143,333,222,
210,5,2,2,1960,1,85,125,8,95,500,223,
211,5,3,2,3014,10,,,,300,300,,
212,5,3,2,1050,4,,,,100,100,,
213,5,3,2,1105,1,,,,200,200,,
214,5,3,2,1018,4,,,,200,200,,
215,5,3,2,1049,3,,,,800,800,,
216,5,3,2,1078,300,,,,800,800,,
217,5,3,2,1037,4,,,,100,100,,
218,5,3,2,1036,5,,,,530,530,,
219,5,3,2,1052,12,,,,800,800,,
220,5,3,2,1003,1,,,,500,500,,
221,5,3,2,1027,20,,,,800,800,,
222,5,3,2,1077,40,,,,660,660,,
223,5,3,2,3008,10,,,,500,500,,
224,5,3,2,3002,30,,,,800,800,,
225,5,3,2,1006,300,,,,800,800,,
226,5,3,2,1001,300,,,,800,800,,
227,5,3,2,2200,3,,,,600,600,,
228,5,3,2,2201,3,,,,600,600,,
229,7,1,2,24518,50,95,130,,333,100,256,
230,7,1,2,25518,50,95,130,,333,100,257,
231,7,1,2,23511,50,95,130,,333,100,256,
232,7,1,2,22512,50,95,130,,333,100,257,
233,7,1,2,21515,50,95,130,,333,100,256,
234,7,1,2,24516,50,1,40,,500,50,257,
235,7,1,2,24517,50,1,40,,500,50,256,
236,7,1,2,25517,50,1,40,,500,50,257,
237,7,1,2,25516,50,1,40,,500,50,256,
238,7,1,2,22515,50,1,30,,500,50,257,
239,7,2,2,5179,1,160,300,8,50,250,256,
240,7,2,2,2128,1,85,125,8,100,667,257,
241,7,2,2,2088,1,75,125,8,100,400,256,
242,7,2,2,1177,1,220,380,8,38,250,257,
243,7,2,2,14701,3,40,80,8,143,333,256,
244,7,2,2,1960,1,85,125,8,95,500,257,
245,7,3,2,3014,10,,,,300,300,,
246,7,3,2,1009,5,,,,100,100,,
247,7,3,2,1029,10,,,,200,200,,
248,7,3,2,1044,4,,,,100,100,,
249,7,3,2,1037,4,,,,100,100,,
250,7,3,2,1036,5,,,,530,530,,
251,7,3,2,1011,6,,,,500,500,,
252,7,3,2,1078,150,,,,1000,1000,,
253,7,3,2,1043,10,,,,1000,1000,,
254,7,3,2,1003,1,,,,500,500,,
255,7,3,2,1027,20,,,,800,800,,
256,7,3,2,1077,40,,,,660,660,,
257,7,3,2,3008,10,,,,500,500,,
258,7,3,2,3002,30,,,,800,800,,
259,7,3,2,1006,300,,,,800,800,,
260,7,3,2,1001,300,,,,800,800,,
261,7,3,2,2200,3,,,,600,600,,
262,7,3,2,2201,3,,,,600,600,,
263,8,1,2,24518,50,95,130,,333,100,290,
264,8,1,2,25518,50,95,130,,333,100,291,
265,8,1,2,23511,50,95,130,,333,100,290,
266,8,1,2,22512,50,95,130,,333,100,291,
267,8,1,2,21515,50,95,130,,333,100,290,
268,8,1,2,24516,50,1,40,,500,50,291,
269,8,1,2,24517,50,1,40,,500,50,290,
270,8,1,2,25517,50,1,40,,500,50,291,
271,8,1,2,25516,50,1,40,,500,50,290,
272,8,1,2,22515,50,1,30,,500,50,291,
273,8,2,2,5179,1,160,300,8,50,250,290,
274,8,2,2,2128,1,85,125,8,100,667,291,
275,8,2,2,2088,1,75,125,8,100,400,290,
276,8,2,2,1177,1,220,380,8,38,250,291,
277,8,2,2,14701,3,40,80,8,143,333,290,
278,8,2,2,1960,1,85,125,8,95,500,291,
279,8,3,2,3014,10,,,,300,300,,
280,8,3,2,1050,4,,,,100,100,,
281,8,3,2,1105,1,,,,200,200,,
282,8,3,2,1018,4,,,,200,200,,
283,8,3,2,1049,3,,,,800,800,,
284,8,3,2,1078,300,,,,800,800,,
285,8,3,2,1037,4,,,,100,100,,
286,8,3,2,1036,5,,,,530,530,,
287,8,3,2,1052,12,,,,800,800,,
288,8,3,2,1003,1,,,,500,500,,
289,8,3,2,1027,20,,,,800,800,,
290,8,3,2,1077,40,,,,660,660,,
291,8,3,2,3008,10,,,,500,500,,
292,8,3,2,3002,30,,,,800,800,,
293,8,3,2,1006,300,,,,800,800,,
294,8,3,2,1001,300,,,,800,800,,
295,8,3,2,2200,3,,,,600,600,,
296,8,3,2,2201,3,,,,600,600,,
297,10,1,2,24518,50,95,130,,333,100,326,
298,10,1,2,25518,50,95,130,,333,100,327,
299,10,1,2,23511,50,95,130,,333,100,326,
300,10,1,2,22512,50,95,130,,333,100,327,
301,10,1,2,21515,50,95,130,,333,100,326,
302,10,1,2,24516,50,1,40,,500,50,327,
303,10,1,2,24517,50,1,40,,500,50,326,
304,10,1,2,25517,50,1,40,,500,50,327,
305,10,1,2,25516,50,1,40,,500,50,326,
306,10,1,2,22515,50,1,30,,500,50,327,
307,10,1,2,26501,50,30,55,,500,50,326,
308,10,2,2,5179,1,160,300,8,50,250,327,
309,10,2,2,2128,1,85,125,8,100,667,326,
310,10,2,2,2088,1,75,125,8,100,400,327,
311,10,2,2,1177,1,220,380,8,38,250,326,
312,10,2,2,14701,3,40,80,8,143,333,327,
313,10,2,2,1960,1,85,125,8,95,500,327,
314,10,3,2,3014,10,,,,300,300,,
315,10,3,2,1076,1,,,,200,200,,
316,10,3,2,1073,1,,,,200,200,,
317,10,3,2,1018,4,,,,100,100,,
318,10,3,2,1037,4,,,,100,100,,
319,10,3,2,1036,5,,,,530,530,,
320,10,3,2,1017,6,,,,500,500,,
321,10,3,2,1078,150,,,,1000,1000,,
322,10,3,2,1052,12,,,,1000,1000,,
323,10,3,2,1003,1,,,,500,500,,
324,10,3,2,1027,20,,,,800,800,,
325,10,3,2,1077,40,,,,660,660,,
326,10,3,2,3008,10,,,,500,500,,
327,10,3,2,3002,30,,,,800,800,,
328,10,3,2,1006,300,,,,800,800,,
329,10,3,2,1001,300,,,,800,800,,
330,10,3,2,2200,3,,,,600,600,,
331,10,3,2,2201,3,,,,600,600,,
332,11,1,2,24518,50,95,130,,333,100,359,
333,11,1,2,25518,50,95,130,,333,100,360,
334,11,1,2,23511,50,95,130,,333,100,359,
335,11,1,2,22512,50,95,130,,333,100,360,
336,11,1,2,21515,50,95,130,,333,100,359,
337,11,1,2,24516,50,1,40,,500,50,360,
338,11,1,2,24505,50,1,40,,500,50,359,
339,11,1,2,25516,50,1,40,,500,50,360,
340,11,1,2,25504,50,1,40,,500,50,359,
341,11,1,2,22515,50,1,30,,500,50,360,
342,11,1,2,21516,50,1,30,,500,50,359,
343,11,2,2,2128,1,85,125,8,100,667,360,
344,11,2,2,2088,1,75,125,8,100,400,359,
345,11,2,2,1177,1,220,380,8,38,250,360,
346,11,2,2,1960,1,85,125,8,95,500,359,
347,11,3,2,3014,10,,,,300,300,,
348,11,3,2,1105,1,,,,200,200,,
349,11,3,2,1009,4,,,,200,200,,
350,11,3,2,1010,4,,,,100,100,,
351,11,3,2,1052,20,,,,1000,1000,,
352,11,3,2,1011,3,,,,500,500,,
353,11,3,2,1037,4,,,,100,100,,
354,11,3,2,1036,5,,,,530,530,,
355,11,3,2,1078,150,,,,1000,1000,,
356,11,3,2,1003,1,,,,500,500,,
357,11,3,2,1027,20,,,,800,800,,
358,11,3,2,1077,40,,,,660,660,,
359,11,3,2,3008,10,,,,500,500,,
360,11,3,2,3002,30,,,,800,800,,
361,11,3,2,1006,300,,,,800,800,,
362,11,3,2,1001,300,,,,800,800,,
363,11,3,2,2200,3,,,,600,600,,
364,11,3,2,2201,3,,,,600,600,,
365,13,1,2,26503,50,30,55,,500,50,398,
366,13,1,2,24518,50,95,130,,333,100,398,
367,13,1,2,25518,50,95,130,,333,100,398,
368,13,1,2,23511,50,95,130,,333,100,398,
369,13,1,2,22512,50,95,130,,333,100,398,
370,13,1,2,21515,50,95,130,,333,100,398,
371,13,1,2,24516,50,1,40,,500,50,398,
372,13,1,2,24517,50,1,40,,500,50,398,
373,13,1,2,25517,50,1,40,,500,50,398,
374,13,1,2,25516,50,1,40,,500,50,398,
375,13,1,2,22515,50,1,30,,500,50,398,
376,13,1,2,26501,50,30,55,,500,50,398,
377,13,1,2,26502,50,30,55,,500,50,398,
378,13,1,2,21516,50,1,30,,500,50,398,
379,13,2,2,5179,1,160,300,8,50,250,398,
380,13,2,2,2128,1,85,125,8,100,667,398,
381,13,2,2,2088,1,75,125,8,100,400,398,
382,13,2,2,1177,1,220,380,8,38,250,398,
383,13,2,2,14701,3,40,80,8,143,333,398,
384,13,2,2,1960,1,85,125,8,95,500,398,
385,13,3,2,3014,10,,,,300,300,,
386,13,3,2,1076,1,,,,200,200,,
387,13,3,2,1073,1,,,,200,200,,
388,13,3,2,1018,4,,,,100,100,,
389,13,3,2,1037,4,,,,100,100,,
390,13,3,2,1036,5,,,,530,530,,
391,13,3,2,1017,6,,,,500,500,,
392,13,3,2,1078,150,,,,1000,1000,,
393,13,3,2,1052,12,,,,1000,1000,,
394,13,3,2,1003,1,,,,500,500,,
395,13,3,2,1027,20,,,,800,800,,
396,13,3,2,1077,40,,,,660,660,,
397,13,3,2,3008,10,,,,500,500,,
398,13,3,2,3002,30,,,,800,800,,
399,13,3,2,1006,300,,,,800,800,,
400,13,3,2,1001,300,,,,800,800,,
401,13,3,2,2200,3,,,,600,600,,
402,13,3,2,2201,3,,,,600,600,,
403,14,1,2,24518,50,95,130,,333,100,441,
404,14,1,2,25518,50,95,130,,333,100,442,
405,14,1,2,23511,50,95,130,,333,100,441,
406,14,1,2,22512,50,95,130,,333,100,442,
407,14,1,2,21515,50,95,130,,333,100,441,
408,14,1,2,24516,50,1,40,,500,50,442,
409,14,1,2,24517,50,1,40,,500,50,441,
410,14,1,2,25517,50,1,40,,500,50,442,
411,14,1,2,25516,50,1,40,,500,50,441,
412,14,1,2,22515,50,1,30,,500,50,442,
413,14,1,2,26501,50,30,55,,500,50,441,
414,14,1,2,26502,50,30,55,,500,50,442,
415,14,1,2,21516,50,1,30,,500,50,441,
416,14,1,2,26503,50,30,55,,500,50,442,
417,14,1,2,26504,50,30,55,,500,50,441,
418,14,1,2,26505,50,30,55,,500,50,442,
419,14,2,2,5179,1,160,300,8,50,250,441,
420,14,2,2,2128,1,85,125,8,100,667,442,
421,14,2,2,2088,1,75,125,8,100,400,441,
422,14,2,2,1177,1,220,380,8,38,250,442,
423,14,2,2,14701,3,40,80,8,143,333,441,
424,14,2,2,1960,1,85,125,8,95,500,442,
425,14,3,2,3014,10,,,,300,300,,
426,14,3,2,1076,1,,,,200,200,,
427,14,3,2,1073,1,,,,200,200,,
428,14,3,2,1018,4,,,,100,100,,
429,14,3,2,1037,4,,,,100,100,,
430,14,3,2,1036,5,,,,530,530,,
431,14,3,2,1017,6,,,,500,500,,
432,14,3,2,1078,150,,,,1000,1000,,
433,14,3,2,1052,12,,,,1000,1000,,
434,14,3,2,1003,1,,,,500,500,,
435,14,3,2,1027,20,,,,800,800,,
436,14,3,2,1077,40,,,,660,660,,
437,14,3,2,3008,10,,,,500,500,,
438,14,3,2,3002,30,,,,800,800,,
439,14,3,2,1006,300,,,,800,800,,
440,14,3,2,1001,300,,,,800,800,,
441,14,3,2,2200,3,,,,600,600,,
442,14,3,2,2201,3,,,,600,600,,
443,15,1,2,24518,50,95,130,,333,100,481,
444,15,1,2,25518,50,95,130,,333,100,482,
445,15,1,2,23511,50,95,130,,333,100,481,
446,15,1,2,22512,50,95,130,,333,100,482,
447,15,1,2,21515,50,95,130,,333,100,481,
448,15,1,2,24516,50,1,40,,500,50,482,
449,15,1,2,24517,50,1,40,,500,50,481,
450,15,1,2,25517,50,1,40,,500,50,482,
451,15,1,2,25516,50,1,40,,500,50,481,
452,15,1,2,22515,50,1,30,,500,50,482,
453,15,1,2,26501,50,30,55,,500,50,481,
454,15,1,2,26502,50,30,55,,500,50,482,
455,15,1,2,21516,50,1,30,,500,50,481,
456,15,1,2,26503,50,30,55,,500,50,482,
457,15,1,2,26504,50,30,55,,500,50,481,
458,15,1,2,26505,50,30,55,,500,50,482,
459,15,2,2,5179,1,160,300,8,50,250,481,
460,15,2,2,2128,1,85,125,8,100,667,482,
461,15,2,2,2088,1,75,125,8,100,400,481,
462,15,2,2,1177,1,220,380,8,38,250,482,
463,15,2,2,14701,3,40,80,8,143,333,481,
464,15,2,2,1960,1,85,125,8,95,500,482,
465,15,3,2,3014,10,,,,300,300,,
466,15,3,2,1009,5,,,,100,100,,
467,15,3,2,1029,10,,,,200,200,,
468,15,3,2,1044,4,,,,100,100,,
469,15,3,2,1037,4,,,,100,100,,
470,15,3,2,1036,5,,,,530,530,,
471,15,3,2,1011,6,,,,500,500,,
472,15,3,2,1078,150,,,,1000,1000,,
473,15,3,2,1043,10,,,,1000,1000,,
474,15,3,2,1003,1,,,,500,500,,
475,15,3,2,1027,20,,,,800,800,,
476,15,3,2,1077,40,,,,660,660,,
477,15,3,2,3008,10,,,,500,500,,
478,15,3,2,3002,30,,,,800,800,,
479,15,3,2,1006,300,,,,800,800,,
480,15,3,2,1001,300,,,,800,800,,
481,15,3,2,2200,3,,,,600,600,,
482,15,3,2,2201,3,,,,600,600,,
483,12,1,2,24518,50,95,130,,333,100,502,
484,12,1,2,25518,50,95,130,,333,100,503,
485,12,1,2,23511,50,95,130,,333,100,502,
486,12,1,2,22512,50,95,130,,333,100,503,
487,12,1,2,21515,50,95,130,,333,100,502,
488,12,1,2,24516,50,1,40,,500,50,503,
489,12,1,2,24517,50,1,40,,500,50,502,
490,12,1,2,25517,50,1,40,,500,50,503,
491,12,1,2,25516,50,1,40,,500,50,502,
492,12,1,2,22515,50,1,30,,500,50,503,
493,12,1,2,26501,50,30,55,,500,50,502,
494,12,1,2,21516,50,1,30,,500,50,503,
495,12,2,2,5179,1,160,300,8,50,250,502,
496,12,2,2,2128,1,85,125,8,100,667,503,
497,12,2,2,2088,1,75,125,8,100,400,502,
498,12,2,2,1177,1,220,380,8,38,250,503,
499,12,2,2,14701,3,40,80,8,143,333,502,
500,12,2,2,1960,1,85,125,8,95,500,503,
501,12,3,2,3014,10,,,,300,300,,
502,12,3,2,1050,4,,,,100,100,,
503,12,3,2,1105,1,,,,200,200,,
504,12,3,2,1018,4,,,,200,200,,
505,12,3,2,1049,3,,,,800,800,,
506,12,3,2,1078,300,,,,800,800,,
507,12,3,2,1037,4,,,,100,100,,
508,12,3,2,1036,5,,,,530,530,,
509,12,3,2,1052,12,,,,800,800,,
510,12,3,2,1003,1,,,,500,500,,
511,12,3,2,1027,20,,,,800,800,,
512,12,3,2,1077,40,,,,660,660,,
513,12,3,2,3008,10,,,,500,500,,
514,12,3,2,3002,30,,,,800,800,,
515,12,3,2,1006,300,,,,800,800,,
516,12,3,2,1001,300,,,,800,800,,
517,12,3,2,2200,3,,,,600,600,,
518,12,3,2,2201,3,,,,600,600,,
519,16,1,2,24518,50,95,130,,333,100,557,
520,16,1,2,25518,50,95,130,,333,100,558,
521,16,1,2,23511,50,95,130,,333,100,557,
522,16,1,2,22512,50,95,130,,333,100,558,
523,16,1,2,21515,50,95,130,,333,100,557,
524,16,1,2,24516,50,1,40,,500,50,558,
525,16,1,2,24517,50,1,40,,500,50,557,
526,16,1,2,25517,50,1,40,,500,50,558,
527,16,1,2,25516,50,1,40,,500,50,557,
528,16,1,2,22515,50,1,30,,500,50,558,
529,16,1,2,26501,50,30,55,,500,50,557,
530,16,1,2,26502,50,30,55,,500,50,558,
531,16,1,2,21516,50,1,30,,500,50,557,
532,16,1,2,26503,50,30,55,,500,50,558,
533,16,1,2,26504,50,30,55,,500,50,557,
534,16,1,2,26505,50,30,55,,500,50,558,
535,16,2,2,5179,1,160,300,8,50,250,557,
536,16,2,2,2128,1,85,125,8,100,667,558,
537,16,2,2,2088,1,75,125,8,100,400,557,
538,16,2,2,1177,1,220,380,8,38,250,558,
539,16,2,2,14701,3,40,80,8,143,333,557,
540,16,2,2,1960,1,85,125,8,95,500,558,
541,16,3,2,3014,10,,,,300,300,,
542,16,3,2,1050,4,,,,100,100,,
543,16,3,2,1105,1,,,,200,200,,
544,16,3,2,1018,4,,,,200,200,,
545,16,3,2,1049,3,,,,800,800,,
546,16,3,2,1078,300,,,,800,800,,
547,16,3,2,1037,4,,,,100,100,,
548,16,3,2,1036,5,,,,530,530,,
549,16,3,2,1052,12,,,,800,800,,
550,16,3,2,1003,1,,,,500,500,,
551,16,3,2,1027,20,,,,800,800,,
552,16,3,2,1077,40,,,,660,660,,
553,16,3,2,3008,10,,,,500,500,,
554,16,3,2,3002,30,,,,800,800,,
555,16,3,2,1006,300,,,,800,800,,
556,16,3,2,1001,300,,,,800,800,,
557,16,3,2,2200,3,,,,600,600,,
558,16,3,2,2201,3,,,,600,600,,
559,17,1,2,26504,50,30,55,,500,50,437,
560,17,1,2,24518,50,95,130,,333,100,437,
561,17,1,2,25518,50,95,130,,333,100,437,
562,17,1,2,23511,50,95,130,,333,100,437,
563,17,1,2,22512,50,95,130,,333,100,437,
564,17,1,2,21515,50,95,130,,333,100,437,
565,17,1,2,24516,50,1,40,,500,50,437,
566,17,1,2,24517,50,1,40,,500,50,437,
567,17,1,2,25517,50,1,40,,500,50,437,
568,17,1,2,25516,50,1,40,,500,50,437,
569,17,1,2,22515,50,1,30,,500,50,437,
570,17,1,2,26501,50,30,55,,500,50,437,
571,17,1,2,26502,50,30,55,,500,50,437,
572,17,1,2,21516,50,1,30,,500,50,437,
573,17,2,2,5179,1,160,300,8,50,250,437,
574,17,2,2,2128,1,85,125,8,100,667,437,
575,17,2,2,2088,1,75,125,8,100,400,437,
576,17,2,2,1177,1,220,380,8,38,250,437,
577,17,2,2,14701,3,40,80,8,143,333,437,
578,17,2,2,1960,1,85,125,8,95,500,437,
579,17,3,2,3014,10,,,,300,300,,
580,17,3,2,1009,5,,,,100,100,,
581,17,3,2,1029,10,,,,200,200,,
582,17,3,2,1044,4,,,,100,100,,
583,17,3,2,1037,4,,,,100,100,,
584,17,3,2,1036,5,,,,530,530,,
585,17,3,2,1011,6,,,,500,500,,
