id,dateStart,dateEnd,stageStart,stageEnd,stage,rechargeNum,rewards-type-1,rewards-id-1,rewards-value-1,rewards-type-2,rewards-id-2,rewards-value-2,rewards-type-3,rewards-id-3,rewards-value-3,
31,15,30,1,3,1,6,2,1003,1,1,8,100000,2,1001,50,
32,15,30,1,3,1,68,2,1003,5,1,8,100000,2,1001,50,
33,15,30,1,3,1,100,2,1079,1,2,1080,5,2,1001,50,
34,15,30,1,3,1,200,2,1004,3,2,1003,6,2,1006,2000,
35,15,30,1,3,1,500,2,1516,1,2,1029,40,2,1006,5000,
36,15,30,1,3,1,1000,2,1761,1,2,1003,15,2,1006,8000,
37,15,30,1,3,1,2000,2,1761,2,2,3014,50,2,1006,20000,
38,15,30,1,3,1,5000,2,6677,1,2,3014,50,2,1020,40,
39,15,30,1,3,1,10000,2,6674,1,2,3014,100,2,1020,60,
40,15,30,1,3,1,20000,2,6675,1,2,3014,100,2,1021,30,
41,15,30,4,6,2,6,2,1003,1,1,8,100000,2,1001,50,
42,15,30,4,6,2,68,2,1003,5,1,8,100000,2,1001,50,
43,15,30,4,6,2,100,2,1079,1,2,1080,5,2,1001,50,
44,15,30,4,6,2,200,2,1004,3,2,1003,6,2,2074,3,
45,15,30,4,6,2,500,2,1516,1,2,1029,40,2,2074,8,
46,15,30,4,6,2,1000,2,1468,1,2,1003,15,2,2074,16,
47,15,30,4,6,2,2000,2,1468,2,2,3014,50,2,2074,24,
48,15,30,4,6,2,5000,2,6677,1,2,3014,50,2,2074,36,
49,15,30,4,6,2,10000,2,6674,1,2,3014,100,2,2074,50,
50,15,30,4,6,2,20000,2,6675,1,2,3014,100,2,2074,80,
51,15,30,7,9,3,6,2,1003,1,1,8,100000,2,1001,50,
52,15,30,7,9,3,68,2,1003,5,1,8,100000,2,1001,50,
53,15,30,7,9,3,100,2,1079,1,2,1080,5,2,1001,50,
54,15,30,7,9,3,200,2,1004,3,2,1003,6,2,1006,2000,
55,15,30,7,9,3,500,2,1516,1,2,1029,40,2,1006,5000,
56,15,30,7,9,3,1000,2,1105,10,2,1003,15,2,1006,8000,
57,15,30,7,9,3,2000,2,1176,2,2,3014,50,2,1006,20000,
58,15,30,7,9,3,5000,2,6677,1,2,3014,50,2,1463,5,
59,15,30,7,9,3,10000,2,6674,1,2,3014,100,2,1463,10,
60,15,30,7,9,3,20000,2,6675,1,2,3014,100,2,1527,2,
61,31,60,1,3,1,6,2,1003,1,1,8,100000,2,1001,50,
62,31,60,1,3,1,68,2,1003,5,1,8,100000,2,1001,50,
63,31,60,1,3,1,100,2,1079,1,2,1080,5,2,1001,50,
64,31,60,1,3,1,200,2,1004,3,2,1003,6,2,1006,2000,
65,31,60,1,3,1,500,2,1516,1,2,1029,40,2,1006,5000,
66,31,60,1,3,1,1000,2,1761,1,2,1003,15,2,1006,8000,
67,31,60,1,3,1,2000,2,1761,2,2,1076,4,2,1006,20000,
68,31,60,1,3,1,5000,2,6677,1,2,1076,8,2,1073,4,
69,31,60,1,3,1,10000,2,6674,1,2,1076,10,2,1073,8,
70,31,60,1,3,1,20000,2,6675,1,2,1076,10,2,1073,12,
71,31,60,4,6,2,6,2,1003,1,1,8,100000,2,1001,50,
72,31,60,4,6,2,68,2,1003,5,1,8,100000,2,1001,50,
73,31,60,4,6,2,100,2,1079,1,2,1080,5,2,1001,50,
74,31,60,4,6,2,200,2,1004,3,2,1003,6,2,2074,3,
75,31,60,4,6,2,500,2,1516,1,2,1029,40,2,2074,8,
76,31,60,4,6,2,1000,2,1468,1,2,1003,15,2,2074,16,
77,31,60,4,6,2,2000,2,1468,2,2,14701,1,2,2074,24,
78,31,60,4,6,2,5000,2,6677,1,2,14701,1,2,2074,36,
79,31,60,4,6,2,10000,2,6674,1,2,14701,2,2,2074,50,
80,31,60,4,6,2,20000,2,6675,1,2,14701,4,2,2074,80,
81,31,60,7,9,3,6,2,1003,1,1,8,100000,2,1001,50,
82,31,60,7,9,3,68,2,1003,5,1,8,100000,2,1001,50,
83,31,60,7,9,3,100,2,1079,1,2,1080,5,2,1001,50,
84,31,60,7,9,3,200,2,1004,3,2,1003,6,2,1006,2000,
85,31,60,7,9,3,500,2,1516,1,2,1029,40,2,1006,5000,
86,31,60,7,9,3,1000,2,1105,10,2,1003,15,2,1006,8000,
87,31,60,7,9,3,2000,2,1176,2,2,2097,1,2,1006,20000,
88,31,60,7,9,3,5000,2,6677,1,2,2097,2,2,1463,5,
89,31,60,7,9,3,10000,2,6674,1,2,2097,4,2,1463,10,
90,31,60,7,9,3,20000,2,6675,1,2,2097,8,2,1527,2,
91,61,90,1,3,1,6,2,1003,1,1,8,100000,2,1001,50,
92,61,90,1,3,1,68,2,1003,5,1,8,100000,2,1001,50,
93,61,90,1,3,1,100,2,1079,1,2,1080,5,2,1001,50,
94,61,90,1,3,1,200,2,1004,3,2,1003,6,2,1006,2000,
95,61,90,1,3,1,500,2,1516,1,2,1029,40,2,1006,5000,
96,61,90,1,3,1,1000,2,1761,1,2,1003,15,2,1006,8000,
97,61,90,1,3,1,2000,2,1761,2,2,1509,1,2,1006,20000,
98,61,90,1,3,1,5000,2,6677,1,2,1509,2,2,1020,40,
99,61,90,1,3,1,10000,2,6674,1,2,1509,4,2,1020,60,
100,61,90,1,3,1,20000,2,6675,1,2,1509,8,2,1021,30,
101,61,90,4,6,2,6,2,1003,1,1,8,100000,2,1001,50,
102,61,90,4,6,2,68,2,1003,5,1,8,100000,2,1001,50,
103,61,90,4,6,2,100,2,1079,1,2,1080,5,2,1001,50,
104,61,90,4,6,2,200,2,1004,3,2,1003,6,2,2074,3,
105,61,90,4,6,2,500,2,1516,1,2,1029,40,2,2074,8,
106,61,90,4,6,2,1000,2,1468,1,2,1003,15,2,2074,16,
107,61,90,4,6,2,2000,2,1468,2,2,3014,50,2,2074,24,
108,61,90,4,6,2,5000,2,6677,1,2,3014,50,2,2074,36,
109,61,90,4,6,2,10000,2,6674,1,2,3014,100,2,2074,50,
110,61,90,4,6,2,20000,2,6675,1,2,3014,100,2,2074,80,
111,61,90,7,9,3,6,2,1003,1,1,8,100000,2,1001,50,
112,61,90,7,9,3,68,2,1003,5,1,8,100000,2,1001,50,
113,61,90,7,9,3,100,2,1079,1,2,1080,5,2,1001,50,
114,61,90,7,9,3,200,2,1004,3,2,1003,6,2,2074,3,
115,61,90,7,9,3,500,2,1516,1,2,1029,40,2,2074,8,
116,61,90,7,9,3,1000,2,1105,10,2,1003,15,2,2074,16,
117,61,90,7,9,3,2000,2,1176,2,2,2097,1,2,2074,24,
118,61,90,7,9,3,5000,2,6677,1,2,2097,2,2,1463,5,
119,61,90,7,9,3,10000,2,6674,1,2,2097,4,2,1463,10,
120,61,90,7,9,3,20000,2,6675,1,2,2097,8,2,1527,2,
121,91,121,1,3,1,6,2,1003,1,1,8,100000,2,1001,50,
122,91,121,1,3,1,68,2,1003,5,1,8,100000,2,1001,50,
123,91,121,1,3,1,100,2,1079,1,2,1080,5,2,1001,50,
124,91,121,1,3,1,200,2,1004,3,2,1003,6,2,1006,2000,
125,91,121,1,3,1,500,2,1516,1,2,1029,40,2,1006,5000,
126,91,121,1,3,1,1000,2,1761,1,2,1003,15,2,1006,8000,
127,91,121,1,3,1,2000,2,1761,2,2,1509,1,2,1006,20000,
128,91,121,1,3,1,5000,2,6677,1,2,1509,2,2,1020,40,
129,91,121,1,3,1,10000,2,6674,1,2,1509,4,2,1020,60,
130,91,121,1,3,1,20000,2,6675,1,2,1509,8,2,1021,30,
131,91,121,4,6,2,6,2,1003,1,1,8,100000,2,1001,50,
132,91,121,4,6,2,68,2,1003,5,1,8,100000,2,1001,50,
133,91,121,4,6,2,100,2,1079,1,2,1080,5,2,1001,50,
134,91,121,4,6,2,200,2,1004,3,2,1003,6,2,2074,3,
135,91,121,4,6,2,500,2,1516,1,2,1029,40,2,2074,8,
136,91,121,4,6,2,1000,2,1468,1,2,1003,15,2,2074,16,
137,91,121,4,6,2,2000,2,1468,2,2,3014,50,2,2074,24,
138,91,121,4,6,2,5000,2,6677,1,2,3014,50,2,2074,36,
139,91,121,4,6,2,10000,2,6674,1,2,3014,100,2,2074,50,
140,91,121,4,6,2,20000,2,6675,1,2,3014,100,2,2074,80,
141,91,121,7,9,3,6,2,1003,1,1,8,100000,2,1001,50,
142,91,121,7,9,3,68,2,1003,5,1,8,100000,2,1001,50,
143,91,121,7,9,3,100,2,1079,1,2,1080,5,2,1001,50,
144,91,121,7,9,3,200,2,1004,3,2,1003,6,2,2074,3,
145,91,121,7,9,3,500,2,1516,1,2,1029,40,2,2074,8,
146,91,121,7,9,3,1000,2,1105,10,2,1003,15,2,2074,16,
147,91,121,7,9,3,2000,2,1176,2,2,1286,5,2,2074,24,
148,91,121,7,9,3,5000,2,6677,1,2,1286,10,2,1463,5,
149,91,121,7,9,3,10000,2,6674,1,2,1286,30,2,1463,10,
150,91,121,7,9,3,20000,2,6675,1,2,1286,45,2,1527,2,
151,122,150,1,3,1,6,2,1003,1,1,8,100000,2,1001,50,
152,122,150,1,3,1,68,2,1003,5,1,8,100000,2,1001,50,
153,122,150,1,3,1,100,2,1079,1,2,1080,5,2,1001,50,
154,122,150,1,3,1,200,2,1004,3,2,1003,6,2,1006,2000,
155,122,150,1,3,1,500,2,1516,1,2,1029,40,2,1006,5000,
156,122,150,1,3,1,1000,2,1761,1,2,1003,15,2,1006,8000,
157,122,150,1,3,1,2000,2,1761,2,2,1509,1,2,1006,20000,
158,122,150,1,3,1,5000,2,6677,1,2,1509,2,2,1020,40,
159,122,150,1,3,1,10000,2,8835,1,2,1509,4,2,1020,60,
160,122,150,1,3,1,20000,2,6675,1,2,1509,8,2,1021,30,
161,122,150,4,6,2,6,2,1003,1,1,8,100000,2,1001,50,
162,122,150,4,6,2,68,2,1003,5,1,8,100000,2,1001,50,
163,122,150,4,6,2,100,2,1079,1,2,1080,5,2,1001,50,
164,122,150,4,6,2,200,2,1004,3,2,1003,6,2,2074,3,
165,122,150,4,6,2,500,2,1516,1,2,1029,40,2,2074,8,
166,122,150,4,6,2,1000,2,1468,1,2,1003,15,2,2074,16,
167,122,150,4,6,2,2000,2,1468,2,2,2097,1,2,2074,24,
168,122,150,4,6,2,5000,2,6677,1,2,2097,2,2,2074,36,
169,122,150,4,6,2,10000,2,6674,1,2,2097,4,2,2074,50,
170,122,150,4,6,2,20000,2,6675,1,2,2097,8,2,2074,80,
171,122,150,7,9,3,6,2,1003,1,1,8,100000,2,1001,50,
172,122,150,7,9,3,68,2,1003,5,1,8,100000,2,1001,50,
173,122,150,7,9,3,100,2,1079,1,2,1080,5,2,1001,50,
174,122,150,7,9,3,200,2,1004,3,2,1003,6,2,2074,3,
175,122,150,7,9,3,500,2,1516,1,2,1029,40,2,2074,8,
176,122,150,7,9,3,1000,2,1105,10,2,1003,15,2,2074,16,
177,122,150,7,9,3,2000,2,1176,2,2,1230,5,2,2074,24,
178,122,150,7,9,3,5000,2,6677,1,2,1230,10,2,1463,5,
179,122,150,7,9,3,10000,2,6674,1,2,1230,30,2,1463,10,
180,122,150,7,9,3,20000,2,6675,1,2,1230,45,2,1527,2,
181,151,-1,1,3,1,6,2,1003,1,1,8,100000,2,1001,50,
182,151,-1,1,3,1,68,2,1003,5,1,8,100000,2,1001,50,
183,151,-1,1,3,1,100,2,1079,1,2,1080,5,2,1001,50,
184,151,-1,1,3,1,200,2,1004,3,2,1003,6,2,1006,2000,
185,151,-1,1,3,1,500,2,1516,1,2,1029,40,2,1006,5000,
186,151,-1,1,3,1,1000,2,1761,1,2,1003,15,2,1006,8000,
187,151,-1,1,3,1,2000,2,1761,2,2,1509,1,2,1006,20000,
188,151,-1,1,3,1,5000,2,6677,1,2,1509,2,2,1020,40,
189,151,-1,1,3,1,10000,2,6674,1,2,1509,4,2,1020,60,
190,151,-1,1,3,1,20000,2,6675,1,2,1509,8,2,1021,30,
191,151,-1,4,6,2,6,2,1003,1,1,8,100000,2,1001,50,
192,151,-1,4,6,2,68,2,1003,5,1,8,100000,2,1001,50,
193,151,-1,4,6,2,100,2,1079,1,2,1080,5,2,1001,50,
194,151,-1,4,6,2,200,2,1004,3,2,1003,6,2,2074,3,
195,151,-1,4,6,2,500,2,1516,1,2,1029,40,2,2074,8,
196,151,-1,4,6,2,1000,2,1468,1,2,1003,15,2,2074,16,
197,151,-1,4,6,2,2000,2,1468,2,2,6490,1,2,2074,24,
198,151,-1,4,6,2,5000,2,6677,1,2,6491,1,2,2074,36,
199,151,-1,4,6,2,10000,2,6674,1,2,6492,1,2,2074,50,
200,151,-1,4,6,2,20000,2,6675,1,2,6493,1,2,2074,80,
201,151,-1,7,9,3,6,2,1003,1,1,8,100000,2,1001,50,
202,151,-1,7,9,3,68,2,1003,5,1,8,100000,2,1001,50,
203,151,-1,7,9,3,100,2,1079,1,2,1080,5,2,1001,50,
204,151,-1,7,9,3,200,2,1004,3,2,1003,6,2,2074,3,
205,151,-1,7,9,3,500,2,1516,1,2,1029,40,2,2074,8,
206,151,-1,7,9,3,1000,2,1105,10,2,1003,15,2,2074,16,
207,151,-1,7,9,3,2000,2,1176,2,2,6490,1,2,2074,24,
208,151,-1,7,9,3,5000,2,6677,1,2,6491,1,2,1463,5,
209,151,-1,7,9,3,10000,2,6674,1,2,6492,1,2,1463,10,
210,151,-1,7,9,3,20000,2,6675,1,2,6493,1,2,1527,2,
