id,allPassAwards-type-1,allPassAwards-id-1,allPassAwards-value-1,allPassAwards-type-2,allPassAwards-id-2,allPassAwards-value-2,allPassAwards-type-3,allPassAwards-id-3,allPassAwards-value-3,allPassAwards-type-4,allPassAwards-id-4,allPassAwards-value-4,allPassAwards-type-5,allPassAwards-id-5,allPassAwards-value-5,
195,2,1012,10,1,8,259000,,,,,,,,,,
200,2,1012,10,1,8,264500,,,,,,,,,,
205,2,1012,10,1,8,270000,,,,,,,,,,
210,2,1012,10,1,8,275500,,,,,,,,,,
215,2,1012,10,1,8,281000,,,,,,,,,,
220,2,1012,10,1,8,286500,,,,,,,,,,
225,2,1012,10,1,8,292000,,,,,,,,,,
230,2,1012,10,1,8,297500,,,,,,,,,,
235,2,1012,10,1,8,303000,,,,,,,,,,
240,2,1012,10,1,8,308500,,,,,,,,,,
245,2,1012,10,1,8,314000,,,,,,,,,,
250,2,1012,10,1,8,319500,,,,,,,,,,
255,2,1012,10,1,8,325000,,,,,,,,,,
260,2,1012,10,1,8,330500,,,,,,,,,,
265,2,1012,10,1,8,336000,,,,,,,,,,
270,2,1012,10,1,8,341500,,,,,,,,,,
275,2,1012,10,1,8,347000,,,,,,,,,,
280,2,1012,10,1,8,352500,,,,,,,,,,
285,2,1012,10,1,8,358000,,,,,,,,,,
290,2,1012,10,1,8,363500,,,,,,,,,,
295,2,1012,10,1,8,369000,,,,,,,,,,
300,2,1012,10,1,8,374500,,,,,,,,,,
305,2,1012,10,1,8,380000,,,,,,,,,,
310,2,1012,10,1,8,385500,,,,,,,,,,
315,2,1012,10,1,8,391000,,,,,,,,,,
320,2,1012,10,1,8,396500,,,,,,,,,,
325,2,1012,10,1,8,402000,,,,,,,,,,
330,2,1012,10,1,8,407500,,,,,,,,,,
335,2,1012,10,1,8,413000,,,,,,,,,,
340,2,1012,10,1,8,418500,,,,,,,,,,
345,2,1012,10,1,8,424000,,,,,,,,,,
350,2,1012,10,1,8,429500,,,,,,,,,,
355,2,1012,10,1,8,435000,,,,,,,,,,
360,2,1012,10,1,8,440500,,,,,,,,,,
365,2,1012,10,1,8,446000,,,,,,,,,,
370,2,1012,10,1,8,451500,,,,,,,,,,
375,2,1012,10,1,8,457000,,,,,,,,,,
380,2,1012,10,1,8,462500,,,,,,,,,,
385,2,1012,10,1,8,468000,,,,,,,,,,
390,2,1012,10,1,8,473500,,,,,,,,,,
395,2,1012,10,1,8,479000,,,,,,,,,,
400,2,1012,10,1,8,484500,,,,,,,,,,
405,2,1012,10,1,8,490000,,,,,,,,,,
410,2,1012,10,1,8,495500,,,,,,,,,,
415,2,1012,10,1,8,501000,,,,,,,,,,
420,2,1012,10,1,8,506500,,,,,,,,,,
425,2,1012,10,1,8,512000,,,,,,,,,,
430,2,1012,10,1,8,517500,,,,,,,,,,
435,2,1012,10,1,8,523000,,,,,,,,,,
440,2,1012,10,1,8,528500,,,,,,,,,,
445,2,1012,10,1,8,534000,,,,,,,,,,
450,2,1012,10,1,8,539500,,,,,,,,,,
455,2,1012,10,1,8,545000,,,,,,,,,,
460,2,1012,10,1,8,550500,,,,,,,,,,
465,2,1012,10,1,8,556000,,,,,,,,,,
470,2,1012,10,1,8,561500,,,,,,,,,,
475,2,1012,10,1,8,567000,,,,,,,,,,
480,2,1012,10,1,8,572500,,,,,,,,,,
485,2,1012,10,1,8,578000,,,,,,,,,,
490,2,1012,10,1,8,583500,,,,,,,,,,
495,2,1012,10,1,8,589000,,,,,,,,,,
500,2,1012,10,1,8,594500,,,,,,,,,,
505,2,1012,10,1,8,600000,,,,,,,,,,
510,2,1012,15,1,8,605500,,,,,,,,,,
515,2,1012,15,1,8,611000,,,,,,,,,,
520,2,1012,15,1,8,616500,,,,,,,,,,
525,2,1012,15,1,8,622000,,,,,,,,,,
530,2,1012,15,1,8,627500,,,,,,,,,,
535,2,1012,15,1,8,633000,,,,,,,,,,
540,2,1012,15,1,8,638500,,,,,,,,,,
545,2,1012,15,1,8,644000,,,,,,,,,,
550,2,1012,15,1,8,649500,,,,,,,,,,
555,2,1012,15,1,8,655000,,,,,,,,,,
560,2,1012,15,1,8,660500,,,,,,,,,,
565,2,1012,15,1,8,666000,,,,,,,,,,
570,2,1012,15,1,8,671500,,,,,,,,,,
575,2,1012,15,1,8,677000,,,,,,,,,,
580,2,1012,15,1,8,682500,,,,,,,,,,
585,2,1012,15,1,8,688000,,,,,,,,,,
590,2,1012,15,1,8,693500,,,,,,,,,,
595,2,1012,15,1,8,699000,,,,,,,,,,
600,2,1012,15,1,8,704500,,,,,,,,,,
605,2,1012,15,1,8,710000,,,,,,,,,,
610,2,1012,15,1,8,715500,,,,,,,,,,
615,2,1012,15,1,8,721000,,,,,,,,,,
620,2,1012,15,1,8,726500,,,,,,,,,,
625,2,1012,15,1,8,732000,,,,,,,,,,
630,2,1012,15,1,8,737500,,,,,,,,,,
635,2,1012,15,1,8,743000,,,,,,,,,,
640,2,1012,15,1,8,748500,,,,,,,,,,
645,2,1012,15,1,8,754000,,,,,,,,,,
650,2,1012,15,1,8,759500,,,,,,,,,,
655,2,1012,15,1,8,765000,,,,,,,,,,
660,2,1012,15,1,8,770500,,,,,,,,,,
665,2,1012,15,1,8,776000,,,,,,,,,,
670,2,1012,15,1,8,781500,,,,,,,,,,
675,2,1012,15,1,8,787000,,,,,,,,,,
680,2,1012,15,1,8,792500,,,,,,,,,,
685,2,1012,15,1,8,798000,,,,,,,,,,
690,2,1012,15,1,8,803500,,,,,,,,,,
695,2,1012,15,1,8,809000,,,,,,,,,,
700,2,1012,15,1,8,814500,,,,,,,,,,
705,2,1012,15,1,8,820000,,,,,,,,,,
710,2,1012,15,1,8,825500,,,,,,,,,,
715,2,1012,15,1,8,831000,,,,,,,,,,
720,2,1012,15,1,8,836500,,,,,,,,,,
725,2,1012,15,1,8,842000,,,,,,,,,,
730,2,1012,15,1,8,847500,,,,,,,,,,
735,2,1012,15,1,8,853000,,,,,,,,,,
740,2,1012,15,1,8,858500,,,,,,,,,,
745,2,1012,15,1,8,864000,,,,,,,,,,
750,2,1012,15,1,8,869500,,,,,,,,,,
755,2,1012,15,1,8,875000,,,,,,,,,,
760,2,1012,15,1,8,880500,,,,,,,,,,
765,2,1012,15,1,8,886000,,,,,,,,,,
770,2,1012,15,1,8,891500,,,,,,,,,,
775,2,1012,15,1,8,897000,,,,,,,,,,
780,2,1012,15,1,8,902500,,,,,,,,,,
785,2,1012,15,1,8,908000,,,,,,,,,,
790,2,1012,15,1,8,913500,,,,,,,,,,
795,2,1012,15,1,8,919000,,,,,,,,,,
800,2,1012,15,1,8,924500,,,,,,,,,,
805,2,1012,15,1,8,930000,,,,,,,,,,
810,2,1012,15,1,8,935500,,,,,,,,,,
815,2,1012,15,1,8,941000,,,,,,,,,,
820,2,1012,15,1,8,946500,,,,,,,,,,
825,2,1012,15,1,8,952000,,,,,,,,,,
830,2,1012,15,1,8,957500,,,,,,,,,,
835,2,1012,15,1,8,963000,,,,,,,,,,
840,2,1012,15,1,8,968500,,,,,,,,,,
845,2,1012,15,1,8,974000,,,,,,,,,,
850,2,1012,15,1,8,979500,,,,,,,,,,
855,2,1012,15,1,8,985000,,,,,,,,,,
860,2,1012,15,1,8,990500,,,,,,,,,,
865,2,1012,15,1,8,996000,,,,,,,,,,
870,2,1012,15,1,8,1001500,,,,,,,,,,
875,2,1012,15,1,8,1007000,,,,,,,,,,
880,2,1012,15,1,8,1012500,,,,,,,,,,
885,2,1012,15,1,8,1018000,,,,,,,,,,
890,2,1012,15,1,8,1023500,,,,,,,,,,
895,2,1012,15,1,8,1029000,,,,,,,,,,
900,2,1012,15,1,8,1034500,,,,,,,,,,
905,2,1012,15,1,8,1040000,,,,,,,,,,
910,2,1012,15,1,8,1045500,,,,,,,,,,
915,2,1012,15,1,8,1051000,,,,,,,,,,
920,2,1012,15,1,8,1056500,,,,,,,,,,
925,2,1012,15,1,8,1062000,,,,,,,,,,
930,2,1012,15,1,8,1067500,,,,,,,,,,
935,2,1012,15,1,8,1073000,,,,,,,,,,
940,2,1012,15,1,8,1078500,,,,,,,,,,
945,2,1012,15,1,8,1084000,,,,,,,,,,
950,2,1012,15,1,8,1089500,,,,,,,,,,
955,2,1012,15,1,8,1095000,,,,,,,,,,
960,2,1012,15,1,8,1100500,,,,,,,,,,
965,2,1012,15,1,8,1106000,,,,,,,,,,
970,2,1012,15,1,8,1111500,,,,,,,,,,
975,2,1012,15,1,8,1117000,,,,,,,,,,
980,2,1012,15,1,8,1122500,,,,,,,,,,
985,2,1012,15,1,8,1128000,,,,,,,,,,
990,2,1012,15,1,8,1133500,,,,,,,,,,
995,2,1012,15,1,8,1139000,,,,,,,,,,
1000,2,1012,15,1,8,1144500,,,,,,,,,,
1005,2,1012,15,1,8,1150000,,,,,,,,,,
1010,2,1012,15,1,8,1155500,,,,,,,,,,
1015,2,1012,15,1,8,1161000,,,,,,,,,,
1020,2,1012,15,1,8,1166500,,,,,,,,,,
1025,2,1012,15,1,8,1172000,,,,,,,,,,
1030,2,1012,15,1,8,1177500,,,,,,,,,,
1035,2,1012,15,1,8,1183000,,,,,,,,,,
1040,2,1012,15,1,8,1188500,,,,,,,,,,
1045,2,1012,15,1,8,1194000,,,,,,,,,,
1050,2,1012,15,1,8,1199500,,,,,,,,,,
1055,2,1012,15,1,8,1205000,,,,,,,,,,
1060,2,1012,15,1,8,1210500,,,,,,,,,,
1065,2,1012,15,1,8,1216000,,,,,,,,,,
1070,2,1012,15,1,8,1221500,,,,,,,,,,
1075,2,1012,15,1,8,1227000,,,,,,,,,,
1080,2,1012,15,1,8,1232500,,,,,,,,,,
1085,2,1012,15,1,8,1238000,,,,,,,,,,
1090,2,1012,15,1,8,1243500,,,,,,,,,,
1095,2,1012,15,1,8,1249000,,,,,,,,,,
1100,2,1012,15,1,8,1254500,,,,,,,,,,
1105,2,1012,15,1,8,1260000,,,,,,,,,,
1110,2,1012,15,1,8,1265500,,,,,,,,,,
1115,2,1012,15,1,8,1271000,,,,,,,,,,
1120,2,1012,15,1,8,1276500,,,,,,,,,,
1125,2,1012,15,1,8,1282000,,,,,,,,,,
1130,2,1012,15,1,8,1287500,,,,,,,,,,
1135,2,1012,15,1,8,1293000,,,,,,,,,,
1140,2,1012,15,1,8,1298500,,,,,,,,,,
1145,2,1012,15,1,8,1304000,,,,,,,,,,
1150,2,1012,15,1,8,1309500,,,,,,,,,,
1155,2,1012,15,1,8,1315000,,,,,,,,,,
1160,2,1012,15,1,8,1320500,,,,,,,,,,
1165,2,1012,15,1,8,1326000,,,,,,,,,,
1170,2,1012,15,1,8,1331500,,,,,,,,,,
1175,2,1012,15,1,8,1337000,,,,,,,,,,
1180,2,1012,15,1,8,1342500,,,,,,,,,,
1185,2,1012,15,1,8,1348000,,,,,,,,,,
1190,2,1012,15,1,8,1353500,,,,,,,,,,
1195,2,1012,15,1,8,1359000,,,,,,,,,,
1200,2,1012,15,1,8,1364500,,,,,,,,,,
1205,2,1012,15,1,8,1370000,,,,,,,,,,
1210,2,1012,15,1,8,1375500,,,,,,,,,,
1215,2,1012,15,1,8,1381000,,,,,,,,,,
1220,2,1012,15,1,8,1386500,,,,,,,,,,
1225,2,1012,15,1,8,1392000,,,,,,,,,,
1230,2,1012,15,1,8,1397500,,,,,,,,,,
1235,2,1012,15,1,8,1403000,,,,,,,,,,
1240,2,1012,15,1,8,1408500,,,,,,,,,,
1245,2,1012,15,1,8,1414000,,,,,,,,,,
1250,2,1012,15,1,8,1419500,,,,,,,,,,
1255,2,1012,15,1,8,1425000,,,,,,,,,,
1260,2,1012,15,1,8,1430500,,,,,,,,,,
1265,2,1012,15,1,8,1436000,,,,,,,,,,
1270,2,1012,15,1,8,1441500,,,,,,,,,,
1275,2,1012,15,1,8,1447000,,,,,,,,,,
1280,2,1012,15,1,8,1452500,,,,,,,,,,
1285,2,1012,15,1,8,1458000,,,,,,,,,,
1290,2,1012,15,1,8,1463500,,,,,,,,,,
1295,2,1012,15,1,8,1469000,,,,,,,,,,
1300,2,1012,15,1,8,1474500,,,,,,,,,,
1305,2,1012,15,1,8,1480000,,,,,,,,,,
1310,2,1012,15,1,8,1485500,,,,,,,,,,
1315,2,1012,15,1,8,1491000,,,,,,,,,,
1320,2,1012,15,1,8,1496500,,,,,,,,,,
1325,2,1012,15,1,8,1502000,,,,,,,,,,
1330,2,1012,15,1,8,1507500,,,,,,,,,,
1335,2,1012,15,1,8,1513000,,,,,,,,,,
1340,2,1012,15,1,8,1518500,,,,,,,,,,
1345,2,1012,15,1,8,1524000,,,,,,,,,,
1350,2,1012,15,1,8,1529500,,,,,,,,,,
1355,2,1012,15,1,8,1535000,,,,,,,,,,
1360,2,1012,15,1,8,1540500,,,,,,,,,,
1365,2,1012,15,1,8,1546000,,,,,,,,,,
1370,2,1012,15,1,8,1551500,,,,,,,,,,
1375,2,1012,15,1,8,1557000,,,,,,,,,,
1380,2,1012,15,1,8,1562500,,,,,,,,,,
1385,2,1012,15,1,8,1568000,,,,,,,,,,
1390,2,1012,15,1,8,1573500,,,,,,,,,,
1395,2,1012,15,1,8,1579000,,,,,,,,,,
1400,2,1012,15,1,8,1584500,,,,,,,,,,
1405,2,1012,15,1,8,1590000,,,,,,,,,,
1410,2,1012,15,1,8,1595500,,,,,,,,,,
1415,2,1012,15,1,8,1601000,,,,,,,,,,
1420,2,1012,15,1,8,1606500,,,,,,,,,,
1425,2,1012,15,1,8,1612000,,,,,,,,,,
1430,2,1012,15,1,8,1617500,,,,,,,,,,
1435,2,1012,15,1,8,1623000,,,,,,,,,,
1440,2,1012,15,1,8,1628500,,,,,,,,,,
1445,2,1012,15,1,8,1634000,,,,,,,,,,
1450,2,1012,15,1,8,1639500,,,,,,,,,,
1455,2,1012,15,1,8,1645000,,,,,,,,,,
1460,2,1012,15,1,8,1650500,,,,,,,,,,
1465,2,1012,15,1,8,1656000,,,,,,,,,,
1470,2,1012,15,1,8,1661500,,,,,,,,,,
1475,2,1012,15,1,8,1667000,,,,,,,,,,
1480,2,1012,15,1,8,1672500,,,,,,,,,,
1485,2,1012,15,1,8,1678000,,,,,,,,,,
1490,2,1012,15,1,8,1683500,,,,,,,,,,
1495,2,1012,15,1,8,1689000,,,,,,,,,,
1500,2,1012,20,1,8,1694500,,,,,,,,,,
1505,2,1012,20,1,8,1700000,,,,,,,,,,
1510,2,1012,20,1,8,1705500,,,,,,,,,,
1515,2,1012,20,1,8,1711000,,,,,,,,,,
1520,2,1012,20,1,8,1716500,,,,,,,,,,
1525,2,1012,20,1,8,1722000,,,,,,,,,,
1530,2,1012,20,1,8,1727500,,,,,,,,,,
1535,2,1012,20,1,8,1733000,,,,,,,,,,
1540,2,1012,20,1,8,1738500,,,,,,,,,,
1545,2,1012,20,1,8,1744000,,,,,,,,,,
1550,2,1012,20,1,8,1749500,,,,,,,,,,
1555,2,1012,20,1,8,1755000,,,,,,,,,,
1560,2,1012,20,1,8,1760500,,,,,,,,,,
1565,2,1012,20,1,8,1766000,,,,,,,,,,
1570,2,1012,20,1,8,1771500,,,,,,,,,,
1575,2,1012,20,1,8,1777000,,,,,,,,,,
1580,2,1012,20,1,8,1782500,,,,,,,,,,
1585,2,1012,20,1,8,1788000,,,,,,,,,,
1590,2,1012,20,1,8,1793500,,,,,,,,,,
1595,2,1012,20,1,8,1799000,,,,,,,,,,
1600,2,1012,20,1,8,1804500,,,,,,,,,,
1605,2,1012,20,1,8,1810000,,,,,,,,,,
1610,2,1012,20,1,8,1815500,,,,,,,,,,
1615,2,1012,20,1,8,1821000,,,,,,,,,,
1620,2,1012,20,1,8,1826500,,,,,,,,,,
1625,2,1012,20,1,8,1832000,,,,,,,,,,
1630,2,1012,20,1,8,1837500,,,,,,,,,,
1635,2,1012,20,1,8,1843000,,,,,,,,,,
1640,2,1012,20,1,8,1848500,,,,,,,,,,
1645,2,1012,20,1,8,1854000,,,,,,,,,,
1650,2,1012,20,1,8,1859500,,,,,,,,,,
1655,2,1012,20,1,8,1865000,,,,,,,,,,
1660,2,1012,20,1,8,1870500,,,,,,,,,,
1665,2,1012,20,1,8,1876000,,,,,,,,,,
1670,2,1012,20,1,8,1881500,,,,,,,,,,
1675,2,1012,20,1,8,1887000,,,,,,,,,,
1680,2,1012,20,1,8,1892500,,,,,,,,,,
1685,2,1012,20,1,8,1898000,,,,,,,,,,
1690,2,1012,20,1,8,1903500,,,,,,,,,,
1695,2,1012,20,1,8,1909000,,,,,,,,,,
1700,2,1012,20,1,8,1914500,,,,,,,,,,
1705,2,1012,20,1,8,1920000,,,,,,,,,,
1710,2,1012,20,1,8,1925500,,,,,,,,,,
1715,2,1012,20,1,8,1931000,,,,,,,,,,
1720,2,1012,20,1,8,1936500,,,,,,,,,,
1725,2,1012,20,1,8,1942000,,,,,,,,,,
1730,2,1012,20,1,8,1947500,,,,,,,,,,
1735,2,1012,20,1,8,1953000,,,,,,,,,,
1740,2,1012,20,1,8,1958500,,,,,,,,,,
1745,2,1012,20,1,8,1964000,,,,,,,,,,
1750,2,1012,20,1,8,1969500,,,,,,,,,,
1755,2,1012,20,1,8,1975000,,,,,,,,,,
1760,2,1012,20,1,8,1980500,,,,,,,,,,
1765,2,1012,20,1,8,1986000,,,,,,,,,,
1770,2,1012,20,1,8,1991500,,,,,,,,,,
1775,2,1012,20,1,8,1997000,,,,,,,,,,
1780,2,1012,20,1,8,2002500,,,,,,,,,,
1785,2,1012,20,1,8,2008000,,,,,,,,,,
1790,2,1012,20,1,8,2013500,,,,,,,,,,
1795,2,1012,20,1,8,2019000,,,,,,,,,,
1800,2,1012,20,1,8,2024500,,,,,,,,,,
1805,2,1012,20,1,8,2030000,,,,,,,,,,
1810,2,1012,20,1,8,2035500,,,,,,,,,,
1815,2,1012,20,1,8,2041000,,,,,,,,,,
1820,2,1012,20,1,8,2046500,,,,,,,,,,
1825,2,1012,20,1,8,2052000,,,,,,,,,,
1830,2,1012,20,1,8,2057500,,,,,,,,,,
1835,2,1012,20,1,8,2063000,,,,,,,,,,
1840,2,1012,20,1,8,2068500,,,,,,,,,,
1845,2,1012,20,1,8,2074000,,,,,,,,,,
1850,2,1012,20,1,8,2079500,,,,,,,,,,
1855,2,1012,20,1,8,2085000,,,,,,,,,,
1860,2,1012,20,1,8,2090500,,,,,,,,,,
1865,2,1012,20,1,8,2096000,,,,,,,,,,
1870,2,1012,20,1,8,2101500,,,,,,,,,,
1875,2,1012,20,1,8,2107000,,,,,,,,,,
1880,2,1012,20,1,8,2112500,,,,,,,,,,
1885,2,1012,20,1,8,2118000,,,,,,,,,,
1890,2,1012,20,1,8,2123500,,,,,,,,,,
1895,2,1012,20,1,8,2129000,,,,,,,,,,
1900,2,1012,20,1,8,2134500,,,,,,,,,,
1905,2,1012,20,1,8,2140000,,,,,,,,,,
1910,2,1012,20,1,8,2145500,,,,,,,,,,
1915,2,1012,20,1,8,2151000,,,,,,,,,,
1920,2,1012,20,1,8,2156500,,,,,,,,,,
1925,2,1012,20,1,8,2162000,,,,,,,,,,
1930,2,1012,20,1,8,2167500,,,,,,,,,,
1935,2,1012,20,1,8,2173000,,,,,,,,,,
1940,2,1012,20,1,8,2178500,,,,,,,,,,
1945,2,1012,20,1,8,2184000,,,,,,,,,,
1950,2,1012,20,1,8,2189500,,,,,,,,,,
1955,2,1012,20,1,8,2195000,,,,,,,,,,
1960,2,1012,20,1,8,2200500,,,,,,,,,,
1965,2,1012,20,1,8,2206000,,,,,,,,,,
1970,2,1012,20,1,8,2211500,,,,,,,,,,
1975,2,1012,20,1,8,2217000,,,,,,,,,,
1980,2,1012,20,1,8,2222500,,,,,,,,,,
1985,2,1012,20,1,8,2228000,,,,,,,,,,
1990,2,1012,20,1,8,2233500,,,,,,,,,,
1995,2,1012,20,1,8,2239000,,,,,,,,,,
2000,2,1012,20,1,8,2244500,,,,,,,,,,
2005,2,1012,20,1,8,2250000,,,,,,,,,,
2010,2,1012,20,1,8,2250000,,,,,,,,,,
2015,2,1012,20,1,8,2250000,,,,,,,,,,
2020,2,1012,20,1,8,2250000,,,,,,,,,,
2025,2,1012,20,1,8,2250000,,,,,,,,,,
2030,2,1012,20,1,8,2250000,,,,,,,,,,
2035,2,1012,20,1,8,2250000,,,,,,,,,,
2040,2,1012,20,1,8,2250000,,,,,,,,,,
2045,2,1012,20,1,8,2250000,,,,,,,,,,
2050,2,1012,20,1,8,2250000,,,,,,,,,,
2055,2,1012,20,1,8,2250000,,,,,,,,,,
2060,2,1012,20,1,8,2250000,,,,,,,,,,
2065,2,1012,20,1,8,2250000,,,,,,,,,,
2070,2,1012,20,1,8,2250000,,,,,,,,,,
2075,2,1012,20,1,8,2250000,,,,,,,,,,
2080,2,1012,20,1,8,2250000,,,,,,,,,,
2085,2,1012,20,1,8,2250000,,,,,,,,,,
2090,2,1012,20,1,8,2250000,,,,,,,,,,
2095,2,1012,20,1,8,2250000,,,,,,,,,,
2100,2,1012,20,1,8,2250000,,,,,,,,,,
2105,2,1012,20,1,8,2250000,,,,,,,,,,
2110,2,1012,20,1,8,2250000,,,,,,,,,,
2115,2,1012,20,1,8,2250000,,,,,,,,,,
2120,2,1012,20,1,8,2250000,,,,,,,,,,
2125,2,1012,20,1,8,2250000,,,,,,,,,,
2130,2,1012,20,1,8,2250000,,,,,,,,,,
2135,2,1012,20,1,8,2250000,,,,,,,,,,
2140,2,1012,20,1,8,2250000,,,,,,,,,,
2145,2,1012,20,1,8,2250000,,,,,,,,,,
2150,2,1012,20,1,8,2250000,,,,,,,,,,
2155,2,1012,20,1,8,2250000,,,,,,,,,,
2160,2,1012,20,1,8,2250000,,,,,,,,,,
2165,2,1012,20,1,8,2250000,,,,,,,,,,
2170,2,1012,20,1,8,2250000,,,,,,,,,,
2175,2,1012,20,1,8,2250000,,,,,,,,,,
2180,2,1012,20,1,8,2250000,,,,,,,,,,
2185,2,1012,20,1,8,2250000,,,,,,,,,,
2190,2,1012,20,1,8,2250000,,,,,,,,,,
2195,2,1012,20,1,8,2250000,,,,,,,,,,
2200,2,1012,20,1,8,2250000,,,,,,,,,,
2205,2,1012,20,1,8,2250000,,,,,,,,,,
2210,2,1012,20,1,8,2250000,,,,,,,,,,
2215,2,1012,20,1,8,2250000,,,,,,,,,,
2220,2,1012,20,1,8,2250000,,,,,,,,,,
2225,2,1012,20,1,8,2250000,,,,,,,,,,
2230,2,1012,20,1,8,2250000,,,,,,,,,,
2235,2,1012,20,1,8,2250000,,,,,,,,,,
2240,2,1012,20,1,8,2250000,,,,,,,,,,
2245,2,1012,20,1,8,2250000,,,,,,,,,,
2250,2,1012,20,1,8,2250000,,,,,,,,,,
2255,2,1012,20,1,8,2250000,,,,,,,,,,
2260,2,1012,20,1,8,2250000,,,,,,,,,,
2265,2,1012,20,1,8,2250000,,,,,,,,,,
2270,2,1012,20,1,8,2250000,,,,,,,,,,
2275,2,1012,20,1,8,2250000,,,,,,,,,,
2280,2,1012,20,1,8,2250000,,,,,,,,,,
2285,2,1012,20,1,8,2250000,,,,,,,,,,
2290,2,1012,20,1,8,2250000,,,,,,,,,,
2295,2,1012,20,1,8,2250000,,,,,,,,,,
2300,2,1012,20,1,8,2250000,,,,,,,,,,
2305,2,1012,20,1,8,2250000,,,,,,,,,,
2310,2,1012,20,1,8,2250000,,,,,,,,,,
2315,2,1012,20,1,8,2250000,,,,,,,,,,
2320,2,1012,20,1,8,2250000,,,,,,,,,,
2325,2,1012,20,1,8,2250000,,,,,,,,,,
2330,2,1012,20,1,8,2250000,,,,,,,,,,
2335,2,1012,20,1,8,2250000,,,,,,,,,,
2340,2,1012,20,1,8,2250000,,,,,,,,,,
2345,2,1012,20,1,8,2250000,,,,,,,,,,
2350,2,1012,20,1,8,2250000,,,,,,,,,,
2355,2,1012,20,1,8,2250000,,,,,,,,,,
2360,2,1012,20,1,8,2250000,,,,,,,,,,
2365,2,1012,20,1,8,2250000,,,,,,,,,,
2370,2,1012,20,1,8,2250000,,,,,,,,,,
2375,2,1012,20,1,8,2250000,,,,,,,,,,
2380,2,1012,20,1,8,2250000,,,,,,,,,,
2385,2,1012,20,1,8,2250000,,,,,,,,,,
2390,2,1012,20,1,8,2250000,,,,,,,,,,
2395,2,1012,20,1,8,2250000,,,,,,,,,,
2400,2,1012,20,1,8,2250000,,,,,,,,,,
2405,2,1012,20,1,8,2250000,,,,,,,,,,
2410,2,1012,20,1,8,2250000,,,,,,,,,,
2415,2,1012,20,1,8,2250000,,,,,,,,,,
2420,2,1012,20,1,8,2250000,,,,,,,,,,
2425,2,1012,20,1,8,2250000,,,,,,,,,,
2430,2,1012,20,1,8,2250000,,,,,,,,,,
2435,2,1012,20,1,8,2250000,,,,,,,,,,
2440,2,1012,20,1,8,2250000,,,,,,,,,,
2445,2,1012,20,1,8,2250000,,,,,,,,,,
2450,2,1012,20,1,8,2250000,,,,,,,,,,
2455,2,1012,20,1,8,2250000,,,,,,,,,,
2460,2,1012,20,1,8,2250000,,,,,,,,,,
2465,2,1012,20,1,8,2250000,,,,,,,,,,
2470,2,1012,20,1,8,2250000,,,,,,,,,,
2475,2,1012,20,1,8,2250000,,,,,,,,,,
2480,2,1012,20,1,8,2250000,,,,,,,,,,
2485,2,1012,20,1,8,2250000,,,,,,,,,,
2490,2,1012,20,1,8,2250000,,,,,,,,,,
2495,2,1012,20,1,8,2250000,,,,,,,,,,
2500,2,1012,20,1,8,2250000,,,,,,,,,,
2505,2,1012,20,1,8,2250000,,,,,,,,,,
