id,groupBase,levelDown,levelUP,addPros-type-1,addPros-heroType-1,addPros-way-1,addPros-num-1,addPros-factor-1,addPros-down-1,addPros-up-1,addPros-type-2,addPros-heroType-2,addPros-way-2,addPros-num-2,addPros-factor-2,addPros-down-2,addPros-up-2,addPros-type-3,addPros-heroType-3,addPros-way-3,addPros-num-3,addPros-factor-3,addPros-down-3,addPros-up-3,addPros-type-4,addPros-heroType-4,addPros-way-4,addPros-num-4,addPros-factor-4,addPros-down-4,addPros-up-4,
37,2,131,140,1,0,0,200,175000,75,125,2,0,0,20,17500,75,125,1,4,0,200,175000,75,125,2,4,0,20,17500,75,125,
38,2,141,160,1,0,0,200,185000,75,125,2,0,0,20,18500,75,125,1,4,0,200,185000,75,125,2,4,0,20,18500,75,125,
39,2,161,170,1,0,0,200,195000,75,125,2,0,0,20,19500,75,125,1,4,0,200,195000,75,125,2,4,0,20,19500,75,125,
40,2,171,9999,1,0,0,200,205000,75,125,2,0,0,20,20500,75,125,1,4,0,200,205000,75,125,2,4,0,20,20500,75,125,
41,3,1,5,1,0,0,200,70000,75,125,2,0,0,20,7000,75,125,1,3,0,200,70000,75,125,2,3,0,20,7000,75,125,
42,3,6,10,1,0,0,200,75000,75,125,2,0,0,20,7500,75,125,1,3,0,200,75000,75,125,2,3,0,20,7500,75,125,
43,3,11,15,1,0,0,200,80000,75,125,2,0,0,20,8000,75,125,1,3,0,200,80000,75,125,2,3,0,20,8000,75,125,
44,3,16,20,1,0,0,200,85000,75,125,2,0,0,20,8500,75,125,1,3,0,200,85000,75,125,2,3,0,20,8500,75,125,
45,3,21,25,1,0,0,200,90000,75,125,2,0,0,20,9000,75,125,1,3,0,200,90000,75,125,2,3,0,20,9000,75,125,
46,3,26,30,1,0,0,200,95000,75,125,2,0,0,20,9500,75,125,1,3,0,200,95000,75,125,2,3,0,20,9500,75,125,
47,3,31,35,1,0,0,200,100000,75,125,2,0,0,20,10000,75,125,1,3,0,200,100000,75,125,2,3,0,20,10000,75,125,
48,3,36,40,1,0,0,200,105000,75,125,2,0,0,20,10500,75,125,1,3,0,200,105000,75,125,2,3,0,20,10500,75,125,
49,3,41,60,1,0,0,200,110000,75,125,2,0,0,20,11000,75,125,1,3,0,200,110000,75,125,2,3,0,20,11000,75,125,
50,3,61,70,1,0,0,200,115000,75,125,2,0,0,20,11500,75,125,1,3,0,200,115000,75,125,2,3,0,20,11500,75,125,
51,3,71,80,1,0,0,200,120000,75,125,2,0,0,20,12000,75,125,1,3,0,200,120000,75,125,2,3,0,20,12000,75,125,
52,3,81,90,1,0,0,200,125000,75,125,2,0,0,20,12500,75,125,1,3,0,200,125000,75,125,2,3,0,20,12500,75,125,
53,3,91,100,1,0,0,200,135000,75,125,2,0,0,20,13500,75,125,1,3,0,200,135000,75,125,2,3,0,20,13500,75,125,
54,3,101,110,1,0,0,200,145000,75,125,2,0,0,20,14500,75,125,1,3,0,200,145000,75,125,2,3,0,20,14500,75,125,
55,3,111,120,1,0,0,200,155000,75,125,2,0,0,20,15500,75,125,1,3,0,200,155000,75,125,2,3,0,20,15500,75,125,
56,3,121,130,1,0,0,200,165000,75,125,2,0,0,20,16500,75,125,1,3,0,200,165000,75,125,2,3,0,20,16500,75,125,
57,3,131,140,1,0,0,200,175000,75,125,2,0,0,20,17500,75,125,1,3,0,200,175000,75,125,2,3,0,20,17500,75,125,
58,3,141,160,1,0,0,200,185000,75,125,2,0,0,20,18500,75,125,1,3,0,200,185000,75,125,2,3,0,20,18500,75,125,
59,3,161,170,1,0,0,200,195000,75,125,2,0,0,20,19500,75,125,1,3,0,200,195000,75,125,2,3,0,20,19500,75,125,
60,3,171,9999,1,0,0,200,205000,75,125,2,0,0,20,20500,75,125,1,3,0,200,205000,75,125,2,3,0,20,20500,75,125,
61,4,1,5,1,0,0,200,70000,75,125,2,0,0,20,7000,75,125,1,1,0,200,70000,75,125,2,1,0,20,7000,75,125,
62,4,6,10,1,0,0,200,75000,75,125,2,0,0,20,7500,75,125,1,1,0,200,75000,75,125,2,1,0,20,7500,75,125,
63,4,11,15,1,0,0,200,80000,75,125,2,0,0,20,8000,75,125,1,1,0,200,80000,75,125,2,1,0,20,8000,75,125,
64,4,16,20,1,0,0,200,85000,75,125,2,0,0,20,8500,75,125,1,1,0,200,85000,75,125,2,1,0,20,8500,75,125,
65,4,21,25,1,0,0,200,90000,75,125,2,0,0,20,9000,75,125,1,1,0,200,90000,75,125,2,1,0,20,9000,75,125,
66,4,26,30,1,0,0,200,95000,75,125,2,0,0,20,9500,75,125,1,1,0,200,95000,75,125,2,1,0,20,9500,75,125,
67,4,31,35,1,0,0,200,100000,75,125,2,0,0,20,10000,75,125,1,1,0,200,100000,75,125,2,1,0,20,10000,75,125,
68,4,36,40,1,0,0,200,105000,75,125,2,0,0,20,10500,75,125,1,1,0,200,105000,75,125,2,1,0,20,10500,75,125,
69,4,41,60,1,0,0,200,110000,75,125,2,0,0,20,11000,75,125,1,1,0,200,110000,75,125,2,1,0,20,11000,75,125,
70,4,61,70,1,0,0,200,115000,75,125,2,0,0,20,11500,75,125,1,1,0,200,115000,75,125,2,1,0,20,11500,75,125,
71,4,71,80,1,0,0,200,120000,75,125,2,0,0,20,12000,75,125,1,1,0,200,120000,75,125,2,1,0,20,12000,75,125,
72,4,81,90,1,0,0,200,125000,75,125,2,0,0,20,12500,75,125,1,1,0,200,125000,75,125,2,1,0,20,12500,75,125,
73,4,91,100,1,0,0,200,135000,75,125,2,0,0,20,13500,75,125,1,1,0,200,135000,75,125,2,1,0,20,13500,75,125,
74,4,101,110,1,0,0,200,145000,75,125,2,0,0,20,14500,75,125,1,1,0,200,145000,75,125,2,1,0,20,14500,75,125,
75,4,111,120,1,0,0,200,155000,75,125,2,0,0,20,15500,75,125,1,1,0,200,155000,75,125,2,1,0,20,15500,75,125,
76,4,121,130,1,0,0,200,165000,75,125,2,0,0,20,16500,75,125,1,1,0,200,165000,75,125,2,1,0,20,16500,75,125,
77,4,131,140,1,0,0,200,175000,75,125,2,0,0,20,17500,75,125,1,1,0,200,175000,75,125,2,1,0,20,17500,75,125,
78,4,141,160,1,0,0,200,185000,75,125,2,0,0,20,18500,75,125,1,1,0,200,185000,75,125,2,1,0,20,18500,75,125,
79,4,161,170,1,0,0,200,195000,75,125,2,0,0,20,19500,75,125,1,1,0,200,195000,75,125,2,1,0,20,19500,75,125,
80,4,171,9999,1,0,0,200,205000,75,125,2,0,0,20,20500,75,125,1,1,0,200,205000,75,125,2,1,0,20,20500,75,125,
81,5,1,5,1,0,0,300,105000,75,125,2,0,0,10,3500,75,125,1,2,0,200,70000,75,125,3,2,0,1,2500,75,125,
82,5,6,10,1,0,0,300,112500,75,125,2,0,0,10,3750,75,125,1,2,0,200,75000,75,125,3,2,0,1,2500,75,125,
83,5,11,15,1,0,0,300,120000,75,125,2,0,0,10,4000,75,125,1,2,0,200,80000,75,125,3,2,0,1,2500,75,125,
84,5,16,20,1,0,0,300,127500,75,125,2,0,0,10,4250,75,125,1,2,0,200,85000,75,125,3,2,0,1,2500,75,125,
85,5,21,25,1,0,0,300,135000,75,125,2,0,0,10,4500,75,125,1,2,0,200,90000,75,125,3,2,0,1,2500,75,125,
86,5,26,30,1,0,0,300,142500,75,125,2,0,0,10,4750,75,125,1,2,0,200,95000,75,125,3,2,0,1,2500,75,125,
87,5,31,35,1,0,0,300,150000,75,125,2,0,0,10,5000,75,125,1,2,0,200,100000,75,125,3,2,0,1,2500,75,125,
88,5,36,40,1,0,0,300,157500,75,125,2,0,0,10,5250,75,125,1,2,0,200,105000,75,125,3,2,0,1,2500,75,125,
89,5,41,60,1,0,0,300,165000,75,125,2,0,0,10,5500,75,125,1,2,0,200,110000,75,125,3,2,0,1,2500,75,125,
90,5,61,70,1,0,0,300,172500,75,125,2,0,0,10,5750,75,125,1,2,0,200,115000,75,125,3,2,0,1,2500,75,125,
91,5,71,80,1,0,0,300,180000,75,125,2,0,0,10,6000,75,125,1,2,0,200,120000,75,125,3,2,0,1,2500,75,125,
92,5,81,90,1,0,0,300,187500,75,125,2,0,0,10,6250,75,125,1,2,0,200,125000,75,125,3,2,0,1,2500,75,125,
93,5,91,100,1,0,0,300,202500,75,125,2,0,0,10,6750,75,125,1,2,0,200,135000,75,125,3,2,0,1,2500,75,125,
94,5,101,110,1,0,0,300,217500,75,125,2,0,0,10,7250,75,125,1,2,0,200,145000,75,125,3,2,0,1,2500,75,125,
95,5,111,120,1,0,0,300,232500,75,125,2,0,0,10,7750,75,125,1,2,0,200,155000,75,125,3,2,0,1,2500,75,125,
96,5,121,130,1,0,0,300,247500,75,125,2,0,0,10,8250,75,125,1,2,0,200,165000,75,125,3,2,0,1,2500,75,125,
97,5,131,140,1,0,0,300,262500,75,125,2,0,0,10,8750,75,125,1,2,0,200,175000,75,125,3,2,0,1,2500,75,125,
98,5,141,160,1,0,0,300,277500,75,125,2,0,0,10,9250,75,125,1,2,0,200,185000,75,125,3,2,0,1,2500,75,125,
99,5,161,170,1,0,0,300,292500,75,125,2,0,0,10,9750,75,125,1,2,0,200,195000,75,125,3,2,0,1,2500,75,125,
100,5,171,9999,1,0,0,300,307500,75,125,2,0,0,10,10250,75,125,1,2,0,200,205000,75,125,3,2,0,1,2500,75,125,
101,6,1,5,1,0,0,300,105000,75,125,2,0,0,10,3500,75,125,1,4,0,200,70000,75,125,3,4,0,1,2500,75,125,
102,6,6,10,1,0,0,300,112500,75,125,2,0,0,10,3750,75,125,1,4,0,200,75000,75,125,3,4,0,1,2500,75,125,
103,6,11,15,1,0,0,300,120000,75,125,2,0,0,10,4000,75,125,1,4,0,200,80000,75,125,3,4,0,1,2500,75,125,
104,6,16,20,1,0,0,300,127500,75,125,2,0,0,10,4250,75,125,1,4,0,200,85000,75,125,3,4,0,1,2500,75,125,
105,6,21,25,1,0,0,300,135000,75,125,2,0,0,10,4500,75,125,1,4,0,200,90000,75,125,3,4,0,1,2500,75,125,
106,6,26,30,1,0,0,300,142500,75,125,2,0,0,10,4750,75,125,1,4,0,200,95000,75,125,3,4,0,1,2500,75,125,
107,6,31,35,1,0,0,300,150000,75,125,2,0,0,10,5000,75,125,1,4,0,200,100000,75,125,3,4,0,1,2500,75,125,
108,6,36,40,1,0,0,300,157500,75,125,2,0,0,10,5250,75,125,1,4,0,200,105000,75,125,3,4,0,1,2500,75,125,
109,6,41,60,1,0,0,300,165000,75,125,2,0,0,10,5500,75,125,1,4,0,200,110000,75,125,3,4,0,1,2500,75,125,
110,6,61,70,1,0,0,300,172500,75,125,2,0,0,10,5750,75,125,1,4,0,200,115000,75,125,3,4,0,1,2500,75,125,
111,6,71,80,1,0,0,300,180000,75,125,2,0,0,10,6000,75,125,1,4,0,200,120000,75,125,3,4,0,1,2500,75,125,
112,6,81,90,1,0,0,300,187500,75,125,2,0,0,10,6250,75,125,1,4,0,200,125000,75,125,3,4,0,1,2500,75,125,
113,6,91,100,1,0,0,300,202500,75,125,2,0,0,10,6750,75,125,1,4,0,200,135000,75,125,3,4,0,1,2500,75,125,
114,6,101,110,1,0,0,300,217500,75,125,2,0,0,10,7250,75,125,1,4,0,200,145000,75,125,3,4,0,1,2500,75,125,
115,6,111,120,1,0,0,300,232500,75,125,2,0,0,10,7750,75,125,1,4,0,200,155000,75,125,3,4,0,1,2500,75,125,
116,6,121,130,1,0,0,300,247500,75,125,2,0,0,10,8250,75,125,1,4,0,200,165000,75,125,3,4,0,1,2500,75,125,
117,6,131,140,1,0,0,300,262500,75,125,2,0,0,10,8750,75,125,1,4,0,200,175000,75,125,3,4,0,1,2500,75,125,
118,6,141,160,1,0,0,300,277500,75,125,2,0,0,10,9250,75,125,1,4,0,200,185000,75,125,3,4,0,1,2500,75,125,
119,6,161,170,1,0,0,300,292500,75,125,2,0,0,10,9750,75,125,1,4,0,200,195000,75,125,3,4,0,1,2500,75,125,
120,6,171,9999,1,0,0,300,307500,75,125,2,0,0,10,10250,75,125,1,4,0,200,205000,75,125,3,4,0,1,2500,75,125,
121,7,1,5,1,0,0,300,105000,75,125,2,0,0,10,3500,75,125,1,3,0,200,70000,75,125,3,3,0,1,2500,75,125,
122,7,6,10,1,0,0,300,112500,75,125,2,0,0,10,3750,75,125,1,3,0,200,75000,75,125,3,3,0,1,2500,75,125,
123,7,11,15,1,0,0,300,120000,75,125,2,0,0,10,4000,75,125,1,3,0,200,80000,75,125,3,3,0,1,2500,75,125,
124,7,16,20,1,0,0,300,127500,75,125,2,0,0,10,4250,75,125,1,3,0,200,85000,75,125,3,3,0,1,2500,75,125,
125,7,21,25,1,0,0,300,135000,75,125,2,0,0,10,4500,75,125,1,3,0,200,90000,75,125,3,3,0,1,2500,75,125,
126,7,26,30,1,0,0,300,142500,75,125,2,0,0,10,4750,75,125,1,3,0,200,95000,75,125,3,3,0,1,2500,75,125,
127,7,31,35,1,0,0,300,150000,75,125,2,0,0,10,5000,75,125,1,3,0,200,100000,75,125,3,3,0,1,2500,75,125,
128,7,36,40,1,0,0,300,157500,75,125,2,0,0,10,5250,75,125,1,3,0,200,105000,75,125,3,3,0,1,2500,75,125,
129,7,41,60,1,0,0,300,165000,75,125,2,0,0,10,5500,75,125,1,3,0,200,110000,75,125,3,3,0,1,2500,75,125,
130,7,61,70,1,0,0,300,172500,75,125,2,0,0,10,5750,75,125,1,3,0,200,115000,75,125,3,3,0,1,2500,75,125,
131,7,71,80,1,0,0,300,180000,75,125,2,0,0,10,6000,75,125,1,3,0,200,120000,75,125,3,3,0,1,2500,75,125,
132,7,81,90,1,0,0,300,187500,75,125,2,0,0,10,6250,75,125,1,3,0,200,125000,75,125,3,3,0,1,2500,75,125,
133,7,91,100,1,0,0,300,202500,75,125,2,0,0,10,6750,75,125,1,3,0,200,135000,75,125,3,3,0,1,2500,75,125,
134,7,101,110,1,0,0,300,217500,75,125,2,0,0,10,7250,75,125,1,3,0,200,145000,75,125,3,3,0,1,2500,75,125,
135,7,111,120,1,0,0,300,232500,75,125,2,0,0,10,7750,75,125,1,3,0,200,155000,75,125,3,3,0,1,2500,75,125,
136,7,121,130,1,0,0,300,247500,75,125,2,0,0,10,8250,75,125,1,3,0,200,165000,75,125,3,3,0,1,2500,75,125,
137,7,131,140,1,0,0,300,262500,75,125,2,0,0,10,8750,75,125,1,3,0,200,175000,75,125,3,3,0,1,2500,75,125,
138,7,141,160,1,0,0,300,277500,75,125,2,0,0,10,9250,75,125,1,3,0,200,185000,75,125,3,3,0,1,2500,75,125,
139,7,161,170,1,0,0,300,292500,75,125,2,0,0,10,9750,75,125,1,3,0,200,195000,75,125,3,3,0,1,2500,75,125,
140,7,171,9999,1,0,0,300,307500,75,125,2,0,0,10,10250,75,125,1,3,0,200,205000,75,125,3,3,0,1,2500,75,125,
141,8,1,5,1,0,0,300,105000,75,125,2,0,0,10,3500,75,125,1,1,0,200,70000,75,125,3,1,0,1,2500,75,125,
142,8,6,10,1,0,0,300,112500,75,125,2,0,0,10,3750,75,125,1,1,0,200,75000,75,125,3,1,0,1,2500,75,125,
143,8,11,15,1,0,0,300,120000,75,125,2,0,0,10,4000,75,125,1,1,0,200,80000,75,125,3,1,0,1,2500,75,125,
144,8,16,20,1,0,0,300,127500,75,125,2,0,0,10,4250,75,125,1,1,0,200,85000,75,125,3,1,0,1,2500,75,125,
145,8,21,25,1,0,0,300,135000,75,125,2,0,0,10,4500,75,125,1,1,0,200,90000,75,125,3,1,0,1,2500,75,125,
146,8,26,30,1,0,0,300,142500,75,125,2,0,0,10,4750,75,125,1,1,0,200,95000,75,125,3,1,0,1,2500,75,125,
147,8,31,35,1,0,0,300,150000,75,125,2,0,0,10,5000,75,125,1,1,0,200,100000,75,125,3,1,0,1,2500,75,125,
148,8,36,40,1,0,0,300,157500,75,125,2,0,0,10,5250,75,125,1,1,0,200,105000,75,125,3,1,0,1,2500,75,125,
149,8,41,60,1,0,0,300,165000,75,125,2,0,0,10,5500,75,125,1,1,0,200,110000,75,125,3,1,0,1,2500,75,125,
150,8,61,70,1,0,0,300,172500,75,125,2,0,0,10,5750,75,125,1,1,0,200,115000,75,125,3,1,0,1,2500,75,125,
151,8,71,80,1,0,0,300,180000,75,125,2,0,0,10,6000,75,125,1,1,0,200,120000,75,125,3,1,0,1,2500,75,125,
152,8,81,90,1,0,0,300,187500,75,125,2,0,0,10,6250,75,125,1,1,0,200,125000,75,125,3,1,0,1,2500,75,125,
153,8,91,100,1,0,0,300,202500,75,125,2,0,0,10,6750,75,125,1,1,0,200,135000,75,125,3,1,0,1,2500,75,125,
154,8,101,110,1,0,0,300,217500,75,125,2,0,0,10,7250,75,125,1,1,0,200,145000,75,125,3,1,0,1,2500,75,125,
155,8,111,120,1,0,0,300,232500,75,125,2,0,0,10,7750,75,125,1,1,0,200,155000,75,125,3,1,0,1,2500,75,125,
156,8,121,130,1,0,0,300,247500,75,125,2,0,0,10,8250,75,125,1,1,0,200,165000,75,125,3,1,0,1,2500,75,125,
157,8,131,140,1,0,0,300,262500,75,125,2,0,0,10,8750,75,125,1,1,0,200,175000,75,125,3,1,0,1,2500,75,125,
158,8,141,160,1,0,0,300,277500,75,125,2,0,0,10,9250,75,125,1,1,0,200,185000,75,125,3,1,0,1,2500,75,125,
159,8,161,170,1,0,0,300,292500,75,125,2,0,0,10,9750,75,125,1,1,0,200,195000,75,125,3,1,0,1,2500,75,125,
160,8,171,9999,1,0,0,300,307500,75,125,2,0,0,10,10250,75,125,1,1,0,200,205000,75,125,3,1,0,1,2500,75,125,
161,9,1,5,1,0,0,100,35000,75,125,2,0,0,30,10500,75,125,2,2,0,20,7000,75,125,4,2,0,1,2500,75,125,
162,9,6,10,1,0,0,100,37500,75,125,2,0,0,30,11250,75,125,2,2,0,20,7500,75,125,4,2,0,1,2500,75,125,
163,9,11,15,1,0,0,100,40000,75,125,2,0,0,30,12000,75,125,2,2,0,20,8000,75,125,4,2,0,1,2500,75,125,
164,9,16,20,1,0,0,100,42500,75,125,2,0,0,30,12750,75,125,2,2,0,20,8500,75,125,4,2,0,1,2500,75,125,
165,9,21,25,1,0,0,100,45000,75,125,2,0,0,30,13500,75,125,2,2,0,20,9000,75,125,4,2,0,1,2500,75,125,
166,9,26,30,1,0,0,100,47500,75,125,2,0,0,30,14250,75,125,2,2,0,20,9500,75,125,4,2,0,1,2500,75,125,
167,9,31,35,1,0,0,100,50000,75,125,2,0,0,30,15000,75,125,2,2,0,20,10000,75,125,4,2,0,1,2500,75,125,
168,9,36,40,1,0,0,100,52500,75,125,2,0,0,30,15750,75,125,2,2,0,20,10500,75,125,4,2,0,1,2500,75,125,
169,9,41,60,1,0,0,100,55000,75,125,2,0,0,30,16500,75,125,2,2,0,20,11000,75,125,4,2,0,1,2500,75,125,
170,9,61,70,1,0,0,100,57500,75,125,2,0,0,30,17250,75,125,2,2,0,20,11500,75,125,4,2,0,1,2500,75,125,
171,9,71,80,1,0,0,100,60000,75,125,2,0,0,30,18000,75,125,2,2,0,20,12000,75,125,4,2,0,1,2500,75,125,
172,9,81,90,1,0,0,100,62500,75,125,2,0,0,30,18750,75,125,2,2,0,20,12500,75,125,4,2,0,1,2500,75,125,
173,9,91,100,1,0,0,100,67500,75,125,2,0,0,30,20250,75,125,2,2,0,20,13500,75,125,4,2,0,1,2500,75,125,
174,9,101,110,1,0,0,100,72500,75,125,2,0,0,30,21750,75,125,2,2,0,20,14500,75,125,4,2,0,1,2500,75,125,
175,9,111,120,1,0,0,100,77500,75,125,2,0,0,30,23250,75,125,2,2,0,20,15500,75,125,4,2,0,1,2500,75,125,
176,9,121,130,1,0,0,100,82500,75,125,2,0,0,30,24750,75,125,2,2,0,20,16500,75,125,4,2,0,1,2500,75,125,
177,9,131,140,1,0,0,100,87500,75,125,2,0,0,30,26250,75,125,2,2,0,20,17500,75,125,4,2,0,1,2500,75,125,
178,9,141,160,1,0,0,100,92500,75,125,2,0,0,30,27750,75,125,2,2,0,20,18500,75,125,4,2,0,1,2500,75,125,
179,9,161,170,1,0,0,100,97500,75,125,2,0,0,30,29250,75,125,2,2,0,20,19500,75,125,4,2,0,1,2500,75,125,
180,9,171,9999,1,0,0,100,102500,75,125,2,0,0,30,30750,75,125,2,2,0,20,20500,75,125,4,2,0,1,2500,75,125,
181,10,1,5,1,0,0,100,35000,75,125,2,0,0,30,10500,75,125,2,4,0,20,7000,75,125,4,4,0,1,2500,75,125,
182,10,6,10,1,0,0,100,37500,75,125,2,0,0,30,11250,75,125,2,4,0,20,7500,75,125,4,4,0,1,2500,75,125,
183,10,11,15,1,0,0,100,40000,75,125,2,0,0,30,12000,75,125,2,4,0,20,8000,75,125,4,4,0,1,2500,75,125,
184,10,16,20,1,0,0,100,42500,75,125,2,0,0,30,12750,75,125,2,4,0,20,8500,75,125,4,4,0,1,2500,75,125,
185,10,21,25,1,0,0,100,45000,75,125,2,0,0,30,13500,75,125,2,4,0,20,9000,75,125,4,4,0,1,2500,75,125,
186,10,26,30,1,0,0,100,47500,75,125,2,0,0,30,14250,75,125,2,4,0,20,9500,75,125,4,4,0,1,2500,75,125,
187,10,31,35,1,0,0,100,50000,75,125,2,0,0,30,15000,75,125,2,4,0,20,10000,75,125,4,4,0,1,2500,75,125,
188,10,36,40,1,0,0,100,52500,75,125,2,0,0,30,15750,75,125,2,4,0,20,10500,75,125,4,4,0,1,2500,75,125,
189,10,41,60,1,0,0,100,55000,75,125,2,0,0,30,16500,75,125,2,4,0,20,11000,75,125,4,4,0,1,2500,75,125,
190,10,61,70,1,0,0,100,57500,75,125,2,0,0,30,17250,75,125,2,4,0,20,11500,75,125,4,4,0,1,2500,75,125,
191,10,71,80,1,0,0,100,60000,75,125,2,0,0,30,18000,75,125,2,4,0,20,12000,75,125,4,4,0,1,2500,75,125,
192,10,81,90,1,0,0,100,62500,75,125,2,0,0,30,18750,75,125,2,4,0,20,12500,75,125,4,4,0,1,2500,75,125,
193,10,91,100,1,0,0,100,67500,75,125,2,0,0,30,20250,75,125,2,4,0,20,13500,75,125,4,4,0,1,2500,75,125,
194,10,101,110,1,0,0,100,72500,75,125,2,0,0,30,21750,75,125,2,4,0,20,14500,75,125,4,4,0,1,2500,75,125,
195,10,111,120,1,0,0,100,77500,75,125,2,0,0,30,23250,75,125,2,4,0,20,15500,75,125,4,4,0,1,2500,75,125,
