id,type,name,
1001,1,s==9|Lạc Dương,
3064,3,s==9|Quách Gia,
3065,3,s==8|Hàn Mãnh,
3066,3,s==8|Hàn Toại,
3067,3,s==8|Hàn Tiêm,
3068,3,s==9|Hàn Thiên,
3069,3,s==9|Hàn Huyền,
3070,3,s==9|Hàn Trung,
3071,3,s==8|Hác Mông,
3072,3,s==7|Hà Tiến,
3073,3,s==7|Hà Nghi,
3074,3,s==9|Hầu Thành,
3075,3,s==9|Hầu Tuyển,
3076,3,s==9|Hồ Xa Nhi,
3077,3,s==7|Hồ Trấn,
3078,3,s==8|Hoa Hùng,
3079,3,s==8|Hoa Hùng,
3080,3,s==9|Hoàng Cái,
3081,3,s==8|Hoàng Bá,
3082,3,s==9|Hoàng Hạo,
3083,3,s==11|Hoàng Trung,
3084,3,s==8|Hoàng Tổ,
3085,3,s==7|Kỷ Linh,
3086,3,s==8|Kỷ Chiến,
3087,3,s==6|Giả Hủ,
3088,3,s==8|Giản Ung,
3089,3,s==10|Khương Duy,
3090,3,s==8|Tưởng Tế,
3091,3,s==10|Tưởng Khâm,
3092,3,s==10|Tưởng Uyển,
3093,3,s==8|Tiêu Xúc,
3094,3,s==8|Kim Toàn,
3095,3,s==6|Từ Thụ,
3096,3,s==6|Từ Thụ,
3097,3,s==10|Khổng Dung,
3098,3,s==10|Khổng Dung,
3099,3,s==10|Quải Lương,
3100,3,s==9|Quải Việt,
3101,3,s==8|Lạc Tiến,
3102,3,s==7|Lôi Bạc,
3103,3,s==8|Lôi Đồng,
3104,3,s==7|Lý Điển,
3105,3,s==7|Lý Kiến,
3106,3,s==8|Lý Chiến,
3107,3,s==6|Lý Lạc,
3108,3,s==6|Lý Nhu,
3109,3,s==6|Lý Túc,
3110,3,s==8|Lý Thông,
3111,3,s==9|Lý Nghiêm,
3112,3,s==10|Lương Hưng,
3113,3,s==8|Liêu Hóa,
3114,3,s==10|Lưu Chương,
3115,3,s==10|Lăng Thống,
3116,3,s==8|Lưu Biểu,
3117,3,s==7|Lưu Đái,
3118,3,s==6|Lưu Độ,
3119,3,s==8|Lưu Tích,
3120,3,s==8|Lưu Diệp,
3121,3,s==9|Hạ Hầu Bá,
3122,3,s==10|Lưu Chương,
3123,3,s==6|Lỗ Túc,
3124,3,s==8|Lục Khải,
3125,3,s==7|Lục Tốn,
3126,3,s==8|Lộ Chiêu,
3127,3,s==9|Lạc Thống,
3128,3,s==5|Lữ Bố,
3129,3,s==7|Lữ Công,
3130,3,s==9|Lữ Khoáng,
3131,3,s==7|Lữ Mông,
3132,3,s==5|Lữ Bố,
3133,3,s==8|Lữ Tường,
3134,3,s==7|Mã Siêu,
3135,3,s==6|Mã Đới,
3136,3,s==8|Mã Lương,
3137,3,s==6|Mã Tốc,
3138,3,s==7|Mã Đằng,
3139,3,s==8|Mã Thiết,
3140,3,s==7|Mã Đằng,
3141,3,s==6|Mã Hưu,
3142,3,s==7|Mã Diên,
3143,3,s==15|Mã Nguyên Nghĩa,
3144,3,s==8|Mã Trung,
3145,3,s==8|Mãn Sủng,
3146,3,s==7|Mạnh Ưu,
3147,3,s==9|Tần Chiến,
3148,3,s==7|Mị Trúc,
3149,3,s==9|Mi Phương,
3150,3,s==9|Mục Thuận,
3151,3,s==8|Ngưu Phó,
3152,3,s==11|Phan Phượng,
3153,3,s==11|Phan Chương,
3154,3,s==8|Bàng Đức,
3155,3,s==10|Bàng Thống,
3156,3,s==16|Bùi Nguyên Thiệu,
3157,3,s==8|Kiều Mạo,
3158,3,s==8|Tần Lãng,
3159,3,s==9|Toàn Tông,
3160,3,s==9|Nhâm Tuấn,
3161,3,s==9|Thẩm Phối,
3162,3,s==7|Sử Hoán,
3163,3,s==10|Tư Mã Lãng,
3164,3,s==7|Tư Mã Ý,
3165,3,s==9|Tống Hiến,
3166,3,s==6|Tô Phi,
3167,3,s==8|Tôn Hoàn,
3168,3,s==6|Tôn Lễ,
3169,3,s==8|Tôn Kiền,
3170,3,s==9|Tôn Thiệu,
3171,3,s==6|Tôn Hạ,
3172,3,s==10|Thái Sử Từ,
3173,3,s==9|Đào Khiêm,
3174,3,s==10|Điền Phong,
3175,3,s==10|Điền Phong,
3176,3,s==10|Điền Chiến,
3177,3,s==12|Vương Khuông,
3178,3,s==10|Vương Lãng,
3179,3,s==9|Vương Lôi,
3180,3,s==10|Vương Lăng,
3181,3,s==10|Vương Bình,
3182,3,s==8|Vương Tu,
3183,3,s==13|Vương Tử Phục,
3184,3,s==8|Vi Khang,
3185,3,s==8|Ngụy Tục,
3186,3,s==9|Ngụy Diên,
3187,3,s==7|Văn Sấu,
3188,3,s==7|Văn Bân,
3189,3,s==7|Ngô Lan,
3190,3,s==7|Ngũ Phu,
3191,3,s==10|Vũ An Quốc,
3192,3,s==10|Vũ An Quốc,
3193,3,s==10|Hí Chí Tài,
3194,3,s==10|Hạ Hầu Đôn,
3195,3,s==13|Hạ Hầu Thượng,
3196,3,s==11|Hạ Hầu Uyên,
3197,3,s==10|Hí Chí Tài,
3198,3,s==9|Tân Chiến,
3199,3,s==8|Từ Hoảng,
3200,3,s==8|Từ Thịnh,
3201,3,s==6|Từ Thứ,
3202,3,s==7|Hứa Chử,
3203,3,s==8|Hứa Tĩnh,
3204,3,s==6|Hứa Du,
3205,3,s==9|Tuân Thận,
3206,3,s==7|Tuân Du,
3207,3,s==10|Diêm Chiến,
3208,3,s==10|Nhan Lương,
3209,3,s==11|Dương Phụng,
3210,3,s==9|Dương Phủ,
3211,3,s==10|Dương Hồng,
3212,3,s==9|Dương Thu,
3213,3,s==8|Dương Tu,
3214,3,s==10|Dương Nghi,
3215,3,s==6|Vu Cấm,
3216,3,s==8|Vu Quyền,
3217,3,s==8|Du Thiệp,
3218,3,s==9|Ngư Phiên,
3219,3,s==11|Viên Thượng,
3220,3,s==10|Viên Thiệu,
3221,3,s==10|Viên Thuật,
3222,3,s==8|Viên Đàm,
3223,3,s==7|Viên Hi,
3224,3,s==7|Viên Di,
3225,3,s==7|Táng Bá,
3226,3,s==10|Trương Bao,
3227,3,s==10|Trương Bảo,
3228,3,s==11|Trương Siêu,
3229,3,s==10|Trương Phi,
3230,3,s==12|Trương Hoành,
3231,3,s==11|Trương Hồng,
3232,3,s==9|Trương Tế,
3233,3,s==9|Trương Kế,
3234,3,s==11|Trương Giác,
3235,3,s==12|Trương Lương,
3236,3,s==11|Trương Liêu,
3237,3,s==9|Trương Lỗ,
3238,3,s==10|Trương Nam,
3239,3,s==12|Trương Nhiệm,
3240,3,s==10|Trương Hợp,
3241,3,s==9|Trương Tú,
3242,3,s==11|Trương Huân,
3243,3,s==10|Trương Yến,
3244,3,s==12|Trương Dương,
3245,3,s==10|Trương Dực,
3246,3,s==11|Trương Duẫn,
3247,3,s==12|Trương Chiêu,
3248,3,s==10|Triệu Phạm,
3249,3,s==10|Triệu Hồng,
3250,3,s==12|Triệu Nghiêm,
3251,3,s==9|Triệu Vân,
3252,3,s==9|Trịnh Văn,
3253,3,s==9|Chung Hội,
3254,3,s==10|Chu Thương,
3255,3,s==10|Chu Phương,
3256,3,s==8|Chu Bình,
3257,3,s==8|Chu Thái,
3258,3,s==6|Chu Du,
3259,3,s==8|Chu Hoàn,
3260,3,s==8|Chu Linh,
3261,3,s==9|Chu Nhiên,
3262,3,s==11|Gia Cát Đản,
3263,3,s==11|Gia Cát Cẩn,
3264,3,s==12|Gia Cát Khắc,
3265,3,s==13|Gia Cát Lượng,
3266,3,s==11|Điêu Thuyền,
3267,4,s==8|Trần Mật,
3268,4,s==9|Tiểu Kiều,
3269,4,s==8|Đại Kiều,
4001,4,s==16|Tôn Thượng Hương,
4002,4,s==10|Mã Vân Lộc,
4003,4,s==7|Tâu Thị,
4004,4,s==6|Đỗ Thị,
4005,4,s==8|Phàn Thị,
4006,4,s==7|Ngô Thị,
4007,4,s==9|Quách Thị,
4008,4,s==8|Thái Thị,
4009,4,s==12|Cam phu nhân,
4010,4,s==11|Mỵ phu nhân,
4011,4,s==18|Chúc Dung Phu Nhân,
4012,4,s==16|Trương Tinh Tinh,
4013,4,s==16|Hoàng Nguyệt Anh,
4014,4,s==13|Đinh Phu Nhân,
4015,4,s==13|Biện Phu Nhân,
4016,4,s==13|Ngô Quốc Thái,
4017,4,s==7|Lưu Thị,
4018,4,s==8|Phục Thọ,
4019,4,s==12|Hà Hoàng Hậu,
4020,4,s==10|Nghiêm Thị,
4021,4,s==10|Lữ Linh Kỳ,
4022,4,s==7|Tào THỊ,
4023,4,s==8|Ngụy Thị,
4024,4,s==8|Tào Tiện,
4025,4,s==7|Tào Hoa,
4026,4,s==8|Tào Tiết,
4027,4,s==10|Hạ Hầu Thị,
4028,4,s==12|Tân Hiến Anh,
4029,4,s==11|Tôn Tiểu Hổ,
4030,4,s==10|Tôn Đại Hổ,
4031,4,s==11|Gia Cát Quả,
4032,4,s==11|Quan Phượng,
4033,4,s==6|Từ Thị,
4034,4,s==10|Tôn Lỗ Ban,
4035,4,s==10|Tôn Lỗ Dục,
4036,4,s==9|Khổng Thị,
4037,4,s==8|Phạm Thị,
4038,4,s==8|Vương Dị,
4039,4,s==14|Vương Phu Nhân,
4040,4,s==12|Tân Phu Nhân,
4041,4,s==9|Chúc Dung,
4042,4,s==7|Chân Cơ,
4043,4,s==15|Vương Nguyên Cơ,
4044,4,s==13|Hoàng Vũ Điệp,
4045,4,s==15|Trương Xuân Hoa,
4046,4,s==6|Văn Cơ,
4047,2011,s==10|Dương Châu,
4048,2011,s==7|Dự Châu,
4049,2011,s==8|Thọ Xuân,
5001,2011,s==8|Lư Giang,
5002,2011,s==8|Hoài Nam,
5003,2011,s==9|Kiều Quận,
5004,2011,s==8|An Phong,
5005,2011,s==7|Hợp Phì,
5006,2011,s==10|Kiều Huyện,
5007,2011,s==8|An Phong,
5008,2011,s==6|Lục An,
5009,2011,s==9|Oản Huyện,
5010,2000,s==6|U Châu,
5011,2000,s==9|Ngư Dương,
5012,2008,s==10|Dương Châu,
5013,2008,s==7|Kiến An,
5014,2025,s==8|Ung Châu,
5015,2025,s==10|Lương Châu,
5016,2025,s==8|Ích Châu,
5017,2025,s==10|Thiên Thủy,
5018,2025,s==5|Vũ Uy,
5019,2025,s==9|Tửu Quyển,
5020,2025,s==9|Đôn Hoàng,
5021,2025,s==5|Vũ Đô,
5022,2025,s==7|Âm Bình,
5023,2025,s==7|An Định,
5024,2025,s==10|Quảng Ngụy,
5025,2025,s==8|Lũng Tây,
5026,2025,s==9|Kim Thành,
5027,2025,s==9|Nhai Đình,
5028,2025,s==8|Lâm Kinh,
5029,2025,s==6|Lâm Vi,
5030,2025,s==8|Kỳ Huyện,
5031,2025,s==8|Tương Vũ,
5032,2025,s==8|Dư Trung,
5033,2002,s==9|Giao Châu,
5034,2002,s==7|Nam Hải,
5035,2002,s==8|Chu Nhai,
5036,2002,s==9|Phiên Ngu,
5037,2002,s==6|Từ Văn,
5038,2002,s==9|Cao Lương,
5039,2002,s==7|Ân Bình,
5040,2020,s==9|Kinh Châu,
5041,2020,s==9|Giao Châu,
5042,2020,s==7|Lâm Hòa,
5043,2020,s==10|Thương Ngô,
5044,2020,s==7|Hợp Phố,
5045,2020,s==9|Quảng Tín,
5046,2018,s==8|Ích Châu,
5047,2007,s==6|U Châu,
5048,2007,s==7|Kỳ Châu,
5049,2007,s==10|Phạm Dương,
5050,2007,s==10|Thường Sơn,
5051,2007,s==9|Ngụy Quận,
5052,2007,s==10|Thương Hải,
5053,2007,s==8|Liêu Tây,
5054,2007,s==9|Thượng Cổ,
5055,2007,s==7|An Bình,
5056,2007,s==10|Quảng Bình,
5057,2007,s==10|Dương Bình,
5058,2007,s==7|Hà Gian,
5059,2007,s==9|Trung Sơn,
5060,2007,s==8|Đái Quận,
5061,2007,s==10|Trác Huyện,
5062,2007,s==9|Chân Định,
5063,2007,s==9|Dặc Thành,
5064,2007,s==6|Nam Bì,
5065,2007,s==9|Dương Lạc,
5066,2007,s==7|Cư Dung,
5067,2007,s==6|Tín Đô,
5068,2007,s==10|Khúc Lương,
5069,2007,s==9|Lạc Thành,
5070,2007,s==9|Đái Huyện,
5071,2012,s==7|Dự Châu,
5072,2012,s==8|Dận Châu,
5073,2012,s==9|Kinh Châu,
5074,2012,s==7|Kỳ Châu,
5075,2012,s==5|Tư Lệ,
5076,2012,s==9|Ỷng Xuyên,
5077,2012,s==9|Đông Quận,
5078,2012,s==8|Trần Lưu,
5079,2012,s==10|Lương Quốc,
5080,2012,s==7|Nhữ Nam,
5081,2012,s==9|Nam Dương,
5082,2012,s==6|Hà Nội,
5083,2012,s==6|Hà Nam,
5084,2012,s==7|Tư Thủy,
5085,2012,s==7|Hàm Cốc,
5086,2012,s==9|Trần Quận,
5087,2012,s==9|Qua Dương,
5088,2012,s==9|Ngụy Quận,
5089,2012,s==9|Lạc Dương,
5090,2012,s==9|Hứa Xương,
5091,2012,s==9|Hồng Nông,
5092,2012,s==9|Phụ Dương,
5093,2012,s==7|Bạch Mã,
5094,2012,s==5|Ô Sào,
5095,2012,s==7|Quan Độ,
5096,2012,s==9|Tuy Dương,
5097,2012,s==6|Tân Dã,
5098,2012,s==10|Hoài Huyện,
5099,2012,s==8|Dương Vũ,
5100,2012,s==8|Diên Tân,
5101,2012,s==11|Dương Trạch,
5102,2012,s==10|Trần Huyện,
5103,2012,s==8|An Thành,
5104,2012,s==9|Oản Huyện,
5105,2012,s==8|Lý Dương,
5106,2014,s==9|Kinh Châu,
5107,2014,s==8|Ích Châu,
5108,2014,s==10|Dương Châu,
5109,2014,s==11|Tương Dương,
5110,2014,s==9|Tân Thành,
5111,2014,s==8|Nam Quận,
5112,2014,s==11|Thượng Dung,
5113,2014,s==8|Giang Hạ,
5114,2014,s==8|Giang Hạ,
5115,2014,s==7|Nghi Đô,
5116,2014,s==7|Di Lăng,
5117,2014,s==10|Giang Lăng,
5118,2014,s==6|Di Đạo,
5119,2015,s==9|Kinh Châu,
5120,2015,s==9|Trường Sa,
5121,2015,s==7|Vũ Lăng,
5122,2015,s==9|Quế Dương,
5123,2015,s==9|Linh Lăng,
5124,2015,s==10|Hương Đông,
5125,2015,s==10|Hành Dương,
5126,2015,s==9|Lâm Tương,
5127,2015,s==8|Lâm Hoán,
5128,2015,s==10|Trần Huyện,
5129,2015,s==10|Tuyền Lăng,
5130,2005,s==9|Hương Nam,
5131,2005,s==10|Dương Châu,
5132,2005,s==7|Từ Châu,
5133,2005,s==7|Dự Châu,
5134,2005,s==9|Đan Dương,
5135,2005,s==5|Hạ Tê,
5136,2005,s==10|Quảng Lăng,
5137,2005,s==10|Bành Thành,
5138,2005,s==8|Tiểu Bôi,
5139,2005,s==7|TỴ LĂNG,
5140,2005,s==8|Ngô Quận,
5141,2005,s==11|Kiến Nghiệp,
5142,2005,s==7|HOÀI ÂM,
5143,2009,s==9|NGÔ HUYỆN,
5144,2009,s==9|Kinh Châu,
5145,2009,s==10|Dương Châu,
5146,2009,s==8|Giang Hạ,
5147,2009,s==9|Dự Chương,
5148,2009,s==9|Lâm Xuyên,
5149,2009,s==7|LÔ LĂNG,
5150,2009,s==8|Bồ Dương,
5151,2009,s==8|Sài Tang,
5152,2009,s==9|NAM XƯƠNG,
5153,2009,s==9|Nam Thành,
5154,2013,s==9|CAO XƯƠNG,
5155,2013,s==6|U Châu,
5156,2013,s==9|LIÊU ĐÔNG,
5157,2013,s==8|XƯƠNG LÊ,
5158,2013,s==8|Bắc Bình,
5159,2028,s==10|TƯƠNG BÌNH,
5160,2028,s==10|Lương Châu,
5161,2028,s==7|TÂY HẢI,
5162,2026,s==7|CƯ DIÊN,
5163,2026,s==10|Lương Châu,
5164,2026,s==8|Tây Bình,
5165,2010,s==6|TÂY ĐÔ,
5166,2010,s==7|Kỳ Châu,
5167,2010,s==8|Dận Châu,
5168,2010,s==10|Thanh Châu,
5169,2010,s==7|Từ Châu,
5170,2010,s==11|Bình Nguyên,
5171,2010,s==9|Sơn Dương,
5172,2010,s==8|Thái Sơn,
5173,2010,s==9|Đông Bình,
5174,2010,s==10|QUẬN KHIÊU,
5175,2010,s==8|TẾ DƯƠNG,
5176,2010,s==10|Nhâm Thành,
5177,2010,s==6|Tế Nam,
5178,2010,s==6|Lạc An,
5179,2010,s==7|LÂM TÂN,
5180,2010,s==7|Bắc Hải,
5181,2010,s==8|Đông Lai,
5182,2010,s==11|Thành Dương,
5183,2010,s==8|Lang Nha,
5184,2010,s==8|Đông Hải,
5185,2010,s==8|Lạc Lĩnh,
5186,2010,s==8|THANH HÀ,
5187,2010,s==8|Xương Ấp,
5188,2010,s==9|Phụng Cao,
5189,2010,s==7|Vô Diêm,
5190,2010,s==8|Định Đào,
5191,2010,s==8|Cao Viên,
5192,2010,s==8|Bình Thọ,
5193,2010,s==11|Hoàng Huyện,
5194,2010,s==7|Đông Vũ,
5195,2010,s==11|KHAI NGHIỆP,
5196,2010,s==7|Vô Diêm,
5197,2021,s==9|KHÁNH THỨ,
5198,2021,s==9|TỊNH CHÂU,
5199,2021,s==7|Yên Môn,
5200,2021,s==11|Thái Nguyên,
5201,2021,s==6|Tây Hà,
5202,2021,s==8|Lạc Bình,
5203,2021,s==6|Hà Nam,
5204,2021,s==7|Hà Đông,
5205,2021,s==9|Tấn Dương,
5206,2021,s==8|LY THẠCH,
5207,2021,s==10|TRÁM HUYỆN,
5208,2021,s==10|Bình Dương,
5209,2021,s==5|An Ấp,
5210,2021,s==10|CỬU NGUYÊN,
5211,2024,s==8|Ung Châu,
5212,2024,s==8|Ích Châu,
5213,2024,s==9|TỊNH CHÂU,
5214,2024,s==10|Kinh Triệu,
5215,2024,s==9|Phù Phong,
5216,2024,s==9|Hán Trung,
5217,2024,s==9|Đổng Quan,
5218,2024,s==7|Vũ Quan,
5219,2024,s==10|Dương Bình,
5220,2024,s==11|Thượng Đảng,
5221,2024,s==9|Phùng Dực,
5222,2024,s==9|Bao Trung,
5223,2024,s==7|Bắc Địa,
5224,2024,s==8|Tân Bình,
5225,2024,s==9|Trường An,
5226,2024,s==11|Trần Thương,
5227,2024,s==9|Nam Trạch,
5228,2024,s==7|Hổ Quan,
5229,2024,s==7|Lâm Tấn,
5230,2024,s==7|Lâm Tấn,
5231,2024,s==10|Diệu Huyện,
5232,2024,s==7|Đỗ Lăng,
5233,2024,s==7|Hoài Lý,
5234,2024,s==8|Lạc Khẩu,
5235,2024,s==8|Tân Hưng,
5236,2017,s==10|Khất Huyện,
5237,2017,s==8|Ích Châu,
5238,2017,s==9|Thục Quận,
5239,2017,s==8|Tử Thông,
5240,2017,s==9|Quảng Hán,
5241,2017,s==8|Kiếm Các,
5242,2017,s==9|Miên Trúc,
5243,2017,s==6|Ba Tây,
5244,2017,s==7|Vấn Sơn,
5245,2017,s==7|Hán Gia,
5246,2017,s==11|Giang Dương,
5247,2017,s==7|Hợp Phì,
5248,2017,s==8|Thành Đô,
5249,2017,s==9|Phù Thành,
5250,2017,s==9|Lạc Huyện,
5251,2017,s==8|Vũ Dương,
5252,2017,s==10|Lăng Trung,
5253,2004,s==6|U Châu,
5254,2023,s==8|Tỵ huyện,
5255,2023,s==8|Ích Châu,
5256,2023,s==9|Kiến Ninh,
5257,2023,s==6|Chu Đề,
5258,2023,s==7|Vân Nam,
5259,2023,s==10|Vĩnh Xương,
5260,2023,s==7|Hưng Cổ,
5261,2006,s==7|Uyển Ôn,
5262,2006,s==10|Dương Châu,
5263,2006,s==6|Hội Kê,
5264,2006,s==6|Tân Đô,
5265,2006,s==7|Lâm Hải,
5266,2006,s==6|Sơn Âm,
5267,2006,s==8|Thủy Tân,
5268,2003,s==9|Chương An,
5269,2003,s==8|Ích Châu,
5270,2003,s==9|Kinh Châu,
5271,2003,s==7|Ba Đông,
5272,2003,s==8|Phù Lăng,
5273,2003,s==9|Kiến Bình,
5274,2003,s==10|Giang Châu,
5275,2003,s==7|Vĩnh An,
5276,2003,s==9|Ngư Huyện,
5277,2003,s==7|Ba Quận,
5278,1999,s==10|Dương Châu,
5279,1999,s==7|Dự Châu,
5280,1999,s==8|Thọ Xuân,
5281,1999,s==8|Lư Giang,
5282,1999,s==8|Hoài Nam,
5283,1999,s==9|Kiều Quận,
5284,1999,s==8|An Phong,
5285,1999,s==7|Hợp Phì,
5286,1999,s==10|Kiều Huyện,
5287,1999,s==8|An Phong,
5288,1999,s==6|Lục An,
5289,1999,s==9|Oản Huyện,
5290,1999,s==6|U Châu,
5291,1999,s==9|Ngư Dương,
5292,1999,s==10|Dương Châu,
5293,1999,s==7|Kiến An,
5294,1999,s==8|Ung Châu,
5295,1999,s==10|Lương Châu,
5296,1999,s==8|Ích Châu,
5297,1999,s==10|Thiên Thủy,
5298,1999,s==5|Vũ Uy,
5299,1999,s==9|Tửu Quyển,
5300,1999,s==9|Đôn Hoàng,
5301,1999,s==5|Vũ Đô,
5302,1999,s==7|Âm Bình,
5303,1999,s==7|An Định,
5304,1999,s==10|Quảng Ngụy,
5305,1999,s==8|Lũng Tây,
5306,1999,s==9|Kim Thành,
5307,1999,s==9|Nhai Đình,
5308,1999,s==8|Lâm Kinh,
5309,1999,s==6|Lâm Vi,
5310,1999,s==8|Kỳ Huyện,
5311,1999,s==8|Tương Vũ,
5312,1999,s==8|Dư Trung,
5313,1999,s==9|Giao Châu,
5314,1999,s==7|Nam Hải,
5315,1999,s==8|Chu Nhai,
5316,1999,s==9|Phiên Ngu,
5317,1999,s==6|Từ Văn,
5318,1999,s==9|Cao Lương,
5319,1999,s==7|Ân Bình,
5320,1999,s==9|Kinh Châu,
5321,1999,s==9|Giao Châu,
