id,level,adventureMax,minDrops-type-1,minDrops-id-1,minDrops-value-1,minDrops-type-2,minDrops-id-2,minDrops-value-2,minDrops-type-3,minDrops-id-3,minDrops-value-3,minDrops-type-4,minDrops-id-4,minDrops-value-4,itemDrop,passAwards-type-1,passAwards-id-1,passAwards-value-1,passAwards-type-2,passAwards-id-2,passAwards-value-2,passAwards-type-3,passAwards-id-3,passAwards-value-3,passAwards-type-4,passAwards-id-4,passAwards-value-4,passAwards-type-5,passAwards-id-5,passAwards-value-5,passAwards-type-6,passAwards-id-6,passAwards-value-6,battle,
139,43,24200,1,2,470,1,10,486,1,8,661,1,11,12,6,1,2,9400,1,10,9720,1,8,9915,1,11,200,2,1001,10,2,1002,1,139,
140,43,24200,1,2,470,1,10,486,1,8,661,1,11,12,6,1,2,9400,1,10,9720,1,8,9915,1,11,200,2,1001,10,2,1002,1,140,
141,43,24200,1,2,480,1,10,496,1,8,671,1,11,12,6,1,2,9600,1,10,9920,1,8,10065,1,11,200,2,1001,10,2,1002,1,141,
142,45,24200,1,2,480,1,10,496,1,8,671,1,11,12,6,1,2,9600,1,10,9920,1,8,10065,1,11,200,2,1001,10,2,1002,1,142,
143,45,24200,1,2,480,1,10,496,1,8,671,1,11,12,6,1,2,9600,1,10,9920,1,8,10065,1,11,200,2,1001,10,2,1002,1,143,
144,45,24200,1,2,490,1,10,506,1,8,681,1,11,12,6,1,2,9800,1,10,10120,1,8,10215,1,11,200,2,1001,10,2,1002,1,144,
145,45,24200,1,2,490,1,10,506,1,8,681,1,11,12,6,1,2,9800,1,10,10120,1,8,10215,1,11,200,2,1001,10,2,1002,1,145,
146,45,24200,1,2,490,1,10,506,1,8,681,1,11,12,6,1,2,9800,1,10,10120,1,8,10215,1,11,200,2,1001,10,2,1002,1,146,
147,45,24200,1,2,500,1,10,516,1,8,691,1,11,12,6,1,2,10000,1,10,10320,1,8,10365,1,11,200,2,1001,10,2,1002,1,147,
148,47,24200,1,2,500,1,10,516,1,8,691,1,11,12,6,1,2,10000,1,10,10320,1,8,10365,1,11,200,2,1001,10,2,1002,1,148,
149,47,24200,1,2,500,1,10,516,1,8,691,1,11,12,6,1,2,10000,1,10,10320,1,8,10365,1,11,200,2,1001,10,2,1002,1,149,
150,47,24200,1,2,510,1,10,526,1,8,701,1,11,12,7,1,2,10200,1,10,10520,1,8,10515,1,11,200,2,1001,10,2,1002,1,150,
151,47,24200,1,2,510,1,10,526,1,8,701,1,11,12,7,1,2,10200,1,10,10520,1,8,10515,1,11,200,2,1001,10,2,1002,1,151,
152,47,24200,1,2,510,1,10,526,1,8,701,1,11,12,7,1,2,10200,1,10,10520,1,8,10515,1,11,200,2,1001,10,2,1002,1,152,
153,47,24200,1,2,520,1,10,536,1,8,711,1,11,12,7,1,2,10400,1,10,10720,1,8,10665,1,11,200,2,1001,10,2,1002,1,153,
154,49,24200,1,2,520,1,10,536,1,8,711,1,11,12,7,1,2,10400,1,10,10720,1,8,10665,1,11,200,2,1001,10,2,1002,1,154,
155,49,24200,1,2,520,1,10,536,1,8,711,1,11,12,7,1,2,10400,1,10,10720,1,8,10665,1,11,200,2,1001,10,2,1002,1,155,
156,49,24200,1,2,530,1,10,546,1,8,721,1,11,12,7,1,2,10600,1,10,10920,1,8,10815,1,11,200,2,1001,10,2,1002,1,156,
157,49,24200,1,2,530,1,10,546,1,8,721,1,11,12,7,1,2,10600,1,10,10920,1,8,10815,1,11,200,2,1001,10,2,1002,1,157,
158,49,24200,1,2,530,1,10,546,1,8,721,1,11,12,7,1,2,10600,1,10,10920,1,8,10815,1,11,200,2,1001,10,2,1002,1,158,
159,49,24200,1,2,540,1,10,556,1,8,731,1,11,12,7,1,2,10800,1,10,11120,1,8,10965,1,11,200,2,1001,10,2,1002,1,159,
160,51,24200,1,2,540,1,10,556,1,8,731,1,11,12,7,1,2,10800,1,10,11120,1,8,10965,1,11,200,2,1001,10,2,1002,1,160,
161,51,24200,1,2,540,1,10,556,1,8,731,1,11,12,7,1,2,10800,1,10,11120,1,8,10965,1,11,200,2,1001,10,2,1002,1,161,
162,51,24200,1,2,550,1,10,566,1,8,741,1,11,12,7,1,2,11000,1,10,11320,1,8,11115,1,11,200,2,1001,10,2,1002,1,162,
163,51,24200,1,2,550,1,10,566,1,8,741,1,11,12,7,1,2,11000,1,10,11320,1,8,11115,1,11,200,2,1001,10,2,1002,1,163,
164,51,24200,1,2,550,1,10,566,1,8,741,1,11,12,7,1,2,11000,1,10,11320,1,8,11115,1,11,200,2,1001,10,2,1002,1,164,
165,51,24200,1,2,560,1,10,576,1,8,751,1,11,12,7,1,2,11200,1,10,11520,1,8,11265,1,11,200,2,1001,10,2,1002,1,165,
166,53,24200,1,2,560,1,10,576,1,8,751,1,11,12,7,1,2,11200,1,10,11520,1,8,11265,1,11,200,2,1001,10,2,1002,1,166,
167,53,24200,1,2,560,1,10,576,1,8,751,1,11,12,7,1,2,11200,1,10,11520,1,8,11265,1,11,200,2,1001,10,2,1002,1,167,
168,53,24200,1,2,570,1,10,586,1,8,761,1,11,12,7,1,2,11400,1,10,11720,1,8,11415,1,11,200,2,1001,10,2,1002,1,168,
169,53,24200,1,2,570,1,10,586,1,8,761,1,11,12,7,1,2,11400,1,10,11720,1,8,11415,1,11,200,2,1001,10,2,1002,1,169,
170,53,24200,1,2,570,1,10,586,1,8,761,1,11,12,7,1,2,11400,1,10,11720,1,8,11415,1,11,200,2,1001,10,2,1002,1,170,
171,53,24200,1,2,580,1,10,596,1,8,771,1,11,12,7,1,2,11600,1,10,11920,1,8,11565,1,11,200,2,1001,10,2,1002,1,171,
172,55,24200,1,2,580,1,10,596,1,8,771,1,11,12,7,1,2,11600,1,10,11920,1,8,11565,1,11,200,2,1001,10,2,1002,1,172,
173,55,24200,1,2,580,1,10,596,1,8,771,1,11,12,7,1,2,11600,1,10,11920,1,8,11565,1,11,200,2,1001,10,2,1002,1,173,
174,55,24200,1,2,590,1,10,606,1,8,781,1,11,12,7,1,2,11800,1,10,12120,1,8,11715,1,11,200,2,1001,10,2,1002,1,174,
