id,allPassAwards-type-1,allPassAwards-id-1,allPassAwards-value-1,allPassAwards-type-2,allPassAwards-id-2,allPassAwards-value-2,allPassAwards-type-3,allPassAwards-id-3,allPassAwards-value-3,allPassAwards-type-4,allPassAwards-id-4,allPassAwards-value-4,allPassAwards-type-5,allPassAwards-id-5,allPassAwards-value-5,
680,2,1115,558,2,1155,1,,,,,,,,,,
685,2,1115,561,2,1155,1,,,,,,,,,,
690,2,1115,564,2,1155,1,,,,,,,,,,
695,2,1115,567,2,1155,1,,,,,,,,,,
700,2,1115,570,2,1507,1,,,,,,,,,,
705,2,1115,573,2,1155,1,,,,,,,,,,
710,2,1115,576,2,1155,1,,,,,,,,,,
715,2,1115,579,2,1155,1,,,,,,,,,,
720,2,1115,582,2,1155,1,,,,,,,,,,
725,2,1115,585,2,1507,1,,,,,,,,,,
730,2,1115,588,2,1155,1,,,,,,,,,,
735,2,1115,591,2,1155,1,,,,,,,,,,
740,2,1115,594,2,1155,1,,,,,,,,,,
745,2,1115,597,2,1155,1,,,,,,,,,,
750,2,1115,600,2,1508,1,,,,,,,,,,
755,2,1115,603,2,1155,1,,,,,,,,,,
760,2,1115,606,2,1155,1,,,,,,,,,,
765,2,1115,609,2,1155,1,,,,,,,,,,
770,2,1115,612,2,1155,1,,,,,,,,,,
775,2,1115,615,2,1507,1,,,,,,,,,,
780,2,1115,618,2,1155,1,,,,,,,,,,
785,2,1115,621,2,1155,1,,,,,,,,,,
790,2,1115,624,2,1155,1,,,,,,,,,,
795,2,1115,627,2,1155,1,,,,,,,,,,
800,2,1115,630,2,1507,1,,,,,,,,,,
805,2,1115,633,2,1155,1,,,,,,,,,,
810,2,1115,636,2,1155,1,,,,,,,,,,
815,2,1115,639,2,1155,1,,,,,,,,,,
820,2,1115,642,2,1155,1,,,,,,,,,,
825,2,1115,645,2,1507,1,,,,,,,,,,
830,2,1115,648,2,1155,1,,,,,,,,,,
835,2,1115,651,2,1155,1,,,,,,,,,,
840,2,1115,654,2,1155,1,,,,,,,,,,
845,2,1115,657,2,1155,1,,,,,,,,,,
850,2,1115,660,2,1507,1,,,,,,,,,,
855,2,1115,663,2,1155,1,,,,,,,,,,
860,2,1115,666,2,1155,1,,,,,,,,,,
865,2,1115,669,2,1155,1,,,,,,,,,,
870,2,1115,672,2,1155,1,,,,,,,,,,
875,2,1115,675,2,1508,1,,,,,,,,,,
880,2,1115,678,2,1155,1,,,,,,,,,,
885,2,1115,681,2,1155,1,,,,,,,,,,
890,2,1115,684,2,1155,1,,,,,,,,,,
895,2,1115,687,2,1155,1,,,,,,,,,,
900,2,1115,690,2,1509,1,,,,,,,,,,
905,2,1115,693,2,1155,1,,,,,,,,,,
910,2,1115,696,2,1155,1,,,,,,,,,,
915,2,1115,699,2,1155,1,,,,,,,,,,
920,2,1115,702,2,1155,1,,,,,,,,,,
925,2,1115,705,2,1155,1,,,,,,,,,,
930,2,1115,708,2,1155,1,,,,,,,,,,
935,2,1115,711,2,1155,1,,,,,,,,,,
940,2,1115,714,2,1155,1,,,,,,,,,,
945,2,1115,717,2,1155,1,,,,,,,,,,
950,2,1115,720,2,1155,1,,,,,,,,,,
955,2,1115,723,2,1155,1,,,,,,,,,,
960,2,1115,726,2,1155,1,,,,,,,,,,
965,2,1115,729,2,1155,1,,,,,,,,,,
970,2,1115,732,2,1155,1,,,,,,,,,,
975,2,1115,735,2,1155,1,,,,,,,,,,
980,2,1115,738,2,1155,1,,,,,,,,,,
985,2,1115,741,2,1155,1,,,,,,,,,,
990,2,1115,744,2,1155,1,,,,,,,,,,
995,2,1115,747,2,1155,1,,,,,,,,,,
1000,2,1115,750,2,1508,1,,,,,,,,,,
1005,2,1115,753,2,1155,1,,,,,,,,,,
1010,2,1115,756,2,1155,1,,,,,,,,,,
1015,2,1115,759,2,1155,1,,,,,,,,,,
1020,2,1115,762,2,1155,1,,,,,,,,,,
1025,2,1115,765,2,1507,1,,,,,,,,,,
1030,2,1115,768,2,1155,1,,,,,,,,,,
1035,2,1115,771,2,1155,1,,,,,,,,,,
1040,2,1115,774,2,1155,1,,,,,,,,,,
1045,2,1115,777,2,1155,1,,,,,,,,,,
1050,2,1115,780,2,1507,1,,,,,,,,,,
1055,2,1115,783,2,1155,1,,,,,,,,,,
1060,2,1115,786,2,1155,1,,,,,,,,,,
1065,2,1115,789,2,1155,1,,,,,,,,,,
1070,2,1115,792,2,1155,1,,,,,,,,,,
1075,2,1115,795,2,1507,1,,,,,,,,,,
1080,2,1115,798,2,1155,1,,,,,,,,,,
1085,2,1115,801,2,1155,1,,,,,,,,,,
1090,2,1115,804,2,1155,1,,,,,,,,,,
1095,2,1115,807,2,1155,1,,,,,,,,,,
1100,2,1115,810,2,1507,1,,,,,,,,,,
1105,2,1115,813,2,1155,1,,,,,,,,,,
1110,2,1115,816,2,1155,1,,,,,,,,,,
1115,2,1115,819,2,1155,1,,,,,,,,,,
1120,2,1115,822,2,1155,1,,,,,,,,,,
1125,2,1115,825,2,1508,1,,,,,,,,,,
1130,2,1115,828,2,1155,1,,,,,,,,,,
1135,2,1115,831,2,1155,1,,,,,,,,,,
1140,2,1115,834,2,1155,1,,,,,,,,,,
1145,2,1115,837,2,1155,1,,,,,,,,,,
1150,2,1115,840,2,1507,1,,,,,,,,,,
1155,2,1115,843,2,1155,1,,,,,,,,,,
1160,2,1115,846,2,1155,1,,,,,,,,,,
1165,2,1115,849,2,1155,1,,,,,,,,,,
1170,2,1115,852,2,1155,1,,,,,,,,,,
1175,2,1115,855,2,1507,1,,,,,,,,,,
1180,2,1115,858,2,1155,1,,,,,,,,,,
1185,2,1115,861,2,1155,1,,,,,,,,,,
1190,2,1115,864,2,1155,1,,,,,,,,,,
1195,2,1115,867,2,1155,1,,,,,,,,,,
1200,2,1115,870,2,1507,1,,,,,,,,,,
1205,2,1115,873,2,1155,1,,,,,,,,,,
1210,2,1115,876,2,1155,1,,,,,,,,,,
1215,2,1115,879,2,1155,1,,,,,,,,,,
1220,2,1115,882,2,1155,1,,,,,,,,,,
1225,2,1115,885,2,1507,1,,,,,,,,,,
1230,2,1115,888,2,1155,1,,,,,,,,,,
1235,2,1115,891,2,1155,1,,,,,,,,,,
1240,2,1115,894,2,1155,1,,,,,,,,,,
1245,2,1115,897,2,1155,1,,,,,,,,,,
1250,2,1115,900,2,1508,1,,,,,,,,,,
1255,2,1115,903,2,1155,1,,,,,,,,,,
1260,2,1115,906,2,1155,1,,,,,,,,,,
1265,2,1115,909,2,1155,1,,,,,,,,,,
1270,2,1115,912,2,1155,1,,,,,,,,,,
1275,2,1115,915,2,1507,1,,,,,,,,,,
1280,2,1115,918,2,1155,1,,,,,,,,,,
1285,2,1115,921,2,1155,1,,,,,,,,,,
1290,2,1115,924,2,1155,1,,,,,,,,,,
1295,2,1115,927,2,1155,1,,,,,,,,,,
1300,2,1115,930,2,1507,1,,,,,,,,,,
1305,2,1115,933,2,1155,1,,,,,,,,,,
1310,2,1115,936,2,1155,1,,,,,,,,,,
1315,2,1115,939,2,1155,1,,,,,,,,,,
1320,2,1115,942,2,1155,1,,,,,,,,,,
1325,2,1115,945,2,1507,1,,,,,,,,,,
1330,2,1115,948,2,1155,1,,,,,,,,,,
1335,2,1115,951,2,1155,1,,,,,,,,,,
1340,2,1115,954,2,1155,1,,,,,,,,,,
1345,2,1115,957,2,1155,1,,,,,,,,,,
1350,2,1115,960,2,1507,1,,,,,,,,,,
1355,2,1115,963,2,1155,1,,,,,,,,,,
1360,2,1115,966,2,1155,1,,,,,,,,,,
1365,2,1115,969,2,1155,1,,,,,,,,,,
1370,2,1115,972,2,1155,1,,,,,,,,,,
1375,2,1115,975,2,1508,1,,,,,,,,,,
1380,2,1115,978,2,1155,1,,,,,,,,,,
1385,2,1115,981,2,1155,1,,,,,,,,,,
1390,2,1115,984,2,1155,1,,,,,,,,,,
1395,2,1115,987,2,1155,1,,,,,,,,,,
1400,2,1115,990,2,1509,1,,,,,,,,,,
1405,2,1115,993,2,1155,1,,,,,,,,,,
1410,2,1115,996,2,1155,1,,,,,,,,,,
1415,2,1115,999,2,1155,1,,,,,,,,,,
1420,2,1115,1002,2,1155,1,,,,,,,,,,
1425,2,1115,1005,2,1155,1,,,,,,,,,,
1430,2,1115,1008,2,1155,1,,,,,,,,,,
1435,2,1115,1011,2,1155,1,,,,,,,,,,
1440,2,1115,1014,2,1155,1,,,,,,,,,,
1445,2,1115,1017,2,1155,1,,,,,,,,,,
1450,2,1115,1020,2,1155,1,,,,,,,,,,
1455,2,1115,1023,2,1155,1,,,,,,,,,,
1460,2,1115,1026,2,1155,1,,,,,,,,,,
1465,2,1115,1029,2,1155,1,,,,,,,,,,
1470,2,1115,1032,2,1155,1,,,,,,,,,,
1475,2,1115,1035,2,1155,1,,,,,,,,,,
1480,2,1115,1038,2,1155,1,,,,,,,,,,
1485,2,1115,1041,2,1155,1,,,,,,,,,,
1490,2,1115,1044,2,1155,1,,,,,,,,,,
1495,2,1115,1047,2,1155,1,,,,,,,,,,
1500,2,1115,1050,2,1508,1,,,,,,,,,,
1505,2,1115,1053,2,1155,1,,,,,,,,,,
1510,2,1115,1056,2,1155,1,,,,,,,,,,
1515,2,1115,1059,2,1155,1,,,,,,,,,,
1520,2,1115,1062,2,1155,1,,,,,,,,,,
1525,2,1115,1065,2,1507,1,,,,,,,,,,
1530,2,1115,1068,2,1155,1,,,,,,,,,,
1535,2,1115,1071,2,1155,1,,,,,,,,,,
1540,2,1115,1074,2,1155,1,,,,,,,,,,
1545,2,1115,1077,2,1155,1,,,,,,,,,,
1550,2,1115,1080,2,1507,1,,,,,,,,,,
1555,2,1115,1083,2,1155,1,,,,,,,,,,
1560,2,1115,1086,2,1155,1,,,,,,,,,,
1565,2,1115,1089,2,1155,1,,,,,,,,,,
1570,2,1115,1092,2,1155,1,,,,,,,,,,
1575,2,1115,1095,2,1507,1,,,,,,,,,,
1580,2,1115,1098,2,1155,1,,,,,,,,,,
1585,2,1115,1101,2,1155,1,,,,,,,,,,
1590,2,1115,1104,2,1155,1,,,,,,,,,,
1595,2,1115,1107,2,1155,1,,,,,,,,,,
1600,2,1115,1110,2,1507,1,,,,,,,,,,
1605,2,1115,1113,2,1155,1,,,,,,,,,,
1610,2,1115,1116,2,1155,1,,,,,,,,,,
1615,2,1115,1119,2,1155,1,,,,,,,,,,
1620,2,1115,1122,2,1155,1,,,,,,,,,,
1625,2,1115,1125,2,1508,1,,,,,,,,,,
1630,2,1115,1128,2,1155,1,,,,,,,,,,
1635,2,1115,1131,2,1155,1,,,,,,,,,,
1640,2,1115,1134,2,1155,1,,,,,,,,,,
1645,2,1115,1137,2,1155,1,,,,,,,,,,
1650,2,1115,1140,2,1507,1,,,,,,,,,,
1655,2,1115,1143,2,1155,1,,,,,,,,,,
1660,2,1115,1146,2,1155,1,,,,,,,,,,
1665,2,1115,1149,2,1155,1,,,,,,,,,,
1670,2,1115,1152,2,1155,1,,,,,,,,,,
1675,2,1115,1155,2,1507,1,,,,,,,,,,
1680,2,1115,1158,2,1155,1,,,,,,,,,,
1685,2,1115,1161,2,1155,1,,,,,,,,,,
1690,2,1115,1164,2,1155,1,,,,,,,,,,
1695,2,1115,1167,2,1155,1,,,,,,,,,,
1700,2,1115,1170,2,1507,1,,,,,,,,,,
1705,2,1115,1173,2,1155,1,,,,,,,,,,
1710,2,1115,1176,2,1155,1,,,,,,,,,,
1715,2,1115,1179,2,1155,1,,,,,,,,,,
1720,2,1115,1182,2,1155,1,,,,,,,,,,
1725,2,1115,1185,2,1507,1,,,,,,,,,,
1730,2,1115,1188,2,1155,1,,,,,,,,,,
1735,2,1115,1191,2,1155,1,,,,,,,,,,
1740,2,1115,1194,2,1155,1,,,,,,,,,,
1745,2,1115,1197,2,1155,1,,,,,,,,,,
1750,2,1115,1200,2,1508,1,,,,,,,,,,
1755,2,1115,1203,2,1155,1,,,,,,,,,,
1760,2,1115,1206,2,1155,1,,,,,,,,,,
1765,2,1115,1209,2,1155,1,,,,,,,,,,
1770,2,1115,1212,2,1155,1,,,,,,,,,,
1775,2,1115,1215,2,1507,1,,,,,,,,,,
1780,2,1115,1218,2,1155,1,,,,,,,,,,
1785,2,1115,1221,2,1155,1,,,,,,,,,,
1790,2,1115,1224,2,1155,1,,,,,,,,,,
1795,2,1115,1227,2,1155,1,,,,,,,,,,
1800,2,1115,1230,2,1507,1,,,,,,,,,,
1805,2,1115,1233,2,1155,1,,,,,,,,,,
1810,2,1115,1236,2,1155,1,,,,,,,,,,
1815,2,1115,1239,2,1155,1,,,,,,,,,,
1820,2,1115,1242,2,1155,1,,,,,,,,,,
1825,2,1115,1245,2,1507,1,,,,,,,,,,
1830,2,1115,1248,2,1155,1,,,,,,,,,,
1835,2,1115,1251,2,1155,1,,,,,,,,,,
1840,2,1115,1254,2,1155,1,,,,,,,,,,
1845,2,1115,1257,2,1155,1,,,,,,,,,,
1850,2,1115,1260,2,1507,1,,,,,,,,,,
1855,2,1115,1263,2,1155,1,,,,,,,,,,
1860,2,1115,1266,2,1155,1,,,,,,,,,,
1865,2,1115,1269,2,1155,1,,,,,,,,,,
1870,2,1115,1272,2,1155,1,,,,,,,,,,
1875,2,1115,1275,2,1508,1,,,,,,,,,,
1880,2,1115,1278,2,1155,1,,,,,,,,,,
1885,2,1115,1281,2,1155,1,,,,,,,,,,
1890,2,1115,1284,2,1155,1,,,,,,,,,,
1895,2,1115,1287,2,1155,1,,,,,,,,,,
1900,2,1115,1290,2,1509,1,,,,,,,,,,
1905,2,1115,1293,2,1155,1,,,,,,,,,,
1910,2,1115,1296,2,1155,1,,,,,,,,,,
1915,2,1115,1299,2,1155,1,,,,,,,,,,
1920,2,1115,1302,2,1155,1,,,,,,,,,,
1925,2,1115,1305,2,1155,1,,,,,,,,,,
1930,2,1115,1308,2,1155,1,,,,,,,,,,
1935,2,1115,1311,2,1155,1,,,,,,,,,,
1940,2,1115,1314,2,1155,1,,,,,,,,,,
1945,2,1115,1317,2,1155,1,,,,,,,,,,
1950,2,1115,1320,2,1155,1,,,,,,,,,,
1955,2,1115,1323,2,1155,1,,,,,,,,,,
1960,2,1115,1326,2,1155,1,,,,,,,,,,
1965,2,1115,1329,2,1155,1,,,,,,,,,,
1970,2,1115,1332,2,1155,1,,,,,,,,,,
1975,2,1115,1335,2,1155,1,,,,,,,,,,
1980,2,1115,1338,2,1155,1,,,,,,,,,,
1985,2,1115,1341,2,1155,1,,,,,,,,,,
1990,2,1115,1344,2,1155,1,,,,,,,,,,
1995,2,1115,1347,2,1155,1,,,,,,,,,,
2000,2,1115,1350,2,1508,1,,,,,,,,,,
