id,name,type,playerLv,armyAdviser,heros-lv-1,heros-id-1,heros-star-1,heros-nation-1,heros-type-1,heros-wearId-1,heros-lv-2,heros-id-2,heros-star-2,heros-nation-2,heros-type-2,heros-wearId-2,heros-lv-3,heros-id-3,heros-star-3,heros-nation-3,heros-type-3,heros-wearId-3,heros-lv-4,heros-id-4,heros-star-4,heros-nation-4,heros-type-4,heros-wearId-4,heros-lv-5,heros-id-5,heros-star-5,heros-nation-5,heros-type-5,heros-wearId-5,heros-lv-6,heros-id-6,heros-star-6,heros-nation-6,heros-type-6,heros-wearId-6,score,
10019,s==2|20,1,40|68,,58,21505,,,,,58,23503,,,,,58,23510,,,,,58,21507,,,,,58,23403,,,,,,,,,,,,
10020,s==2|21,1,40|69,,59,21505,,,,,59,23503,,,,,59,23510,,,,,59,21507,,,,,59,23403,,,,,,,,,,,,
10021,s==2|22,1,40|70,,60,21505,,,,,60,23503,,,,,60,23510,,,,,60,21507,,,,,60,23403,,,,,,,,,,,,
10022,s==2|23,1,40|71,,61,21505,,,,,61,23503,,,,,61,23510,,,,,61,21507,,,,,61,23403,,,,,,,,,,,,
10023,s==2|24,1,40|72,,62,21505,,,,,62,23503,,,,,62,23510,,,,,62,21507,,,,,62,23403,,,,,,,,,,,,
10024,s==2|25,1,40|73,,63,21505,,,,,63,23503,,,,,63,23510,,,,,63,21507,,,,,63,23403,,,,,,,,,,,,
10025,s==2|26,1,40|74,,64,21505,,,,,64,23503,,,,,64,23510,,,,,64,21507,,,,,64,23403,,,,,,,,,,,,
10026,s==2|27,1,40|75,,65,21505,,,,,65,23503,,,,,65,23510,,,,,65,21507,,,,,65,23403,,,,,,,,,,,,
10027,s==2|28,1,40|76,,66,21505,,,,,66,23503,,,,,66,23510,,,,,66,21507,,,,,66,23403,,,,,,,,,,,,
10028,s==2|29,1,40|77,,67,21505,,,,,67,23503,,,,,67,23510,,,,,67,21507,,,,,67,23403,,,,,,,,,,,,
10029,s==2|30,1,40|78,,68,21505,,,,,68,23503,,,,,68,23510,,,,,68,21507,,,,,68,23403,,,,,,,,,,,,
10030,s==2|31,1,40|79,,69,21505,,,,,69,23503,,,,,69,23510,,,,,69,21507,,,,,69,23403,,,,,,,,,,,,
10031,s==2|32,1,40|80,,70,21505,,,,,70,23503,,,,,70,23510,,,,,70,21507,,,,,70,23403,,,,,,,,,,,,
10032,s==2|33,1,40|81,,71,21505,,,,,71,23503,,,,,71,23510,,,,,71,21507,,,,,71,23403,,,,,,,,,,,,
10033,s==2|34,1,40|82,,72,21505,,,,,72,23503,,,,,72,23510,,,,,72,21507,,,,,72,23403,,,,,,,,,,,,
10034,s==2|35,1,40|83,,73,21505,,,,,73,23503,,,,,73,23510,,,,,73,21507,,,,,73,23403,,,,,,,,,,,,
10035,s==2|36,1,40|84,,74,21505,,,,,74,23503,,,,,74,23510,,,,,74,21507,,,,,74,23403,,,,,,,,,,,,
10036,s==2|37,1,40|85,,75,21505,,,,,75,23503,,,,,75,23510,,,,,75,21507,,,,,75,23403,,,,,,,,,,,,
10037,s==2|38,1,40|86,,76,21505,,,,,76,23503,,,,,76,23510,,,,,76,21507,,,,,76,23403,,,,,,,,,,,,
10038,s==2|39,1,40|87,,77,21505,,,,,77,23503,,,,,77,23510,,,,,77,21507,,,,,77,23403,,,,,,,,,,,,
10039,s==2|40,1,40|88,,78,21505,,,,,78,23503,,,,,78,23510,,,,,78,21507,,,,,78,23403,,,,,,,,,,,,
10040,s==2|41,1,40|89,,79,21505,,,,,79,23503,,,,,79,23510,,,,,79,21507,,,,,79,23403,,,,,,,,,,,,
10041,s==2|42,1,40|90,,80,21505,,,,,80,23503,,,,,80,23510,,,,,80,21507,,,,,80,23403,,,,,,,,,,,,
10042,s==2|43,1,40|91,,81,21505,,,,,81,23503,,,,,81,23510,,,,,81,21507,,,,,81,23403,,,,,,,,,,,,
10043,s==2|44,1,40|92,,82,21505,,,,,82,23503,,,,,82,23510,,,,,82,21507,,,,,82,23403,,,,,,,,,,,,
10044,s==2|45,1,40|93,,83,21505,,,,,83,23503,,,,,83,23510,,,,,83,21507,,,,,83,23403,,,,,,,,,,,,
10045,s==2|46,1,40|94,,84,21505,,,,,84,23503,,,,,84,23510,,,,,84,21507,,,,,84,23403,,,,,,,,,,,,
10046,s==2|47,1,40|95,,85,21505,,,,,85,23503,,,,,85,23510,,,,,85,21507,,,,,85,23403,,,,,,,,,,,,
10047,s==2|48,1,40|96,,86,21505,,,,,86,23503,,,,,86,23510,,,,,86,21507,,,,,86,23403,,,,,,,,,,,,
10048,s==2|49,1,40|97,,87,21505,,,,,87,23503,,,,,87,23510,,,,,87,21507,,,,,87,23403,,,,,,,,,,,,
10049,s==2|50,1,40|98,,88,21505,,,,,88,23503,,,,,88,23510,,,,,88,21507,,,,,88,23403,,,,,,,,,,,,
10050,s==2|51,1,40|99,,89,21505,,,,,89,23503,,,,,89,23510,,,,,89,21507,,,,,89,23403,,,,,,,,,,,,
10051,s==2|52,1,40|100,,90,21505,,,,,90,23503,,,,,90,23510,,,,,90,21507,,,,,90,23403,,,,,,,,,,,,
10052,s==2|53,1,40|101,,91,21505,,,,,91,23503,,,,,91,23510,,,,,91,21507,,,,,91,23403,,,,,,,,,,,,
10053,s==2|54,1,40|102,,92,21505,,,,,92,23503,,,,,92,23510,,,,,92,21507,,,,,92,23403,,,,,,,,,,,,
10054,s==2|55,1,40|103,,93,21505,,,,,93,23503,,,,,93,23510,,,,,93,21507,,,,,93,23403,,,,,,,,,,,,
10055,s==2|56,1,40|104,,94,21505,,,,,94,23503,,,,,94,23510,,,,,94,21507,,,,,94,23403,,,,,,,,,,,,
10056,s==2|57,1,40|105,,95,21505,,,,,95,23503,,,,,95,23510,,,,,95,21507,,,,,95,23403,,,,,,,,,,,,
10057,s==2|58,1,40|106,,96,21505,,,,,96,23503,,,,,96,23510,,,,,96,21507,,,,,96,23403,,,,,,,,,,,,
10058,s==2|59,1,40|107,,97,21505,,,,,97,23503,,,,,97,23510,,,,,97,21507,,,,,97,23403,,,,,,,,,,,,
10059,s==2|60,1,40|108,,98,21505,,,,,98,23503,,,,,98,23510,,,,,98,21507,,,,,98,23403,,,,,,,,,,,,
10060,s==2|61,1,40|109,,99,21505,,,,,99,23503,,,,,99,23510,,,,,99,21507,,,,,99,23403,,,,,,,,,,,,
10061,s==2|62,1,40|110,,100,21505,,,,,100,23503,,,,,100,23510,,,,,100,21507,,,,,100,23403,,,,,,,,,,,,
10062,s==2|63,1,40|111,,101,21505,,,,,101,23503,,,,,101,23510,,,,,101,21507,,,,,101,23403,,,,,,,,,,,,
10063,s==2|64,1,40|112,,102,21505,,,,,102,23503,,,,,102,23510,,,,,102,21507,,,,,102,23403,,,,,,,,,,,,
10064,s==2|65,1,40|113,,103,21505,,,,,103,23503,,,,,103,23510,,,,,103,21507,,,,,103,23403,,,,,,,,,,,,
10065,s==2|66,1,40|114,,104,21505,,,,,104,23503,,,,,104,23510,,,,,104,21507,,,,,104,23403,,,,,,,,,,,,
10066,s==2|67,1,40|115,,105,21505,,,,,105,23503,,,,,105,23510,,,,,105,21507,,,,,105,23403,,,,,,,,,,,,
10067,s==2|68,1,40|116,,106,21505,,,,,106,23503,,,,,106,23510,,,,,106,21507,,,,,106,23403,,,,,,,,,,,,
10068,s==2|69,1,40|117,,107,21505,,,,,107,23503,,,,,107,23510,,,,,107,21507,,,,,107,23403,,,,,,,,,,,,
10069,s==2|70,1,40|118,,108,21505,,,,,108,23503,,,,,108,23510,,,,,108,21507,,,,,108,23403,,,,,,,,,,,,
10070,s==2|71,1,40|119,,109,21505,,,,,109,23503,,,,,109,23510,,,,,109,21507,,,,,109,23403,,,,,,,,,,,,
10071,s==2|72,1,40|120,,110,21505,,,,,110,23503,,,,,110,23510,,,,,110,21507,,,,,110,23403,,,,,,,,,,,,
10072,s==2|73,1,40|121,,111,21505,,,,,111,23503,,,,,111,23510,,,,,111,21507,,,,,111,23403,,,,,,,,,,,,
10073,s==2|74,1,40|122,,112,21505,,,,,112,23503,,,,,112,23510,,,,,112,21507,,,,,112,23403,,,,,,,,,,,,
10074,s==2|75,1,40|123,,113,21505,,,,,113,23503,,,,,113,23510,,,,,113,21507,,,,,113,23403,,,,,,,,,,,,
10075,s==2|76,1,40|124,,114,21505,,,,,114,23503,,,,,114,23510,,,,,114,21507,,,,,114,23403,,,,,,,,,,,,
10076,s==2|77,1,40|125,,115,21505,,,,,115,23503,,,,,115,23510,,,,,115,21507,,,,,115,23403,,,,,,,,,,,,
10077,s==2|78,1,40|126,,116,21505,,,,,116,23503,,,,,116,23510,,,,,116,21507,,,,,116,23403,,,,,,,,,,,,
10078,s==2|79,1,40|127,,117,21505,,,,,117,23503,,,,,117,23510,,,,,117,21507,,,,,117,23403,,,,,,,,,,,,
10079,s==2|80,1,40|128,,118,21505,,,,,118,23503,,,,,118,23510,,,,,118,21507,,,,,118,23403,,,,,,,,,,,,
10080,s==2|81,1,40|129,,119,21505,,,,,119,23503,,,,,119,23510,,,,,119,21507,,,,,119,23403,,,,,,,,,,,,
10081,s==2|82,1,40|130,,120,21505,,,,,120,23503,,,,,120,23510,,,,,120,21507,,,,,120,23403,,,,,,,,,,,,
10082,s==2|83,1,40|131,,121,21505,,,,,121,23503,,,,,121,23510,,,,,121,21507,,,,,121,23403,,,,,,,,,,,,
10083,s==2|84,1,40|132,,122,21505,,,,,122,23503,,,,,122,23510,,,,,122,21507,,,,,122,23403,,,,,,,,,,,,
10084,s==2|85,1,40|133,,123,21505,,,,,123,23503,,,,,123,23510,,,,,123,21507,,,,,123,23403,,,,,,,,,,,,
10085,s==2|86,1,40|134,,124,21505,,,,,124,23503,,,,,124,23510,,,,,124,21507,,,,,124,23403,,,,,,,,,,,,
10086,s==2|87,1,40|135,,125,21505,,,,,125,23503,,,,,125,23510,,,,,125,21507,,,,,125,23403,,,,,,,,,,,,
10087,s==2|88,1,40|136,,126,21505,,,,,126,23503,,,,,126,23510,,,,,126,21507,,,,,126,23403,,,,,,,,,,,,
10088,s==2|89,1,40|137,,127,21505,,,,,127,23503,,,,,127,23510,,,,,127,21507,,,,,127,23403,,,,,,,,,,,,
10089,s==2|90,1,40|138,,128,21505,,,,,128,23503,,,,,128,23510,,,,,128,21507,,,,,128,23403,,,,,,,,,,,,
10090,s==2|91,1,40|139,,129,21505,,,,,129,23503,,,,,129,23510,,,,,129,21507,,,,,129,23403,,,,,,,,,,,,
10091,s==2|92,1,40|140,,130,21505,,,,,130,23503,,,,,130,23510,,,,,130,21507,,,,,130,23403,,,,,,,,,,,,
10092,s==2|93,1,40|141,,131,21505,,,,,131,23503,,,,,131,23510,,,,,131,21507,,,,,131,23403,,,,,,,,,,,,
10093,s==2|94,1,40|142,,132,21505,,,,,132,23503,,,,,132,23510,,,,,132,21507,,,,,132,23403,,,,,,,,,,,,
10094,s==2|95,1,40|143,,133,21505,,,,,133,23503,,,,,133,23510,,,,,133,21507,,,,,133,23403,,,,,,,,,,,,
10095,s==2|96,1,40|144,,134,21505,,,,,134,23503,,,,,134,23510,,,,,134,21507,,,,,134,23403,,,,,,,,,,,,
10096,s==2|97,1,40|145,,135,21505,,,,,135,23503,,,,,135,23510,,,,,135,21507,,,,,135,23403,,,,,,,,,,,,
10097,s==2|98,1,40|146,,136,21505,,,,,136,23503,,,,,136,23510,,,,,136,21507,,,,,136,23403,,,,,,,,,,,,
10098,s==2|99,1,40|147,,137,21505,,,,,137,23503,,,,,137,23510,,,,,137,21507,,,,,137,23403,,,,,,,,,,,,
10099,s==3|100,1,40|148,,138,21505,,,,,138,23503,,,,,138,23510,,,,,138,21507,,,,,138,23403,,,,,,,,,,,,
10100,s==3|101,1,40|149,,139,21505,,,,,139,23503,,,,,139,23510,,,,,139,21507,,,,,139,23403,,,,,,,,,,,,
10101,s==3|102,1,40|150,,140,21505,,,,,140,23503,,,,,140,23510,,,,,140,21507,,,,,140,23403,,,,,,,,,,,,
10102,s==3|103,1,40|151,,141,21505,,,,,141,23503,,,,,141,23510,,,,,141,21507,,,,,141,23403,,,,,,,,,,,,
10103,s==3|104,1,40|152,,142,21505,,,,,142,23503,,,,,142,23510,,,,,142,21507,,,,,142,23403,,,,,,,,,,,,
10104,s==3|105,1,40|153,,143,21505,,,,,143,23503,,,,,143,23510,,,,,143,21507,,,,,143,23403,,,,,,,,,,,,
10105,s==3|106,1,40|154,,144,21505,,,,,144,23503,,,,,144,23510,,,,,144,21507,,,,,144,23403,,,,,,,,,,,,
10106,s==3|107,1,40|155,,145,21505,,,,,145,23503,,,,,145,23510,,,,,145,21507,,,,,145,23403,,,,,,,,,,,,
10107,s==3|108,1,40|156,,146,21505,,,,,146,23503,,,,,146,23510,,,,,146,21507,,,,,146,23403,,,,,,,,,,,,
10108,s==3|109,1,40|157,,147,21505,,,,,147,23503,,,,,147,23510,,,,,147,21507,,,,,147,23403,,,,,,,,,,,,
10109,s==3|110,1,40|158,,148,21505,,,,,148,23503,,,,,148,23510,,,,,148,21507,,,,,148,23403,,,,,,,,,,,,
10110,s==3|111,1,40|159,,149,21505,,,,,149,23503,,,,,149,23510,,,,,149,21507,,,,,149,23403,,,,,,,,,,,,
10111,s==3|112,1,40|160,,150,21505,,,,,150,23503,,,,,150,23510,,,,,150,21507,,,,,150,23403,,,,,,,,,,,,
10112,s==3|113,1,40|161,,151,21505,,,,,151,23503,,,,,151,23510,,,,,151,21507,,,,,151,23403,,,,,,,,,,,,
10113,s==3|114,1,40|162,,152,21505,,,,,152,23503,,,,,152,23510,,,,,152,21507,,,,,152,23403,,,,,,,,,,,,
10114,s==3|115,1,40|163,,153,21505,,,,,153,23503,,,,,153,23510,,,,,153,21507,,,,,153,23403,,,,,,,,,,,,
10115,s==3|116,1,40|164,,154,21505,,,,,154,23503,,,,,154,23510,,,,,154,21507,,,,,154,23403,,,,,,,,,,,,
10116,s==3|117,1,40|165,,155,21505,,,,,155,23503,,,,,155,23510,,,,,155,21507,,,,,155,23403,,,,,,,,,,,,
10117,s==3|118,1,40|166,,156,21505,,,,,156,23503,,,,,156,23510,,,,,156,21507,,,,,156,23403,,,,,,,,,,,,
10118,s==3|119,1,40|167,,157,21505,,,,,157,23503,,,,,157,23510,,,,,157,21507,,,,,157,23403,,,,,,,,,,,,
10119,s==3|120,1,40|168,,158,21505,,,,,158,23503,,,,,158,23510,,,,,158,21507,,,,,158,23403,,,,,,,,,,,,
10120,s==3|121,1,40|169,,159,21505,,,,,159,23503,,,,,159,23510,,,,,159,21507,,,,,159,23403,,,,,,,,,,,,
10121,s==3|122,1,40|170,,160,21505,,,,,160,23503,,,,,160,23510,,,,,160,21507,,,,,160,23403,,,,,,,,,,,,
10122,s==3|123,1,40|171,,161,21505,,,,,161,23503,,,,,161,23510,,,,,161,21507,,,,,161,23403,,,,,,,,,,,,
10123,s==3|124,1,40|172,,162,21505,,,,,162,23503,,,,,162,23510,,,,,162,21507,,,,,162,23403,,,,,,,,,,,,
10124,s==3|125,1,40|173,,163,21505,,,,,163,23503,,,,,163,23510,,,,,163,21507,,,,,163,23403,,,,,,,,,,,,
10125,,2,10|30,,,,,,,,,,,,,,,,,,,,3,25504,,,,,3,21502,,,,,,,,,,,1005,
10126,,2,10|30,,,,,,,,,,,,,,1,23502,,,,,3,22405,,,,,3,21401,,,,,,,,,,,1010,
10127,,2,10|30,,,,,,,,,,,,,,,,,,,,8,23506,,,,,22,21503,,,,,,,,,,,1015,
10128,,2,10|30,,,,,,,,,,,,,,,,,,,,15,22502,,,,,22,23506,,,,,,,,,,,1020,
10129,,2,10|30,,,,,,,,14,21501,,,,,1,22402,,,,,14,22403,,,,,1,21301,,,,,,,,,,,1025,
10130,,2,10|30,,,,,,,,3,23503,,,,,10,21403,,,,,6,24403,,,,,18,22301,,,,,,,,,,,1030,
10131,,2,10|30,,,,,,,,,,,,,,,,,,,,24,23301,,,,,30,21507,,,,,,,,,,,1035,
10132,,2,10|30,,,,,,,,6,25507,,,,,13,24404,,,,,10,23403,,,,,10,22301,,,,,,,,,,,1040,
10133,,2,10|30,,,,,,,,,,,,,,6,21505,,,,,17,21403,,,,,30,23402,,,,,,,,,,,1045,
10134,,2,10|30,,,,,,,,,,,,,,21,21507,,,,,5,23401,,,,,30,24301,,,,,,,,,,,1050,
10135,,2,10|30,,,,,,,,,,,,,,18,25513,,,,,19,22403,,,,,21,22301,,,,,,,,,,,1055,
10136,,2,10|30,,,,,,,,,,,,,,18,22511,,,,,26,25402,,,,,16,21401,,,,,,,,,,,1060,
10137,,2,10|30,,,,,,,,22,22507,,,,,10,25403,,,,,29,21404,,,,,4,21401,,,,,,,,,,,1065,
10138,,2,10|30,,,,,,,,27,25501,,,,,5,23403,,,,,27,21404,,,,,15,25301,,,,,,,,,,,1070,
10139,,2,10|30,,10,23402,,,,,26,22507,,,,,1,21404,,,,,1,21403,,,,,21,22508,,,,,,,,,,,1075,
10140,,2,10|30,,,,,,,,,,,,,,,,,,,,34,22507,,,,,60,22508,,,,,,,,,,,1080,
10141,,2,10|30,,9,24510,,,,,20,25510,,,,,17,25501,,,,,30,21402,,,,,28,25403,,,,,,,,,,,1085,
10142,,2,10|30,,39,25513,,,,,14,25501,,,,,9,22401,,,,,9,23404,,,,,27,25403,,,,,,,,,,,1090,
10143,,2,10|30,,6,22507,,,,,30,23402,,,,,1,22402,,,,,1,21403,,,,,60,22510,,,,,,,,,,,1095,
10144,,2,10|30,,52,23510,,,,,8,23402,,,,,8,24506,,,,,14,22405,,,,,18,24404,,,,,,,,,,,1100,
10145,,2,10|30,,44,24501,,,,,7,21507,,,,,26,21504,,,,,5,23403,,,,,25,22404,,,,,,,,,,,1105,
10146,,2,10|30,,34,23506,,,,,29,21501,,,,,8,25507,,,,,28,21404,,,,,19,22404,,,,,,,,,,,1110,
10147,,2,10|30,,30,22507,,,,,10,23402,,,,,30,22508,,,,,1,21403,,,,,60,21404,,,,,,,,,,,1115,
10148,,2,10|30,,32,23513,,,,,29,22501,,,,,25,24513,,,,,21,23404,,,,,22,22403,,,,,,,,,,,1120,
10149,,2,10|30,,92,24510,,,,,10,25509,,,,,3,25503,,,,,8,23402,,,,,16,22404,,,,,,,,,,,1125,
10150,,2,10|30,,47,22507,,,,,31,23402,,,,,34,22508,,,,,23,21403,,,,,30,21404,,,,,,,,,,,1130,
10151,,2,10|30,,90,25509,,,,,15,24501,,,,,28,22508,,,,,18,24404,,,,,4,24401,,,,,,,,,,,1135,
10152,,2,10|30,,95,25503,,,,,6,24501,,,,,23,21510,,,,,23,23404,,,,,8,21404,,,,,,,,,,,1140,
10153,,2,10|30,,97,25510,,,,,16,21504,,,,,24,23513,,,,,8,22404,,,,,8,21403,,,,,,,,,,,1145,
10154,,2,10|30,,9,22507,,,,,80,25503,,,,,1,21502,,,,,41,21508,,,,,20,22508,,,,,,,,,,,1150,
10155,,2,10|30,,32,24510,,,,,31,25506,,,,,36,21507,,,,,60,22405,,,,,34,21403,,,,,,,,,,,1155,
10156,,2,10|30,,31,22504,,,,,35,22505,,,,,52,24503,,,,,40,24404,,,,,34,23404,,,,,,,,,,,1160,
10157,,2,10|30,,34,22502,,,,,45,23508,,,,,41,22504,,,,,37,24404,,,,,36,25402,,,,,,,,,,,1165,
10158,,2,10|30,,36,21508,,,,,37,21405,,,,,43,25507,,,,,47,21402,,,,,43,24404,,,,,,,,,,,1170,
10159,,2,10|30,,32,23404,,,,,38,23402,,,,,50,22508,,,,,50,22507,,,,,50,21403,,,,,,,,,,,1175,
10160,,2,31|40,,52,23503,,,,,34,22509,,,,,38,23510,,,,,37,23403,,,,,49,25402,,,,,,,,,,,1180,
10161,,2,31|40,,44,24502,,,,,46,25507,,,,,42,21508,,,,,33,23403,,,,,47,21404,,,,,,,,,,,1185,
10162,,2,31|40,,48,21508,,,,,38,23405,,,,,45,25510,,,,,36,22402,,,,,49,24401,,,,,,,,,,,1190,
10163,,2,31|40,,42,22508,,,,,52,25506,,,,,40,24513,,,,,38,25404,,,,,41,25402,,,,,,,,,,,1195,
10164,,2,31|40,,41,25401,,,,,50,23508,,,,,46,22502,,,,,48,24404,,,,,35,23404,,,,,,,,,,,1200,
10165,,2,31|40,,36,25507,,,,,47,24508,,,,,54,22508,,,,,31,21403,,,,,49,25404,,,,,,,,,,,1205,
10166,,2,31|40,,40,23503,,,,,40,21507,,,,,52,25510,,,,,58,25402,,,,,32,23402,,,,,,,,,,,1210,
10167,,2,31|40,,47,21504,,,,,53,23504,,,,,35,25507,,,,,54,23401,,,,,39,21403,,,,,,,,,,,1215,
10168,,2,31|40,,44,25507,,,,,58,24503,,,,,44,25501,,,,,33,23401,,,,,44,21402,,,,,,,,,,,1220,
10169,,2,31|40,,47,23504,,,,,45,23502,,,,,46,25501,,,,,38,23403,,,,,59,22405,,,,,,,,,,,1225,
10170,,2,31|40,,38,25510,,,,,41,22501,,,,,58,22510,,,,,36,22403,,,,,57,24404,,,,,,,,,,,1230,
10171,,2,31|40,,43,24508,,,,,59,21507,,,,,42,25510,,,,,35,21402,,,,,59,25404,,,,,,,,,,,1235,
10172,,2,31|40,,58,24508,,,,,36,21504,,,,,57,21510,,,,,54,23402,,,,,39,25403,,,,,,,,,,,1240,
10173,,2,31|40,,52,23510,,,,,53,25507,,,,,48,23503,,,,,40,22402,,,,,51,23403,,,,,,,,,,,1245,
10174,,2,31|40,,48,22505,,,,,46,24503,,,,,59,24501,,,,,52,23403,,,,,39,22402,,,,,,,,,,,1250,
10175,,2,31|40,,53,22505,,,,,41,23506,,,,,43,24503,,,,,52,22405,,,,,58,24404,,,,,,,,,,,1255,
10176,,2,31|40,,45,25510,,,,,59,24508,,,,,52,22508,,,,,52,21404,,,,,38,25403,,,,,,,,,,,1260,
10177,,2,31|40,,55,22507,,,,,33,23405,,,,,72,22508,,,,,30,23503,,,,,36,22505,,,,,,,,,,,1265,
10178,,2,31|40,,58,22509,,,,,48,24506,,,,,59,22507,,,,,56,21403,,,,,45,21404,,,,,,,,,,,1270,
10179,,2,31|40,,55,21510,,,,,60,21508,,,,,45,24513,,,,,57,23401,,,,,51,21402,,,,,,,,,,,1275,
10180,,2,31|40,,52,22507,,,,,52,22501,,,,,51,22508,,,,,57,23402,,,,,50,23504,,,,,,,,,,,1280,
10181,,2,31|40,,50,22507,,,,,50,23405,,,,,50,22508,,,,,54,25513,,,,,50,22501,,,,,,,,,,,1285,
10182,,2,31|40,,65,23502,,,,,66,24503,,,,,71,25506,,,,,62,22405,,,,,65,23402,,,,,,,,,,,1290,
10183,,2,41|60,,65,22502,,,,,70,25510,,,,,67,22401,,,,,62,22403,,,,,74,25403,,,,,,,,,,,1295,
10184,,2,41|60,,68,21505,,,,,67,24501,,,,,67,25501,,,,,75,21403,,,,,68,24404,,,,,,,,,,,1300,
10185,,2,41|60,,78,24504,,,,,63,21504,,,,,68,21508,,,,,85,23402,,,,,62,23403,,,,,,,,,,,1305,
10186,,2,41|60,,63,21502,,,,,81,21405,,,,,67,22509,,,,,83,23401,,,,,61,22402,,,,,,,,,,,1310,
10187,,2,41|60,,62,24513,,,,,63,22501,,,,,62,21510,,,,,84,24401,,,,,86,21403,,,,,,,,,,,1315,
10188,,2,41|60,,78,23405,,,,,71,24513,,,,,62,21501,,,,,88,23403,,,,,70,21404,,,,,,,,,,,1320,
10189,,2,41|60,,76,22505,,,,,77,23504,,,,,79,21508,,,,,79,22403,,,,,62,22404,,,,,,,,,,,1325,
10190,,2,41|60,,64,22502,,,,,87,21503,,,,,64,25507,,,,,62,24401,,,,,87,23401,,,,,,,,,,,1330,
10191,,2,41|60,,68,21503,,,,,89,24503,,,,,66,24504,,,,,67,24401,,,,,77,21404,,,,,,,,,,,1335,
10192,,2,41|60,,69,23507,,,,,75,23508,,,,,75,24504,,,,,87,24403,,,,,76,25402,,,,,,,,,,,1340,
10193,,2,41|60,,79,24510,,,,,62,22511,,,,,70,25509,,,,,85,23404,,,,,85,23402,,,,,,,,,,,1345,
10194,,2,41|60,,70,24510,,,,,74,22502,,,,,70,23510,,,,,87,22404,,,,,85,23401,,,,,,,,,,,1350,
10195,,2,41|60,,64,22510,,,,,73,25507,,,,,85,25509,,,,,88,21403,,,,,76,25404,,,,,,,,,,,1355,
10196,,2,41|60,,81,24503,,,,,72,24508,,,,,64,23503,,,,,79,22502,,,,,68,24404,,,,,,,,,,,1360,
10197,,2,41|60,,71,21502,,,,,84,23513,,,,,64,24506,,,,,89,22403,,,,,86,23402,,,,,,,,,,,1365,
