id,name,buffDetail,lv,type,funcType,force,startRound,coolDown,skillIndex,mainEffect,effects%1,effects%2,effects%3,effects%4,effects%5,effects%6,effects%7,effects%8,effects%9,effects%10,effects%11,icon,armatureId,animation,posType,posTypex,posTypey,isBlack,blackTimes,isEnergyStorage,sound,soundwait,flyShotType,flyProp,scenePosType,sceneArmatureId,sceneAnimation,sceneNoMirror,sceneBackArmatureId,sceneBackAnimation,sceneBackNoMirror,sceneMaxArmatureId,sceneMaxAnimation,sceneMaxNoMirror,skillIconHint,lastSkillid,nextSkillid,replaceSkillRate,replaceSkillId,index,palaceSkill,job,skillId,
5056,s==4|整军饬武,s==17|50512|50516|50518,6,2,,,2,4,2,1,50569,50562,50564,50566,50568,50561,50563,50565,50567,,,5051001,30071003,s==8|skill1_3,1,,,1,1.5,,3007122,,,,,,,,,,,,,,,,5057,,,,,,,
5057,s==4|整军饬武,s==17|50512|50516|50518,7,2,,,2,4,2,1,50579,50572,50574,50576,50578,50571,50573,50575,50577,,,5051001,30071003,s==8|skill1_3,1,,,1,1.5,,3007122,,,,,,,,,,,,,,,,5058,,,,,,,
5058,s==4|整军饬武,s==17|50512|50516|50518,8,2,,,2,4,2,1,50589,50582,50584,50586,50588,50581,50583,50585,50587,,,5051001,30071003,s==8|skill1_3,1,,,1,1.5,,3007122,,,,,,,,,,,,,,,,5059,,,,,,,
5059,s==4|整军饬武,s==17|50512|50516|50518,9,2,,,2,4,2,1,50599,50592,50594,50596,50598,50591,50593,50595,50597,,,5051001,30071003,s==8|skill1_3,1,,,1,1.5,,3007122,,,,,,,,,,,,,,,,,,,,,,,
5061,s==4|兵无常型,s==23|50611|50612|50613|50614,1,3,,,,,,,50611,,,,,,,,,,,5061001,30071004,s==8|skill1_4,1,,,1,1.5,,3007142,,,,,,,,,,,,,,,,5062,,,,,,,
5062,s==4|兵无常型,s==23|50611|50612|50613|50614,2,3,,,,,,,50621,,,,,,,,,,,5061001,30071004,s==8|skill1_4,1,,,1,1.5,,3007142,,,,,,,,,,,,,,,,5063,,,,,,,
5063,s==4|兵无常型,s==23|50611|50612|50613|50614,3,3,,,,,,,50631,,,,,,,,,,,5061001,30071004,s==8|skill1_4,1,,,1,1.5,,3007142,,,,,,,,,,,,,,,,5064,,,,,,,
5064,s==4|兵无常型,s==23|50611|50612|50613|50614,4,3,,,,,,,50641,,,,,,,,,,,5061001,30071004,s==8|skill1_4,1,,,1,1.5,,3007142,,,,,,,,,,,,,,,,5065,,,,,,,
5065,s==4|兵无常型,s==23|50611|50612|50613|50614,5,3,,,,,,,50651,,,,,,,,,,,5061001,30071004,s==8|skill1_4,1,,,1,1.5,,3007142,,,,,,,,,,,,,,,,5066,,,,,,,
5066,s==4|兵无常型,s==23|50611|50612|50613|50614,6,3,,,,,,,50661,,,,,,,,,,,5061001,30071004,s==8|skill1_4,1,,,1,1.5,,3007142,,,,,,,,,,,,,,,,5067,,,,,,,
5067,s==4|兵无常型,s==23|50611|50612|50613|50614,7,3,,,,,,,50671,,,,,,,,,,,5061001,30071004,s==8|skill1_4,1,,,1,1.5,,3007142,,,,,,,,,,,,,,,,5068,,,,,,,
5068,s==4|兵无常型,s==23|50611|50612|50613|50614,8,3,,,,,,,50681,,,,,,,,,,,5061001,30071004,s==8|skill1_4,1,,,1,1.5,,3007142,,,,,,,,,,,,,,,,5069,,,,,,,
5069,s==4|兵无常型,s==23|50611|50612|50613|50614,9,3,,,,,,,50691,,,,,,,,,,,5061001,30071004,s==8|skill1_4,1,,,1,1.5,,3007142,,,,,,,,,,,,,,,,,,,,,,,
5071,s==4|纵横决荡,,1,2,3,,1,4,2,1,50711,50112,,,,,,,,,,5011001,30071006,s==8|skill2_2,6,-100,50,1,1.5,,3007121,,,,,,,,,,,300710061,s==8|skill2_2,,,,5072,,,,,,,
5072,s==4|纵横决荡,,2,2,3,,1,4,2,1,50721,50122,,,,,,,,,,5011001,30071006,s==8|skill2_2,6,-100,50,1,1.5,,3007121,,,,,,,,,,,300710061,s==8|skill2_2,,,,5073,,,,,,,
5073,s==4|纵横决荡,,3,2,3,,1,4,2,1,50731,50132,,,,,,,,,,5011001,30071006,s==8|skill2_2,6,-100,50,1,1.5,,3007121,,,,,,,,,,,300710061,s==8|skill2_2,,,,5074,,,,,,,
5074,s==4|纵横决荡,,4,2,3,,1,4,2,1,50741,50142,,,,,,,,,,5011001,30071006,s==8|skill2_2,6,-100,50,1,1.5,,3007121,,,,,,,,,,,300710061,s==8|skill2_2,,,,5075,,,,,,,
5075,s==4|纵横决荡,,5,2,3,,1,4,2,1,50751,50152,,,,,,,,,,5011001,30071006,s==8|skill2_2,6,-100,50,1,1.5,,3007121,,,,,,,,,,,300710061,s==8|skill2_2,,,,5076,,,,,,,
5076,s==4|纵横决荡,,6,2,3,,1,4,2,1,50761,50162,,,,,,,,,,5011001,30071006,s==8|skill2_2,6,-100,50,1,1.5,,3007121,,,,,,,,,,,300710061,s==8|skill2_2,,,,5077,,,,,,,
5077,s==4|纵横决荡,,7,2,3,,1,4,2,1,50771,50172,,,,,,,,,,5011001,30071006,s==8|skill2_2,6,-100,50,1,1.5,,3007121,,,,,,,,,,,300710061,s==8|skill2_2,,,,5078,,,,,,,
5078,s==4|纵横决荡,,8,2,3,,1,4,2,1,50781,50182,,,,,,,,,,5011001,30071006,s==8|skill2_2,6,-100,50,1,1.5,,3007121,,,,,,,,,,,300710061,s==8|skill2_2,,,,5079,,,,,,,
5079,s==4|纵横决荡,,9,2,3,,1,4,2,1,50791,50192,,,,,,,,,,5011001,30071006,s==8|skill2_2,6,-100,50,1,1.5,,3007121,,,,,,,,,,,300710061,s==8|skill2_2,,,,,,,,,,,
5081,s==4|贯虹惊天,s==23|50412|50414|50416|50419,1,2,,,2,4,2,1,50811,50813,50815,50817,50910,50412,50414,50416,50418,50419,,5041001,30071005,s==8|skill2_1,2,-180,,1,1.5,,3007141,,,,,,,,,,,,,,,,5082,,,,,,,
5082,s==4|贯虹惊天,s==23|50412|50414|50416|50419,2,2,,,2,4,2,1,50821,50823,50825,50827,50920,50422,50424,50426,50418,50429,,5041001,30071005,s==8|skill2_1,2,-180,,1,1.5,,3007141,,,,,,,,,,,,,,,,5083,,,,,,,
5083,s==4|贯虹惊天,s==23|50412|50414|50416|50419,3,2,,,2,4,2,1,50831,50833,50835,50837,50930,50432,50434,50436,50418,50439,,5041001,30071005,s==8|skill2_1,2,-180,,1,1.5,,3007141,,,,,,,,,,,,,,,,5084,,,,,,,
5084,s==4|贯虹惊天,s==23|50412|50414|50416|50419,4,2,,,2,4,2,1,50841,50843,50845,50847,50940,50442,50444,50446,50418,50449,,5041001,30071005,s==8|skill2_1,2,-180,,1,1.5,,3007141,,,,,,,,,,,,,,,,5085,,,,,,,
5085,s==4|贯虹惊天,s==23|50412|50414|50416|50419,5,2,,,2,4,2,1,50851,50853,50855,50857,50950,50452,50454,50456,50418,50459,,5041001,30071005,s==8|skill2_1,2,-180,,1,1.5,,3007141,,,,,,,,,,,,,,,,5086,,,,,,,
5086,s==4|贯虹惊天,s==23|50412|50414|50416|50419,6,2,,,2,4,2,1,50861,50863,50865,50867,50960,50462,50464,50466,50418,50469,,5041001,30071005,s==8|skill2_1,2,-180,,1,1.5,,3007141,,,,,,,,,,,,,,,,5087,,,,,,,
5087,s==4|贯虹惊天,s==23|50412|50414|50416|50419,7,2,,,2,4,2,1,50871,50873,50875,50877,50970,50472,50474,50476,50418,50479,,5041001,30071005,s==8|skill2_1,2,-180,,1,1.5,,3007141,,,,,,,,,,,,,,,,5088,,,,,,,
5088,s==4|贯虹惊天,s==23|50412|50414|50416|50419,8,2,,,2,4,2,1,50881,50883,50885,50887,50980,50482,50484,50486,50418,50489,,5041001,30071005,s==8|skill2_1,2,-180,,1,1.5,,3007141,,,,,,,,,,,,,,,,5089,,,,,,,
5089,s==4|贯虹惊天,s==23|50412|50414|50416|50419,9,2,,,2,4,2,1,50891,50893,50895,50897,50990,50492,50494,50496,50418,50499,,5041001,30071005,s==8|skill2_1,2,-180,,1,1.5,,3007141,,,,,,,,,,,,,,,,,,,,,,,
10001,s==4|普通攻击,,1,2,,,,,1,1,100,30001,,,,,,,,,,100101,,s==3|atk,1,,,,,,,,1,10113,,,,,,,,,,,,,,,,,,,,
10002,s==4|普通攻击,,1,2,,,,,1,1,101,30002,,,,,,,,,,100101,,s==3|atk,1,,,,,,,,1,10111,,,,,,,,,,,,,,,,,,,,
10010,s==8|普通攻击（近战）,,1,2,,,,,1,1,10110,,,,,,,,,,,,,s==3|atk,2,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10011,s==8|普通攻击（远程）,,1,2,,,,,1,1,10111,,,,,,,,,,,,,s==3|atk,1,,,,,,,,1,10011,,,,,,,,,,,,,,,,,,,,
10040,s==4|4级激活,,4,3,,,,,,,100401,,,,,,,,,,,100102,,,,,,,,,,,,,,10000,s==15|effect_skill1_1,,10000,s==15|effect_skill1_2,,,,,,10040,10040,,,,,,,
10080,s==4|8级激活,,8,3,,,,,,,100801,,,,,,,,,,,100102,,,,,,,,,,,,,,,,,,,,,,,,10080,10080,,,,,,,
10111,s==4|龙战于野,,1,2,,,1,4,2,1,101,30001,,,,,,,,,,100101,,s==6|skill1,1,,,,,,,,1,10111,,,,,,,,,,,,,,,,,,,,
10112,s==4|战龙之魂,,1,1,,,,,2,1,101,30001,,,,,,,,,,100102,,,,,,,,,,,1,10112,,,,,,,,,,,s==15|big_chixiaojian,,,,,,,,,
10113,s==4|逆鳞反击,,1,2,,,2,4,2,1,102,30002,,,,,,,,,,100103,,s==6|skill2,1,,,,,,,,1,10112,,,,,,,,,,,,,,,,,,,,
10114,s==4|神龙摆尾,,1,1,,,,,2,1,103,30001,,,,,,,,,,100104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10115,s==4|龙战于野,,1,2,,,1,4,2,1,100,30001,,,,,,,,,,100103,,s==6|skill1,2,,,,,,,,,,5,3000,s==9|skill_eff,,,,,,,,,,,,,,,,,
10120,s==5|12级激活,,12,3,,,,,,,101201,,,,,,,,,,,100102,,,,,,,,,,,,,,,,,,,,,,,,10120,10120,,,,,,,
10121,s==4|龙战于野,,2,2,,,1,4,2,1,102,30002,,,,,,,,,,100101,,s==6|skill1,2,,,,,,,,1,10113,,,,,,,,,,,,,,,,,,,,
10122,s==4|战龙之魂,,2,1,,,,,2,1,102,30002,,,,,,,,,,100102,,,,,,,,,,,,,,,,,,,,,,,s==15|big_chixiaojian,,,,,,,,,
10123,s==4|逆鳞反击,,2,2,,,2,4,2,1,102,30001,,,,,,,,,,100103,,s==6|skill2,2,,,,,,,,1,10113,,,,,,,,,,,,,,,,,,,,
10124,s==4|神龙摆尾,,2,1,,,,,2,1,102,30002,,,,,,,,,,100104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10125,s==4|战龙之魂,,1,1,,,,,2,1,100,30001,,,,,,,,,,100104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10131,s==4|龙战于野,,3,1,,,,,2,1,102,30001,,,,,,,,,,100101,,s==6|skill1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10132,s==4|战龙之魂,,3,1,,,,,2,1,102,30001,,,,,,,,,,100102,,,,,,,,,,,,,,,,,,,,,,,s==15|big_chixiaojian,,,,,,,,,
10133,s==4|逆鳞反击,,3,1,,,,,2,1,101,30001,,,,,,,,,,100103,,s==6|skill2,1,,,,,,,,1,10111,,,,,,,,,,,,,,,,,,,,
10134,s==4|神龙摆尾,,3,1,,,,,2,1,101,30001,,,,,,,,,,100104,,,,,,,,,,,1,10113,,,,,,,,,,,,,,,,,,,,
10135,s==4|逆鳞反击,,2,2,,,2,4,2,1,100,30002,,,,,,,,,,100101,,s==6|skill2,6,,,,,,,,,,5,3000,s==9|skill_eff,,,,,,,,,,,,,,,,,
10141,s==4|龙战于野,,4,1,,,,,2,1,101,30002,,,,,,,,,,100101,,s==6|skill1,5,,,,,,,,1,10111,,,,,,,,,,,,,,,,,,,,
10142,s==4|战龙之魂,,4,1,,,,,2,1,101,30002,,,,,,,,,,100102,,,,,,,,,,,1,10113,,,,,,,,,,,s==15|big_chixiaojian,,,,,,,,,
10143,s==4|逆鳞反击,,4,1,,,,,2,1,101,30002,,,,,,,,,,100103,,s==6|skill2,2,,,,,,,,1,10111,,,,,,,,,,,,,,,,,,,,
10144,s==4|神龙摆尾,,4,1,,,,,2,1,101,30002,,,,,,,,,,100104,,,,,,,,,,,1,10113,,,,,,,,,,,,,,,,,,,,
10151,s==4|龙战于野,,5,1,,,,,2,1,103,30001,,,,,,,,,,100101,,s==6|skill1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10152,s==4|战龙之魂,,5,1,,,,,2,1,103,30001,,,,,,,,,,100102,,,,,,,,,,,1,10112,,,,,,,,,,,,,,,,,,,,
10153,s==4|逆鳞反击,,5,1,,,,,2,,103,30001,,,,,,,,,,100103,,s==6|skill2,1,,,,,,,,1,10111,,,,,,,,,,,,,,,,,,,,
10154,s==4|神龙摆尾,,5,1,,,,,2,,101,30001,,,,,,,,,,100104,,,,,,,,,,,1,10113,,,,,,,,,,,,,,,,,,,,
10155,s==4|神龙摆尾,,2,1,,,,,2,1,100,30001,,,,,,,,,,100102,,,,,,,,,,,,,,,,,,,,,,,s==15|big_chixiaojian,,,,,,,,,
10181,s==4|龙战于野,,2,1,,,,,2,1,102,30002,,,,,,,,,,100103,,,,,,,,,,,1,10113,,,,,,,,,,,,,,,,,,,,
10182,s==4|战龙之魂,,2,1,,,,,2,1,101,30002,,,,,,,,,,100104,,,,,,,,,,,1,10111,,,,,,,,,,,,,,,,,,,,
10183,s==4|逆鳞反击,,3,1,,,,,2,1,103,30002,,,,,,,,,,100101,,,,,,,,,,,1,10111,,,,,,,,,,,,,,,,,,,,
10184,s==4|神龙摆尾,,3,1,,,,,2,1,103,30002,,,,,,,,,,100102,,,,,,,,,,,1,10113,,,,,,,,,,,s==15|big_chixiaojian,,,,,,,,,
10185,s==4|龙战于野,,3,1,,,,,2,1,101,30001,,,,,,,,,,100103,,,,,,,,,,,1,10112,,,,,,,,,,,,,,,,,,,,
20010,s==5|测试-点燃,,3,1,,,,,2,1,101,30002,,,,,,,,,,100103,,,,,,,,,,,1,10112,,,,,,,,,,,,,,,,,,,,
20040,s==4|4级激活,,4,3,,,,,,,200401,,,,,,,,,,,100102,,,,,,,,,,,,,,,,,,,,,,,,20040,20040,,,,,,,
20080,s==4|8级激活,,8,3,,,,,,,200801,,,,,,,,,,,100102,,,,,,,,,,,,,,,,,,,,,,,,20080,20080,,,,,,,
20120,s==5|12级激活,,12,3,,,,,,,201201,,,,,,,,,,,100102,,,,,,,,,,,,,,,,,,,,,,,,20120,20120,,,,,,,
