id,dateStart,dateEnd,stageStart,stageEnd,stage,rechargeNum,rewards-type-1,rewards-id-1,rewards-value-1,rewards-type-2,rewards-id-2,rewards-value-2,rewards-type-3,rewards-id-3,rewards-value-3,
36,15,30,7,9,3,200,2,1004,3,2,1003,6,2,1006,2000,
37,15,30,7,9,3,500,2,1516,1,2,1029,40,2,1006,5000,
38,15,30,7,9,3,1000,2,1105,10,2,1003,15,2,1006,8000,
39,15,30,7,9,3,2000,2,1176,2,2,3014,50,2,1006,20000,
40,15,30,7,9,3,5000,2,6677,1,2,3014,50,2,1463,5,
41,15,30,7,9,3,10000,2,6674,1,2,3014,100,2,1463,10,
42,15,30,7,9,3,20000,2,6675,1,2,3014,100,2,1527,2,
43,31,60,1,3,1,200,2,1004,3,2,1003,6,2,1006,2000,
44,31,60,1,3,1,500,2,1516,1,2,1029,40,2,1006,5000,
45,31,60,1,3,1,1000,2,1761,1,2,1003,15,2,1006,8000,
46,31,60,1,3,1,2000,2,1761,2,2,1076,4,2,1006,20000,
47,31,60,1,3,1,5000,2,6677,1,2,1076,8,2,1073,4,
48,31,60,1,3,1,10000,2,6674,1,2,1076,10,2,1073,8,
49,31,60,1,3,1,20000,2,6675,1,2,1076,10,2,1073,12,
50,31,60,4,6,2,200,2,1004,3,2,1003,6,2,2074,3,
51,31,60,4,6,2,500,2,1516,1,2,1029,40,2,2074,8,
52,31,60,4,6,2,1000,2,1468,1,2,1003,15,2,2074,16,
53,31,60,4,6,2,2000,2,1468,2,2,14701,1,2,2074,24,
54,31,60,4,6,2,5000,2,6677,1,2,14701,1,2,2074,36,
55,31,60,4,6,2,10000,2,6674,1,2,14701,2,2,2074,50,
56,31,60,4,6,2,20000,2,6675,1,2,14701,4,2,2074,80,
57,31,60,7,9,3,200,2,1004,3,2,1003,6,2,1006,2000,
58,31,60,7,9,3,500,2,1516,1,2,1029,40,2,1006,5000,
59,31,60,7,9,3,1000,2,1105,10,2,1003,15,2,1006,8000,
60,31,60,7,9,3,2000,2,1176,2,2,2097,1,2,1006,20000,
61,31,60,7,9,3,5000,2,6677,1,2,2097,2,2,1463,5,
62,31,60,7,9,3,10000,2,6674,1,2,2097,4,2,1463,10,
63,31,60,7,9,3,20000,2,6675,1,2,2097,8,2,1527,2,
64,61,90,1,3,1,200,2,1004,3,2,1003,6,2,1006,2000,
65,61,90,1,3,1,500,2,1516,1,2,1029,40,2,1006,5000,
66,61,90,1,3,1,1000,2,1761,1,2,1003,15,2,1006,8000,
67,61,90,1,3,1,2000,2,1761,2,2,1509,1,2,1006,20000,
68,61,90,1,3,1,5000,2,6677,1,2,1509,2,2,1020,40,
69,61,90,1,3,1,10000,2,6674,1,2,1509,4,2,1020,60,
70,61,90,1,3,1,20000,2,6675,1,2,1509,8,2,1021,30,
71,61,90,4,6,2,200,2,1004,3,2,1003,6,2,2074,3,
72,61,90,4,6,2,500,2,1516,1,2,1029,40,2,2074,8,
73,61,90,4,6,2,1000,2,1468,1,2,1003,15,2,2074,16,
74,61,90,4,6,2,2000,2,1468,2,2,3014,50,2,2074,24,
75,61,90,4,6,2,5000,2,6677,1,2,3014,50,2,2074,36,
76,61,90,4,6,2,10000,2,6674,1,2,3014,100,2,2074,50,
77,61,90,4,6,2,20000,2,6675,1,2,3014,100,2,2074,80,
78,61,90,7,9,3,200,2,1004,3,2,1003,6,2,2074,3,
79,61,90,7,9,3,500,2,1516,1,2,1029,40,2,2074,8,
80,61,90,7,9,3,1000,2,1105,10,2,1003,15,2,2074,16,
81,61,90,7,9,3,2000,2,1176,2,2,2097,1,2,2074,24,
82,61,90,7,9,3,5000,2,6677,1,2,2097,2,2,1463,5,
83,61,90,7,9,3,10000,2,6674,1,2,2097,4,2,1463,10,
84,61,90,7,9,3,20000,2,6675,1,2,2097,8,2,1527,2,
85,91,121,1,3,1,200,2,1004,3,2,1003,6,2,1006,2000,
86,91,121,1,3,1,500,2,1516,1,2,1029,40,2,1006,5000,
87,91,121,1,3,1,1000,2,1761,1,2,1003,15,2,1006,8000,
88,91,121,1,3,1,2000,2,1761,2,2,1509,1,2,1006,20000,
89,91,121,1,3,1,5000,2,6677,1,2,1509,2,2,1020,40,
90,91,121,1,3,1,10000,2,6674,1,2,1509,4,2,1020,60,
91,91,121,1,3,1,20000,2,6675,1,2,1509,8,2,1021,30,
92,91,121,4,6,2,200,2,1004,3,2,1003,6,2,2074,3,
93,91,121,4,6,2,500,2,1516,1,2,1029,40,2,2074,8,
94,91,121,4,6,2,1000,2,1468,1,2,1003,15,2,2074,16,
95,91,121,4,6,2,2000,2,1468,2,2,3014,50,2,2074,24,
96,91,121,4,6,2,5000,2,6677,1,2,3014,50,2,2074,36,
97,91,121,4,6,2,10000,2,6674,1,2,3014,100,2,2074,50,
98,91,121,4,6,2,20000,2,6675,1,2,3014,100,2,2074,80,
99,91,121,7,9,3,200,2,1004,3,2,1003,6,2,2074,3,
100,91,121,7,9,3,500,2,1516,1,2,1029,40,2,2074,8,
101,91,121,7,9,3,1000,2,1105,10,2,1003,15,2,2074,16,
102,91,121,7,9,3,2000,2,1176,2,2,1286,5,2,2074,24,
103,91,121,7,9,3,5000,2,6677,1,2,1286,10,2,1463,5,
104,91,121,7,9,3,10000,2,6674,1,2,1286,30,2,1463,10,
105,91,121,7,9,3,20000,2,6675,1,2,1286,45,2,1527,2,
106,122,150,1,3,1,200,2,1004,3,2,1003,6,2,1006,2000,
107,122,150,1,3,1,500,2,1516,1,2,1029,40,2,1006,5000,
108,122,150,1,3,1,1000,2,1761,1,2,1003,15,2,1006,8000,
109,122,150,1,3,1,2000,2,1761,2,2,1509,1,2,1006,20000,
110,122,150,1,3,1,5000,2,6677,1,2,1509,2,2,1020,40,
111,122,150,1,3,1,10000,2,8835,1,2,1509,4,2,1020,60,
112,122,150,1,3,1,20000,2,6675,1,2,1509,8,2,1021,30,
113,122,150,4,6,2,200,2,1004,3,2,1003,6,2,2074,3,
114,122,150,4,6,2,500,2,1516,1,2,1029,40,2,2074,8,
115,122,150,4,6,2,1000,2,1468,1,2,1003,15,2,2074,16,
116,122,150,4,6,2,2000,2,1468,2,2,2097,1,2,2074,24,
117,122,150,4,6,2,5000,2,6677,1,2,2097,2,2,2074,36,
118,122,150,4,6,2,10000,2,6674,1,2,2097,4,2,2074,50,
119,122,150,4,6,2,20000,2,6675,1,2,2097,8,2,2074,80,
120,122,150,7,9,3,200,2,1004,3,2,1003,6,2,2074,3,
121,122,150,7,9,3,500,2,1516,1,2,1029,40,2,2074,8,
122,122,150,7,9,3,1000,2,1105,10,2,1003,15,2,2074,16,
123,122,150,7,9,3,2000,2,1176,2,2,1230,5,2,2074,24,
124,122,150,7,9,3,5000,2,6677,1,2,1230,10,2,1463,5,
125,122,150,7,9,3,10000,2,6674,1,2,1230,30,2,1463,10,
126,122,150,7,9,3,20000,2,6675,1,2,1230,45,2,1527,2,
127,151,-1,1,3,1,200,2,1004,3,2,1003,6,2,1006,2000,
128,151,-1,1,3,1,500,2,1516,1,2,1029,40,2,1006,5000,
129,151,-1,1,3,1,1000,2,1761,1,2,1003,15,2,1006,8000,
130,151,-1,1,3,1,2000,2,1761,2,2,1509,1,2,1006,20000,
131,151,-1,1,3,1,5000,2,6677,1,2,1509,2,2,1020,40,
132,151,-1,1,3,1,10000,2,6674,1,2,1509,4,2,1020,60,
133,151,-1,1,3,1,20000,2,6675,1,2,1509,8,2,1021,30,
134,151,-1,4,6,2,200,2,1004,3,2,1003,6,2,2074,3,
135,151,-1,4,6,2,500,2,1516,1,2,1029,40,2,2074,8,
136,151,-1,4,6,2,1000,2,1468,1,2,1003,15,2,2074,16,
137,151,-1,4,6,2,2000,2,1468,2,2,6490,1,2,2074,24,
138,151,-1,4,6,2,5000,2,6677,1,2,6491,1,2,2074,36,
139,151,-1,4,6,2,10000,2,6674,1,2,6492,1,2,2074,50,
140,151,-1,4,6,2,20000,2,6675,1,2,6493,1,2,2074,80,
141,151,-1,7,9,3,200,2,1004,3,2,1003,6,2,2074,3,
142,151,-1,7,9,3,500,2,1516,1,2,1029,40,2,2074,8,
143,151,-1,7,9,3,1000,2,1105,10,2,1003,15,2,2074,16,
144,151,-1,7,9,3,2000,2,1176,2,2,6490,1,2,2074,24,
145,151,-1,7,9,3,5000,2,6677,1,2,6491,1,2,1463,5,
146,151,-1,7,9,3,10000,2,6674,1,2,6492,1,2,1463,10,
147,151,-1,7,9,3,20000,2,6675,1,2,6493,1,2,1527,2,
