id,activityId,activityType,priority,itemType,itemId,itemNum,extraItem,quota,exchangeType,exchangeId,exchangeNum,exchangeType1,exchangeId1,exchangeNum1,RewardPreview,shopType,openTime,endTime,repeatPurchase,
26,1290,4,8,2,24502,50,1,1,1,43,250,,,,1,,,,,
27,1290,4,7,2,3008,50,1,1,1,43,200,,,,0,,,,,
28,1290,4,6,2,1003,1,2,10,1,43,30,,,,0,,,,,
29,1290,4,5,2,1001,10,2,25,1,43,1,,,,0,,,,,
30,1290,4,4,2,1027,10,2,10,1,43,15,,,,0,,,,,
31,1290,4,3,2,1007,1,2,25,1,43,5,,,,0,,,,,
32,1290,4,2,1,8,50000,2,99,1,43,1,,,,0,,,,,
33,1290,4,1,1,10,10000,2,99,1,43,1,,,,0,,,,,
34,1291,4,11,2,1004,1,1,1,1,42,100,,,,1,,,,,
35,1291,4,10,2,1003,1,1,4,1,42,10,,,,1,,,,,
36,1291,4,9,2,1014,1,1,1,1,42,50,,,,1,,,,,
37,1291,4,8,2,25513,50,1,1,1,42,250,,,,1,,,,,
38,1291,4,7,2,3008,50,1,1,1,42,200,,,,0,,,,,
39,1291,4,6,2,1003,1,2,10,1,42,30,,,,0,,,,,
40,1291,4,5,2,1001,10,2,25,1,42,1,,,,0,,,,,
41,1291,4,4,2,1027,10,2,10,1,42,15,,,,0,,,,,
42,1291,4,3,2,1007,1,2,25,1,42,5,,,,0,,,,,
43,1291,4,2,1,8,50000,2,99,1,42,1,,,,0,,,,,
44,1291,4,1,1,10,10000,2,99,1,42,1,,,,0,,,,,
45,2500,14,12,2,3008,50,,1,2,1998,200,,,,1,,,,,
46,2500,14,11,2,1004,1,,2,2,1998,100,,,,1,,,,,
47,2500,14,10,2,1014,1,,2,2,1998,50,,,,1,,,,,
48,2500,14,9,2,1003,1,,10,2,1998,25,,,,0,,,,,
49,2500,14,8,2,1027,10,,15,2,1998,20,,,,0,,,,,
50,2500,14,7,2,1029,1,,10,2,1998,15,,,,0,,,,,
51,2500,14,6,2,1036,1,,10,2,1998,15,,,,0,,,,,
52,2500,14,5,2,1043,1,,10,2,1998,15,,,,0,,                                                                        ,,,
53,2500,14,4,2,1103,1,,10,2,1998,15,,,,0,,,,,
54,2500,14,3,2,1006,100,,10,2,1998,10,,,,0,,,,,
55,2500,14,2,2,1019,1,,20,2,1998,2,,,,0,,,,,
56,2500,14,1,1,8,50000,,99,2,1998,1,,,,0,,,,,
59,3008,19,9,2,1120,5,,1,2,1136,150,,,,0,,,,,
60,3008,19,8,2,1004,1,,2,2,1136,150,,,,0,,,,,
61,3008,19,7,2,3008,50,,1,2,1136,150,,,,0,,,,,
62,3008,19,6,2,3014,50,,1,2,1136,200,,,,0,,,,,
63,3008,19,5,2,1001,10,,25,2,1136,1,,,,0,,,,,
64,3008,19,4,2,1010,5,,25,2,1136,60,,,,0,,,,,
65,3008,19,3,2,1003,1,,10,2,1136,25,,,,0,,,,,
66,3008,19,2,2,1027,10,,10,2,1136,8,,,,0,,,,,
67,3008,19,1,1,8,50000,,99,2,1136,1,,,,0,,,,,
68,3014,18,10,2,1141,1,,5,2,1170,3000,,,,0,,,,,
69,3014,18,9,2,3014,50,,1,2,1170,35000,,,,0,,,,,
70,3014,18,8,2,1004,1,,4,2,1170,7500,,,,0,,,,,
71,3014,18,7,2,1003,1,,10,2,1170,3000,,,,0,,,,,
72,3014,18,6,2,3002,30,,10,2,1170,2500,,,,0,,,,,
73,3014,18,5,2,1027,30,,10,2,1170,1250,,,,0,,,,,
74,3014,18,4,2,1006,150,,20,2,1170,750,,,,0,,,,,
75,3014,18,3,2,1019,1,,20,2,1170,250,,,,0,,,,,
76,3014,18,2,1,8,10000,,99,2,1170,50,,,,0,,,,,
77,3014,18,1,1,10,5000,,99,2,1170,50,,,,0,,,,,
78,3013,24,10,2,30026,1,,1,2,1142,300,,,,0,,,,2,
79,3013,24,8,2,80001,1,,1,2,1142,150,,,,0,,,,1,
80,3013,24,7,2,46001,1,,1,2,1142,75,,,,0,,,,1,
81,3013,24,6,2,46002,1,,1,2,1142,75,,,,0,,,,1,
82,3013,24,5,2,46003,1,,1,2,1142,75,,,,0,,,,1,
83,3013,24,4,2,46004,1,,1,2,1142,75,,,,0,,,,1,
84,3016,27,,2,1144,1,,1,1,9,45,,,,0,,,,,
85,3016,27,,2,1145,1,,1,1,9,45,,,,0,,,,,
86,3016,27,,2,1146,1,,1,1,9,45,,,,0,,,,,
87,3016,27,,2,1147,1,,1,1,9,45,,,,0,,,,,
88,3013,24,3,2,1003,1,,10,2,1142,25,,,,0,,,,,
89,3013,24,9,2,1004,1,,1,2,1142,100,,,,0,,,,,
90,3013,24,11,2,1140,3,,1,2,1142,200,,,,0,,,,,
91,3013,24,1,2,1001,10,,25,2,1142,1,,,,0,,,,,
92,3013,24,2,2,1006,200,,5,2,1142,30,,,,0,,,,,
93,3013,24,0,2,1014,1,,5,2,1142,80,,,,0,,,,,
94,3018,18,10,2,1159,1,,5,2,1160,3000,,,,0,,,,,
95,3018,18,9,2,3014,50,,1,2,1160,35000,,,,0,,,,,
96,3018,18,8,2,1004,1,,4,2,1160,7500,,,,0,,,,,
97,3018,18,7,2,1003,1,,10,2,1160,3000,,,,0,,,,,
98,3018,18,6,2,3002,30,,10,2,1160,2500,,,,0,,,,,
99,3018,18,5,2,1027,30,,10,2,1160,1250,,,,0,,,,,
100,3018,18,4,2,1006,150,,20,2,1160,750,,,,0,,,,,
101,3018,18,3,2,1019,1,,20,2,1160,250,,,,0,,,,,
102,3018,18,2,1,8,10000,,99,2,1160,50,,,,0,,,,,
103,3018,18,1,1,10,5000,,99,2,1160,50,,,,0,,,,,
104,3020,30,12,2,3002,30,,1,2,1161,1,,,,0,,,,,
105,3020,30,11,2,3002,31,,2,2,1161,2,,,,0,,,,,
106,3020,30,10,2,3002,32,,3,2,1161,3,,,,0,,,,,
107,3020,30,9,2,3002,33,,4,2,1161,4,,,,0,,,,,
108,3020,30,8,2,3002,34,,5,2,1161,5,,,,0,,,,,
109,3020,30,7,2,3002,35,,6,2,1161,6,,,,0,,,,,
110,3020,30,6,2,3002,36,,7,2,1161,7,,,,0,,,,,
111,3020,30,5,2,3002,37,,8,2,1161,8,,,,0,,,,,
112,3020,30,4,2,3002,38,,9,2,1161,9,,,,0,,,,,
113,3020,30,3,2,3002,39,,10,2,1161,10,,,,0,,,,,
114,3020,30,2,2,3002,40,,11,2,1161,11,,,,0,,,,,
115,3020,30,1,2,3002,41,,12,2,1161,12,,,,0,,,,,
116,3021,30,12,2,3002,30,,1,2,1162,1,,,,0,,,,,
117,3021,30,11,2,3002,31,,2,2,1162,2,,,,0,,,,,
118,3021,30,10,2,3002,32,,3,2,1162,3,,,,0,,,,,
119,3021,30,9,2,3002,33,,4,2,1162,4,,,,0,,,,,
120,3021,30,8,2,3002,34,,5,2,1162,5,,,,0,,,,,
121,3021,30,7,2,3002,35,,6,2,1162,6,,,,0,,,,,
122,3021,30,6,2,3002,36,,7,2,1162,7,,,,0,,,,,
123,3021,30,5,2,3002,37,,8,2,1162,8,,,,0,,,,,
124,3021,30,4,2,3002,38,,9,2,1162,9,,,,0,,,,,
125,3021,30,3,2,3002,39,,10,2,1162,10,,,,0,,,,,
126,3021,30,2,2,3002,40,,11,2,1162,11,,,,0,,,,,
127,3021,30,1,2,3002,41,,12,2,1162,12,,,,0,,,,,
128,3022,30,12,2,3002,30,,1,2,1163,1,,,,0,,,,,
129,3022,30,11,2,3002,31,,2,2,1163,2,,,,0,,,,,
130,3022,30,10,2,3002,32,,3,2,1163,3,,,,0,,,,,
131,3022,30,9,2,3002,33,,4,2,1163,4,,,,0,,,,,
132,3022,30,8,2,3002,34,,5,2,1163,5,,,,0,,,,,
133,3022,30,7,2,3002,35,,6,2,1163,6,,,,0,,,,,
134,3022,30,6,2,3002,36,,7,2,1163,7,,,,0,,,,,
135,3022,30,5,2,3002,37,,8,2,1163,8,,,,0,,,,,
136,3022,30,4,2,3002,38,,9,2,1163,9,,,,0,,,,,
137,3022,30,3,2,3002,39,,10,2,1163,10,,,,0,,,,,
138,3022,30,2,2,3002,40,,11,2,1163,11,,,,0,,,,,
139,3022,30,1,2,3002,41,,12,2,1163,12,,,,0,,,,,
140,3023,30,12,2,3002,42,,13,2,1164,13,,,,0,,,,,
141,3023,30,11,2,3002,43,,14,2,1164,14,,,,0,,,,,
142,3023,30,10,2,3002,44,,15,2,1164,15,,,,0,,,,,
143,3023,30,9,2,3002,45,,16,2,1164,16,,,,0,,,,,
144,3023,30,8,2,3002,46,,17,2,1164,17,,,,0,,,,,
145,3023,30,7,2,3002,47,,18,2,1164,18,,,,0,,,,,
146,3023,30,6,2,3002,48,,19,2,1164,19,,,,0,,,,,
147,3023,30,5,2,3002,49,,20,2,1164,20,,,,0,,,,,
148,3023,30,4,2,3002,50,,21,2,1164,21,,,,0,,,,,
149,3023,30,3,2,3002,51,,22,2,1164,22,,,,0,,,,,
150,3023,30,2,2,3002,52,,23,2,1164,23,,,,0,,,,,
151,3023,30,1,2,3002,53,,24,2,1164,24,,,,0,,,,,
152,3007,18,10,2,1118,1,,5,2,1169,3000,,,,0,,,,,
153,3007,18,9,2,3014,50,,1,2,1169,35000,,,,0,,,,,
154,3007,18,8,2,1004,1,,4,2,1169,7500,,,,0,,,,,
155,3007,18,7,2,1003,1,,10,2,1169,3000,,,,0,,,,,
156,3007,18,6,2,3002,30,,10,2,1169,2500,,,,0,,,,,
157,3007,18,5,2,1027,30,,10,2,1169,1250,,,,0,,,,,
158,3007,18,4,2,1006,150,,20,2,1169,750,,,,0,,,,,
159,3007,18,3,2,1019,1,,20,2,1169,250,,,,0,,,,,
160,3007,18,2,1,8,10000,,99,2,1169,50,,,,0,,,,,
161,3007,18,1,1,10,5000,,99,2,1169,50,,,,0,,,,,
170,3110,45,12,2,3008,50,,1,2,1998,200,,,,1,,,,,
175,3110,45,11,2,1004,1,,2,2,1998,100,,,,1,,,,,
180,3110,45,10,2,1014,1,,2,2,1998,50,,,,1,,,,,
185,3110,45,9,2,1003,1,,10,2,1998,25,,,,0,,,,,
190,3110,45,8,2,1027,10,,15,2,1998,20,,,,0,,,,,
195,3110,45,7,2,1029,1,,10,2,1998,15,,,,0,,,,,
200,3110,45,6,2,1036,1,,10,2,1998,15,,,,0,,,,,
205,3110,45,5,2,1043,1,,10,2,1998,15,,,,0,,,,,
210,3110,45,4,2,1103,1,,10,2,1998,15,,,,0,,,,,
215,3110,45,3,2,1006,100,,10,2,1998,10,,,,0,,,,,
220,3110,45,2,2,1019,1,,20,2,1998,2,,,,0,,,,,
225,3110,45,1,1,8,50000,,99,2,1998,1,,,,0,,,,,
250,3100,44,12,2,30026,1,,1,2,1196,300,,,,0,,,,2,
255,3100,44,13,2,80001,1,,1,2,1196,150,,,,0,,,,1,
260,3100,44,14,2,46001,1,,1,2,1196,75,,,,0,,,,1,
265,3100,44,15,2,46002,1,,1,2,1196,75,,,,0,,,,1,
270,3100,44,16,2,46003,1,,1,2,1196,75,,,,0,,,,1,
275,3100,44,17,2,46004,1,,1,2,1196,75,,,,0,,,,1,
280,3100,44,2,2,1003,1,,10,2,1196,25,,,,0,,,,,
285,3100,44,3,2,1004,1,,1,2,1196,100,,,,0,,,,,
290,3100,44,4,2,1195,3,,1,2,1196,200,,,,0,,,,,
295,3100,44,0,2,1001,10,,25,2,1196,1,,,,0,,,,,
300,3100,44,1,2,1006,200,,5,2,1196,30,,,,0,,,,,
305,3100,44,18,2,1014,1,,5,2,1196,80,,,,0,,,,,
306,3026,33,12,2,3002,42,,13,1,9,13,,,,0,,,,,
307,3026,33,11,2,3002,43,,14,1,9,14,,,,0,,,,,
308,3026,33,10,2,3002,44,,15,1,9,15,,,,0,,,,,
309,3026,33,9,2,3002,45,,16,1,9,16,,,,0,,,,,
310,3026,33,8,2,3002,46,,17,1,9,17,,,,0,,,,,
311,3026,33,7,2,3002,47,,18,1,9,18,,,,0,,,,,
312,3026,33,6,2,3002,48,,19,1,9,19,,,,0,,,,,
313,3026,33,5,2,3002,49,,20,1,9,20,,,,0,,,,,
314,3026,33,4,2,3002,50,,21,1,9,21,,,,0,,,,,
315,3026,33,3,2,3002,51,,22,1,9,22,,,,0,,,,,
316,3026,33,2,2,3002,52,,23,1,9,23,,,,0,,,,,
317,3026,33,1,2,3002,53,,24,1,9,24,,,,0,,,,,
330,3100,44,5,2,1027,30,,10,2,1196,10,,,,0,,,,,
331,3100,44,6,2,1029,1,,10,2,1196,10,,,,0,,,,,
332,3100,44,7,2,1030,1,,5,2,1196,20,,,,0,,,,,
333,3100,44,8,2,1036,1,,10,2,1196,10,,,,0,,,,,
334,3100,44,9,2,1037,1,,5,2,1196,20,,,,0,,,,,
335,3100,44,10,2,1043,1,,10,2,1196,10,,,,0,,,,,
336,3100,44,11,2,1044,1,,5,2,1196,20,,,,0,,,,,
400,3240,58,10,2,1205,1,,5,2,1206,3000,,,,0,,,,,
401,3240,58,9,2,3014,50,,1,2,1206,40000,,,,0,,,,,
402,3240,58,8,2,1004,1,,4,2,1206,7500,,,,0,,,,,
403,3240,58,7,2,1003,1,,10,2,1206,3000,,,,0,,,,,
404,3240,58,6,2,3002,30,,10,2,1206,2500,,,,0,,,,,
405,3240,58,5,2,1027,30,,10,2,1206,1250,,,,0,,,,,
406,3240,58,4,2,1006,150,,20,2,1206,750,,,,0,,,,,
407,3240,58,3,2,1019,1,,20,2,1206,250,,,,0,,,,,
408,3240,58,2,1,8,10000,,99,2,1206,50,,,,0,,,,,
409,3240,58,1,1,10,5000,,99,2,1206,50,,,,0,,,,,
450,3290,63,10,2,1214,1,,5,2,1215,3000,,,,0,,,,,
451,3290,63,9,2,3014,50,,1,2,1215,40000,,,,0,,,,,
452,3290,63,8,2,1004,1,,4,2,1215,7500,,,,0,,,,,
453,3290,63,7,2,1003,1,,10,2,1215,3000,,,,0,,,,,
454,3290,63,6,2,3002,30,,10,2,1215,2500,,,,0,,,,,
455,3290,63,5,2,1027,30,,10,2,1215,1250,,,,0,,,,,
456,3290,63,4,2,1006,150,,20,2,1215,750,,,,0,,,,,
457,3290,63,3,2,1019,1,,20,2,1215,250,,,,0,,,,,
458,3290,63,2,1,8,10000,,99,2,1215,50,,,,0,,,,,
459,3290,63,1,1,10,5000,,99,2,1215,50,,,,0,,,,,
460,3310,65,12,2,1003,1,,40,2,1217,10,,,,0,3923,,,,
461,3310,65,11,2,1004,1,,10,2,1217,80,,,,0,3923,,,,
462,3310,65,10,2,1014,1,,10,2,1217,40,,,,0,3923,,,,
463,3310,65,9,2,3008,50,,2,2,1217,200,,,,0,3923,,,,
464,3310,65,8,2,3014,50,,1,2,1217,300,,,,0,3923,,,,
465,3310,65,7,2,1516,1,,4,2,1217,150,,,,0,3923,,,,
466,3310,65,6,2,1527,1,,3,2,1217,300,,,,0,3923,,,,
467,3310,65,5,2,1001,10,,50,2,1217,2,,,,0,3923,,,,
468,3310,65,4,2,1027,20,,10,2,1217,30,,,,0,3923,,,,
469,3310,65,3,2,1007,1,,25,2,1217,10,,,,0,3923,,,,
470,3310,65,2,1,8,50000,,100,2,1217,2,,,,0,3923,,,,
471,3310,65,1,1,10,10000,,100,2,1217,2,,,,0,3923,,,,
472,3310,65,17,2,900033,1,1,1,2,1216,15,,,,0,3924,,,,
473,3310,65,16,2,4040,1,1,1,2,1216,15,,,,0,3924,,,,
474,3310,65,15,2,2128,1,1,1,2,1216,15,,,,0,3924,,,,
475,3310,65,14,2,2088,1,1,1,2,1216,15,,,,0,3924,,,,
476,3310,65,13,2,6666,1,,1,2,1216,400,,,,0,3924,,,,
477,3310,65,12,2,2157,1,,1,2,1216,400,,,,0,3924,,,,
478,3310,65,11,2,2158,1,,1,2,1216,400,,,,0,3924,,,,
479,3310,65,10,2,5137,1,,2,2,1216,200,,,,0,3924,,,,
480,3310,65,9,2,2149,1,,2,2,1216,200,,,,0,3924,,,,
481,3310,65,8,2,4050,1,,2,2,1216,200,,,,0,3924,,,,
482,3310,65,7,2,2088,1,,2,2,1216,50,,,,0,3924,,,,
483,3310,65,6,2,2128,1,,2,2,1216,50,,,,0,3924,,,,
484,3310,65,5,2,4040,1,,2,2,1216,50,,,,0,3924,,,,
485,3310,65,4,2,3014,50,,2,2,1216,20,,,,0,3924,,,,
486,3310,65,3,2,3008,50,,4,2,1216,10,,,,0,3924,,,,
487,3310,65,2,2,1004,1,,10,2,1216,4,,,,0,3924,,,,
488,3310,65,1,2,1003,1,,40,2,1216,1,,,,0,3924,,,,
490,3330,67,10,2,1231,1,,5,2,1232,3000,,,,0,,,,,
491,3330,67,9,2,3014,50,,1,2,1232,40000,,,,0,,,,,
492,3330,67,8,2,1004,1,,4,2,1232,7500,,,,0,,,,,
493,3330,67,7,2,1003,1,,10,2,1232,3000,,,,0,,,,,
494,3330,67,6,2,3002,30,,10,2,1232,2500,,,,0,,,,,
495,3330,67,5,2,1027,30,,10,2,1232,1250,,,,0,,,,,
496,3330,67,4,2,1006,150,,20,2,1232,750,,,,0,,,,,
497,3330,67,3,2,1019,1,,20,2,1232,250,,,,0,,,,,
498,3330,67,2,1,8,10000,,99,2,1232,50,,,,0,,,,,
499,3330,67,1,1,10,5000,,99,2,1232,50,,,,0,,,,,
550,3350,8002,13,2,1003,1,,40,2,1249,10,,,,0,4253,,,,
551,3350,8002,12,2,1004,1,,10,2,1249,80,,,,0,4253,,,,
552,3350,8002,11,2,1014,1,,10,2,1249,40,,,,0,4253,,,,
553,3350,8002,9,2,3008,50,,2,2,1249,200,,,,0,4253,,,,
554,3350,8002,8,2,3014,50,,1,2,1249,300,,,,0,4253,,,,
555,3350,8002,7,2,1516,1,,4,2,1249,150,,,,0,4253,,,,
556,3350,8002,6,2,1527,1,,3,2,1249,300,,,,0,4253,,,,
557,3350,8002,5,2,1001,10,,50,2,1249,2,,,,0,4253,,,,
558,3350,8002,4,2,1027,30,,10,2,1249,30,,,,0,4253,,,,
559,3350,8002,3,2,1007,1,,25,2,1249,10,,,,0,4253,,,,
560,3350,8002,2,1,8,50000,,100,2,1249,2,,,,0,4253,,,,
561,3350,8002,1,1,10,10000,,100,2,1249,2,,,,0,4253,,,,
562,3350,8002,15,2,7020,1,,20,2,1249,8,,,,0,4253,,,,
563,3350,8002,14,2,7021,1,,5,2,1249,25,,,,0,4253,,,,
564,3350,8002,10,2,7022,1,,5,2,1249,80,,,,0,4253,,,,
594,3350,8002,14,2,7022,1,1,3,2,1250,1,,,,0,4254,,,,
595,3350,8002,11,2,7022,1,,20,2,1250,2,,,,0,4254,,,,
596,3350,8002,13,2,7020,120,,3,2,1250,20,,,,0,4254,,,,
597,3350,8002,12,2,7021,40,,3,2,1250,20,,,,0,4254,,,,
598,3350,8002,22,2,7020,12,1,4,2,1250,1,,,,0,4254,,,,
599,3350,8002,21,2,7021,4,1,4,2,1250,1,,,,0,4254,,,,
600,3350,8002,20,2,4040,1,1,1,2,1250,15,,,,0,4254,,,,
601,3350,8002,19,2,2128,1,1,1,2,1250,15,,,,0,4254,,,,
602,3350,8002,18,2,2088,1,1,1,2,1250,15,,,,0,4254,,,,
603,3350,8002,17,2,1003,1,1,40,2,1250,1,,,,0,4254,,,,
604,3350,8002,16,2,1004,1,1,10,2,1250,4,,,,0,4254,,,,
605,3350,8002,15,2,3008,50,1,4,2,1250,10,,,,0,4254,,,,
606,3350,8002,10,2,3014,50,,2,2,1250,20,,,,0,4254,,,,
607,3350,8002,9,2,4040,1,,2,2,1250,50,,,,0,4254,,,,
608,3350,8002,8,2,2128,1,,2,2,1250,50,,,,0,4254,,,,
609,3350,8002,7,2,2088,1,,2,2,1250,50,,,,0,4254,,,,
610,3350,8002,6,2,4050,1,,2,2,1250,200,,,,0,4254,,,,
611,3350,8002,5,2,2149,1,,2,2,1250,200,,,,0,4254,,,,
612,3350,8002,4,2,5137,1,,2,2,1250,200,,,,0,4254,,,,
613,3350,8002,3,2,2158,1,,1,2,1250,400,,,,0,4254,,,,
614,3350,8002,2,2,2157,1,,1,2,1250,400,,,,0,4254,,,,
615,3350,8002,1,2,6666,1,,1,2,1250,400,,,,0,4254,,,,
616,3390,77,10,2,6740,1,,5,2,6741,3000,,,,0,,,,,
617,3390,77,9,2,3014,50,,1,2,6741,40000,,,,0,,,,,
618,3390,77,8,2,1004,1,,4,2,6741,7500,,,,0,,,,,
619,3390,77,7,2,1003,1,,10,2,6741,3000,,,,0,,,,,
620,3390,77,6,2,3002,30,,10,2,6741,2500,,,,0,,,,,
621,3390,77,5,2,1027,30,,10,2,6741,1250,,,,0,,,,,
622,3390,77,4,2,1006,150,,20,2,6741,750,,,,0,,,,,
623,3390,77,3,2,1019,1,,20,2,6741,250,,,,0,,,,,
624,3390,77,2,1,8,10000,,99,2,6741,50,,,,0,,,,,
625,3390,77,1,1,10,5000,,99,2,6741,50,,,,0,,,,,
626,5220,82,10,2,6860,1,,5,2,6861,3000,,,,0,1,,,,
627,5220,82,9,2,3014,50,,1,2,6861,40000,,,,0,1,,,,
628,5220,82,8,2,1004,1,,4,2,6861,7500,,,,0,1,,,,
629,5220,82,7,2,1003,1,,10,2,6861,3000,,,,0,1,,,,
630,5220,82,6,2,3002,30,,10,2,6861,2500,,,,0,1,,,,
631,5220,82,5,2,1027,30,,10,2,6861,1250,,,,0,1,,,,
632,5220,82,4,2,1006,150,,20,2,6861,750,,,,0,1,,,,
633,5220,82,3,2,1019,1,,20,2,6861,250,,,,0,1,,,,
634,5220,82,2,1,8,10000,,99,2,6861,50,,,,0,1,,,,
635,5220,82,1,1,10,5000,,99,2,6861,50,,,,0,1,,,,
636,5220,82,10,2,6864,1,,5,2,6865,3000,,,,0,2,,,,
637,5220,82,9,2,3014,50,,1,2,6865,40000,,,,0,2,,,,
638,5220,82,8,2,1004,1,,4,2,6865,7500,,,,0,2,,,,
639,5220,82,7,2,1003,1,,10,2,6865,3000,,,,0,2,,,,
640,5220,82,6,2,3002,30,,10,2,6865,2500,,,,0,2,,,,
641,5220,82,5,2,1027,30,,10,2,6865,1250,,,,0,2,,,,
642,5220,82,4,2,1006,150,,20,2,6865,750,,,,0,2,,,,
643,5220,82,3,2,1019,1,,20,2,6865,250,,,,0,2,,,,
644,5220,82,2,1,8,10000,,99,2,6865,50,,,,0,2,,,,
645,5220,82,1,1,10,5000,,99,2,6865,50,,,,0,2,,,,
646,5220,82,10,2,6862,1,,5,2,6863,3000,,,,0,3,,,,
647,5220,82,9,2,3014,50,,1,2,6863,40000,,,,0,3,,,,
648,5220,82,8,2,1004,1,,4,2,6863,7500,,,,0,3,,,,
649,5220,82,7,2,1003,1,,10,2,6863,3000,,,,0,3,,,,
650,5220,82,6,2,3002,30,,10,2,6863,2500,,,,0,3,,,,
651,5220,82,5,2,1027,30,,10,2,6863,1250,,,,0,3,,,,
652,5220,82,4,2,1006,150,,20,2,6863,750,,,,0,3,,,,
653,5220,82,3,2,1019,1,,20,2,6863,250,,,,0,3,,,,
654,5220,82,2,1,8,10000,,99,2,6863,50,,,,0,3,,,,
655,5220,82,1,1,10,5000,,99,2,6863,50,,,,0,3,,,,
656,5220,82,10,2,6866,1,,5,2,6867,3000,,,,0,4,,,,
657,5220,82,9,2,3014,50,,1,2,6867,40000,,,,0,4,,,,
658,5220,82,8,2,1004,1,,4,2,6867,7500,,,,0,4,,,,
659,5220,82,7,2,1003,1,,10,2,6867,3000,,,,0,4,,,,
660,5220,82,6,2,3002,30,,10,2,6867,2500,,,,0,4,,,,
661,5220,82,5,2,1027,30,,10,2,6867,1250,,,,0,4,,,,
662,5220,82,4,2,1006,150,,20,2,6867,750,,,,0,4,,,,
663,5220,82,3,2,1019,1,,20,2,6867,250,,,,0,4,,,,
664,5220,82,2,1,8,10000,,99,2,6867,50,,,,0,4,,,,
665,5220,82,1,1,10,5000,,99,2,6867,50,,,,0,4,,,,
666,5220,82,10,2,6868,1,,5,2,6869,3000,,,,0,5,,,,
667,5220,82,9,2,3014,50,,1,2,6869,40000,,,,0,5,,,,
668,5220,82,8,2,1004,1,,4,2,6869,7500,,,,0,5,,,,
669,5220,82,7,2,1003,1,,10,2,6869,3000,,,,0,5,,,,
670,5220,82,6,2,3002,30,,10,2,6869,2500,,,,0,5,,,,
671,5220,82,5,2,1027,30,,10,2,6869,1250,,,,0,5,,,,
672,5220,82,4,2,1006,150,,20,2,6869,750,,,,0,5,,,,
673,5220,82,3,2,1019,1,,20,2,6869,250,,,,0,5,,,,
674,5220,82,2,1,8,10000,,99,2,6869,50,,,,0,5,,,,
675,5220,82,1,1,10,5000,,99,2,6869,50,,,,0,5,,,,
676,5220,82,10,2,6874,1,,5,2,6875,3000,,,,0,6,,,,
677,5220,82,9,2,3014,50,,1,2,6875,40000,,,,0,6,,,,
678,5220,82,8,2,1004,1,,4,2,6875,7500,,,,0,6,,,,
679,5220,82,7,2,1003,1,,10,2,6875,3000,,,,0,6,,,,
680,5220,82,6,2,3002,30,,10,2,6875,2500,,,,0,6,,,,
681,5220,82,5,2,1027,30,,10,2,6875,1250,,,,0,6,,,,
682,5220,82,4,2,1006,150,,20,2,6875,750,,,,0,6,,,,
683,5220,82,3,2,1019,1,,20,2,6875,250,,,,0,6,,,,
684,5220,82,2,1,8,10000,,99,2,6875,50,,,,0,6,,,,
685,5220,82,1,1,10,5000,,99,2,6875,50,,,,0,6,,,,
686,5220,82,10,2,6971,1,,5,2,6972,3000,,,,0,7,,,,
687,5220,82,9,2,3014,50,,1,2,6972,40000,,,,0,7,,,,
688,5220,82,8,2,1004,1,,4,2,6972,7500,,,,0,7,,,,
689,5220,82,7,2,1003,1,,10,2,6972,3000,,,,0,7,,,,
690,5220,82,6,2,3002,30,,10,2,6972,2500,,,,0,7,,,,
691,5220,82,5,2,1027,30,,10,2,6972,1250,,,,0,7,,,,
