id,group,form,form2,rewards-type-1,rewards-id-1,rewards-value-1,desc,odd1,odd2,true1,times1,true2,times2,times3,true3,true4,
1,1,1,1,2,3014,50,s==6|5星神魔碎片,50,100,1,90,1,100,999,1,0,
103,13,7,6,2,2200,1,s==6|幸运铜钱福袋,3040,3030,0,0,0,0,-1,0,0,
104,13,8,8,2,2201,1,s==6|幸运经验福袋,3040,3030,0,0,0,0,-1,0,0,
105,14,1,1,2,1229,1,s==4|完璧精华,240,300,1,10,1,13,10,1,0,
106,14,2,3,2,1760,1,s==6|2级宝石自选,350,500,1,10,0,0,-1,1,0,
107,14,3,5,2,1003,8,s==5|高级寻访令,380,500,1,7,0,0,-1,0,0,
108,14,4,7,2,1027,40,s==5|神兵强化石,1558,1500,0,0,0,0,-1,0,0,
109,14,5,2,2,1001,220,s==3|突破石,1868,1800,0,0,0,0,-1,0,0,
110,14,6,4,1,8,2200000,s==2|铜钱,1868,1800,0,0,0,0,-1,0,0,
111,14,7,6,2,3002,30,s==6|4星随机碎片,1868,1800,0,0,0,0,-1,0,0,
112,14,8,8,2,1006,220,s==3|将印石,1868,1800,0,0,0,0,-1,0,0,
113,15,1,1,2,2088,1,s==6|4级宝石自选,50,200,1,160,1,240,5,1,0,
114,15,2,3,2,1204,2,s==4|天宝如意,140,200,1,20,1,22,-1,1,0,
115,15,3,5,2,1760,1,s==6|2级宝石自选,110,200,1,45,1,50,-1,1,0,
116,15,4,7,2,1009,4,s==4|配饰之魂,400,400,0,0,0,0,-1,0,0,
117,15,5,2,2,1011,6,s==5|配饰升星石,1610,1600,0,0,0,0,-1,0,0,
118,15,6,4,2,1006,500,s==3|将印石,1610,1600,0,0,0,0,-1,0,0,
119,15,7,6,2,2200,1,s==6|幸运铜钱福袋,3040,3030,0,0,0,0,-1,0,0,
120,15,8,8,2,2201,1,s==6|幸运经验福袋,3040,3030,0,0,0,0,-1,0,0,
121,16,1,1,2,6680,1,s==6|战魂自选宝箱,40,300,1,220,1,300,1,1,0,
122,16,2,3,2,1567,1,s==8|1星极品配饰自选,350,500,1,10,0,0,-1,1,0,
123,16,3,5,2,1003,8,s==5|高级寻访令,390,500,1,7,0,0,-1,0,0,
124,16,4,7,2,1027,40,s==5|神兵强化石,1588,1500,0,0,0,0,-1,0,0,
125,16,5,2,2,1001,220,s==3|突破石,1908,1800,0,0,0,0,-1,0,0,
126,16,6,4,1,8,2200000,s==2|铜钱,1908,1800,0,0,0,0,-1,0,0,
127,16,7,6,2,3002,30,s==6|4星随机碎片,1908,1800,0,0,0,0,-1,0,0,
128,16,8,8,2,1006,220,s==3|将印石,1908,1800,0,0,0,0,-1,0,0,
129,17,1,1,2,1199,1,s==4|神饰沁晶,50,200,1,160,1,240,5,1,0,
130,17,2,3,2,1204,2,s==4|天宝如意,140,200,1,20,1,22,-1,1,0,
131,17,3,5,2,1474,1,s==8|2星极品配饰自选,110,200,1,45,1,50,-1,1,0,
132,17,4,7,2,1009,4,s==4|配饰之魂,400,400,0,0,0,0,-1,0,0,
133,17,5,2,2,1011,6,s==5|配饰升星石,1610,1600,0,0,0,0,-1,0,0,
134,17,6,4,2,1006,500,s==3|将印石,1610,1600,0,0,0,0,-1,0,0,
135,17,7,6,2,2200,1,s==6|幸运铜钱福袋,3040,3030,0,0,0,0,-1,0,0,
136,17,8,8,2,2201,1,s==6|幸运经验福袋,3040,3030,0,0,0,0,-1,0,0,
137,18,1,1,2,1229,1,s==4|完璧精华,240,300,1,10,1,13,10,1,0,
138,18,2,3,2,1760,1,s==6|2级宝石自选,350,500,1,10,0,0,-1,1,0,
139,18,3,5,2,1003,8,s==5|高级寻访令,380,500,1,7,0,0,-1,0,0,
140,18,4,7,2,1027,40,s==5|神兵强化石,1558,1500,0,0,0,0,-1,0,0,
141,18,5,2,2,1001,220,s==3|突破石,1868,1800,0,0,0,0,-1,0,0,
142,18,6,4,1,8,2200000,s==2|铜钱,1868,1800,0,0,0,0,-1,0,0,
143,18,7,6,2,3002,30,s==6|4星随机碎片,1868,1800,0,0,0,0,-1,0,0,
144,18,8,8,2,1006,220,s==3|将印石,1868,1800,0,0,0,0,-1,0,0,
145,19,1,1,2,2128,1,s==6|四星红装自选,50,200,1,160,1,240,5,1,0,
146,19,2,3,2,1204,2,s==4|天宝如意,140,200,1,20,1,22,-1,1,0,
147,19,3,5,2,2097,1,s==7|橙色副将自选箱,110,200,1,45,1,50,-1,1,0,
148,19,4,7,2,1018,4,s==7|高阶副将军功令,400,400,0,0,0,0,-1,0,0,
149,19,5,2,2,1017,6,s==5|副将军功令,1610,1600,0,0,0,0,-1,0,0,
150,19,6,4,2,1006,500,s==3|将印石,1610,1600,0,0,0,0,-1,0,0,
151,19,7,6,2,2200,1,s==6|幸运铜钱福袋,3040,3030,0,0,0,0,-1,0,0,
152,19,8,8,2,2201,1,s==6|幸运经验福袋,3040,3030,0,0,0,0,-1,0,0,
153,20,1,1,2,6680,1,s==6|战魂自选宝箱,40,300,1,220,1,300,1,1,0,
154,20,2,3,2,1567,1,s==8|1星极品配饰自选,350,500,1,10,0,0,-1,1,0,
155,20,3,5,2,1003,8,s==5|高级寻访令,390,500,1,7,0,0,-1,0,0,
156,20,4,7,2,1027,40,s==5|神兵强化石,1588,1500,0,0,0,0,-1,0,0,
157,20,5,2,2,1001,220,s==3|突破石,1908,1800,0,0,0,0,-1,0,0,
158,20,6,4,1,8,2200000,s==2|铜钱,1908,1800,0,0,0,0,-1,0,0,
159,20,7,6,2,3002,30,s==6|4星随机碎片,1908,1800,0,0,0,0,-1,0,0,
160,20,8,8,2,1006,220,s==3|将印石,1908,1800,0,0,0,0,-1,0,0,
161,21,1,1,2,1222,1,s==4|昂宿星核,50,200,1,160,1,240,5,1,0,
162,21,2,3,2,1204,2,s==4|天宝如意,140,200,1,20,1,22,-1,1,0,
163,21,3,5,2,1760,1,s==6|2级宝石自选,110,200,1,45,1,50,-1,1,0,
164,21,4,7,2,1081,4,s==4|美人凤冠,400,400,0,0,0,0,-1,0,0,
165,21,5,2,2,1082,6,s==4|美人锦缎,1610,1600,0,0,0,0,-1,0,0,
166,21,6,4,2,1006,500,s==3|将印石,1610,1600,0,0,0,0,-1,0,0,
167,21,7,6,2,2200,1,s==6|幸运铜钱福袋,3040,3030,0,0,0,0,-1,0,0,
168,21,8,8,2,2201,1,s==6|幸运经验福袋,3040,3030,0,0,0,0,-1,0,0,
169,22,1,1,2,1229,1,s==4|完璧精华,240,300,1,10,1,13,10,1,0,
170,22,2,3,2,1760,1,s==6|2级宝石自选,350,500,1,10,0,0,-1,1,0,
171,22,3,5,2,1003,8,s==5|高级寻访令,380,500,1,7,0,0,-1,0,0,
172,22,4,7,2,1027,40,s==5|神兵强化石,1558,1500,0,0,0,0,-1,0,0,
173,22,5,2,2,1001,220,s==3|突破石,1868,1800,0,0,0,0,-1,0,0,
174,22,6,4,1,8,2200000,s==2|铜钱,1868,1800,0,0,0,0,-1,0,0,
175,22,7,6,2,3002,30,s==6|4星随机碎片,1868,1800,0,0,0,0,-1,0,0,
176,22,8,8,2,1006,220,s==3|将印石,1868,1800,0,0,0,0,-1,0,0,
177,23,1,1,2,2088,1,s==6|4级宝石自选,50,200,1,160,1,240,5,1,0,
178,23,2,3,2,1204,2,s==4|天宝如意,140,200,1,20,1,22,-1,1,0,
179,23,3,5,2,1760,1,s==6|2级宝石自选,110,200,1,45,1,50,-1,1,0,
180,23,4,7,2,1009,4,s==4|配饰之魂,400,400,0,0,0,0,-1,0,0,
181,23,5,2,2,1011,6,s==5|配饰升星石,1610,1600,0,0,0,0,-1,0,0,
182,23,6,4,2,1006,500,s==3|将印石,1610,1600,0,0,0,0,-1,0,0,
183,23,7,6,2,2200,1,s==6|幸运铜钱福袋,3040,3030,0,0,0,0,-1,0,0,
184,23,8,8,2,2201,1,s==6|幸运经验福袋,3040,3030,0,0,0,0,-1,0,0,
185,24,1,1,2,6680,1,s==6|战魂自选宝箱,40,300,1,220,1,300,1,1,0,
186,24,2,3,2,1567,1,s==8|1星极品配饰自选,350,500,1,10,0,0,-1,1,0,
187,24,3,5,2,1003,8,s==5|高级寻访令,390,500,1,7,0,0,-1,0,0,
188,24,4,7,2,1027,40,s==5|神兵强化石,1588,1500,0,0,0,0,-1,0,0,
189,24,5,2,2,1001,220,s==3|突破石,1908,1800,0,0,0,0,-1,0,0,
190,24,6,4,1,8,2200000,s==2|铜钱,1908,1800,0,0,0,0,-1,0,0,
191,24,7,6,2,3002,30,s==6|4星随机碎片,1908,1800,0,0,0,0,-1,0,0,
192,24,8,8,2,1006,220,s==3|将印石,1908,1800,0,0,0,0,-1,0,0,
193,25,1,1,2,1199,1,s==4|神饰沁晶,50,200,1,160,1,240,5,1,0,
194,25,2,3,2,1204,2,s==4|天宝如意,140,200,1,20,1,22,-1,1,0,
195,25,3,5,2,1474,1,s==8|2星极品配饰自选,110,200,1,45,1,50,-1,1,0,
196,25,4,7,2,1009,4,s==4|配饰之魂,400,400,0,0,0,0,-1,0,0,
197,25,5,2,2,1011,6,s==5|配饰升星石,1610,1600,0,0,0,0,-1,0,0,
198,25,6,4,2,1006,500,s==3|将印石,1610,1600,0,0,0,0,-1,0,0,
199,25,7,6,2,2200,1,s==6|幸运铜钱福袋,3040,3030,0,0,0,0,-1,0,0,
200,25,8,8,2,2201,1,s==6|幸运经验福袋,3040,3030,0,0,0,0,-1,0,0,
201,26,1,1,2,1229,1,s==4|完璧精华,240,300,1,10,1,13,10,1,0,
202,26,2,3,2,1760,1,s==6|2级宝石自选,350,500,1,10,0,0,-1,1,0,
203,26,3,5,2,1003,8,s==5|高级寻访令,380,500,1,7,0,0,-1,0,0,
204,26,4,7,2,1027,40,s==5|神兵强化石,1558,1500,0,0,0,0,-1,0,0,
205,26,5,2,2,1001,220,s==3|突破石,1868,1800,0,0,0,0,-1,0,0,
206,26,6,4,1,8,2200000,s==2|铜钱,1868,1800,0,0,0,0,-1,0,0,
207,26,7,6,2,3002,30,s==6|4星随机碎片,1868,1800,0,0,0,0,-1,0,0,
208,26,8,8,2,1006,220,s==3|将印石,1868,1800,0,0,0,0,-1,0,0,
209,27,1,1,2,2128,1,s==6|四星红装自选,50,200,1,160,1,240,5,1,0,
210,27,2,3,2,1204,2,s==4|天宝如意,140,200,1,20,1,22,-1,1,0,
211,27,3,5,2,2097,1,s==7|橙色副将自选箱,110,200,1,45,1,50,-1,1,0,
212,27,4,7,2,1018,4,s==7|高阶副将军功令,400,400,0,0,0,0,-1,0,0,
213,27,5,2,2,1017,6,s==5|副将军功令,1610,1600,0,0,0,0,-1,0,0,
214,27,6,4,2,1006,500,s==3|将印石,1610,1600,0,0,0,0,-1,0,0,
215,27,7,6,2,2200,1,s==6|幸运铜钱福袋,3040,3030,0,0,0,0,-1,0,0,
216,27,8,8,2,2201,1,s==6|幸运经验福袋,3040,3030,0,0,0,0,-1,0,0,
217,28,1,1,2,6680,1,s==6|战魂自选宝箱,40,300,1,220,1,300,1,1,0,
218,28,2,3,2,1567,1,s==8|1星极品配饰自选,350,500,1,10,0,0,-1,1,0,
219,28,3,5,2,1003,8,s==5|高级寻访令,390,500,1,7,0,0,-1,0,0,
220,28,4,7,2,1027,40,s==5|神兵强化石,1588,1500,0,0,0,0,-1,0,0,
221,28,5,2,2,1001,220,s==3|突破石,1908,1800,0,0,0,0,-1,0,0,
222,28,6,4,1,8,2200000,s==2|铜钱,1908,1800,0,0,0,0,-1,0,0,
223,28,7,6,2,3002,30,s==6|4星随机碎片,1908,1800,0,0,0,0,-1,0,0,
224,28,8,8,2,1006,220,s==3|将印石,1908,1800,0,0,0,0,-1,0,0,
225,29,1,1,2,1222,1,s==4|昂宿星核,50,200,1,160,1,240,5,1,0,
226,29,2,3,2,1204,2,s==4|天宝如意,140,200,1,20,1,22,-1,1,0,
227,29,3,5,2,1760,1,s==6|2级宝石自选,110,200,1,45,1,50,-1,1,0,
228,29,4,7,2,1081,4,s==4|美人凤冠,400,400,0,0,0,0,-1,0,0,
229,29,5,2,2,1082,6,s==4|美人锦缎,1610,1600,0,0,0,0,-1,0,0,
230,29,6,4,2,1006,500,s==3|将印石,1610,1600,0,0,0,0,-1,0,0,
231,29,7,6,2,2200,1,s==6|幸运铜钱福袋,3040,3030,0,0,0,0,-1,0,0,
232,29,8,8,2,2201,1,s==6|幸运经验福袋,3040,3030,0,0,0,0,-1,0,0,
233,30,1,1,2,1229,1,s==4|完璧精华,240,300,1,10,1,13,10,1,0,
234,30,2,3,2,1760,1,s==6|2级宝石自选,350,500,1,10,0,0,-1,1,0,
235,30,3,5,2,1003,8,s==5|高级寻访令,380,500,1,7,0,0,-1,0,0,
236,30,4,7,2,1027,40,s==5|神兵强化石,1558,1500,0,0,0,0,-1,0,0,
237,30,5,2,2,1001,220,s==3|突破石,1868,1800,0,0,0,0,-1,0,0,
238,30,6,4,1,8,2200000,s==2|铜钱,1868,1800,0,0,0,0,-1,0,0,
239,30,7,6,2,3002,30,s==6|4星随机碎片,1868,1800,0,0,0,0,-1,0,0,
240,30,8,8,2,1006,220,s==3|将印石,1868,1800,0,0,0,0,-1,0,0,
241,31,1,1,2,2088,1,s==6|4级宝石自选,50,200,1,160,1,240,5,1,0,
242,31,2,3,2,1204,2,s==4|天宝如意,140,200,1,20,1,22,-1,1,0,
243,31,3,5,2,1760,1,s==6|2级宝石自选,110,200,1,45,1,50,-1,1,0,
244,31,4,7,2,1009,4,s==4|配饰之魂,400,400,0,0,0,0,-1,0,0,
245,31,5,2,2,1011,6,s==5|配饰升星石,1610,1600,0,0,0,0,-1,0,0,
246,31,6,4,2,1006,500,s==3|将印石,1610,1600,0,0,0,0,-1,0,0,
247,31,7,6,2,2200,1,s==6|幸运铜钱福袋,3040,3030,0,0,0,0,-1,0,0,
248,31,8,8,2,2201,1,s==6|幸运经验福袋,3040,3030,0,0,0,0,-1,0,0,
249,32,1,1,2,6680,1,s==6|战魂自选宝箱,40,300,1,220,1,300,1,1,0,
250,32,2,3,2,1567,1,s==8|1星极品配饰自选,350,500,1,10,0,0,-1,1,0,
251,32,3,5,2,1003,8,s==5|高级寻访令,390,500,1,7,0,0,-1,0,0,
252,32,4,7,2,1027,40,s==5|神兵强化石,1588,1500,0,0,0,0,-1,0,0,
253,32,5,2,2,1001,220,s==3|突破石,1908,1800,0,0,0,0,-1,0,0,
254,32,6,4,1,8,2200000,s==2|铜钱,1908,1800,0,0,0,0,-1,0,0,
255,32,7,6,2,3002,30,s==6|4星随机碎片,1908,1800,0,0,0,0,-1,0,0,
256,32,8,8,2,1006,220,s==3|将印石,1908,1800,0,0,0,0,-1,0,0,
257,33,1,1,2,1199,1,s==4|神饰沁晶,50,200,1,160,1,240,5,1,0,
258,33,2,3,2,1204,2,s==4|天宝如意,140,200,1,20,1,22,-1,1,0,
259,33,3,5,2,1474,1,s==8|2星极品配饰自选,110,200,1,45,1,50,-1,1,0,
260,33,4,7,2,1009,4,s==4|配饰之魂,400,400,0,0,0,0,-1,0,0,
261,33,5,2,2,1011,6,s==5|配饰升星石,1610,1600,0,0,0,0,-1,0,0,
262,33,6,4,2,1006,500,s==3|将印石,1610,1600,0,0,0,0,-1,0,0,
263,33,7,6,2,2200,1,s==6|幸运铜钱福袋,3040,3030,0,0,0,0,-1,0,0,
264,33,8,8,2,2201,1,s==6|幸运经验福袋,3040,3030,0,0,0,0,-1,0,0,
265,34,1,1,2,1229,1,s==4|完璧精华,240,300,1,10,1,13,10,1,0,
266,34,2,3,2,1760,1,s==6|2级宝石自选,350,500,1,10,0,0,-1,1,0,
267,34,3,5,2,1003,8,s==5|高级寻访令,380,500,1,7,0,0,-1,0,0,
268,34,4,7,2,1027,40,s==5|神兵强化石,1558,1500,0,0,0,0,-1,0,0,
269,34,5,2,2,1001,220,s==3|突破石,1868,1800,0,0,0,0,-1,0,0,
270,34,6,4,1,8,2200000,s==2|铜钱,1868,1800,0,0,0,0,-1,0,0,
271,34,7,6,2,3002,30,s==6|4星随机碎片,1868,1800,0,0,0,0,-1,0,0,
272,34,8,8,2,1006,220,s==3|将印石,1868,1800,0,0,0,0,-1,0,0,
273,35,1,1,2,2128,1,s==6|四星红装自选,50,200,1,160,1,240,5,1,0,
274,35,2,3,2,1204,2,s==4|天宝如意,140,200,1,20,1,22,-1,1,0,
275,35,3,5,2,2097,1,s==7|橙色副将自选箱,110,200,1,45,1,50,-1,1,0,
276,35,4,7,2,1018,4,s==7|高阶副将军功令,400,400,0,0,0,0,-1,0,0,
277,35,5,2,2,1017,6,s==5|副将军功令,1610,1600,0,0,0,0,-1,0,0,
278,35,6,4,2,1006,500,s==3|将印石,1610,1600,0,0,0,0,-1,0,0,
279,35,7,6,2,2200,1,s==6|幸运铜钱福袋,3040,3030,0,0,0,0,-1,0,0,
280,35,8,8,2,2201,1,s==6|幸运经验福袋,3040,3030,0,0,0,0,-1,0,0,
281,36,1,1,2,6680,1,s==6|战魂自选宝箱,40,300,1,220,1,300,1,1,0,
282,36,2,3,2,1567,1,s==8|1星极品配饰自选,350,500,1,10,0,0,-1,1,0,
283,36,3,5,2,1003,8,s==5|高级寻访令,390,500,1,7,0,0,-1,0,0,
284,36,4,7,2,1027,40,s==5|神兵强化石,1588,1500,0,0,0,0,-1,0,0,
285,36,5,2,2,1001,220,s==3|突破石,1908,1800,0,0,0,0,-1,0,0,
286,36,6,4,1,8,2200000,s==2|铜钱,1908,1800,0,0,0,0,-1,0,0,
287,36,7,6,2,3002,30,s==6|4星随机碎片,1908,1800,0,0,0,0,-1,0,0,
288,36,8,8,2,1006,220,s==3|将印石,1908,1800,0,0,0,0,-1,0,0,
289,37,1,1,2,1222,1,s==4|昂宿星核,50,200,1,160,1,240,5,1,0,
290,37,2,3,2,1204,2,s==4|天宝如意,140,200,1,20,1,22,-1,1,0,
291,37,3,5,2,1760,1,s==6|2级宝石自选,110,200,1,45,1,50,-1,1,0,
292,37,4,7,2,1081,4,s==4|美人凤冠,400,400,0,0,0,0,-1,0,0,
293,37,5,2,2,1082,6,s==4|美人锦缎,1610,1600,0,0,0,0,-1,0,0,
