id,group,tips,type,itemId,min,max,odds,fastBattle,
15320,15,,2,2432,1,1,1,,
15330,15,,2,2433,1,1,1,,
15340,15,,2,2434,1,1,1,,
15350,15,,2,2511,1,1,0,,
15360,15,,2,2512,1,1,0,,
15370,15,,2,2513,1,1,0,,
15380,15,,2,2514,1,1,1,,
15390,15,,2,2521,1,1,0,,
15400,15,,2,2522,1,1,0,,
15410,15,,2,2523,1,1,1,,
15420,15,,2,2524,1,1,0,,
15430,15,,2,2531,1,1,0,,
15440,15,,2,2532,1,1,1,,
15450,15,,2,2533,1,1,0,,
15460,15,,2,2534,1,1,0,,
15470,15,,2,2541,1,1,1,,
15480,15,,2,2542,1,1,0,,
15490,15,,2,2543,1,1,0,,
15500,15,,2,2544,1,1,0,,
15510,15,,2,2611,1,1,0,,
15520,15,,2,2612,1,1,0,,
15530,15,,2,2613,1,1,0,,
15540,15,,2,2614,1,1,0,,
15541,16,s==6|544章之后,1,9,1,1,2800,,
15542,16,,1,71,100,100,216,,
15543,16,,2,1001,1,1,6000,,
15544,16,,2,1046,1,1,150,,
15545,16,s==4|配饰抽奖,2,1058,1,1,15,,
15546,16,,2,3008,1,1,150,,
15547,16,s==2|将印,2,4010,1,1,20,2,
15548,16,,2,2211,1,1,100,,
15549,16,,2,2212,1,1,100,,
15550,16,,2,2213,1,1,100,,
15551,16,,2,2214,1,1,100,,
15552,16,,2,2221,1,1,120,,
15553,16,,2,2222,1,1,120,,
15554,16,,2,2223,1,1,120,,
15555,16,,2,2224,1,1,120,,
15556,16,,2,2311,1,1,80,,
15557,16,,2,2312,1,1,80,,
15558,16,,2,2313,1,1,80,,
15559,16,,2,2314,1,1,80,,
15560,16,,2,2321,1,1,60,,
15561,16,,2,2322,1,1,60,,
15562,16,,2,2323,1,1,60,,
15563,16,,2,2324,1,1,60,,
15564,16,,2,2411,1,1,3,,
15565,16,,2,2412,1,1,3,,
15566,16,,2,2413,1,1,3,,
15567,16,,2,2414,1,1,3,,
15568,16,,2,2421,1,1,2,,
15569,16,,2,2422,1,1,2,,
15570,16,,2,2423,1,1,2,,
15571,16,,2,2424,1,1,2,,
15572,16,,2,2431,1,1,1,,
15573,16,,2,2432,1,1,1,,
15574,16,,2,2433,1,1,1,,
15575,16,,2,2434,1,1,1,,
15576,16,,2,2511,1,1,0,,
15577,16,,2,2512,1,1,0,,
15578,16,,2,2513,1,1,0,,
15579,16,,2,2514,1,1,1,,
15580,16,,2,2521,1,1,0,,
15581,16,,2,2522,1,1,0,,
15582,16,,2,2523,1,1,1,,
15583,16,,2,2524,1,1,0,,
15584,16,,2,2531,1,1,0,,
15585,16,,2,2532,1,1,1,,
15586,16,,2,2533,1,1,0,,
15587,16,,2,2534,1,1,0,,
15588,16,,2,2541,1,1,1,,
15589,16,,2,2542,1,1,0,,
15590,16,,2,2543,1,1,0,,
15591,16,,2,2544,1,1,0,,
15592,16,,2,2611,1,1,0,,
15593,16,,2,2612,1,1,0,,
15594,16,,2,2613,1,1,0,,
15595,16,,2,2614,1,1,0,,
21010,101,s==4|矿场争夺,2,60010,1,1,3250,,
21011,101,,2,60020,1,1,3250,,
21012,101,,2,60030,1,1,3250,,
21013,101,,2,1036,1,1,250,,
21020,102,,2,60010,1,1,3250,,
21021,102,,2,60020,1,1,3250,,
21022,102,,2,60030,1,1,3250,,
21023,102,,2,1036,1,1,250,,
21030,103,,2,60010,1,1,3250,,
21031,103,,2,60020,1,1,3250,,
21032,103,,2,60030,1,1,3250,,
21033,103,,2,1036,1,1,250,,
21040,104,,2,60010,1,1,3250,,
21041,104,,2,60020,1,1,3250,,
21042,104,,2,60030,1,1,3250,,
21043,104,,2,1036,1,1,250,,
21050,105,,2,60010,1,1,3250,,
21051,105,,2,60020,1,1,3250,,
21052,105,,2,60030,1,1,3250,,
21053,105,,2,1036,1,1,250,,
21060,106,,2,60010,1,1,3250,,
21061,106,,2,60020,1,1,3250,,
21062,106,,2,60030,1,1,3250,,
21063,106,,2,1036,1,1,250,,
21070,107,,2,60010,1,1,3250,,
21071,107,,2,60020,1,1,3250,,
21072,107,,2,60030,1,1,3250,,
21073,107,,2,1036,1,1,250,,
21080,108,,2,60010,1,1,3250,,
21081,108,,2,60020,1,1,3250,,
21082,108,,2,60030,1,1,3250,,
21083,108,,2,1036,1,1,250,,
21090,109,,2,60010,1,1,3250,,
21091,109,,2,60020,1,1,3250,,
21092,109,,2,60030,1,1,3250,,
21093,109,,2,1036,1,1,250,,
21100,110,,2,60010,1,1,3250,,
21101,110,,2,60020,1,1,3250,,
21102,110,,2,60030,1,1,3250,,
21103,110,,2,1036,1,1,250,,
21104,111,,2,60010,1,1,3250,,
21105,111,,2,60020,1,1,3200,,
21106,111,,2,60030,1,1,3200,,
21107,111,,2,1036,1,1,340,,
21108,111,,2,1104,1,1,10,,
21110,121,,2,60010,1,1,3250,,
21111,121,,2,60020,1,1,3200,,
21112,121,,2,60030,1,1,3200,,
21113,121,,2,60010,2,2,3250,,
21114,121,,2,60020,2,2,3200,,
21115,121,,2,60030,2,2,3200,,
21116,122,,2,60010,2,2,3250,,
21117,122,,2,60020,2,2,3200,,
21118,122,,2,60030,2,2,3200,,
21119,122,,2,1103,1,1,300,,
21120,123,,2,60010,2,2,1334,,
21121,123,,2,60020,2,2,1333,,
21122,123,,2,60030,2,2,1333,,
21123,123,,2,1103,1,1,10,,
21124,123,,2,1104,1,1,1000,,
