id,type,itemId,num,totalNum,desc,
1,1,8,50000000,1000000000,s==8|Đồng Bạc,
44,2,1038,10000,50000,s==18|Tinh Hoa Xích Hồng,
45,2,1039,10000,50000,s==17|Tinh Hoa Định Lam,
46,2,1040,10000,50000,s==19|Tinh Hoa Tàng Thanh,
47,2,1041,10000,50000,s==18|Tinh Hoa Huyền Sắc,
48,2,1042,10000,50000,s==15|Tinh Hoa Ám Hôi,
49,2,1043,200,2000,s==22|Thạch Tiến Cấp Bảo Vật,
50,2,1044,200,2000,s==16|Linh Hồn Bảo Vật,
51,2,1045,200,2000,s==19|Chiến Hồn Tinh Quái,
52,2,1046,200,2000,s==18|Chiến Hồn Tinh Hoa,
53,2,1047,200,2000,s==16|CHIẾN CÔNG THẠCH,
54,2,1048,200,2000,s==12|Phong Hầu Ấn,
55,2,1049,200,2000,s==17|Tinh Hoa Chiến Kỳ,
56,2,1050,200,2000,s==24|Thạch Tẩy Luyện Chiến Kỳ,
57,2,1051,200,2000,s==16|Chiến Kỳ Chi Hồn,
58,2,1052,200,2000,s==21|Chuyển Hóa Thần Thạch,
59,2,1053,200,2000,s==24|Võ Tướng Chuyển Sinh Đan,
60,2,1054,200,2000,s==18|Tạo Hóa Thần Thạch,
61,2,1055,200,2000,s==23|Chú Hồn Tiến Giai Thạch,
62,2,1056,200,2000,s==16|Chú Hồn Tinh Hồn,
63,2,1057,200,2000,s==6|Dự Trữ,
64,2,1058,200,2000,s==16|KÌ LÂN THÁNH VẬT,
65,2,1059,200,2000,s==18|Thánh Vật Chu Tước,
66,2,1060,200,2000,s==18|Thánh Vật Huyền Vũ,
67,2,1061,200,2000,s==17|Thánh Vật Bạch Hổ,
68,2,1062,200,2000,s==20|Thánh Vật Thanh Long,
69,2,1063,200,2000,s==17|BẢO TƯƠNG ẤN KHÓA,
70,2,1064,200,2000,s==17|TRỊ QUỐC BINH THƯ,
71,2,1065,200,2000,s==19|TRUYỀN QUỐC NGỌC ẤN,
72,2,1066,200,2000,s==11|TỨ PHÚ LỆNH,
73,2,1067,200,2000,s==17|THẤT HUYỀN CỔ CẦM,
74,2,1068,200,2000,s==7|Bạc Bội,
75,2,1069,200,2000,s==13|TRỊ QUỐC SÁCH,
76,2,1070,200,2000,s==8|Hồng Mai,
77,2,1071,200,2000,s==13|Phù Giám Định,
78,2,1072,200,2000,s==12|VỌNG KHÍ PHÙ,
79,2,1073,200,2000,s==14|Thiên Nhãn Phù,
80,2,1074,200,2000,s==14|TỐT BẢN CHƯƠNG,
81,2,1075,200,2000,s==21|Tàn Chương Tối Thượng,
82,2,1076,200,2000,s==17|Sử Thi Tàn Chương,
83,2,1077,200,2000,s==16|Tinh Túy Tự Chọn,
84,2,1078,500,2000,s==11|Nữ Nhi Hồng,
85,2,1079,200,2000,s==16|Ngọc Bội Mỹ Nhân,
86,2,1080,200,2000,s==11|Đào Hoa Tụy,
87,2,1081,200,2000,s==24|Phượng Quân Mĩ Nhân Quan,
88,2,1082,200,2000,s==15|Lụa Gấm Mĩ Nhân,
89,2,1083,200,2000,s==21|Đan Giác Ngộ Võ Tướng,
90,2,1084,200,2000,s==21|Tinh Tinh Thiên Cương,
91,2,1085,200,2000,s==10|Tàn Chương,
92,2,1086,200,2000,s==13|Lạc Long Diệp,
93,2,1087,200,2000,s==11|Du Long Bút,
94,2,1088,200,2000,s==13|Tỉnh Long Mực,
95,2,1089,200,2000,s==15|Tàng Long Quyển,
96,2,1090,200,2000,s==18|Linh Hồn Thần Binh,
97,2,1091,200,2000,s==19|Thạch Rèn Trang Sức,
98,2,1092,200,2000,s==18|Tinh Hoa Trang Sức,
99,2,1093,200,2000,s==15|Lệnh Công Thành,
100,2,1094,200,2000,s==11|Lệnh Di Dời,
101,2,1301,10,50,s==17|Binh Thư Tốc Kích,
102,2,1302,10,50,s==17|Binh Thư Vật Truy,
103,2,1303,10,50,s==18|Binh Thư Pháp Truy,
104,2,1304,10,50,s==18|Binh Thư Pháp Công,
105,2,1305,10,50,s==17|Binh Thư Vật Công,
106,2,1306,10,50,s==18|Binh Thư Liên Chấn,
107,2,1307,10,50,s==17|Binh Thư Bạo Truy,
108,2,1308,10,50,s==17|Binh Thư Chí Mệnh,
109,2,1309,10,50,s==16|Binh Thư Tất Sát,
110,2,1310,10,50,s==15|Binh Thư Đế Lực,
111,2,1311,10,50,s==16|Binh Thư Độn Tẩu,
112,2,1312,10,50,s==18|Binh Thư Tuyết Hận,
113,2,1313,10,50,s==16|Binh Thư Hạ Liệu,
114,2,1314,10,50,s==17|Binh Thư Toàn Sát,
115,2,1315,10,50,s==16|Binh Thư Khu Tán,
116,2,1316,10,50,s==19|Binh Thư Khuyết Tru,
117,2,1317,10,50,s==17|Binh Thư Chế Giễu,
118,2,1318,10,50,s==17|Binh Thư Hoãn Tốc,
119,2,1319,10,50,s==16|Binh Thư Hồn Hựu,
120,2,1320,10,50,s==17|Binh Thư Thoát Né,
121,2,1321,10,50,s==15|Binh Thư Áp Chế,
122,2,1322,10,50,s==18|Binh Thư Tất Trung,
123,2,1323,10,50,s==16|Binh Thư Khứ Tật,
124,2,1324,10,50,s==18|Binh Thư Kiên Nhẫn,
125,2,1325,10,50,s==15|Binh Thư Tự Hồi,
126,2,1326,10,50,s==18|Binh Thư Phục Sinh,
127,2,1327,10,50,s==19|Binh Thư Thiên Mệnh,
128,2,1328,10,50,s==15|Binh Thư Cơ Xảo,
129,2,1329,10,50,s==17|Binh Thư Thức Phá,
130,2,1330,10,50,s==17|Binh Thư Ngự Địch,
131,2,1331,10,50,s==16|Binh Thư Y Thuật,
132,2,1332,10,50,s==15|Binh Thư Tự Thủ,
133,2,1333,10,50,s==17|Binh Thư Phá Giáp,
134,2,1334,10,50,s==21|Binh Thư Chưởng Khống,
135,2,1335,10,50,s==15|Binh Thư Bá Thể,
136,2,1336,10,50,s==18|Binh Thư Thị Huyết,
137,2,1337,10,50,s==18|Binh Thư Kiên Nghị,
138,2,1338,10,50,s==15|Binh Thư Thủ Hộ,
139,2,1339,10,50,s==17|Binh Thư Tịnh Hóa,
140,2,1340,10,50,s==18|Binh Thư Chấn Kích,
141,2,1341,10,50,s==17|Binh Thư Đột Kích,
142,2,1342,10,50,s==16|Binh Thư Kỳ Kích,
143,2,1343,10,50,s==16|Binh Thư Tập Thủ,
144,2,1370,10,50,s==24|Gói Quà Võ Tướng Rút Lui,
145,2,1371,10,50,s==26|Gói Quà Nguyên Liệu Ưu Đãi,
146,2,1372,10,50,s==29|Gói Quà Nguyên Liệu Hào Phóng,
147,2,1373,10,50,s==27|Gói Quà Đồng Tiền Hào Phóng,
148,2,1374,10,50,s==28|Gói Quà Nguyên Liệu Long Hồn,
149,2,1375,10,50,s==28|Gói Quà Nuôi Dưỡng Chiến Lực,
150,2,1376,10,50,s==28|Gói Quà Nuôi Dưỡng Thần Binh,
151,2,1377,10,50,s==21|Gói Quà Rèn Thần Binh,
152,2,1378,10,50,s==26|Gói Quà Nguyên Liệu Ưu Đãi,
153,2,1379,10,50,s==29|Gói Quà Nguyên Liệu Hào Phóng,
154,2,1380,10,50,s==29|Gói Quà Nguyên Liệu Hào Phóng,
155,2,1381,10,50,s==28|Gói Quà Nguyên Liệu Chiến Kỳ,
156,2,1382,10,50,s==29|Gói Quà Nguyên Liệu Thần Binh,
157,2,1383,10,50,s==29|Gói Quà Tàn Chương Tối Thượng,
158,2,1384,10,50,s==25|Gói Quà Cường Hóa Bảo Vật,
159,2,1385,10,50,s==26|Gói Quà Thăng Sao Võ Tướng,
160,2,1386,10,50,s==28|Gói Quà Nuôi Dưỡng Thần Binh,
161,2,1387,10,50,s==21|Gói vật liệu đổi chác,
162,2,1388,10,50,s==26|Gói đột phá Hội Nghĩa Đình,
163,2,1400,10,50,s==28|Gói Quà Tích Điểm Tướng Tinh,
164,2,1401,10,50,s==16|Gói quà toàn dân,
165,2,1402,10,50,s==14|Gói quý phẩm 1,
166,2,1403,10,50,s==14|Gói quý phẩm 2,
167,2,1404,10,50,s==14|Gói quý phẩm 3,
168,2,1405,10,50,s==18|Gói đặc quyền VIP0,
169,2,1406,10,50,s==18|Gói đặc quyền VIP1,
170,2,1407,10,50,s==18|Gói đặc quyền VIP2,
171,2,1408,10,50,s==18|Gói đặc quyền VIP3,
172,2,1409,10,50,s==18|Gói đặc quyền VIP4,
173,2,1410,10,50,s==18|Gói đặc quyền VIP5,
174,2,1411,10,50,s==18|Gói đặc quyền VIP6,
175,2,1412,10,50,s==18|Gói đặc quyền VIP7,
176,2,1413,10,50,s==18|Gói đặc quyền VIP8,
177,2,1414,10,50,s==18|Gói đặc quyền VIP9,
178,2,1415,10,50,s==19|Gói đặc quyền VIP10,
179,2,1416,10,50,s==19|Gói đặc quyền VIP11,
180,2,1417,10,50,s==19|Gói đặc quyền VIP12,
181,2,1418,10,50,s==19|Gói đặc quyền VIP13,
182,2,1419,10,50,s==19|Gói đặc quyền VIP14,
183,2,1420,10,50,s==19|Gói đặc quyền VIP15,
184,2,1421,10,50,s==19|Gói đặc quyền VIP16,
185,2,1422,10,50,s==19|Gói đặc quyền VIP17,
186,2,1423,10,50,s==19|Gói đặc quyền VIP18,
187,2,1424,10,50,s==19|Gói đặc quyền VIP19,
188,2,1425,10,50,s==19|Gói đặc quyền VIP20,
189,2,1426,10,50,s==22|Phần thưởng riêng VIP0,
190,2,1427,10,50,s==22|Phần thưởng riêng VIP1,
191,2,1428,10,50,s==22|Phần thưởng riêng VIP2,
192,2,1429,10,50,s==22|Phần thưởng riêng VIP3,
193,2,1430,10,50,s==22|Phần thưởng riêng VIP4,
194,2,1431,10,50,s==22|Phần thưởng riêng VIP5,
195,2,1432,10,50,s==22|Phần thưởng riêng VIP6,
196,2,1433,10,50,s==22|Phần thưởng riêng VIP7,
197,2,1434,10,50,s==22|Phần thưởng riêng VIP8,
198,2,1435,10,50,s==22|Phần thưởng riêng VIP9,
199,2,1436,10,50,s==23|Phần thưởng riêng VIP10,
200,2,1437,10,50,s==23|Phần thưởng riêng VIP11,
201,2,1438,10,50,s==23|Phần thưởng riêng VIP12,
202,2,1439,10,50,s==23|Phần thưởng riêng VIP13,
203,2,1440,10,50,s==23|Phần thưởng riêng VIP14,
204,2,1441,10,50,s==23|Phần thưởng riêng VIP15,
205,2,1442,10,50,s==23|Phần thưởng riêng VIP16,
206,2,1443,10,50,s==23|Phần thưởng riêng VIP17,
207,2,1444,10,50,s==23|Phần thưởng riêng VIP18,
208,2,1445,10,50,s==23|Phần thưởng riêng VIP19,
209,2,1446,10,50,s==23|Phần thưởng riêng VIP20,
210,2,1447,10,50,s==18|Gói quà quét nhanh,
211,2,1448,10,50,s==30|Gói quà Chiến Trường Kinh Châu,
212,2,1449,10,50,s==22|Gói quà kỳ ngộ cao cấp,
213,2,1450,10,50,s==26|Gói quà kỳ ngộ hoành tráng,
214,2,1451,10,50,s==16|Gói Tụ Hiền Lệnh,
215,2,1452,10,50,s==18|Gói Quà Chinh Phục,
216,2,1453,10,50,s==28|Gói chọn lựa mưu lược sử thi,
217,2,1454,10,50,s==27|Mảnh chọn lựa hỗ trợ tam hệ,
218,2,1455,10,50,s==29|Mảnh chọn lựa tấn công ngũ hệ,
219,2,1456,10,50,s==30|Mảnh chọn lựa tấn công Thần Ma,
220,2,1457,10,50,s==37|Gói Quà Trang Bị Cam 1 Sao Ngẫu Nhiên,
221,2,1458,10,50,s==37|Gói Quà Trang Bị Cam 2 Sao Ngẫu Nhiên,
222,2,1459,10,50,s==37|Gói Quà Trang Bị Cam 3 Sao Ngẫu Nhiên,
223,2,1460,10,50,s==38|Gói Quà Trang Bị Hồng 1 Sao Ngẫu Nhiên,
224,2,1461,10,50,s==38|Gói Quà Trang Bị Hồng 2 Sao Ngẫu Nhiên,
225,2,1462,10,50,s==38|Gói Quà Trang Bị Hồng 3 Sao Ngẫu Nhiên,
226,2,1463,10,50,s==27|Chọn lựa mảnh vật liệu hiếm,
227,2,1464,10,50,s==31|Chọn lựa mảnh vật liệu quý hiếm,
228,2,1465,10,50,s==27|Rương đá luyện khí thần khí,
229,2,1466,10,50,s==15|Rương đồng tiền,
230,2,1467,10,50,s==26|Rương kinh nghiệm võ tướng,
231,2,1468,10,50,s==30|Gói chọn lựa trang bị đỏ 3 sao,
232,2,1469,10,50,s==28|Mảnh chọn lựa hỗ trợ Thần Ma,
233,2,1470,10,50,s==29|Mảnh chọn lựa Thần Ma cốt lõi,
234,2,1471,10,50,s==14|Rương cổ bảo 3,
235,2,1472,10,50,s==14|Rương trang bị,
236,2,1473,10,50,s==12|Rương vũ khí,
237,2,1474,10,50,s==28|Chọn lựa phụ kiện hiếm 2 sao,
238,2,1475,10,50,s==28|Chọn lựa phụ kiện hiếm 3 sao,
239,2,1476,10,50,s==28|Gói chọn lựa đạo cụ võ tướng,
240,2,1477,10,50,s==32|Chọn lựa thăng sao Ngụy Thục Ngô,
241,2,1478,10,50,s==26|Thần Ma Thăng Tinh Tự Chọn,
242,2,1479,10,50,s==34|23 Tinh Ngẫu Nhiên Phụ Kiện Lễ Bao,
243,2,1480,10,50,s==33|2 Tinh Ngẫu Nhiên Phụ Kiện Lễ Bao,
244,2,1481,10,50,s==33|1 Tinh Ngẫu Nhiên Phụ Kiện Lễ Bao,
245,2,1482,10,50,s==35|1 Tinh Ngẫu Nhiên Phụ Kiện Lễ Bao 2,
246,2,1483,10,50,s==35|2 Tinh Ngẫu Nhiên Phụ Kiện Lễ Bao 2,
247,2,1484,10,50,s==33|Võ Tướng Trân Hiếm Đạo Cụ Tự Chọn,
248,2,1485,10,50,s==16|Tinh Túy Tự Chọn,
249,2,1486,10,50,s==31|Kỳ Mưu Nguyên Liệu Đẳng Tự Chọn,
250,2,1487,10,50,s==14|Kỳ Mưu Tự Chọn,
251,2,1488,10,50,s==16|Võ Tướng Tự Chọn,
252,2,1489,10,50,s==17|Bảo Thạch Tự Chọn,
253,2,1490,10,50,s==25|Lệnh Bài Đấu Bảo Thủ Lĩnh,
254,2,1491,10,50,s==13|Gói Tướng Phó,
255,2,1492,10,50,s==29|5 Tinh Thần Ma Tế Bản Tự Chọn,
256,2,1493,10,50,s==14|？？ Bảo Tương 6,
257,2,1494,10,50,s==14|？？ Bảo Tương 7,
258,2,1495,10,50,s==14|？？ Bảo Tương 8,
259,2,1496,10,50,s==16|Tướng Ấn Chu Kha,
260,2,1497,10,50,s==22|Tầm Phóng Lệnh Chu Kha,
261,2,1498,10,50,s==31|Thần Khí Tu Luyện Thạch Chu Kha,
262,2,1499,10,50,s==36|Tầm Phóng Lệnh Đoạt Bảo Lệnh Chu Kha,
263,2,1500,10,50,s==29|Tế Phẩm Đoạt Bảo Lệnh Chu Kha,
264,2,1501,10,50,s==10|？？ Chu Kha,
265,2,1502,10,50,s==17|Vương Giả Chu Kha,
266,2,1503,10,50,s==26|Ngẫu Nhiên Phụ Kiện Lễ Bao,
267,2,1504,10,50,s==14|Chu Lục Lễ Bao,
268,2,1505,10,50,s==15|Chu Nhật Lễ Bao,
269,2,1506,10,50,s==15|Chu Nhất Lễ Bao,
270,2,1507,10,50,s==24|Cẩm Lý Siêu Trị Lễ Bao 1,
271,2,1508,10,50,s==24|Cẩm Lý Siêu Trị Lễ Bao 2,
272,2,1509,10,50,s==24|Cẩm Lý Siêu Trị Lễ Bao 3,
273,2,1510,10,50,s==24|Cẩm Lý Siêu Trị Lễ Bao 4,
274,2,1511,10,50,s==11|Mỗi Nhật Lễ,
275,2,1512,10,50,s==25|Gói Quà Tu Luyện Phụ Kiện,
276,2,1513,10,50,s==28|Gói Quà Ngẫu Nhiên Phù Thạch,
277,2,1514,10,50,s==31|Hiếm Nguyên Liệu Tự Chọn Lễ Bao,
278,2,1515,10,50,s==31|Hiếm Nguyên Liệu Tự Chọn Lễ Bao,
279,2,1516,10,50,s==31|Hiếm Nguyên Liệu Tự Chọn Lễ Bao,
280,2,1517,10,50,s==28|Hiếm Nguyên Liệu Tự Chọn Bao,
281,2,1518,10,50,s==28|Hiếm Nguyên Liệu Tự Chọn Bao,
282,2,1519,10,50,s==31|Hiếm Nguyên Liệu Tự Chọn Lễ Bao,
283,2,1520,10,50,s==32|Cam Sắc Phù Thạch Tự Chọn Lễ Bao,
284,2,1521,10,50,s==36|Trân Hiếm Nguyên Liệu Tự Chọn Lễ Bao,
285,2,1522,10,50,s==19|Lệnh Bài Chiêu Hiền,
286,2,1523,10,50,s==28|Gói Quà Ngẫu Nhiên Phù Thạch,
287,2,1524,10,50,s==19|Lệnh Bài Chiêu Hiền,
288,2,1525,10,50,s==23|Tam Quốc Tự Chọn Tế Bản,
289,2,1526,10,50,s==26|Phúc Đạo May Mắn Triệu Hồi,
290,2,1527,10,50,s==35|Trân Hiếm Nguyên Liệu Tự Chọn Lễ Hộ,
291,2,1530,10,50,s==24|Thần Ma Tự Chọn Võ Tướng,
292,2,1531,10,50,s==26|Bảo Vật Dưỡng Thành Lễ Bao,
293,2,1532,10,50,s==26|Gói Quà Tu Luyện Thần Binh,
294,2,1533,10,50,s==35|Thần Ma Tự Chọn Thăng Tinh Võ Tướng,
295,2,1534,10,50,s==41|Ngụy Thục Ngô Tự Chọn Thăng Tinh Võ Tướng,
296,2,1535,10,50,s==21|Rương Cờ Chiến Thường,
297,2,1536,10,50,s==24|Ưu Tú Chiến Kỳ Bảo Tương,
298,2,1537,10,50,s==25|Sử Thi Chiến Kỳ Bảo Tương,
299,2,1538,10,50,s==24|Lệnh Bài KNB Khởi Nghiệp,
300,2,1539,10,50,s==23|Ngũ Tinh Dưỡng Thành Lễ,
301,2,1540,10,50,s==23|Ngũ Tinh Dưỡng Thành Lễ,
302,2,1541,10,50,s==23|Ngũ Tinh Dưỡng Thành Lễ,
303,2,1542,10,50,s==23|Lục Tinh Dưỡng Thành Lễ,
304,2,1543,10,50,s==24|Thất Tinh Dưỡng Thành Lễ,
305,2,1544,10,50,s==23|Bát Tinh Dưỡng Thành Lễ,
306,2,1545,10,50,s==23|Cửu Tinh Dưỡng Thành Lễ,
307,2,1546,10,50,s==24|Thập Tinh Dưỡng Thành Lễ,
308,2,1547,10,50,s==29|Thập Nhất Tinh Dưỡng Thành Lễ,
309,2,1548,10,50,s==28|Thập Nhị Tinh Dưỡng Thành Lễ,
310,2,1549,10,50,s==28|Thập Tam Tinh Dưỡng Thành Lễ,
311,2,1550,10,50,s==19|Tuyệt Bản Thánh Khí,
312,2,1560,10,50,s==20|Thực danh chứng thực,
313,2,1561,10,50,s==16|Tải xuống hảo lễ,
314,2,1562,10,50,s==19|Rương Bảo Hoàng Kim,
315,2,1563,10,50,s==9|Rương Bạc,
316,2,1564,10,50,s==10|Rương Đồng,
317,2,1565,10,50,s==33|Siêu Trị Thủ Nạp Tự Chọn Võ Tướng,
318,2,1566,10,50,s==26|Tầng 1 Kỳ Vương Hầu Lễ Bao,
319,2,1567,10,50,s==28|1 Tinh Hiếm Phụ Kiện Tự Chọn,
320,2,1568,10,50,s==22|Mỗi Chu Đặc Huệ Lễ Bao,
321,2,1569,10,50,s==22|Gói Ưu Đãi Hàng Tuần 1,
322,2,1570,10,50,s==22|Gói Ưu Đãi Hàng Tuần 2,
323,2,1571,10,50,s==22|Gói Ưu Đãi Hàng Tuần 3,
324,2,1572,10,50,s==22|Gói Ưu Đãi Hàng Tuần 4,
325,2,1573,10,50,s==22|Gói Ưu Đãi Hàng Tuần 5,
326,2,1574,10,50,s==22|Gói Ưu Đãi Hàng Tuần 6,
327,2,1575,10,50,s==22|Gói Ưu Đãi Hàng Tuần 7,
328,2,1577,10,50,s==22|Mỗi Chu Đặc Huệ Lễ Bao,
329,2,1578,10,50,s==22|Gói Ưu Đãi Hàng Tuần 1,
330,2,1579,10,50,s==22|Gói Ưu Đãi Hàng Tuần 2,
331,2,1580,10,50,s==22|Gói Ưu Đãi Hàng Tuần 3,
332,2,1581,10,50,s==22|Gói Ưu Đãi Hàng Tuần 4,
333,2,1582,10,50,s==22|Gói Ưu Đãi Hàng Tuần 5,
334,2,1583,10,50,s==22|Gói Ưu Đãi Hàng Tuần 6,
335,2,1584,10,50,s==22|Gói Ưu Đãi Hàng Tuần 7,
336,2,1585,10,50,s==22|Mỗi Chu Đặc Huệ Lễ Bao,
337,2,1586,10,50,s==22|Gói Ưu Đãi Hàng Tuần 1,
338,2,1587,10,50,s==22|Gói Ưu Đãi Hàng Tuần 2,
339,2,1588,10,50,s==22|Gói Ưu Đãi Hàng Tuần 3,
340,2,1589,10,50,s==22|Gói Ưu Đãi Hàng Tuần 4,
341,2,1590,10,50,s==22|Gói Ưu Đãi Hàng Tuần 5,
342,2,1591,10,50,s==22|Gói Ưu Đãi Hàng Tuần 6,
343,2,1592,10,50,s==22|Gói Ưu Đãi Hàng Tuần 7,
344,2,1593,10,50,s==22|Gói Ưu Đãi Hàng Tuần 8,
345,2,1594,10,50,s==22|Gói Ưu Đãi Hàng Tuần 9,
346,2,1595,10,50,s==23|Gói Ưu Đãi Hàng Tuần 10,
347,2,1596,10,50,s==23|Gói Ưu Đãi Hàng Tuần 11,
348,2,1597,10,50,s==22|Gói Ưu Đãi Hàng Tuần 9,
349,2,1598,10,50,s==22|Mỗi Chu Đặc Huệ Lễ Bao,
350,2,1599,10,50,s==22|Gói Ưu Đãi Hàng Tuần 1,
351,2,1600,10,50,s==22|Gói Ưu Đãi Hàng Tuần 2,
352,2,1601,10,50,s==22|Gói Ưu Đãi Hàng Tuần 3,
353,2,1602,10,50,s==22|Gói Ưu Đãi Hàng Tuần 4,
354,2,1603,10,50,s==22|Gói Ưu Đãi Hàng Tuần 5,
355,2,1604,10,50,s==22|Gói Ưu Đãi Hàng Tuần 6,
356,2,1605,10,50,s==22|Gói Ưu Đãi Hàng Tuần 7,
357,2,1606,10,50,s==22|Gói Ưu Đãi Hàng Tuần 8,
358,2,1607,10,50,s==22|Gói Ưu Đãi Hàng Tuần 9,
359,2,1608,10,50,s==21|Gói Ưu Đãi Hàng Tháng,
360,2,1609,10,50,s==23|Gói Ưu Đãi Hàng Tháng 1,
361,2,1610,10,50,s==23|Gói Ưu Đãi Hàng Tháng 2,
362,2,1611,10,50,s==23|Gói Ưu Đãi Hàng Tháng 3,
363,2,1612,10,50,s==23|Gói Ưu Đãi Hàng Tháng 4,
364,2,1613,10,50,s==23|Gói Ưu Đãi Hàng Tháng 5,
365,2,1614,10,50,s==23|Gói Ưu Đãi Hàng Tháng 6,
366,2,1615,10,50,s==23|Gói Ưu Đãi Hàng Tháng 7,
367,2,1616,10,50,s==23|Gói Ưu Đãi Hàng Tháng 0,
368,2,1617,10,50,s==23|Gói Ưu Đãi Hàng Tháng 1,
369,2,1618,10,50,s==23|Gói Ưu Đãi Hàng Tháng 2,
370,2,1619,10,50,s==23|Gói Ưu Đãi Hàng Tháng 3,
371,2,1620,10,50,s==23|Gói Ưu Đãi Hàng Tháng 4,
372,2,1621,10,50,s==23|Gói Ưu Đãi Hàng Tháng 5,
373,2,1622,10,50,s==23|Gói Ưu Đãi Hàng Tháng 6,
374,2,1623,10,50,s==23|Gói Ưu Đãi Hàng Tháng 7,
375,2,1624,10,50,s==21|Gói Ưu Đãi Hàng Tháng,
376,2,1625,10,50,s==23|Gói Ưu Đãi Hàng Tháng 1,
377,2,1626,10,50,s==23|Gói Ưu Đãi Hàng Tháng 2,
378,2,1627,10,50,s==23|Gói Ưu Đãi Hàng Tháng 3,
379,2,1628,10,50,s==23|Gói Ưu Đãi Hàng Tháng 4,
380,2,1629,10,50,s==23|Gói Ưu Đãi Hàng Tháng 5,
381,2,1630,10,50,s==23|Gói Ưu Đãi Hàng Tháng 6,
382,2,1631,10,50,s==23|Gói Ưu Đãi Hàng Tháng 7,
383,2,1632,10,50,s==23|Gói Ưu Đãi Hàng Tháng 3,
384,2,1633,10,50,s==23|Gói Ưu Đãi Hàng Tháng 4,
385,2,1634,10,50,s==23|Gói Ưu Đãi Hàng Tháng 5,
386,2,1635,10,50,s==23|Gói Ưu Đãi Hàng Tháng 6,
387,2,1700,10,50,s==16|Gói quà toàn dân,
388,2,1701,10,50,s==14|Gói quý phẩm 1,
389,2,1702,10,50,s==14|Gói quý phẩm 2,
390,2,1703,10,50,s==14|Gói quý phẩm 3,
391,2,1704,10,50,s==16|Gói quà toàn dân,
392,2,1705,10,50,s==14|Gói quý phẩm 1,
393,2,1706,10,50,s==14|Gói quý phẩm 2,
394,2,1707,10,50,s==14|Gói quý phẩm 3,
395,2,1708,10,50,s==27|Lễ Bao Thần Long Nuôi Dưỡng,
396,2,1709,10,50,s==25|Gói Vương Giả Thông Thiên,
397,2,1710,10,50,s==23|Gói Vương Giả Thử Luyện,
398,2,1711,10,50,s==21|Gói Phúc Lợi Toàn Dân,
399,2,1712,10,50,s==16|Gói VIP1 Nửa Giá,
