id,chapterId,grid,type,iconId,buildingType,mark,mark2,offsetType,iconOffsetType,effectType,effectType2,
105,1,105,6,10012,,s==5|左上角城墙,,,5,,,
106,1,106,6,10012,,s==4|顶部城墙,,,,,,
107,1,107,6,10012,,s==4|顶部城墙,,,,17,,
108,1,108,6,10012,,s==10|顶部城墙（暂未用到）,,,24,,,
109,1,109,6,10012,,s==4|顶部城墙,,,25,18,,
110,1,110,6,10012,,s==10|顶部城墙（暂未用到）,,,,,,
111,1,111,6,10012,,s==4|顶部城墙,,,46,19,,
112,1,112,6,10012,,s==4|顶部城墙,,,47,,,
113,1,113,6,10012,,s==4|顶部城墙,,,48,,,
114,1,114,6,10012,,s==5|右上角城墙,,,6,,,
115,1,115,6,10013,,s==2|山林,,,,,,
116,1,116,6,10013,,s==2|山林,,,,,,
117,1,117,4,10012,,s==3|烽火台,,,39,,,
118,1,118,4,10002,,s==5|河流（桥）,,1,22,,,
119,1,119,4,10010,,s==7|攻方成员移动点,,5,,,,
120,1,120,4,10011,,s==3|剑门关,s==3|剑门关,2,,,,
121,1,121,5,10010,1,s==2|关隘,s==3|剑门关,33,,,5,
122,1,122,4,10010,,s==9|草地（双方可移动）,,2,,,,
123,1,123,4,10010,,s==9|草地（双方可移动）,,4,,,,
124,1,124,3,10011,,s==4|交战点1,,,,,,
125,1,125,4,10002,,s==5|河流（桥）,,4,22,,,
126,1,126,4,10010,,s==9|草地（双方可移动）,,4,,,,
127,1,127,4,10011,,s==3|玄武门,s==3|玄武门,2,,,,
128,1,128,5,10010,2,s==9|城门（双方可移动）,s==3|玄武门,3,,,5,
129,1,129,4,10011,,s==4|可攻打点,,2,23,6,,
130,1,130,4,10010,,s==2|草地,,3,78,,,
131,1,131,4,10010,,s==2|草地,,3,79,,,
132,1,132,4,10010,,s==6|（守方）草地,,3,80,,,
133,1,133,6,10012,,s==2|擂鼓,,,53,,,
134,1,134,6,10010,,s==3|诊所 ,,3,,,,
135,1,135,6,10012,,s==6|军营（守方）,,,56,,,
136,1,136,6,10012,,s==2|诊所,,,62,,,
137,1,137,6,10012,,s==4|右边城墙,,,51,,,
138,1,138,6,10002,,s==2|树林,,,18,,,
139,1,139,6,10012,,s==2|山林,,,,,,
140,1,140,6,10012,,s==5|攻方大本营,,,2,,,
141,1,141,4,10015,,s==8|攻方成员出生点2,,1,,12,,
142,1,142,6,10001,,s==2|河流,,,,,,
143,1,143,6,10002,,s==2|树林,,,18,,,
144,1,144,6,10002,,s==2|树林,,,18,,,
145,1,145,6,10002,,s==2|树林,,,72,8,,
146,1,146,4,10010,,s==11|草地（双方普通移动点）,,,,,,
147,1,147,6,10002,,s==2|树林,,,18,,,
148,1,148,4,10010,,s==9|草地（普通移动点）,,3,,,,
149,1,149,6,10001,,s==2|河流,,,,,,
150,1,150,6,10013,,s==2|山林,,,,10,,
151,1,151,6,10012,,s==4|左边城墙,,,36,,,
152,1,152,6,10012,,s==2|草塔,,,60,,,
153,1,153,4,10010,,s==11|草地（双方普通移动点）,,3,,,,
154,1,154,4,10011,,s==2|龙柱,s==2|龙柱,9,,,,
155,1,155,4,10011,,s==2|龙柱,s==2|龙柱,10,,,,
156,1,156,4,10010,,s==6|（守方）草地,,,,,,
157,1,157,4,10014,,s==10|守方军团成员出生点1,,,,15,,
158,1,158,6,10010,,s==7|守方（小兵营）,,,58,,,
159,1,159,6,10012,,s==3|烽火台,,,54,,,
160,1,160,6,10012,,s==5|右边城墙2,,,8,,,
161,1,161,6,10013,,s==2|山林,,,,,,
162,1,162,6,10013,,s==2|山林,,,,,,
163,1,163,4,10012,,s==3|烽火台,,,15,,,
164,1,164,6,10002,,s==2|河流,,,,,,
165,1,165,6,10002,,s==6|石块（井口）,,,20,,,
166,1,166,6,10013,,s==2|山林,,,,,,
167,1,167,6,10013,,s==2|山林,,,,,,
168,1,168,6,10013,,s==2|山林,,,,,,
169,1,169,3,10011,,s==4|交战点3,,4,77,,,
170,1,170,4,10010,,s==11|草地（双方普通移动点）,,3,,7,,
171,1,171,6,10002,,s==2|河流,,3,,,,
172,1,172,6,10002,,s==2|树林,,,18,,,
173,1,173,6,10013,,s==2|山林,,,,,,
174,1,174,6,10012,,s==4|左边城墙,,,35,,,
175,1,175,6,10012,,s==3|投石车,,,61,,,
176,1,176,4,10011,,s==2|龙柱,s==2|龙柱,6,,,,
177,1,177,6,10010,3,s==7|龙柱(中心点）,s==2|龙柱,,,,5,
178,1,178,4,10011,,s==2|龙柱,s==2|龙柱,11,,,,
179,1,179,4,10010,,s==6|（守方）草地,,,,,,
180,1,180,4,10010,,s==6|（守方）草地,,,,,,
181,1,181,6,10012,,s==2|马场,,,,,,
182,1,182,5,10012,,s==5|守方大本营,,,1,,,
183,1,183,6,10012,,s==5|右边城墙3,,,9,,,
184,1,184,6,10002,,s==2|树林,,,18,,,
185,1,185,6,10013,,s==2|山林,,,,,,
186,1,186,6,10012,,s==2|军营,,,3,,,
187,1,187,4,10015,,s==8|攻方成员出生点3,,1,,13,,
188,1,188,6,10001,,s==2|河流,,,,,,
189,1,189,6,10002,,s==2|树林,,,18,,,
190,1,190,6,10002,,s==2|树林,,,18,,,
191,1,191,6,10002,,s==2|树林,,,18,,,
192,1,192,4,10010,,s==11|草地（双方普通移动点）,,3,,9,,
193,1,193,6,10002,,s==2|树林,,,18,,,
194,1,194,4,10010,,s==11|草地（双方普通移动点）,,3,,,,
195,1,195,6,10001,,s==2|河流,,,,,,
196,1,196,6,10013,,s==2|山林,,,,23,,
197,1,197,6,10012,,s==4|右边城墙,,,10,,,
198,1,198,6,10012,,s==2|草塔,,,64,,,
199,1,199,4,10010,,s==11|草地（双方普通移动点）,,3,,,,
200,1,200,4,10011,,s==2|龙柱,s==2|龙柱,7,,,,
201,1,201,4,10011,,s==2|龙柱,s==2|龙柱,8,,,,
202,1,202,4,10010,,s==6|（守方）草地,,1,,,,
203,1,203,4,10014,,s==6|（守方）草地,,,,16,,
204,1,204,6,10012,,s==3|小兵营,,,59,,,
205,1,205,6,10010,,s==3|烽火台,,,55,,,
206,1,206,6,10012,,s==11|右边城墙（暂时没用到）,,,19,,,
207,1,207,6,10013,,s==2|山林,,,,,,
208,1,208,6,10013,,s==2|山林,,,,,,
209,1,209,4,10012,,s==3|兵器台,,,17,,,
210,1,210,4,10002,,s==10|河流（桥）攻方移动点,,1,22,,,
211,1,211,4,10010,,s==9|草地（攻方移动点）,,5,,,,
212,1,212,4,10011,,s==3|玉门关,s==3|玉门关,2,,,,
213,1,213,5,10012,5,s==3|关隘2,s==3|玉门关,,,,5,
214,1,214,4,10010,,s==11|草地（双方普通移动点）,s==3|玉门关,2,,,,
215,1,215,4,10010,,s==11|草地（双方普通移动点）,,3,76,,,
216,1,216,3,10011,,s==4|交战点2,,4,,,,
217,1,217,4,10002,,s==10|河流（桥）双方可移动,,4,22,,,
218,1,218,4,10010,,s==11|草地（双方普通移动点）,,3,,,,
219,1,219,4,10011,,s==3|霸下门,s==3|霸下门,2,,,,
220,1,220,5,10012,4,s==2|城门,s==3|霸下门,4,,,5,
221,1,221,4,10011,,s==4|可攻打点,s==3|霸下门,2,,,,
222,1,222,4,10010,,s==9|草地（守方移动点）,,3,81,,,
223,1,223,4,10010,,s==9|草地（守方移动点）,,3,82,,,
224,1,224,4,10010,,s==9|草地（守方移动点）,,3,,,,
225,1,225,6,10012,,s==2|擂鼓,,,52,,,
226,1,226,6,10012,,s==3|兵器台,,,,,,
227,1,227,6,10012,,s==2|马场,,,57,,,
228,1,228,6,10002,,s==2|树林,,,63,,,
229,1,229,6,10012,,s==4|右边城墙,,,11,,,
230,1,230,6,10013,,s==2|山林,,,,,,
231,1,231,6,10013,,s==2|山林,,,,,,
232,1,232,6,10012,,s==2|马场,,,38,,,
233,1,233,4,10010,,s==7|攻方成员移动点,,5,,14,,
234,1,234,6,10009,,s==2|河流,,,,,,
235,1,235,6,10006,,s==2|河流,,,45,,,
236,1,236,6,10006,,s==2|河流,,,,,,
237,1,237,6,10006,,s==2|河流,,,,,,
238,1,238,6,10006,,s==2|河流,,,45,,,
239,1,239,6,10006,,s==2|河流,,,,,,
240,1,240,6,10006,,s==2|河流,,,45,,,
241,1,241,6,10008,,s==2|河流,,,,,,
242,1,242,6,10002,,s==6|石块（井口）,,,20,,,
243,1,243,6,10012,,s==5|不可移动点,,,,,,
244,1,244,6,10012,,s==5|左下角城墙,,,12,,,
245,1,245,6,10012,,s==4|底部城墙,,,26,20,,
246,1,246,6,10012,,s==4|底部城墙,,,27,21,,
247,1,247,6,10012,,s==4|底部城墙,,,28,,,
248,1,248,6,10012,,s==4|底部城墙,,,29,22,,
249,1,249,4,10010,,s==4|底部城墙,,3,30,,,
250,1,250,4,10010,,s==4|底部城墙,,3,49,,,
251,1,251,4,10010,,s==4|底部城墙,,3,50,,,
252,1,252,6,10012,,s==5|右下角城墙,,,13,,,
253,1,253,6,10013,,s==2|山林,,,,,,
254,1,254,6,10002,,s==2|树林,,,18,,,
255,1,255,6,10002,,s==6|石块（井口）,,,20,,,
256,1,256,6,10002,,s==2|河流,,,,,,
257,1,257,6,10002,,s==6|石块（井口）,,,20,,,
258,1,258,6,10002,,s==2|树林,,,18,,,
259,1,259,6,10002,,s==6|石块（井口）,,,20,,,
260,1,260,6,10002,,s==2|树林,,,18,,,
261,1,261,6,10002,,s==2|树林,,,18,,,
262,1,262,6,10002,,s==6|石块（井口）,,,20,,,
263,1,263,6,10002,,s==2|树林,,,18,,,
264,1,264,6,10002,,s==6|石块（井口）,,,20,,,
265,1,265,6,10013,,s==2|山林,,,,,,
266,1,266,6,10006,,s==2|河流,,,,,,
267,1,267,6,10006,,s==2|河流,,,45,,,
268,1,268,6,10006,,s==2|河流,,,,,,
269,1,269,6,10006,,s==2|河流,,,,,,
270,1,270,6,10006,,s==2|河流,,,45,,,
271,1,271,6,10006,,s==2|河流,,,,,,
272,1,272,6,10006,,s==2|河流,,,,,,
273,1,273,6,10006,,s==2|河流,,,45,,,
274,1,274,6,10006,,s==2|河流,,,,,,
275,1,275,6,10006,,s==2|河流,,,,,,
276,1,276,6,10006,,s==2|河流,,,45,,,
277,1,277,6,10013,,s==2|山林,,,,,,
278,1,278,6,10013,,s==2|山林,,,,,,
279,1,279,6,10002,,s==6|石块（井口）,,,20,,,
280,1,280,6,10001,,s==2|河流,,,,,,
281,1,281,6,10002,,s==6|石块（井口）,,,20,,,
282,1,282,6,10002,,s==2|树林,,,18,,,
283,1,283,6,10013,,s==2|山林,,,,,,
284,1,284,6,10002,,s==2|树林,,,18,,,
285,1,285,6,10013,,s==2|山林,,,,,,
286,1,286,6,10002,,s==6|石块（井口）,,,20,,,
287,1,287,6,10001,,s==2|河流,,,,,,
288,1,288,6,10013,,s==2|山林,,,,,,
289,1,289,6,10002,,s==2|树林,,,18,,,
290,1,290,6,10002,,s==6|石块（井口）,,,20,,,
291,1,291,6,10002,,s==2|树林,,,18,,,
292,1,292,6,10013,,s==2|山林,,,,,,
293,1,293,6,10002,,s==2|树林,,,18,,,
294,1,294,6,10002,,s==6|石块（井口）,,,20,,,
295,1,295,6,10002,,s==2|树林,,,18,,,
296,1,296,6,10013,,s==2|山林,,,,,,
297,1,297,6,10002,,s==2|树林,,,18,,,
298,1,298,6,10013,,s==2|山林,,,,,,
299,1,299,6,10013,,s==2|山林,,,,,,
300,1,300,6,10013,,s==2|山林,,,,,,
301,1,301,6,10013,,s==2|山林,,,,,,
302,1,302,6,10002,,s==6|石块（井口）,,,20,,,
303,1,303,6,10001,,s==2|河流,,,,,,
304,1,304,6,10002,,s==6|石块（井口）,,,20,,,
305,1,305,6,10002,,s==2|树林,,,18,,,
306,1,306,6,10013,,s==2|山林,,,,,,
307,1,307,6,10002,,s==2|树林,,,18,,,
308,1,308,6,10013,,s==2|山林,,,,,,
309,1,309,6,10002,,s==6|石块（井口）,,,20,,,
310,1,310,6,10001,,s==2|河流,,,,,,
311,1,311,6,10013,,s==2|山林,,,,,,
312,1,312,6,10002,,s==2|树林,,,18,,,
313,1,313,6,10002,,s==6|石块（井口）,,,20,,,
314,1,314,6,10002,,s==2|树林,,,18,,,
315,1,315,6,10013,,s==2|山林,,,,,,
316,1,316,6,10002,,s==2|树林,,,18,,,
317,1,317,6,10002,,s==6|石块（井口）,,,20,,,
318,1,318,6,10002,,s==2|树林,,,18,,,
319,1,319,6,10013,,s==2|山林,,,,,,
320,1,320,6,10002,,s==2|树林,,,18,,,
321,1,321,6,10013,,s==2|山林,,,,,,
322,1,322,6,10013,,s==2|山林,,,,,,
323,1,323,6,10013,,s==2|山林,,,,,,
324,1,324,6,10013,,s==2|山林,,,,,,
325,1,325,6,10002,,s==6|石块（井口）,,,20,,,
326,1,326,6,10001,,s==2|河流,,,,,,
327,1,327,6,10002,,s==6|石块（井口）,,,20,,,
328,1,328,6,10002,,s==2|树林,,,18,,,
329,1,329,6,10013,,s==2|山林,,,,,,
330,1,330,6,10002,,s==2|树林,,,18,,,
331,1,331,6,10013,,s==2|山林,,,,,,
332,1,332,6,10002,,s==6|石块（井口）,,,20,,,
333,1,333,6,10001,,s==2|河流,,,,,,
334,1,334,6,10013,,s==2|山林,,,,,,
335,1,335,6,10002,,s==2|树林,,,18,,,
336,1,336,6,10002,,s==6|石块（井口）,,,20,,,
337,1,337,6,10002,,s==2|树林,,,18,,,
338,1,338,6,10013,,s==2|山林,,,,,,
339,1,339,6,10002,,s==2|树林,,,18,,,
340,1,340,6,10002,,s==6|石块（井口）,,,20,,,
341,1,341,6,10002,,s==2|树林,,,18,,,
342,1,342,6,10013,,s==2|山林,,,,,,
343,1,343,6,10002,,s==2|树林,,,18,,,
344,1,344,6,10013,,s==2|山林,,,,,,
345,1,345,6,10013,,s==2|山林,,,,,,
