id,heroGroup,heroOdd,heroName,heroPIC1,heroPIC2,moneyPre,property-type-1,property-way-1,property-value-1,property-type-2,property-way-2,property-value-2,property-type-3,property-way-3,property-value-3,property-type-4,property-way-4,property-value-4,
46,3,100,s==5|绿色石头怪,s==8|x_xshx10,s==7|x_js101,300,2,1,100,3,1,100,1,1,100,4,1,100,
47,3,100,s==5|蓝色石头怪,s==8|x_xshx10,s==7|x_js102,300,2,1,100,3,1,100,1,1,100,4,1,100,
48,3,100,s==2|鼎怪,s==8|x_xshx11,s==6|x_js11,300,2,1,100,3,1,100,1,1,100,4,1,100,
49,3,100,s==2|许攸,s==8|x_xshx01,s==6|x_js01,300,2,1,100,3,1,100,1,1,100,4,1,100,
50,3,100,s==2|张梁,s==8|x_xshx02,s==6|x_js02,300,2,1,100,3,1,100,1,1,100,4,1,100,
51,4,100,s==5|绿色石头怪,s==8|x_xshx10,s==7|x_js101,400,2,1,100,3,1,100,1,1,100,4,1,100,
52,4,100,s==5|蓝色石头怪,s==8|x_xshx10,s==7|x_js102,400,2,1,100,3,1,100,1,1,100,4,1,100,
53,4,100,s==2|鼎怪,s==8|x_xshx11,s==6|x_js11,400,2,1,100,3,1,100,1,1,100,4,1,100,
54,4,100,s==2|许攸,s==8|x_xshx01,s==6|x_js01,400,2,1,100,3,1,100,1,1,100,4,1,100,
55,4,100,s==2|张梁,s==8|x_xshx02,s==6|x_js02,400,2,1,100,3,1,100,1,1,100,4,1,100,
56,5,100,s==3|刘三刀,s==8|x_xshx05,s==6|x_js05,100,2,1,100,3,1,100,1,1,100,4,1,100,
57,5,100,s==2|鲁肃,s==8|x_xshx06,s==6|x_js06,100,2,1,100,3,1,100,1,1,100,4,1,100,
58,5,100,s==2|魏延,s==8|x_xshx07,s==6|x_js07,100,2,1,100,3,1,100,1,1,100,4,1,100,
59,5,100,s==2|潘璋,s==8|x_xshx03,s==6|x_js03,100,2,1,100,3,1,100,1,1,100,4,1,100,
60,5,100,s==2|孟获,s==8|x_xshx04,s==6|x_js04,100,2,1,100,3,1,100,1,1,100,4,1,100,
61,6,100,s==3|刘三刀,s==8|x_xshx05,s==6|x_js05,200,2,1,100,3,1,100,1,1,100,4,1,100,
62,6,100,s==2|鲁肃,s==8|x_xshx06,s==6|x_js06,200,2,1,100,3,1,100,1,1,100,4,1,100,
63,6,100,s==2|魏延,s==8|x_xshx07,s==6|x_js07,200,2,1,100,3,1,100,1,1,100,4,1,100,
64,6,100,s==2|潘璋,s==8|x_xshx03,s==6|x_js03,200,2,1,100,3,1,100,1,1,100,4,1,100,
65,6,100,s==2|孟获,s==8|x_xshx04,s==6|x_js04,200,2,1,100,3,1,100,1,1,100,4,1,100,
66,7,100,s==3|刘三刀,s==8|x_xshx05,s==6|x_js05,300,2,1,100,3,1,100,1,1,100,4,1,100,
67,7,100,s==2|鲁肃,s==8|x_xshx06,s==6|x_js06,300,2,1,100,3,1,100,1,1,100,4,1,100,
68,7,100,s==2|魏延,s==8|x_xshx07,s==6|x_js07,300,2,1,100,3,1,100,1,1,100,4,1,100,
69,7,100,s==2|潘璋,s==8|x_xshx03,s==6|x_js03,300,2,1,100,3,1,100,1,1,100,4,1,100,
70,7,100,s==2|孟获,s==8|x_xshx04,s==6|x_js04,300,2,1,100,3,1,100,1,1,100,4,1,100,
71,8,100,s==3|刘三刀,s==8|x_xshx05,s==6|x_js05,400,2,1,100,3,1,100,1,1,100,4,1,100,
72,8,100,s==2|鲁肃,s==8|x_xshx06,s==6|x_js06,400,2,1,100,3,1,100,1,1,100,4,1,100,
73,8,100,s==2|魏延,s==8|x_xshx07,s==6|x_js07,400,2,1,100,3,1,100,1,1,100,4,1,100,
74,8,100,s==2|潘璋,s==8|x_xshx03,s==6|x_js03,400,2,1,100,3,1,100,1,1,100,4,1,100,
75,8,100,s==2|孟获,s==8|x_xshx04,s==6|x_js04,400,2,1,100,3,1,100,1,1,100,4,1,100,
76,9,100,s==2|鼎怪,s==8|x_xshx11,s==6|x_js11,100,2,1,100,3,1,100,1,1,100,4,1,100,
77,9,100,s==5|紫色石头怪,s==8|x_xshx10,s==7|x_js103,100,2,1,100,3,1,100,1,1,100,4,1,100,
78,9,100,s==3|石狮怪,s==8|x_xshx13,s==6|x_js13,100,2,1,100,3,1,100,1,1,100,4,1,100,
79,9,100,s==3|水晶怪,s==8|x_xshx14,s==6|x_js14,100,2,1,100,3,1,100,1,1,100,4,1,100,
80,9,100,s==3|长牙怪,s==8|x_xshx12,s==6|x_js12,100,2,1,100,3,1,100,1,1,100,4,1,100,
81,10,100,s==2|鼎怪,s==8|x_xshx11,s==6|x_js11,200,2,1,100,3,1,100,1,1,100,4,1,100,
82,10,100,s==5|紫色石头怪,s==8|x_xshx10,s==7|x_js103,200,2,1,100,3,1,100,1,1,100,4,1,100,
83,10,100,s==3|石狮怪,s==8|x_xshx13,s==6|x_js13,200,2,1,100,3,1,100,1,1,100,4,1,100,
84,10,100,s==3|水晶怪,s==8|x_xshx14,s==6|x_js14,200,2,1,100,3,1,100,1,1,100,4,1,100,
85,10,100,s==3|长牙怪,s==8|x_xshx12,s==6|x_js12,200,2,1,100,3,1,100,1,1,100,4,1,100,
86,11,100,s==2|鼎怪,s==8|x_xshx11,s==6|x_js11,300,2,1,100,3,1,100,1,1,100,4,1,100,
87,11,100,s==5|紫色石头怪,s==8|x_xshx10,s==7|x_js103,300,2,1,100,3,1,100,1,1,100,4,1,100,
88,11,100,s==3|石狮怪,s==8|x_xshx13,s==6|x_js13,300,2,1,100,3,1,100,1,1,100,4,1,100,
89,11,100,s==3|水晶怪,s==8|x_xshx14,s==6|x_js14,300,2,1,100,3,1,100,1,1,100,4,1,100,
90,11,100,s==3|长牙怪,s==8|x_xshx12,s==6|x_js12,300,2,1,100,3,1,100,1,1,100,4,1,100,
91,12,100,s==2|鼎怪,s==8|x_xshx11,s==6|x_js11,400,2,1,100,3,1,100,1,1,100,4,1,100,
92,12,100,s==5|紫色石头怪,s==8|x_xshx10,s==7|x_js103,400,2,1,100,3,1,100,1,1,100,4,1,100,
93,12,100,s==3|石狮怪,s==8|x_xshx13,s==6|x_js13,400,2,1,100,3,1,100,1,1,100,4,1,100,
94,12,100,s==3|水晶怪,s==8|x_xshx14,s==6|x_js14,400,2,1,100,3,1,100,1,1,100,4,1,100,
95,12,100,s==3|长牙怪,s==8|x_xshx12,s==6|x_js12,400,2,1,100,3,1,100,1,1,100,4,1,100,
96,13,100,s==2|孙策,s==8|x_xshx08,s==6|x_js08,100,2,1,100,3,1,100,1,1,100,4,1,100,
97,13,100,s==3|司马徽,s==8|x_xshx09,s==6|x_js09,100,2,1,100,3,1,100,1,1,100,4,1,100,
98,13,100,s==3|长牙怪,s==8|x_xshx12,s==6|x_js12,100,2,1,100,3,1,100,1,1,100,4,1,100,
99,13,100,s==5|红色石头怪,s==8|x_xshx10,s==7|x_js104,100,2,1,100,3,1,100,1,1,100,4,1,100,
100,13,100,s==2|魏延,s==8|x_xshx07,s==6|x_js07,100,2,1,100,3,1,100,1,1,100,4,1,100,
101,14,100,s==2|孙策,s==8|x_xshx08,s==6|x_js08,200,2,1,100,3,1,100,1,1,100,4,1,100,
102,14,100,s==3|司马徽,s==8|x_xshx09,s==6|x_js09,200,2,1,100,3,1,100,1,1,100,4,1,100,
103,14,100,s==3|长牙怪,s==8|x_xshx12,s==6|x_js12,200,2,1,100,3,1,100,1,1,100,4,1,100,
104,14,100,s==5|红色石头怪,s==8|x_xshx10,s==7|x_js104,200,2,1,100,3,1,100,1,1,100,4,1,100,
105,14,100,s==2|魏延,s==8|x_xshx07,s==6|x_js07,200,2,1,100,3,1,100,1,1,100,4,1,100,
106,15,100,s==2|孙策,s==8|x_xshx08,s==6|x_js08,300,2,1,100,3,1,100,1,1,100,4,1,100,
107,15,100,s==3|司马徽,s==8|x_xshx09,s==6|x_js09,300,2,1,100,3,1,100,1,1,100,4,1,100,
108,15,100,s==3|长牙怪,s==8|x_xshx12,s==6|x_js12,300,2,1,100,3,1,100,1,1,100,4,1,100,
109,15,100,s==5|红色石头怪,s==8|x_xshx10,s==7|x_js104,300,2,1,100,3,1,100,1,1,100,4,1,100,
110,15,100,s==2|魏延,s==8|x_xshx07,s==6|x_js07,300,2,1,100,3,1,100,1,1,100,4,1,100,
111,16,100,s==2|孙策,s==8|x_xshx08,s==6|x_js08,400,2,1,100,3,1,100,1,1,100,4,1,100,
112,16,100,s==3|司马徽,s==8|x_xshx09,s==6|x_js09,400,2,1,100,3,1,100,1,1,100,4,1,100,
113,16,100,s==3|长牙怪,s==8|x_xshx12,s==6|x_js12,400,2,1,100,3,1,100,1,1,100,4,1,100,
114,16,100,s==5|红色石头怪,s==8|x_xshx10,s==7|x_js104,400,2,1,100,3,1,100,1,1,100,4,1,100,
115,16,100,s==2|魏延,s==8|x_xshx07,s==6|x_js07,400,2,1,100,3,1,100,1,1,100,4,1,100,
