id,totemId,level,propertys-type-1,propertys-way-1,propertys-value-1,propertys-type-2,propertys-way-2,propertys-value-2,needItems-type-1,needItems-id-1,needItems-value-1,needItems-type-2,needItems-id-2,needItems-value-2,
43,7001,43,2,1,1460,8,0,1460,2,1046,44,1,8,1100000,
44,7001,44,2,1,1480,8,0,1480,2,1046,44,1,8,1100000,
45,7001,45,2,1,1500,8,0,1500,2,1046,46,1,8,1150000,
46,7001,46,2,1,1520,8,0,1520,2,1046,46,1,8,1150000,
47,7001,47,2,1,1540,8,0,1540,2,1046,48,1,8,1200000,
48,7001,48,2,1,1560,8,0,1560,2,1046,48,1,8,1200000,
49,7001,49,2,1,1580,8,0,1580,2,1046,50,1,8,1250000,
50,7001,50,2,1,1600,8,0,1600,2,1046,50,1,8,1250000,
51,7002,1,3,1,620,19,0,620,2,1046,2,1,8,50000,
52,7002,2,3,1,640,19,0,640,2,1046,2,1,8,50000,
53,7002,3,3,1,660,19,0,660,2,1046,4,1,8,100000,
54,7002,4,3,1,680,19,0,680,2,1046,4,1,8,100000,
55,7002,5,3,1,700,19,0,700,2,1046,6,1,8,150000,
56,7002,6,3,1,720,19,0,720,2,1046,6,1,8,150000,
57,7002,7,3,1,740,19,0,740,2,1046,8,1,8,200000,
58,7002,8,3,1,760,19,0,760,2,1046,8,1,8,200000,
59,7002,9,3,1,780,19,0,780,2,1046,10,1,8,250000,
60,7002,10,3,1,800,19,0,800,2,1046,10,1,8,250000,
61,7002,11,3,1,820,19,0,820,2,1046,12,1,8,300000,
62,7002,12,3,1,840,19,0,840,2,1046,12,1,8,300000,
63,7002,13,3,1,860,19,0,860,2,1046,14,1,8,350000,
64,7002,14,3,1,880,19,0,880,2,1046,14,1,8,350000,
65,7002,15,3,1,900,19,0,900,2,1046,16,1,8,400000,
66,7002,16,3,1,920,19,0,920,2,1046,16,1,8,400000,
67,7002,17,3,1,940,19,0,940,2,1046,18,1,8,450000,
68,7002,18,3,1,960,19,0,960,2,1046,18,1,8,450000,
69,7002,19,3,1,980,19,0,980,2,1046,20,1,8,500000,
70,7002,20,3,1,1000,19,0,1000,2,1046,20,1,8,500000,
71,7002,21,3,1,1020,19,0,1020,2,1046,22,1,8,550000,
72,7002,22,3,1,1040,19,0,1040,2,1046,22,1,8,550000,
73,7002,23,3,1,1060,19,0,1060,2,1046,24,1,8,600000,
74,7002,24,3,1,1080,19,0,1080,2,1046,24,1,8,600000,
75,7002,25,3,1,1100,19,0,1100,2,1046,26,1,8,650000,
76,7002,26,3,1,1120,19,0,1120,2,1046,26,1,8,650000,
77,7002,27,3,1,1140,19,0,1140,2,1046,28,1,8,700000,
78,7002,28,3,1,1160,19,0,1160,2,1046,28,1,8,700000,
79,7002,29,3,1,1180,19,0,1180,2,1046,30,1,8,750000,
80,7002,30,3,1,1200,19,0,1200,2,1046,30,1,8,750000,
81,7002,31,3,1,1220,19,0,1220,2,1046,32,1,8,800000,
82,7002,32,3,1,1240,19,0,1240,2,1046,32,1,8,800000,
83,7002,33,3,1,1260,19,0,1260,2,1046,34,1,8,850000,
84,7002,34,3,1,1280,19,0,1280,2,1046,34,1,8,850000,
85,7002,35,3,1,1300,19,0,1300,2,1046,36,1,8,900000,
86,7002,36,3,1,1320,19,0,1320,2,1046,36,1,8,900000,
87,7002,37,3,1,1340,19,0,1340,2,1046,38,1,8,950000,
88,7002,38,3,1,1360,19,0,1360,2,1046,38,1,8,950000,
89,7002,39,3,1,1380,19,0,1380,2,1046,40,1,8,1000000,
90,7002,40,3,1,1400,19,0,1400,2,1046,40,1,8,1000000,
91,7002,41,3,1,1420,19,0,1420,2,1046,42,1,8,1050000,
92,7002,42,3,1,1440,19,0,1440,2,1046,42,1,8,1050000,
93,7002,43,3,1,1460,19,0,1460,2,1046,44,1,8,1100000,
94,7002,44,3,1,1480,19,0,1480,2,1046,44,1,8,1100000,
95,7002,45,3,1,1500,19,0,1500,2,1046,46,1,8,1150000,
96,7002,46,3,1,1520,19,0,1520,2,1046,46,1,8,1150000,
97,7002,47,3,1,1540,19,0,1540,2,1046,48,1,8,1200000,
98,7002,48,3,1,1560,19,0,1560,2,1046,48,1,8,1200000,
99,7002,49,3,1,1580,19,0,1580,2,1046,50,1,8,1250000,
100,7002,50,3,1,1600,19,0,1600,2,1046,50,1,8,1250000,
101,7003,1,4,0,100,16,0,620,2,1046,2,1,8,50000,
102,7003,2,4,0,105,16,0,640,2,1046,2,1,8,50000,
103,7003,3,4,0,110,16,0,660,2,1046,4,1,8,100000,
104,7003,4,4,0,115,16,0,680,2,1046,4,1,8,100000,
105,7003,5,4,0,120,16,0,700,2,1046,6,1,8,150000,
106,7003,6,4,0,125,16,0,720,2,1046,6,1,8,150000,
107,7003,7,4,0,130,16,0,740,2,1046,8,1,8,200000,
108,7003,8,4,0,135,16,0,760,2,1046,8,1,8,200000,
109,7003,9,4,0,140,16,0,780,2,1046,10,1,8,250000,
110,7003,10,4,0,145,16,0,800,2,1046,10,1,8,250000,
111,7003,11,4,0,150,16,0,820,2,1046,12,1,8,300000,
112,7003,12,4,0,155,16,0,840,2,1046,12,1,8,300000,
113,7003,13,4,0,160,16,0,860,2,1046,14,1,8,350000,
114,7003,14,4,0,165,16,0,880,2,1046,14,1,8,350000,
115,7003,15,4,0,170,16,0,900,2,1046,16,1,8,400000,
116,7003,16,4,0,175,16,0,920,2,1046,16,1,8,400000,
117,7003,17,4,0,180,16,0,940,2,1046,18,1,8,450000,
118,7003,18,4,0,185,16,0,960,2,1046,18,1,8,450000,
119,7003,19,4,0,190,16,0,980,2,1046,20,1,8,500000,
120,7003,20,4,0,195,16,0,1000,2,1046,20,1,8,500000,
121,7003,21,4,0,200,16,0,1020,2,1046,22,1,8,550000,
122,7003,22,4,0,205,16,0,1040,2,1046,22,1,8,550000,
123,7003,23,4,0,210,16,0,1060,2,1046,24,1,8,600000,
124,7003,24,4,0,215,16,0,1080,2,1046,24,1,8,600000,
125,7003,25,4,0,220,16,0,1100,2,1046,26,1,8,650000,
126,7003,26,4,0,225,16,0,1120,2,1046,26,1,8,650000,
127,7003,27,4,0,230,16,0,1140,2,1046,28,1,8,700000,
128,7003,28,4,0,235,16,0,1160,2,1046,28,1,8,700000,
129,7003,29,4,0,240,16,0,1180,2,1046,30,1,8,750000,
130,7003,30,4,0,245,16,0,1200,2,1046,30,1,8,750000,
131,7003,31,4,0,250,16,0,1220,2,1046,32,1,8,800000,
132,7003,32,4,0,255,16,0,1240,2,1046,32,1,8,800000,
133,7003,33,4,0,260,16,0,1260,2,1046,34,1,8,850000,
134,7003,34,4,0,265,16,0,1280,2,1046,34,1,8,850000,
135,7003,35,4,0,270,16,0,1300,2,1046,36,1,8,900000,
136,7003,36,4,0,275,16,0,1320,2,1046,36,1,8,900000,
137,7003,37,4,0,280,16,0,1340,2,1046,38,1,8,950000,
138,7003,38,4,0,285,16,0,1360,2,1046,38,1,8,950000,
139,7003,39,4,0,290,16,0,1380,2,1046,40,1,8,1000000,
140,7003,40,4,0,295,16,0,1400,2,1046,40,1,8,1000000,
141,7003,41,4,0,300,16,0,1420,2,1046,42,1,8,1050000,
142,7003,42,4,0,305,16,0,1440,2,1046,42,1,8,1050000,
143,7003,43,4,0,310,16,0,1460,2,1046,44,1,8,1100000,
144,7003,44,4,0,315,16,0,1480,2,1046,44,1,8,1100000,
145,7003,45,4,0,320,16,0,1500,2,1046,46,1,8,1150000,
146,7003,46,4,0,325,16,0,1520,2,1046,46,1,8,1150000,
147,7003,47,4,0,330,16,0,1540,2,1046,48,1,8,1200000,
148,7003,48,4,0,335,16,0,1560,2,1046,48,1,8,1200000,
149,7003,49,4,0,340,16,0,1580,2,1046,50,1,8,1250000,
150,7003,50,4,0,345,16,0,1600,2,1046,50,1,8,1250000,
151,7004,1,1,1,620,11,1,620,2,1046,2,1,8,50000,
152,7004,2,1,1,640,11,1,640,2,1046,2,1,8,50000,
153,7004,3,1,1,660,11,1,660,2,1046,4,1,8,100000,
154,7004,4,1,1,680,11,1,680,2,1046,4,1,8,100000,
155,7004,5,1,1,700,11,1,700,2,1046,6,1,8,150000,
156,7004,6,1,1,720,11,1,720,2,1046,6,1,8,150000,
157,7004,7,1,1,740,11,1,740,2,1046,8,1,8,200000,
158,7004,8,1,1,760,11,1,760,2,1046,8,1,8,200000,
159,7004,9,1,1,780,11,1,780,2,1046,10,1,8,250000,
160,7004,10,1,1,800,11,1,800,2,1046,10,1,8,250000,
161,7004,11,1,1,820,11,1,820,2,1046,12,1,8,300000,
162,7004,12,1,1,840,11,1,840,2,1046,12,1,8,300000,
163,7004,13,1,1,860,11,1,860,2,1046,14,1,8,350000,
164,7004,14,1,1,880,11,1,880,2,1046,14,1,8,350000,
165,7004,15,1,1,900,11,1,900,2,1046,16,1,8,400000,
166,7004,16,1,1,920,11,1,920,2,1046,16,1,8,400000,
167,7004,17,1,1,940,11,1,940,2,1046,18,1,8,450000,
168,7004,18,1,1,960,11,1,960,2,1046,18,1,8,450000,
169,7004,19,1,1,980,11,1,980,2,1046,20,1,8,500000,
170,7004,20,1,1,1000,11,1,1000,2,1046,20,1,8,500000,
171,7004,21,1,1,1020,11,1,1020,2,1046,22,1,8,550000,
172,7004,22,1,1,1040,11,1,1040,2,1046,22,1,8,550000,
173,7004,23,1,1,1060,11,1,1060,2,1046,24,1,8,600000,
174,7004,24,1,1,1080,11,1,1080,2,1046,24,1,8,600000,
175,7004,25,1,1,1100,11,1,1100,2,1046,26,1,8,650000,
176,7004,26,1,1,1120,11,1,1120,2,1046,26,1,8,650000,
177,7004,27,1,1,1140,11,1,1140,2,1046,28,1,8,700000,
178,7004,28,1,1,1160,11,1,1160,2,1046,28,1,8,700000,
179,7004,29,1,1,1180,11,1,1180,2,1046,30,1,8,750000,
180,7004,30,1,1,1200,11,1,1200,2,1046,30,1,8,750000,
181,7004,31,1,1,1220,11,1,1220,2,1046,32,1,8,800000,
182,7004,32,1,1,1240,11,1,1240,2,1046,32,1,8,800000,
183,7004,33,1,1,1260,11,1,1260,2,1046,34,1,8,850000,
184,7004,34,1,1,1280,11,1,1280,2,1046,34,1,8,850000,
185,7004,35,1,1,1300,11,1,1300,2,1046,36,1,8,900000,
186,7004,36,1,1,1320,11,1,1320,2,1046,36,1,8,900000,
187,7004,37,1,1,1340,11,1,1340,2,1046,38,1,8,950000,
188,7004,38,1,1,1360,11,1,1360,2,1046,38,1,8,950000,
189,7004,39,1,1,1380,11,1,1380,2,1046,40,1,8,1000000,
190,7004,40,1,1,1400,11,1,1400,2,1046,40,1,8,1000000,
191,7004,41,1,1,1420,11,1,1420,2,1046,42,1,8,1050000,
192,7004,42,1,1,1440,11,1,1440,2,1046,42,1,8,1050000,
193,7004,43,1,1,1460,11,1,1460,2,1046,44,1,8,1100000,
194,7004,44,1,1,1480,11,1,1480,2,1046,44,1,8,1100000,
195,7004,45,1,1,1500,11,1,1500,2,1046,46,1,8,1150000,
196,7004,46,1,1,1520,11,1,1520,2,1046,46,1,8,1150000,
197,7004,47,1,1,1540,11,1,1540,2,1046,48,1,8,1200000,
198,7004,48,1,1,1560,11,1,1560,2,1046,48,1,8,1200000,
199,7004,49,1,1,1580,11,1,1580,2,1046,50,1,8,1250000,
200,7004,50,1,1,1600,11,1,1600,2,1046,50,1,8,1250000,
201,7006,1,9,0,620,7,0,620,2,1046,2,1,8,50000,
202,7006,2,9,0,640,7,0,640,2,1046,2,1,8,50000,
203,7006,3,9,0,660,7,0,660,2,1046,4,1,8,100000,
204,7006,4,9,0,680,7,0,680,2,1046,4,1,8,100000,
205,7006,5,9,0,700,7,0,700,2,1046,6,1,8,150000,
206,7006,6,9,0,720,7,0,720,2,1046,6,1,8,150000,
207,7006,7,9,0,740,7,0,740,2,1046,8,1,8,200000,
208,7006,8,9,0,760,7,0,760,2,1046,8,1,8,200000,
209,7006,9,9,0,780,7,0,780,2,1046,10,1,8,250000,
210,7006,10,9,0,800,7,0,800,2,1046,10,1,8,250000,
211,7006,11,9,0,820,7,0,820,2,1046,12,1,8,300000,
212,7006,12,9,0,840,7,0,840,2,1046,12,1,8,300000,
213,7006,13,9,0,860,7,0,860,2,1046,14,1,8,350000,
214,7006,14,9,0,880,7,0,880,2,1046,14,1,8,350000,
215,7006,15,9,0,900,7,0,900,2,1046,16,1,8,400000,
216,7006,16,9,0,920,7,0,920,2,1046,16,1,8,400000,
217,7006,17,9,0,940,7,0,940,2,1046,18,1,8,450000,
218,7006,18,9,0,960,7,0,960,2,1046,18,1,8,450000,
219,7006,19,9,0,980,7,0,980,2,1046,20,1,8,500000,
220,7006,20,9,0,1000,7,0,1000,2,1046,20,1,8,500000,
221,7006,21,9,0,1020,7,0,1020,2,1046,22,1,8,550000,
222,7006,22,9,0,1040,7,0,1040,2,1046,22,1,8,550000,
223,7006,23,9,0,1060,7,0,1060,2,1046,24,1,8,600000,
224,7006,24,9,0,1080,7,0,1080,2,1046,24,1,8,600000,
225,7006,25,9,0,1100,7,0,1100,2,1046,26,1,8,650000,
226,7006,26,9,0,1120,7,0,1120,2,1046,26,1,8,650000,
227,7006,27,9,0,1140,7,0,1140,2,1046,28,1,8,700000,
228,7006,28,9,0,1160,7,0,1160,2,1046,28,1,8,700000,
229,7006,29,9,0,1180,7,0,1180,2,1046,30,1,8,750000,
230,7006,30,9,0,1200,7,0,1200,2,1046,30,1,8,750000,
231,7006,31,9,0,1220,7,0,1220,2,1046,32,1,8,800000,
232,7006,32,9,0,1240,7,0,1240,2,1046,32,1,8,800000,
233,7006,33,9,0,1260,7,0,1260,2,1046,34,1,8,850000,
234,7006,34,9,0,1280,7,0,1280,2,1046,34,1,8,850000,
235,7006,35,9,0,1300,7,0,1300,2,1046,36,1,8,900000,
236,7006,36,9,0,1320,7,0,1320,2,1046,36,1,8,900000,
237,7006,37,9,0,1340,7,0,1340,2,1046,38,1,8,950000,
238,7006,38,9,0,1360,7,0,1360,2,1046,38,1,8,950000,
239,7006,39,9,0,1380,7,0,1380,2,1046,40,1,8,1000000,
240,7006,40,9,0,1400,7,0,1400,2,1046,40,1,8,1000000,
241,7006,41,9,0,1420,7,0,1420,2,1046,42,1,8,1050000,
242,7006,42,9,0,1440,7,0,1440,2,1046,42,1,8,1050000,
243,7006,43,9,0,1460,7,0,1460,2,1046,44,1,8,1100000,
244,7006,44,9,0,1480,7,0,1480,2,1046,44,1,8,1100000,
245,7006,45,9,0,1500,7,0,1500,2,1046,46,1,8,1150000,
246,7006,46,9,0,1520,7,0,1520,2,1046,46,1,8,1150000,
247,7006,47,9,0,1540,7,0,1540,2,1046,48,1,8,1200000,
248,7006,48,9,0,1560,7,0,1560,2,1046,48,1,8,1200000,
249,7006,49,9,0,1580,7,0,1580,2,1046,50,1,8,1250000,
250,7006,50,9,0,1600,7,0,1600,2,1046,50,1,8,1250000,
251,7005,1,24,0,620,18,0,620,2,1046,2,1,8,50000,
252,7005,2,24,0,640,18,0,640,2,1046,2,1,8,50000,
253,7005,3,24,0,660,18,0,660,2,1046,4,1,8,100000,
254,7005,4,24,0,680,18,0,680,2,1046,4,1,8,100000,
255,7005,5,24,0,700,18,0,700,2,1046,6,1,8,150000,
256,7005,6,24,0,720,18,0,720,2,1046,6,1,8,150000,
257,7005,7,24,0,740,18,0,740,2,1046,8,1,8,200000,
258,7005,8,24,0,760,18,0,760,2,1046,8,1,8,200000,
259,7005,9,24,0,780,18,0,780,2,1046,10,1,8,250000,
260,7005,10,24,0,800,18,0,800,2,1046,10,1,8,250000,
261,7005,11,24,0,820,18,0,820,2,1046,12,1,8,300000,
262,7005,12,24,0,840,18,0,840,2,1046,12,1,8,300000,
263,7005,13,24,0,860,18,0,860,2,1046,14,1,8,350000,
264,7005,14,24,0,880,18,0,880,2,1046,14,1,8,350000,
265,7005,15,24,0,900,18,0,900,2,1046,16,1,8,400000,
266,7005,16,24,0,920,18,0,920,2,1046,16,1,8,400000,
267,7005,17,24,0,940,18,0,940,2,1046,18,1,8,450000,
268,7005,18,24,0,960,18,0,960,2,1046,18,1,8,450000,
269,7005,19,24,0,980,18,0,980,2,1046,20,1,8,500000,
270,7005,20,24,0,1000,18,0,1000,2,1046,20,1,8,500000,
271,7005,21,24,0,1020,18,0,1020,2,1046,22,1,8,550000,
272,7005,22,24,0,1040,18,0,1040,2,1046,22,1,8,550000,
273,7005,23,24,0,1060,18,0,1060,2,1046,24,1,8,600000,
274,7005,24,24,0,1080,18,0,1080,2,1046,24,1,8,600000,
275,7005,25,24,0,1100,18,0,1100,2,1046,26,1,8,650000,
276,7005,26,24,0,1120,18,0,1120,2,1046,26,1,8,650000,
277,7005,27,24,0,1140,18,0,1140,2,1046,28,1,8,700000,
278,7005,28,24,0,1160,18,0,1160,2,1046,28,1,8,700000,
279,7005,29,24,0,1180,18,0,1180,2,1046,30,1,8,750000,
280,7005,30,24,0,1200,18,0,1200,2,1046,30,1,8,750000,
281,7005,31,24,0,1220,18,0,1220,2,1046,32,1,8,800000,
282,7005,32,24,0,1240,18,0,1240,2,1046,32,1,8,800000,
283,7005,33,24,0,1260,18,0,1260,2,1046,34,1,8,850000,
284,7005,34,24,0,1280,18,0,1280,2,1046,34,1,8,850000,
285,7005,35,24,0,1300,18,0,1300,2,1046,36,1,8,900000,
286,7005,36,24,0,1320,18,0,1320,2,1046,36,1,8,900000,
287,7005,37,24,0,1340,18,0,1340,2,1046,38,1,8,950000,
288,7005,38,24,0,1360,18,0,1360,2,1046,38,1,8,950000,
289,7005,39,24,0,1380,18,0,1380,2,1046,40,1,8,1000000,
290,7005,40,24,0,1400,18,0,1400,2,1046,40,1,8,1000000,
291,7005,41,24,0,1420,18,0,1420,2,1046,42,1,8,1050000,
292,7005,42,24,0,1440,18,0,1440,2,1046,42,1,8,1050000,
293,7005,43,24,0,1460,18,0,1460,2,1046,44,1,8,1100000,
294,7005,44,24,0,1480,18,0,1480,2,1046,44,1,8,1100000,
295,7005,45,24,0,1500,18,0,1500,2,1046,46,1,8,1150000,
296,7005,46,24,0,1520,18,0,1520,2,1046,46,1,8,1150000,
297,7005,47,24,0,1540,18,0,1540,2,1046,48,1,8,1200000,
298,7005,48,24,0,1560,18,0,1560,2,1046,48,1,8,1200000,
299,7005,49,24,0,1580,18,0,1580,2,1046,50,1,8,1250000,
300,7005,50,24,0,1600,18,0,1600,2,1046,50,1,8,1250000,
301,7007,1,2,1,620,5,0,620,2,1046,2,1,8,50000,
302,7007,2,2,1,640,5,0,640,2,1046,2,1,8,50000,
303,7007,3,2,1,660,5,0,660,2,1046,4,1,8,100000,
304,7007,4,2,1,680,5,0,680,2,1046,4,1,8,100000,
305,7007,5,2,1,700,5,0,700,2,1046,6,1,8,150000,
306,7007,6,2,1,720,5,0,720,2,1046,6,1,8,150000,
307,7007,7,2,1,740,5,0,740,2,1046,8,1,8,200000,
308,7007,8,2,1,760,5,0,760,2,1046,8,1,8,200000,
309,7007,9,2,1,780,5,0,780,2,1046,10,1,8,250000,
310,7007,10,2,1,800,5,0,800,2,1046,10,1,8,250000,
311,7007,11,2,1,820,5,0,820,2,1046,12,1,8,300000,
312,7007,12,2,1,840,5,0,840,2,1046,12,1,8,300000,
313,7007,13,2,1,860,5,0,860,2,1046,14,1,8,350000,
314,7007,14,2,1,880,5,0,880,2,1046,14,1,8,350000,
315,7007,15,2,1,900,5,0,900,2,1046,16,1,8,400000,
316,7007,16,2,1,920,5,0,920,2,1046,16,1,8,400000,
317,7007,17,2,1,940,5,0,940,2,1046,18,1,8,450000,
318,7007,18,2,1,960,5,0,960,2,1046,18,1,8,450000,
319,7007,19,2,1,980,5,0,980,2,1046,20,1,8,500000,
320,7007,20,2,1,1000,5,0,1000,2,1046,20,1,8,500000,
321,7007,21,2,1,1020,5,0,1020,2,1046,22,1,8,550000,
322,7007,22,2,1,1040,5,0,1040,2,1046,22,1,8,550000,
323,7007,23,2,1,1060,5,0,1060,2,1046,24,1,8,600000,
324,7007,24,2,1,1080,5,0,1080,2,1046,24,1,8,600000,
325,7007,25,2,1,1100,5,0,1100,2,1046,26,1,8,650000,
326,7007,26,2,1,1120,5,0,1120,2,1046,26,1,8,650000,
327,7007,27,2,1,1140,5,0,1140,2,1046,28,1,8,700000,
328,7007,28,2,1,1160,5,0,1160,2,1046,28,1,8,700000,
329,7007,29,2,1,1180,5,0,1180,2,1046,30,1,8,750000,
330,7007,30,2,1,1200,5,0,1200,2,1046,30,1,8,750000,
331,7007,31,2,1,1220,5,0,1220,2,1046,32,1,8,800000,
332,7007,32,2,1,1240,5,0,1240,2,1046,32,1,8,800000,
333,7007,33,2,1,1260,5,0,1260,2,1046,34,1,8,850000,
334,7007,34,2,1,1280,5,0,1280,2,1046,34,1,8,850000,
335,7007,35,2,1,1300,5,0,1300,2,1046,36,1,8,900000,
336,7007,36,2,1,1320,5,0,1320,2,1046,36,1,8,900000,
337,7007,37,2,1,1340,5,0,1340,2,1046,38,1,8,950000,
338,7007,38,2,1,1360,5,0,1360,2,1046,38,1,8,950000,
339,7007,39,2,1,1380,5,0,1380,2,1046,40,1,8,1000000,
340,7007,40,2,1,1400,5,0,1400,2,1046,40,1,8,1000000,
341,7007,41,2,1,1420,5,0,1420,2,1046,42,1,8,1050000,
342,7007,42,2,1,1440,5,0,1440,2,1046,42,1,8,1050000,
343,7007,43,2,1,1460,5,0,1460,2,1046,44,1,8,1100000,
344,7007,44,2,1,1480,5,0,1480,2,1046,44,1,8,1100000,
345,7007,45,2,1,1500,5,0,1500,2,1046,46,1,8,1150000,
346,7007,46,2,1,1520,5,0,1520,2,1046,46,1,8,1150000,
347,7007,47,2,1,1540,5,0,1540,2,1046,48,1,8,1200000,
348,7007,48,2,1,1560,5,0,1560,2,1046,48,1,8,1200000,
349,7007,49,2,1,1580,5,0,1580,2,1046,50,1,8,1250000,
350,7007,50,2,1,1600,5,0,1600,2,1046,50,1,8,1250000,
351,7008,1,4,0,100,17,0,620,2,1046,2,1,8,50000,
352,7008,2,4,0,105,17,0,640,2,1046,2,1,8,50000,
353,7008,3,4,0,110,17,0,660,2,1046,4,1,8,100000,
354,7008,4,4,0,115,17,0,680,2,1046,4,1,8,100000,
355,7008,5,4,0,120,17,0,700,2,1046,6,1,8,150000,
356,7008,6,4,0,125,17,0,720,2,1046,6,1,8,150000,
357,7008,7,4,0,130,17,0,740,2,1046,8,1,8,200000,
358,7008,8,4,0,135,17,0,760,2,1046,8,1,8,200000,
359,7008,9,4,0,140,17,0,780,2,1046,10,1,8,250000,
360,7008,10,4,0,145,17,0,800,2,1046,10,1,8,250000,
361,7008,11,4,0,150,17,0,820,2,1046,12,1,8,300000,
362,7008,12,4,0,155,17,0,840,2,1046,12,1,8,300000,
363,7008,13,4,0,160,17,0,860,2,1046,14,1,8,350000,
364,7008,14,4,0,165,17,0,880,2,1046,14,1,8,350000,
365,7008,15,4,0,170,17,0,900,2,1046,16,1,8,400000,
366,7008,16,4,0,175,17,0,920,2,1046,16,1,8,400000,
367,7008,17,4,0,180,17,0,940,2,1046,18,1,8,450000,
368,7008,18,4,0,185,17,0,960,2,1046,18,1,8,450000,
369,7008,19,4,0,190,17,0,980,2,1046,20,1,8,500000,
370,7008,20,4,0,195,17,0,1000,2,1046,20,1,8,500000,
371,7008,21,4,0,200,17,0,1020,2,1046,22,1,8,550000,
372,7008,22,4,0,205,17,0,1040,2,1046,22,1,8,550000,
373,7008,23,4,0,210,17,0,1060,2,1046,24,1,8,600000,
374,7008,24,4,0,215,17,0,1080,2,1046,24,1,8,600000,
375,7008,25,4,0,220,17,0,1100,2,1046,26,1,8,650000,
376,7008,26,4,0,225,17,0,1120,2,1046,26,1,8,650000,
377,7008,27,4,0,230,17,0,1140,2,1046,28,1,8,700000,
378,7008,28,4,0,235,17,0,1160,2,1046,28,1,8,700000,
379,7008,29,4,0,240,17,0,1180,2,1046,30,1,8,750000,
380,7008,30,4,0,245,17,0,1200,2,1046,30,1,8,750000,
381,7008,31,4,0,250,17,0,1220,2,1046,32,1,8,800000,
382,7008,32,4,0,255,17,0,1240,2,1046,32,1,8,800000,
383,7008,33,4,0,260,17,0,1260,2,1046,34,1,8,850000,
384,7008,34,4,0,265,17,0,1280,2,1046,34,1,8,850000,
385,7008,35,4,0,270,17,0,1300,2,1046,36,1,8,900000,
386,7008,36,4,0,275,17,0,1320,2,1046,36,1,8,900000,
387,7008,37,4,0,280,17,0,1340,2,1046,38,1,8,950000,
388,7008,38,4,0,285,17,0,1360,2,1046,38,1,8,950000,
389,7008,39,4,0,290,17,0,1380,2,1046,40,1,8,1000000,
390,7008,40,4,0,295,17,0,1400,2,1046,40,1,8,1000000,
