id,type,skinId,name,lv,backoff-type-1,backoff-id-1,backoff-value-1,consumes-type-1,consumes-id-1,consumes-value-1,StrongFun-type-1,StrongFun-way-1,StrongFun-value-1,StrongFun-type-2,StrongFun-way-2,StrongFun-value-2,StrongFun-type-3,StrongFun-way-3,StrongFun-value-3,StrongFun-type-4,StrongFun-way-4,StrongFun-value-4,StrongHpfull,StrongAtkfull,fullScaleArmature,fullScaleArmatureNmae,fullScaleArmatureIdle,fullScaleArmatureIdleName,StrongAllFun-type-1,StrongAllFun-way-1,StrongAllFun-value-1,StrongAllFun-type-2,StrongAllFun-way-2,StrongAllFun-value-2,
33,2,13004,s==4|温酒斩敌,3,2,1083,150,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,22504001,s==4|show,225040101,s==4|idle,,,,,,,
34,2,13004,s==4|温酒斩敌,4,2,1083,200,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,22504001,s==4|show,225040101,s==4|idle,,,,,,,
35,2,13004,s==4|温酒斩敌,5,2,1083,250,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,22504001,s==8|show_max,225040101,s==8|idle_max,,,,,,,
36,2,13005,s==4|红莲业火,1,2,1083,50,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,23510001,s==4|show,235100101,s==4|idle,,,,,,,
37,2,13005,s==4|红莲业火,2,2,1083,100,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,23510001,s==4|show,235100101,s==4|idle,,,,,,,
38,2,13005,s==4|红莲业火,3,2,1083,150,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,23510001,s==4|show,235100101,s==4|idle,,,,,,,
39,2,13005,s==4|红莲业火,4,2,1083,200,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,23510001,s==4|show,235100101,s==4|idle,,,,,,,
40,2,13005,s==4|红莲业火,5,2,1083,250,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,23510001,s==8|show_max,235100101,s==8|idle_max,,,,,,,
41,2,13006,s==4|祈星唤风,1,2,1083,50,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,24508001,s==4|show,245080101,s==4|idle,,,,,,,
42,2,13006,s==4|祈星唤风,2,2,1083,100,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,24508001,s==4|show,245080101,s==4|idle,,,,,,,
43,2,13006,s==4|祈星唤风,3,2,1083,150,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,24508001,s==4|show,245080101,s==4|idle,,,,,,,
44,2,13006,s==4|祈星唤风,4,2,1083,200,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,24508001,s==4|show,245080101,s==4|idle,,,,,,,
45,2,13006,s==4|祈星唤风,5,2,1083,250,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,24508001,s==8|show_max,245080101,s==8|idle_max,,,,,,,
46,2,13007,s==4|洛水仙子,1,2,1083,50,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,21503001,s==4|show,215030101,s==4|idle,,,,,,,
47,2,13007,s==4|洛水仙子,2,2,1083,100,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,21503001,s==4|show,215030101,s==4|idle,,,,,,,
48,2,13007,s==4|洛水仙子,3,2,1083,150,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,21503001,s==4|show,215030101,s==4|idle,,,,,,,
49,2,13007,s==4|洛水仙子,4,2,1083,200,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,21503001,s==4|show,215030101,s==4|idle,,,,,,,
50,2,13007,s==4|洛水仙子,5,2,1083,250,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,21503001,s==8|show_max,215030101,s==8|idle_max,,,,,,,
51,2,13008,s==4|霞帔殷红,1,2,1083,50,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,23508001,s==4|show,235080101,s==4|idle,,,,,,,
52,2,13008,s==4|霞帔殷红,2,2,1083,100,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,23508001,s==4|show,235080101,s==4|idle,,,,,,,
53,2,13008,s==4|霞帔殷红,3,2,1083,150,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,23508001,s==4|show,235080101,s==4|idle,,,,,,,
54,2,13008,s==4|霞帔殷红,4,2,1083,200,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,23508001,s==4|show,235080101,s==4|idle,,,,,,,
55,2,13008,s==4|霞帔殷红,5,2,1083,250,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,23508001,s==8|show_max,235080101,s==8|idle_max,,,,,,,
56,2,13009,s==4|情鸩入髓,1,2,1083,50,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,25509001,s==4|show,255090101,s==4|idle,,,,,,,
57,2,13009,s==4|情鸩入髓,2,2,1083,100,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,25509001,s==4|show,255090101,s==4|idle,,,,,,,
58,2,13009,s==4|情鸩入髓,3,2,1083,150,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,25509001,s==4|show,255090101,s==4|idle,,,,,,,
59,2,13009,s==4|情鸩入髓,4,2,1083,200,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,25509001,s==4|show,255090101,s==4|idle,,,,,,,
60,2,13009,s==4|情鸩入髓,5,2,1083,250,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,25509001,s==8|show_max,255090101,s==8|idle_max,,,,,,,
61,2,13010,s==4|黄金吕布,1,2,1083,50,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,25504002,s==4|show,255040201,s==4|idle,,,,,,,
62,2,13010,s==4|黄金吕布,2,2,1083,100,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,25504002,s==4|show,255040201,s==4|idle,,,,,,,
63,2,13010,s==4|黄金吕布,3,2,1083,150,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,25504002,s==4|show,255040201,s==4|idle,,,,,,,
64,2,13010,s==4|黄金吕布,4,2,1083,200,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,25504002,s==4|show,255040201,s==4|idle,,,,,,,
65,2,13010,s==4|黄金吕布,5,2,1083,250,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,25504002,s==8|show_max,255040200,s==4|idle,,,,,,,
66,2,13011,s==3|蔡文姬,1,2,1083,50,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,24510001,s==4|show,245100101,s==4|idle,,,,,,,
67,2,13011,s==3|蔡文姬,2,2,1083,100,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,24510001,s==4|show,245100101,s==4|idle,,,,,,,
68,2,13011,s==3|蔡文姬,3,2,1083,150,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,24510001,s==4|show,245100101,s==4|idle,,,,,,,
69,2,13011,s==3|蔡文姬,4,2,1083,200,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,24510001,s==4|show,245100101,s==4|idle,,,,,,,
70,2,13011,s==3|蔡文姬,5,2,1083,250,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,24510001,s==8|show_max,245100101,s==8|idle_max,,,,,,,
71,2,13012,s==2|许褚,1,2,1083,50,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,21510001,s==4|show,215100101,s==4|idle,,,,,,,
72,2,13012,s==2|许褚,2,2,1083,100,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,21510001,s==4|show,215100101,s==4|idle,,,,,,,
73,2,13012,s==2|许褚,3,2,1083,150,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,21510001,s==4|show,215100101,s==4|idle,,,,,,,
74,2,13012,s==2|许褚,4,2,1083,200,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,21510001,s==4|show,215100101,s==4|idle,,,,,,,
75,2,13012,s==2|许褚,5,2,1083,250,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,21510001,s==8|show_max,215100101,s==8|idle_max,,,,,,,
86,2,13013,s==4|浴血屠夫,1,2,1083,50,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,22502001,s==4|show,225020101,s==4|idle,,,,,,,
87,2,13013,s==4|浴血屠夫,2,2,1083,100,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,22502001,s==4|show,225020101,s==4|idle,,,,,,,
88,2,13013,s==4|浴血屠夫,3,2,1083,150,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,22502001,s==4|show,225020101,s==4|idle,,,,,,,
89,2,13013,s==4|浴血屠夫,4,2,1083,200,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,22502001,s==4|show,225020101,s==4|idle,,,,,,,
90,2,13013,s==4|浴血屠夫,5,2,1083,250,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,22502001,s==8|show_max,225020101,s==8|idle_max,,,,,,,
91,2,13014,s==4|戍卫北海,1,2,1083,50,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,23506001,s==4|show,235060101,s==4|idle,,,,,,,
92,2,13014,s==4|戍卫北海,2,2,1083,100,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,23506001,s==4|show,235060101,s==4|idle,,,,,,,
93,2,13014,s==4|戍卫北海,3,2,1083,150,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,23506001,s==4|show,235060101,s==4|idle,,,,,,,
94,2,13014,s==4|戍卫北海,4,2,1083,200,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,23506001,s==4|show,235060101,s==4|idle,,,,,,,
95,2,13014,s==4|戍卫北海,5,2,1083,250,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,23506001,s==8|show_max,235060101,s==8|idle_max,,,,,,,
96,2,13015,s==4|墨染月颜,1,2,1083,50,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,25507001,s==4|show,255070101,s==4|idle,,,,,,,
97,2,13015,s==4|墨染月颜,2,2,1083,100,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,25507001,s==4|show,255070101,s==4|idle,,,,,,,
98,2,13015,s==4|墨染月颜,3,2,1083,150,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,25507001,s==4|show,255070101,s==4|idle,,,,,,,
99,2,13015,s==4|墨染月颜,4,2,1083,200,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,25507001,s==4|show,255070101,s==4|idle,,,,,,,
100,2,13015,s==4|墨染月颜,5,2,1083,250,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,25507001,s==8|show_max,255070101,s==8|idle_max,,,,,,,
101,2,13016,s==4|威震逍遥,1,2,1083,50,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,21508002,s==4|show,215080201,s==4|idle,,,,,,,
102,2,13016,s==4|威震逍遥,2,2,1083,100,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,21508002,s==4|show,215080201,s==4|idle,,,,,,,
103,2,13016,s==4|威震逍遥,3,2,1083,150,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,21508002,s==4|show,215080201,s==4|idle,,,,,,,
104,2,13016,s==4|威震逍遥,4,2,1083,200,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,21508002,s==4|show,215080201,s==4|idle,,,,,,,
105,2,13016,s==4|威震逍遥,5,2,1083,250,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,21508002,s==8|show_max,215080201,s==8|idle_max,,,,,,,
106,2,13017,s==4|狮心武极,1,2,1083,50,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,24505001,s==4|show,245050101,s==4|idle,,,,,,,
107,2,13017,s==4|狮心武极,2,2,1083,100,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,24505001,s==4|show,245050101,s==4|idle,,,,,,,
108,2,13017,s==4|狮心武极,3,2,1083,150,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,24505001,s==4|show,245050101,s==4|idle,,,,,,,
109,2,13017,s==4|狮心武极,4,2,1083,200,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,24505001,s==4|show,245050101,s==4|idle,,,,,,,
110,2,13017,s==4|狮心武极,5,2,1083,250,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,101,11,24505001,s==8|show_max,245050101,s==8|idle_max,,,,,,,
111,2,13018,s==4|琅琊琴韵,1,2,1083,50,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,22507001,s==4|show,225070101,s==4|idle,,,,,,,
112,2,13018,s==4|琅琊琴韵,2,2,1083,100,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,22507001,s==4|show,225070101,s==4|idle,,,,,,,
113,2,13018,s==4|琅琊琴韵,3,2,1083,150,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,22507001,s==4|show,225070101,s==4|idle,,,,,,,
114,2,13018,s==4|琅琊琴韵,4,2,1083,200,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,22507001,s==4|show,225070101,s==4|idle,,,,,,,
115,2,13018,s==4|琅琊琴韵,5,2,1083,250,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,22507001,s==8|show_max,225070112,s==8|idle_max,,,,,,,
116,1,13019,s==4|劫烬残鸣,1,2,1026,6,2,1026,10,1,1,100,,,,,,,,,,,,23510011,s==4|show,235100201,s==4|idle,,,,,,,
117,1,13019,s==4|劫烬残鸣,2,2,1026,13,2,1026,12,2,1,100,,,,,,,,,,,,23510011,s==4|show,235100201,s==4|idle,,,,,,,
118,1,13019,s==4|劫烬残鸣,3,2,1026,21,2,1026,14,3,1,100,,,,,,,,,,,,23510011,s==4|show,235100201,s==4|idle,,,,,,,
119,1,13019,s==4|劫烬残鸣,4,2,1026,31,2,1026,16,4,0,3,,,,,,,,,,,,23510011,s==4|show,235100201,s==4|idle,,,,,,,
120,1,13019,s==4|劫烬残鸣,5,2,1026,43,2,1026,20,1,1,100,,,,,,,,,,,,23510011,s==4|show,235100201,s==4|idle,,,,,,,
121,1,13019,s==4|劫烬残鸣,6,2,1026,55,2,1026,20,2,1,100,,,,,,,,,,,,23510011,s==4|show,235100201,s==4|idle,,,,,,,
122,1,13019,s==4|劫烬残鸣,7,2,1026,68,2,1026,22,3,1,200,,,,,,,,,,,,23510011,s==4|show,235100201,s==4|idle,,,,,,,
123,1,13019,s==4|劫烬残鸣,8,2,1026,84,2,1026,26,4,0,4,,,,,,,,,,,,23510011,s==4|show,235100201,s==4|idle,,,,,,,
124,1,13019,s==4|劫烬残鸣,9,2,1026,100,2,1026,28,1,1,100,,,,,,,,,,,,23510011,s==4|show,235100201,s==4|idle,,,,,,,
125,1,13019,s==4|劫烬残鸣,10,2,1026,120,2,1026,32,2,1,100,,,,,,,,,,,,23510011,s==4|show,235100201,s==4|idle,,,,,,,
126,1,13019,s==4|劫烬残鸣,11,2,1026,140,2,1026,34,1,1,100,,,,,,,,,,,,23510011,s==4|show,235100201,s==4|idle,,,,,,,
127,1,13019,s==4|劫烬残鸣,12,2,1026,163,2,1026,38,2,1,100,,,,,,,,,,,,23510011,s==4|show,235100201,s==4|idle,,,,,,,
128,1,13019,s==4|劫烬残鸣,13,2,1026,188,2,1026,42,3,1,100,,,,,,,,,,,,23510011,s==4|show,235100201,s==4|idle,,,,,,,
129,1,13019,s==4|劫烬残鸣,14,2,1026,217,2,1026,48,4,0,3,,,,,,,,,,,,23510011,s==4|show,235100201,s==4|idle,,,,,,,
130,1,13019,s==4|劫烬残鸣,15,2,1026,249,2,1026,54,1,1,100,,,,,,,,,,,,23510011,s==4|show,235100201,s==4|idle,,,,,,,
131,1,13019,s==4|劫烬残鸣,16,2,1026,285,2,1026,60,2,1,100,,,,,,,,,,,,23510011,s==4|show,235100201,s==4|idle,,,,,,,
132,1,13019,s==4|劫烬残鸣,17,2,1026,325,2,1026,66,3,1,200,,,,,,,,,,,,23510011,s==4|show,235100201,s==4|idle,,,,,,,
133,1,13019,s==4|劫烬残鸣,18,2,1026,372,2,1026,78,4,0,5,,,,,,,,,,,,23510011,s==4|show,235100201,s==4|idle,,,,,,,
134,1,13019,s==4|劫烬残鸣,19,2,1026,422,2,1026,84,1,1,100,,,,,,,,,,,,23510011,s==4|show,235100201,s==4|idle,,,,,,,
135,1,13019,s==4|劫烬残鸣,20,2,1026,480,2,1026,96,2,1,100,,,,,,,,,,,,23510011,s==8|show_max,235100201,s==8|idle_max,,,,,,,
136,3,14002,s==5|君主皮肤男,1,2,1083,250,2,1083,250,1,1,100,2,1,100,3,1,100,4,0,3,,,,,,,,,,,,,
137,3,14002,s==5|君主皮肤男,2,2,1083,500,2,1083,250,1,1,100,2,1,100,3,1,100,4,0,3,,,,,,,,,,,,,
138,3,14002,s==5|君主皮肤男,3,2,1083,750,2,1083,250,1,1,100,2,1,100,3,1,100,4,0,3,,,,,,,,,,,,,
139,3,14002,s==5|君主皮肤男,4,2,1083,1000,2,1083,250,1,1,100,2,1,100,3,1,100,4,0,3,,,,,,,,,,,,,
140,3,14002,s==5|君主皮肤男,5,2,1083,1250,2,1083,250,1,1,100,2,1,100,3,1,100,4,0,3,,,,,,,,,,,,,
141,3,15002,s==5|君主皮肤女,1,2,1083,250,2,1083,250,1,1,100,2,1,100,3,1,100,4,0,3,,,,,,,,,,,,,
142,3,15002,s==5|君主皮肤女,2,2,1083,500,2,1083,250,1,1,100,2,1,100,3,1,100,4,0,3,,,,,,,,,,,,,
143,3,15002,s==5|君主皮肤女,3,2,1083,750,2,1083,250,1,1,100,2,1,100,3,1,100,4,0,3,,,,,,,,,,,,,
144,3,15002,s==5|君主皮肤女,4,2,1083,1000,2,1083,250,1,1,100,2,1,100,3,1,100,4,0,3,,,,,,,,,,,,,
145,3,15002,s==5|君主皮肤女,5,2,1083,1250,2,1083,250,1,1,100,2,1,100,3,1,100,4,0,3,,,,,,,,,,,,,
146,1,13021,s==4|卧龙出世,1,2,1026,6,2,1026,10,1,1,100,,,,,,,,,,,,22507002,s==4|show,225070201,s==4|idle,,,,,,,
147,1,13021,s==4|卧龙出世,2,2,1026,13,2,1026,12,2,1,100,,,,,,,,,,,,22507002,s==4|show,225070201,s==4|idle,,,,,,,
148,1,13021,s==4|卧龙出世,3,2,1026,21,2,1026,14,3,1,100,,,,,,,,,,,,22507002,s==4|show,225070201,s==4|idle,,,,,,,
149,1,13021,s==4|卧龙出世,4,2,1026,31,2,1026,16,4,0,3,,,,,,,,,,,,22507002,s==4|show,225070201,s==4|idle,,,,,,,
150,1,13021,s==4|卧龙出世,5,2,1026,43,2,1026,20,1,1,100,,,,,,,,,,,,22507002,s==4|show,225070201,s==4|idle,,,,,,,
151,1,13021,s==4|卧龙出世,6,2,1026,55,2,1026,20,2,1,100,,,,,,,,,,,,22507002,s==4|show,225070201,s==4|idle,,,,,,,
152,1,13021,s==4|卧龙出世,7,2,1026,68,2,1026,22,3,1,200,,,,,,,,,,,,22507002,s==4|show,225070201,s==4|idle,,,,,,,
153,1,13021,s==4|卧龙出世,8,2,1026,84,2,1026,26,4,0,4,,,,,,,,,,,,22507002,s==4|show,225070201,s==4|idle,,,,,,,
154,1,13021,s==4|卧龙出世,9,2,1026,100,2,1026,28,1,1,100,,,,,,,,,,,,22507002,s==4|show,225070201,s==4|idle,,,,,,,
155,1,13021,s==4|卧龙出世,10,2,1026,120,2,1026,32,2,1,100,,,,,,,,,,,,22507002,s==4|show,225070201,s==4|idle,,,,,,,
156,1,13021,s==4|卧龙出世,11,2,1026,140,2,1026,34,1,1,100,,,,,,,,,,,,22507002,s==4|show,225070201,s==4|idle,,,,,,,
157,1,13021,s==4|卧龙出世,12,2,1026,163,2,1026,38,2,1,100,,,,,,,,,,,,22507002,s==4|show,225070201,s==4|idle,,,,,,,
158,1,13021,s==4|卧龙出世,13,2,1026,188,2,1026,42,3,1,100,,,,,,,,,,,,22507002,s==4|show,225070201,s==4|idle,,,,,,,
159,1,13021,s==4|卧龙出世,14,2,1026,217,2,1026,48,4,0,3,,,,,,,,,,,,22507002,s==4|show,225070201,s==4|idle,,,,,,,
160,1,13021,s==4|卧龙出世,15,2,1026,249,2,1026,54,1,1,100,,,,,,,,,,,,22507002,s==4|show,225070201,s==4|idle,,,,,,,
161,1,13021,s==4|卧龙出世,16,2,1026,285,2,1026,60,2,1,100,,,,,,,,,,,,22507002,s==4|show,225070201,s==4|idle,,,,,,,
162,1,13021,s==4|卧龙出世,17,2,1026,325,2,1026,66,3,1,200,,,,,,,,,,,,22507002,s==4|show,225070201,s==4|idle,,,,,,,
163,1,13021,s==4|卧龙出世,18,2,1026,372,2,1026,78,4,0,5,,,,,,,,,,,,22507002,s==4|show,225070201,s==4|idle,,,,,,,
164,1,13021,s==4|卧龙出世,19,2,1026,422,2,1026,84,1,1,100,,,,,,,,,,,,22507002,s==4|show,225070201,s==4|idle,,,,,,,
165,1,13021,s==4|卧龙出世,20,2,1026,480,2,1026,96,2,1,100,,,,,,,,,,,,22507002,s==8|show_max,225070201,s==8|idle_max,,,,,,,
166,2,13020,s==4|月兔蹁跹,1,2,1083,50,2,1083,50,1,1,100,2,1,100,3,1,100,4,0,3,25,3,23503001,s==4|show,235030101,s==4|idle,,,,,,,
