id,activityID,dateStart,dateEnd,round,items-type-1,items-id-1,items-value-1,weight,
178,3440,267,321,2,2,1007,10,340,
179,3440,267,321,2,2,1027,30,1000,
180,3440,267,321,2,2,1030,1,200,
181,3440,267,321,2,2,1029,2,400,
182,3440,267,321,2,2,1019,5,667,
183,3440,267,321,2,2,1002,6,833,
184,3440,267,321,2,2,1003,2,250,
185,3440,267,321,2,2,3008,10,855,
186,3440,267,321,2,2,3008,25,334,
187,3440,267,321,2,2,1001,200,500,
188,3440,267,321,2,1,9,200,500,
189,3440,267,321,2,2,1001,500,200,
190,3440,267,321,2,1,8,1000000,1000,
191,3440,267,321,3,2,1004,1,166,
192,3440,267,321,3,2,1014,1,170,
193,3440,267,321,3,2,1003,5,100,
194,3440,267,321,3,2,1003,3,166,
195,3440,267,321,3,2,1005,5,1000,
196,3440,267,321,3,2,1006,200,500,
197,3440,267,321,3,2,1007,10,340,
198,3440,267,321,3,2,1027,30,1000,
199,3440,267,321,3,2,1030,1,200,
200,3440,267,321,3,2,1029,2,400,
201,3440,267,321,3,2,1019,5,667,
202,3440,267,321,3,2,1002,6,833,
203,3440,267,321,3,2,1003,2,250,
204,3440,267,321,3,2,3008,10,855,
205,3440,267,321,3,2,3008,25,334,
206,3440,267,321,3,2,1001,200,500,
207,3440,267,321,3,1,9,200,500,
208,3440,267,321,3,2,1001,500,200,
209,3440,267,321,3,1,8,1000000,1000,
210,3440,267,321,4,2,1004,1,166,
211,3440,267,321,4,2,1014,1,170,
212,3440,267,321,4,2,1003,5,100,
213,3440,267,321,4,2,1003,3,166,
214,3440,267,321,4,2,1005,5,1000,
215,3440,267,321,4,2,1006,200,500,
216,3440,267,321,4,2,1007,10,340,
217,3440,267,321,4,2,1027,30,1000,
218,3440,267,321,4,2,1030,1,200,
219,3440,267,321,4,2,1029,2,400,
220,3440,267,321,4,2,1019,5,667,
221,3440,267,321,4,2,1002,6,833,
222,3440,267,321,4,2,1003,2,250,
223,3440,267,321,4,2,3008,10,855,
224,3440,267,321,4,2,3008,25,334,
225,3440,267,321,4,2,1001,200,500,
226,3440,267,321,4,1,9,200,500,
227,3440,267,321,4,2,1001,500,200,
228,3440,267,321,4,1,8,1000000,1000,
229,3440,322,377,1,2,1004,1,166,
230,3440,322,377,1,2,1014,1,170,
231,3440,322,377,1,2,1003,5,100,
232,3440,322,377,1,2,1003,3,166,
233,3440,322,377,1,2,1005,5,1000,
234,3440,322,377,1,2,1006,200,500,
235,3440,322,377,1,2,1007,10,340,
236,3440,322,377,1,2,1027,30,1000,
237,3440,322,377,1,2,1030,1,200,
238,3440,322,377,1,2,1029,2,400,
239,3440,322,377,1,2,1019,5,667,
240,3440,322,377,1,2,1002,6,833,
241,3440,322,377,1,2,1003,2,250,
242,3440,322,377,1,2,3008,10,855,
243,3440,322,377,1,2,3008,25,334,
244,3440,322,377,1,2,1001,200,500,
245,3440,322,377,1,1,9,200,500,
246,3440,322,377,1,2,1001,500,200,
247,3440,322,377,1,1,8,1000000,1000,
248,3440,322,377,2,2,1004,1,166,
249,3440,322,377,2,2,1014,1,170,
250,3440,322,377,2,2,1003,5,100,
251,3440,322,377,2,2,1003,3,166,
252,3440,322,377,2,2,1005,5,1000,
253,3440,322,377,2,2,1006,200,500,
254,3440,322,377,2,2,1007,10,340,
255,3440,322,377,2,2,1027,30,1000,
256,3440,322,377,2,2,1030,1,200,
257,3440,322,377,2,2,1029,2,400,
258,3440,322,377,2,2,1019,5,667,
259,3440,322,377,2,2,1002,6,833,
260,3440,322,377,2,2,1003,2,250,
261,3440,322,377,2,2,3008,10,855,
262,3440,322,377,2,2,3008,25,334,
263,3440,322,377,2,2,1001,200,500,
264,3440,322,377,2,1,9,200,500,
265,3440,322,377,2,2,1001,500,200,
266,3440,322,377,2,1,8,1000000,1000,
267,3440,322,377,3,2,1004,1,166,
268,3440,322,377,3,2,1014,1,170,
269,3440,322,377,3,2,1003,5,100,
270,3440,322,377,3,2,1003,3,166,
271,3440,322,377,3,2,1005,5,1000,
272,3440,322,377,3,2,1006,200,500,
273,3440,322,377,3,2,1007,10,340,
274,3440,322,377,3,2,1027,30,1000,
275,3440,322,377,3,2,1030,1,200,
276,3440,322,377,3,2,1029,2,400,
277,3440,322,377,3,2,1019,5,667,
278,3440,322,377,3,2,1002,6,833,
279,3440,322,377,3,2,1003,2,250,
280,3440,322,377,3,2,3008,10,855,
281,3440,322,377,3,2,3008,25,334,
282,3440,322,377,3,2,1001,200,500,
283,3440,322,377,3,1,9,200,500,
284,3440,322,377,3,2,1001,500,200,
285,3440,322,377,3,1,8,1000000,1000,
286,3440,322,377,4,2,1004,1,166,
287,3440,322,377,4,2,1014,1,170,
288,3440,322,377,4,2,1003,5,100,
289,3440,322,377,4,2,1003,3,166,
290,3440,322,377,4,2,1005,5,1000,
291,3440,322,377,4,2,1006,200,500,
292,3440,322,377,4,2,1007,10,340,
293,3440,322,377,4,2,1027,30,1000,
294,3440,322,377,4,2,1030,1,200,
295,3440,322,377,4,2,1029,2,400,
296,3440,322,377,4,2,1019,5,667,
297,3440,322,377,4,2,1002,6,833,
298,3440,322,377,4,2,1003,2,250,
299,3440,322,377,4,2,3008,10,855,
300,3440,322,377,4,2,3008,25,334,
301,3440,322,377,4,2,1001,200,500,
302,3440,322,377,4,1,9,200,500,
303,3440,322,377,4,2,1001,500,200,
304,3440,322,377,4,1,8,1000000,1000,
305,3440,378,-1,1,2,1004,1,166,
306,3440,378,-1,1,2,1014,1,170,
307,3440,378,-1,1,2,1003,5,100,
308,3440,378,-1,1,2,1003,3,166,
309,3440,378,-1,1,2,1005,5,1000,
310,3440,378,-1,1,2,1006,200,500,
311,3440,378,-1,1,2,1007,10,340,
312,3440,378,-1,1,2,1027,30,1000,
313,3440,378,-1,1,2,1030,1,200,
314,3440,378,-1,1,2,1029,2,400,
315,3440,378,-1,1,2,1019,5,667,
316,3440,378,-1,1,2,1002,6,833,
317,3440,378,-1,1,2,1003,2,250,
318,3440,378,-1,1,2,3008,10,855,
319,3440,378,-1,1,2,3008,25,334,
320,3440,378,-1,1,2,1001,200,500,
321,3440,378,-1,1,1,9,200,500,
322,3440,378,-1,1,2,1001,500,200,
323,3440,378,-1,1,1,8,1000000,1000,
324,3440,378,-1,2,2,1004,1,166,
325,3440,378,-1,2,2,1014,1,170,
326,3440,378,-1,2,2,1003,5,100,
327,3440,378,-1,2,2,1003,3,166,
328,3440,378,-1,2,2,1005,5,1000,
329,3440,378,-1,2,2,1006,200,500,
330,3440,378,-1,2,2,1007,10,340,
331,3440,378,-1,2,2,1027,30,1000,
332,3440,378,-1,2,2,1030,1,200,
333,3440,378,-1,2,2,1029,2,400,
334,3440,378,-1,2,2,1019,5,667,
335,3440,378,-1,2,2,1002,6,833,
336,3440,378,-1,2,2,1003,2,250,
337,3440,378,-1,2,2,3008,10,855,
338,3440,378,-1,2,2,3008,25,334,
339,3440,378,-1,2,2,1001,200,500,
340,3440,378,-1,2,1,9,200,500,
341,3440,378,-1,2,2,1001,500,200,
342,3440,378,-1,2,1,8,1000000,1000,
343,3440,378,-1,3,2,1004,1,166,
344,3440,378,-1,3,2,1014,1,170,
345,3440,378,-1,3,2,1003,5,100,
346,3440,378,-1,3,2,1003,3,166,
347,3440,378,-1,3,2,1005,5,1000,
348,3440,378,-1,3,2,1006,200,500,
349,3440,378,-1,3,2,1007,10,340,
350,3440,378,-1,3,2,1027,30,1000,
351,3440,378,-1,3,2,1030,1,200,
352,3440,378,-1,3,2,1029,2,400,
353,3440,378,-1,3,2,1019,5,667,
354,3440,378,-1,3,2,1002,6,833,
355,3440,378,-1,3,2,1003,2,250,
356,3440,378,-1,3,2,3008,10,855,
357,3440,378,-1,3,2,3008,25,334,
358,3440,378,-1,3,2,1001,200,500,
359,3440,378,-1,3,1,9,200,500,
360,3440,378,-1,3,2,1001,500,200,
361,3440,378,-1,3,1,8,1000000,1000,
362,3440,378,-1,4,2,1004,1,166,
363,3440,378,-1,4,2,1014,1,170,
364,3440,378,-1,4,2,1003,5,100,
365,3440,378,-1,4,2,1003,3,166,
366,3440,378,-1,4,2,1005,5,1000,
367,3440,378,-1,4,2,1006,200,500,
368,3440,378,-1,4,2,1007,10,340,
369,3440,378,-1,4,2,1027,30,1000,
370,3440,378,-1,4,2,1030,1,200,
371,3440,378,-1,4,2,1029,2,400,
372,3440,378,-1,4,2,1019,5,667,
373,3440,378,-1,4,2,1002,6,833,
374,3440,378,-1,4,2,1003,2,250,
375,3440,378,-1,4,2,3008,10,855,
376,3440,378,-1,4,2,3008,25,334,
377,3440,378,-1,4,2,1001,200,500,
378,3440,378,-1,4,1,9,200,500,
379,3440,378,-1,4,2,1001,500,200,
380,3440,378,-1,4,1,8,1000000,1000,
