id,dressId,level,dressSkills%1,dressSkills%2,dressSkills%3,dressSkills%4,dressSkills%5,
82,501,7,140007,240007,340007,440007,540007,
83,501,8,140008,240008,340008,440008,540008,
84,501,9,140009,240009,340009,440009,540009,
85,501,10,140010,240010,340010,440010,540010,
86,501,11,140011,240011,340011,440011,540011,
87,501,12,140012,240012,340012,440012,540012,
88,501,13,140013,240013,340013,440013,540013,
89,501,14,140014,240014,340014,440014,540014,
90,501,15,140015,240015,340015,440015,540015,
91,501,16,140016,240016,340016,440016,540016,
92,501,17,140017,240017,340017,440017,540017,
93,501,18,140018,240018,340018,440018,540018,
94,501,19,140019,240019,340019,440019,540019,
95,501,20,140020,240020,340020,440020,540020,
96,501,21,140021,240021,340021,440021,540021,
97,501,22,140022,240022,340022,440022,540022,
98,501,23,140023,240023,340023,440023,540023,
99,501,24,140024,240024,340024,440024,540024,
100,501,25,140025,240025,340025,440025,540025,
101,601,1,150001,250001,350001,450001,550001,
102,601,2,150002,250002,350002,450002,550002,
103,601,3,150003,250003,350003,450003,550003,
104,601,4,150004,250004,350004,450004,550004,
105,601,5,150005,250005,350005,450005,550005,
106,601,6,150006,250006,350006,450006,550006,
107,601,7,150007,250007,350007,450007,550007,
108,601,8,150008,250008,350008,450008,550008,
109,601,9,150009,250009,350009,450009,550009,
110,601,10,150010,250010,350010,450010,550010,
111,601,11,150011,250011,350011,450011,550011,
112,601,12,150012,250012,350012,450012,550012,
113,601,13,150013,250013,350013,450013,550013,
114,601,14,150014,250014,350014,450014,550014,
115,601,15,150015,250015,350015,450015,550015,
116,601,16,150016,250016,350016,450016,550016,
117,601,17,150017,250017,350017,450017,550017,
118,601,18,150018,250018,350018,450018,550018,
119,601,19,150019,250019,350019,450019,550019,
120,601,20,150020,250020,350020,450020,550020,
121,601,21,150021,250021,350021,450021,550021,
122,601,22,150022,250022,350022,450022,550022,
123,601,23,150023,250023,350023,450023,550023,
124,601,24,150024,250024,350024,450024,550024,
125,601,25,150025,250025,350025,450025,550025,
126,701,1,160001,260001,360001,460001,560001,
127,701,2,160002,260002,360002,460002,560002,
128,701,3,160003,260003,360003,460003,560003,
129,701,4,160004,260004,360004,460004,560004,
130,701,5,160005,260005,360005,460005,560005,
131,701,6,160006,260006,360006,460006,560006,
132,701,7,160007,260007,360007,460007,560007,
133,701,8,160008,260008,360008,460008,560008,
134,701,9,160009,260009,360009,460009,560009,
135,701,10,160010,260010,360010,460010,560010,
136,701,11,160011,260011,360011,460011,560011,
137,701,12,160012,260012,360012,460012,560012,
138,701,13,160013,260013,360013,460013,560013,
139,701,14,160014,260014,360014,460014,560014,
140,701,15,160015,260015,360015,460015,560015,
141,701,16,160016,260016,360016,460016,560016,
142,701,17,160017,260017,360017,460017,560017,
143,701,18,160018,260018,360018,460018,560018,
144,701,19,160019,260019,360019,460019,560019,
145,701,20,160020,260020,360020,460020,560020,
146,701,21,160021,260021,360021,460021,560021,
147,701,22,160022,260022,360022,460022,560022,
148,701,23,160023,260023,360023,460023,560023,
149,701,24,160024,260024,360024,460024,560024,
150,701,25,160025,260025,360025,460025,560025,
151,801,1,170001,270001,370001,470001,570001,
152,801,2,170002,270002,370002,470002,570002,
153,801,3,170003,270003,370003,470003,570003,
154,801,4,170004,270004,370004,470004,570004,
155,801,5,170005,270005,370005,470005,570005,
156,801,6,170006,270006,370006,470006,570006,
157,801,7,170007,270007,370007,470007,570007,
158,801,8,170008,270008,370008,470008,570008,
159,801,9,170009,270009,370009,470009,570009,
160,801,10,170010,270010,370010,470010,570010,
161,801,11,170011,270011,370011,470011,570011,
162,801,12,170012,270012,370012,470012,570012,
163,801,13,170013,270013,370013,470013,570013,
164,801,14,170014,270014,370014,470014,570014,
165,801,15,170015,270015,370015,470015,570015,
166,801,16,170016,270016,370016,470016,570016,
167,801,17,170017,270017,370017,470017,570017,
168,801,18,170018,270018,370018,470018,570018,
169,801,19,170019,270019,370019,470019,570019,
170,801,20,170020,270020,370020,470020,570020,
171,801,21,170021,270021,370021,470021,570021,
172,801,22,170022,270022,370022,470022,570022,
173,801,23,170023,270023,370023,470023,570023,
174,801,24,170024,270024,370024,470024,570024,
175,801,25,170025,270025,370025,470025,570025,
176,901,1,180001,280001,380001,480001,580001,
177,901,2,180002,280002,380002,480002,580002,
178,901,3,180003,280003,380003,480003,580003,
179,901,4,180004,280004,380004,480004,580004,
180,901,5,180005,280005,380005,480005,580005,
181,901,6,180006,280006,380006,480006,580006,
182,901,7,180007,280007,380007,480007,580007,
183,901,8,180008,280008,380008,480008,580008,
184,901,9,180009,280009,380009,480009,580009,
185,901,10,180010,280010,380010,480010,580010,
186,901,11,180011,280011,380011,480011,580011,
187,901,12,180012,280012,380012,480012,580012,
188,901,13,180013,280013,380013,480013,580013,
189,901,14,180014,280014,380014,480014,580014,
190,901,15,180015,280015,380015,480015,580015,
191,901,16,180016,280016,380016,480016,580016,
192,901,17,180017,280017,380017,480017,580017,
193,901,18,180018,280018,380018,480018,580018,
194,901,19,180019,280019,380019,480019,580019,
195,901,20,180020,280020,380020,480020,580020,
196,901,21,180021,280021,380021,480021,580021,
197,901,22,180022,280022,380022,480022,580022,
198,901,23,180023,280023,380023,480023,580023,
199,901,24,180024,280024,380024,480024,580024,
200,901,25,180025,280025,380025,480025,580025,
201,1001,1,190001,290001,390001,490001,590001,
202,1001,2,190002,290002,390002,490002,590002,
203,1001,3,190003,290003,390003,490003,590003,
204,1001,4,190004,290004,390004,490004,590004,
205,1001,5,190005,290005,390005,490005,590005,
206,1001,6,190006,290006,390006,490006,590006,
207,1001,7,190007,290007,390007,490007,590007,
208,1001,8,190008,290008,390008,490008,590008,
209,1001,9,190009,290009,390009,490009,590009,
210,1001,10,190010,290010,390010,490010,590010,
211,1001,11,190011,290011,390011,490011,590011,
212,1001,12,190012,290012,390012,490012,590012,
213,1001,13,190013,290013,390013,490013,590013,
214,1001,14,190014,290014,390014,490014,590014,
215,1001,15,190015,290015,390015,490015,590015,
216,1001,16,190016,290016,390016,490016,590016,
217,1001,17,190017,290017,390017,490017,590017,
218,1001,18,190018,290018,390018,490018,590018,
219,1001,19,190019,290019,390019,490019,590019,
220,1001,20,190020,290020,390020,490020,590020,
221,1001,21,190021,290021,390021,490021,590021,
222,1001,22,190022,290022,390022,490022,590022,
223,1001,23,190023,290023,390023,490023,590023,
224,1001,24,190024,290024,390024,490024,590024,
225,1001,25,190025,290025,390025,490025,590025,
226,1101,1,1100001,2100001,3100001,4100001,5100001,
227,1101,2,1100002,2100002,3100002,4100002,5100002,
228,1101,3,1100003,2100003,3100003,4100003,5100003,
229,1101,4,1100004,2100004,3100004,4100004,5100004,
230,1101,5,1100005,2100005,3100005,4100005,5100005,
231,1101,6,1100006,2100006,3100006,4100006,5100006,
232,1101,7,1100007,2100007,3100007,4100007,5100007,
233,1101,8,1100008,2100008,3100008,4100008,5100008,
234,1101,9,1100009,2100009,3100009,4100009,5100009,
235,1101,10,1100010,2100010,3100010,4100010,5100010,
236,1101,11,1100011,2100011,3100011,4100011,5100011,
237,1101,12,1100012,2100012,3100012,4100012,5100012,
238,1101,13,1100013,2100013,3100013,4100013,5100013,
239,1101,14,1100014,2100014,3100014,4100014,5100014,
240,1101,15,1100015,2100015,3100015,4100015,5100015,
241,1101,16,1100016,2100016,3100016,4100016,5100016,
242,1101,17,1100017,2100017,3100017,4100017,5100017,
243,1101,18,1100018,2100018,3100018,4100018,5100018,
244,1101,19,1100019,2100019,3100019,4100019,5100019,
245,1101,20,1100020,2100020,3100020,4100020,5100020,
246,1101,21,1100021,2100021,3100021,4100021,5100021,
247,1101,22,1100022,2100022,3100022,4100022,5100022,
248,1101,23,1100023,2100023,3100023,4100023,5100023,
249,1101,24,1100024,2100024,3100024,4100024,5100024,
250,1101,25,1100025,2100025,3100025,4100025,5100025,
251,1401,1,1400001,2400001,3400001,4400001,5400001,
252,1401,2,1400002,2400002,3400002,4400002,5400002,
253,1401,3,1400003,2400003,3400003,4400003,5400003,
254,1401,4,1400004,2400004,3400004,4400004,5400004,
255,1401,5,1400005,2400005,3400005,4400005,5400005,
256,1401,6,1400006,2400006,3400006,4400006,5400006,
257,1401,7,1400007,2400007,3400007,4400007,5400007,
258,1401,8,1400008,2400008,3400008,4400008,5400008,
259,1401,9,1400009,2400009,3400009,4400009,5400009,
260,1401,10,1400010,2400010,3400010,4400010,5400010,
261,1401,11,1400011,2400011,3400011,4400011,5400011,
262,1401,12,1400012,2400012,3400012,4400012,5400012,
263,1401,13,1400013,2400013,3400013,4400013,5400013,
264,1401,14,1400014,2400014,3400014,4400014,5400014,
265,1401,15,1400015,2400015,3400015,4400015,5400015,
266,1401,16,1400016,2400016,3400016,4400016,5400016,
267,1401,17,1400017,2400017,3400017,4400017,5400017,
268,1401,18,1400018,2400018,3400018,4400018,5400018,
269,1401,19,1400019,2400019,3400019,4400019,5400019,
270,1401,20,1400020,2400020,3400020,4400020,5400020,
271,1401,21,1400021,2400021,3400021,4400021,5400021,
272,1401,22,1400022,2400022,3400022,4400022,5400022,
273,1401,23,1400023,2400023,3400023,4400023,5400023,
274,1401,24,1400024,2400024,3400024,4400024,5400024,
275,1401,25,1400025,2400025,3400025,4400025,5400025,
276,1201,1,1200001,2200001,3200001,4200001,5200001,
277,1201,2,1200002,2200002,3200002,4200002,5200002,
278,1201,3,1200003,2200003,3200003,4200003,5200003,
279,1201,4,1200004,2200004,3200004,4200004,5200004,
280,1201,5,1200005,2200005,3200005,4200005,5200005,
281,1201,6,1200006,2200006,3200006,4200006,5200006,
282,1201,7,1200007,2200007,3200007,4200007,5200007,
283,1201,8,1200008,2200008,3200008,4200008,5200008,
284,1201,9,1200009,2200009,3200009,4200009,5200009,
285,1201,10,1200010,2200010,3200010,4200010,5200010,
286,1201,11,1200011,2200011,3200011,4200011,5200011,
287,1201,12,1200012,2200012,3200012,4200012,5200012,
288,1201,13,1200013,2200013,3200013,4200013,5200013,
289,1201,14,1200014,2200014,3200014,4200014,5200014,
290,1201,15,1200015,2200015,3200015,4200015,5200015,
291,1201,16,1200016,2200016,3200016,4200016,5200016,
292,1201,17,1200017,2200017,3200017,4200017,5200017,
293,1201,18,1200018,2200018,3200018,4200018,5200018,
294,1201,19,1200019,2200019,3200019,4200019,5200019,
295,1201,20,1200020,2200020,3200020,4200020,5200020,
296,1201,21,1200021,2200021,3200021,4200021,5200021,
297,1201,22,1200022,2200022,3200022,4200022,5200022,
298,1201,23,1200023,2200023,3200023,4200023,5200023,
299,1201,24,1200024,2200024,3200024,4200024,5200024,
300,1201,25,1200025,2200025,3200025,4200025,5200025,
301,1501,1,1500001,2500001,3500001,4500001,5500001,
302,1501,2,1500002,2500002,3500002,4500002,5500002,
303,1501,3,1500003,2500003,3500003,4500003,5500003,
304,1501,4,1500004,2500004,3500004,4500004,5500004,
305,1501,5,1500005,2500005,3500005,4500005,5500005,
306,1501,6,1500006,2500006,3500006,4500006,5500006,
307,1501,7,1500007,2500007,3500007,4500007,5500007,
308,1501,8,1500008,2500008,3500008,4500008,5500008,
309,1501,9,1500009,2500009,3500009,4500009,5500009,
310,1501,10,1500010,2500010,3500010,4500010,5500010,
311,1501,11,1500011,2500011,3500011,4500011,5500011,
312,1501,12,1500012,2500012,3500012,4500012,5500012,
313,1501,13,1500013,2500013,3500013,4500013,5500013,
314,1501,14,1500014,2500014,3500014,4500014,5500014,
315,1501,15,1500015,2500015,3500015,4500015,5500015,
316,1501,16,1500016,2500016,3500016,4500016,5500016,
317,1501,17,1500017,2500017,3500017,4500017,5500017,
318,1501,18,1500018,2500018,3500018,4500018,5500018,
319,1501,19,1500019,2500019,3500019,4500019,5500019,
320,1501,20,1500020,2500020,3500020,4500020,5500020,
321,1501,21,1500021,2500021,3500021,4500021,5500021,
322,1501,22,1500022,2500022,3500022,4500022,5500022,
323,1501,23,1500023,2500023,3500023,4500023,5500023,
324,1501,24,1500024,2500024,3500024,4500024,5500024,
325,1501,25,1500025,2500025,3500025,4500025,5500025,
326,1601,1,1600001,2600001,3600001,4600001,5600001,
327,1601,2,1600002,2600002,3600002,4600002,5600002,
328,1601,3,1600003,2600003,3600003,4600003,5600003,
329,1601,4,1600004,2600004,3600004,4600004,5600004,
330,1601,5,1600005,2600005,3600005,4600005,5600005,
331,1601,6,1600006,2600006,3600006,4600006,5600006,
332,1601,7,1600007,2600007,3600007,4600007,5600007,
333,1601,8,1600008,2600008,3600008,4600008,5600008,
334,1601,9,1600009,2600009,3600009,4600009,5600009,
335,1601,10,1600010,2600010,3600010,4600010,5600010,
336,1601,11,1600011,2600011,3600011,4600011,5600011,
337,1601,12,1600012,2600012,3600012,4600012,5600012,
338,1601,13,1600013,2600013,3600013,4600013,5600013,
339,1601,14,1600014,2600014,3600014,4600014,5600014,
340,1601,15,1600015,2600015,3600015,4600015,5600015,
341,1601,16,1600016,2600016,3600016,4600016,5600016,
342,1601,17,1600017,2600017,3600017,4600017,5600017,
343,1601,18,1600018,2600018,3600018,4600018,5600018,
344,1601,19,1600019,2600019,3600019,4600019,5600019,
345,1601,20,1600020,2600020,3600020,4600020,5600020,
346,1601,21,1600021,2600021,3600021,4600021,5600021,
347,1601,22,1600022,2600022,3600022,4600022,5600022,
348,1601,23,1600023,2600023,3600023,4600023,5600023,
349,1601,24,1600024,2600024,3600024,4600024,5600024,
350,1601,25,1600025,2600025,3600025,4600025,5600025,
351,1701,1,1700001,2700001,3700001,4700001,5700001,
352,1701,2,1700002,2700002,3700002,4700002,5700002,
353,1701,3,1700003,2700003,3700003,4700003,5700003,
354,1701,4,1700004,2700004,3700004,4700004,5700004,
355,1701,5,1700005,2700005,3700005,4700005,5700005,
356,1701,6,1700006,2700006,3700006,4700006,5700006,
357,1701,7,1700007,2700007,3700007,4700007,5700007,
358,1701,8,1700008,2700008,3700008,4700008,5700008,
359,1701,9,1700009,2700009,3700009,4700009,5700009,
360,1701,10,1700010,2700010,3700010,4700010,5700010,
361,1701,11,1700011,2700011,3700011,4700011,5700011,
362,1701,12,1700012,2700012,3700012,4700012,5700012,
363,1701,13,1700013,2700013,3700013,4700013,5700013,
364,1701,14,1700014,2700014,3700014,4700014,5700014,
365,1701,15,1700015,2700015,3700015,4700015,5700015,
366,1701,16,1700016,2700016,3700016,4700016,5700016,
367,1701,17,1700017,2700017,3700017,4700017,5700017,
368,1701,18,1700018,2700018,3700018,4700018,5700018,
369,1701,19,1700019,2700019,3700019,4700019,5700019,
370,1701,20,1700020,2700020,3700020,4700020,5700020,
371,1701,21,1700021,2700021,3700021,4700021,5700021,
372,1701,22,1700022,2700022,3700022,4700022,5700022,
373,1701,23,1700023,2700023,3700023,4700023,5700023,
374,1701,24,1700024,2700024,3700024,4700024,5700024,
375,1701,25,1700025,2700025,3700025,4700025,5700025,
376,1801,1,1800001,2800001,3800001,4800001,5800001,
377,1801,2,1800002,2800002,3800002,4800002,5800002,
378,1801,3,1800003,2800003,3800003,4800003,5800003,
379,1801,4,1800004,2800004,3800004,4800004,5800004,
380,1801,5,1800005,2800005,3800005,4800005,5800005,
381,1801,6,1800006,2800006,3800006,4800006,5800006,
382,1801,7,1800007,2800007,3800007,4800007,5800007,
383,1801,8,1800008,2800008,3800008,4800008,5800008,
384,1801,9,1800009,2800009,3800009,4800009,5800009,
385,1801,10,1800010,2800010,3800010,4800010,5800010,
386,1801,11,1800011,2800011,3800011,4800011,5800011,
387,1801,12,1800012,2800012,3800012,4800012,5800012,
388,1801,13,1800013,2800013,3800013,4800013,5800013,
389,1801,14,1800014,2800014,3800014,4800014,5800014,
390,1801,15,1800015,2800015,3800015,4800015,5800015,
391,1801,16,1800016,2800016,3800016,4800016,5800016,
392,1801,17,1800017,2800017,3800017,4800017,5800017,
393,1801,18,1800018,2800018,3800018,4800018,5800018,
394,1801,19,1800019,2800019,3800019,4800019,5800019,
395,1801,20,1800020,2800020,3800020,4800020,5800020,
396,1801,21,1800021,2800021,3800021,4800021,5800021,
397,1801,22,1800022,2800022,3800022,4800022,5800022,
398,1801,23,1800023,2800023,3800023,4800023,5800023,
399,1801,24,1800024,2800024,3800024,4800024,5800024,
400,1801,25,1800025,2800025,3800025,4800025,5800025,
