id,type,star,rewards-type-1,rewards-id-1,rewards-value-1,rewards-type-2,rewards-id-2,rewards-value-2,rewards-type-3,rewards-id-3,rewards-value-3,
112,1,1120,2,1055,41,2,1056,18,,,,
113,1,1130,2,1055,41,,,,,,,
114,1,1140,2,1055,41,,,,,,,
115,1,1150,2,1055,42,,,,,,,
116,1,1160,2,1055,42,2,1056,19,,,,
117,1,1170,2,1055,42,,,,,,,
118,1,1180,2,1055,43,,,,,,,
119,1,1190,2,1055,43,,,,,,,
120,1,1200,2,1055,43,2,1056,19,,,,
121,1,1210,2,1055,44,,,,,,,
122,1,1220,2,1055,44,,,,,,,
123,1,1230,2,1055,44,,,,,,,
124,1,1240,2,1055,45,2,1056,20,,,,
125,1,1250,2,1055,45,,,,,,,
126,1,1260,2,1055,45,,,,,,,
127,1,1270,2,1055,46,,,,,,,
128,1,1280,2,1055,46,2,1056,20,,,,
129,1,1290,2,1055,46,,,,,,,
130,1,1300,2,1055,47,,,,,,,
131,1,1310,2,1055,47,,,,,,,
132,1,1320,2,1055,47,2,1056,21,,,,
133,1,1330,2,1055,48,,,,,,,
134,1,1340,2,1055,48,,,,,,,
135,1,1350,2,1055,48,,,,,,,
136,1,1360,2,1055,49,2,1056,21,,,,
137,1,1370,2,1055,49,,,,,,,
138,1,1380,2,1055,49,,,,,,,
139,1,1390,2,1055,50,,,,,,,
140,1,1400,2,1055,50,2,1056,22,,,,
141,1,1410,2,1055,50,,,,,,,
142,1,1420,2,1055,51,,,,,,,
143,1,1430,2,1055,51,,,,,,,
144,1,1440,2,1055,51,2,1056,22,,,,
145,1,1450,2,1055,52,,,,,,,
146,1,1460,2,1055,52,,,,,,,
147,1,1470,2,1055,52,,,,,,,
148,1,1480,2,1055,53,2,1056,23,,,,
149,1,1490,2,1055,53,,,,,,,
150,1,1500,2,1055,53,,,,,,,
151,2,375,2,1056,50,2,1006,100,2,1003,5,
152,2,400,2,1055,100,2,1006,100,,,,
153,2,425,2,1055,100,2,1006,100,,,,
154,2,450,2,1055,100,2,1006,100,,,,
155,2,475,2,1055,100,2,1006,100,,,,
156,2,500,2,1056,50,2,1006,100,2,1003,5,
157,2,525,2,1055,100,2,1006,100,,,,
158,2,550,2,1055,100,2,1006,100,,,,
159,2,575,2,1055,100,2,1006,100,,,,
160,2,600,2,1055,100,2,1006,100,,,,
161,2,625,2,1056,50,2,1006,100,2,1003,5,
162,2,650,2,1055,100,2,1006,100,,,,
163,2,675,2,1055,100,2,1006,100,,,,
164,2,700,2,1055,100,2,1006,100,,,,
165,2,725,2,1055,100,2,1006,100,,,,
166,2,750,2,1056,50,2,1006,100,2,1003,5,
167,2,775,2,1055,100,2,1006,100,,,,
168,2,800,2,1055,100,2,1006,100,,,,
169,2,825,2,1055,100,2,1006,100,,,,
170,2,850,2,1055,100,2,1006,100,,,,
171,2,875,2,1056,50,2,1006,100,2,1003,5,
172,2,900,2,1055,100,2,1006,100,,,,
173,2,925,2,1055,100,2,1006,100,,,,
174,2,950,2,1055,100,2,1006,100,,,,
175,2,975,2,1055,100,2,1006,100,,,,
176,2,1000,2,1056,50,2,1006,100,2,1003,5,
177,2,1025,2,1055,100,2,1006,100,,,,
178,2,1050,2,1055,100,2,1006,100,,,,
179,2,1075,2,1055,100,2,1006,100,,,,
180,2,1100,2,1055,100,2,1006,100,,,,
181,2,1125,2,1056,50,2,1006,100,2,1003,5,
182,2,1150,2,1055,100,2,1006,100,,,,
183,2,1175,2,1055,100,2,1006,100,,,,
184,2,1200,2,1055,100,2,1006,100,,,,
185,2,1225,2,1055,100,2,1006,100,,,,
186,2,1250,2,1056,50,2,1006,100,2,1003,5,
187,2,1275,2,1055,100,2,1006,100,,,,
188,2,1300,2,1055,100,2,1006,100,,,,
189,2,1325,2,1055,100,2,1006,100,,,,
190,2,1350,2,1055,100,2,1006,100,,,,
191,2,1375,2,1056,50,2,1006,100,2,1003,5,
192,2,1400,2,1055,100,2,1006,100,,,,
193,2,1425,2,1055,100,2,1006,100,,,,
194,2,1450,2,1055,100,2,1006,100,,,,
195,2,1475,2,1055,100,2,1006,100,,,,
196,2,1500,2,1056,50,2,1006,100,2,1003,5,
197,2,1525,2,1055,100,2,1006,100,,,,
198,2,1550,2,1055,100,2,1006,100,,,,
199,2,1575,2,1055,100,2,1006,100,,,,
200,2,1600,2,1055,100,2,1006,100,,,,
201,2,1625,2,1056,50,2,1006,100,2,1003,5,
202,2,1650,2,1055,100,2,1006,100,,,,
203,2,1675,2,1055,100,2,1006,100,,,,
204,2,1700,2,1055,100,2,1006,100,,,,
205,2,1725,2,1055,100,2,1006,100,,,,
206,2,1750,2,1056,50,2,1006,100,2,1003,5,
207,2,1775,2,1055,100,2,1006,100,,,,
208,2,1800,2,1055,100,2,1006,100,,,,
209,2,1825,2,1055,100,2,1006,100,,,,
210,2,1850,2,1055,100,2,1006,100,,,,
211,2,1875,2,1056,50,2,1006,100,2,1003,5,
212,2,1900,2,1055,100,2,1006,100,,,,
213,2,1925,2,1055,100,2,1006,100,,,,
214,2,1950,2,1055,100,2,1006,100,,,,
215,2,1975,2,1055,100,2,1006,100,,,,
216,2,2000,2,1056,50,2,1006,100,2,1003,5,
217,2,2025,2,1055,100,2,1006,100,,,,
218,2,2050,2,1055,100,2,1006,100,,,,
219,2,2075,2,1055,100,2,1006,100,,,,
220,2,2100,2,1055,100,2,1006,100,,,,
221,2,2125,2,1056,50,2,1006,100,2,1003,5,
222,2,2150,2,1055,100,2,1006,100,,,,
223,2,2175,2,1055,100,2,1006,100,,,,
224,2,2200,2,1055,100,2,1006,100,,,,
225,2,2225,2,1055,100,2,1006,100,,,,
226,2,2250,2,1056,50,2,1006,100,2,1003,5,
227,2,2275,2,1055,100,2,1006,100,,,,
228,2,2300,2,1055,100,2,1006,100,,,,
229,2,2325,2,1055,100,2,1006,100,,,,
230,2,2350,2,1055,100,2,1006,100,,,,
231,2,2375,2,1056,50,2,1006,100,2,1003,5,
232,2,2400,2,1055,100,2,1006,100,,,,
233,2,2425,2,1055,100,2,1006,100,,,,
234,2,2450,2,1055,100,2,1006,100,,,,
235,2,2475,2,1055,100,2,1006,100,,,,
236,2,2500,2,1056,50,2,1006,100,2,1003,5,
237,2,2525,2,1055,100,2,1006,100,,,,
238,2,2550,2,1055,100,2,1006,100,,,,
239,2,2575,2,1055,100,2,1006,100,,,,
240,2,2600,2,1055,100,2,1006,100,,,,
241,2,2625,2,1056,50,2,1006,100,2,1003,5,
242,2,2650,2,1055,100,2,1006,100,,,,
243,2,2675,2,1055,100,2,1006,100,,,,
244,2,2700,2,1055,100,2,1006,100,,,,
245,2,2725,2,1055,100,2,1006,100,,,,
246,2,2750,2,1056,50,2,1006,100,2,1003,5,
247,2,2775,2,1055,100,2,1006,100,,,,
248,2,2800,2,1055,100,2,1006,100,,,,
249,2,2825,2,1055,100,2,1006,100,,,,
250,2,2850,2,1055,100,2,1006,100,,,,
251,2,2875,2,1056,50,2,1006,100,2,1003,5,
252,2,2900,2,1055,100,2,1006,100,,,,
253,2,2925,2,1055,100,2,1006,100,,,,
254,2,2950,2,1055,100,2,1006,100,,,,
255,2,2975,2,1055,100,2,1006,100,,,,
256,2,3000,2,1056,50,2,1006,100,2,1003,5,
257,1,1510,2,1055,53,,,,,,,
258,1,1520,2,1055,53,2,1056,23,,,,
259,1,1530,2,1055,53,,,,,,,
260,1,1540,2,1055,53,,,,,,,
261,1,1550,2,1055,53,,,,,,,
262,1,1560,2,1055,53,2,1056,23,,,,
263,1,1570,2,1055,53,,,,,,,
264,1,1580,2,1055,53,,,,,,,
265,1,1590,2,1055,53,,,,,,,
266,1,1600,2,1055,53,2,1056,23,,,,
267,1,1610,2,1055,53,,,,,,,
268,1,1620,2,1055,53,,,,,,,
269,1,1630,2,1055,53,,,,,,,
270,1,1640,2,1055,53,2,1056,23,,,,
271,1,1650,2,1055,53,,,,,,,
272,1,1660,2,1055,53,,,,,,,
273,1,1670,2,1055,53,,,,,,,
274,1,1680,2,1055,53,2,1056,23,,,,
275,1,1690,2,1055,53,,,,,,,
276,1,1700,2,1055,53,,,,,,,
277,1,1710,2,1055,53,,,,,,,
278,1,1720,2,1055,53,2,1056,23,,,,
279,1,1730,2,1055,53,,,,,,,
280,1,1740,2,1055,53,,,,,,,
281,1,1750,2,1055,53,,,,,,,
282,1,1760,2,1055,53,2,1056,23,,,,
283,1,1770,2,1055,53,,,,,,,
284,1,1780,2,1055,53,,,,,,,
285,1,1790,2,1055,53,,,,,,,
286,1,1800,2,1055,53,2,1056,23,,,,
287,1,1810,2,1055,53,,,,,,,
288,1,1820,2,1055,53,,,,,,,
289,1,1830,2,1055,53,,,,,,,
290,1,1840,2,1055,53,2,1056,23,,,,
291,1,1850,2,1055,53,,,,,,,
292,1,1860,2,1055,53,,,,,,,
293,1,1870,2,1055,53,,,,,,,
294,1,1880,2,1055,53,2,1056,23,,,,
295,1,1890,2,1055,53,,,,,,,
296,1,1900,2,1055,53,,,,,,,
297,1,1910,2,1055,53,,,,,,,
298,1,1920,2,1055,53,2,1056,23,,,,
299,1,1930,2,1055,53,,,,,,,
300,1,1940,2,1055,53,,,,,,,
301,1,1950,2,1055,53,,,,,,,
302,1,1960,2,1055,53,2,1056,23,,,,
303,1,1970,2,1055,53,,,,,,,
304,1,1980,2,1055,53,,,,,,,
305,1,1990,2,1055,53,,,,,,,
306,1,2000,2,1055,53,2,1056,23,,,,
307,1,2010,2,1055,53,,,,,,,
308,1,2020,2,1055,53,,,,,,,
309,1,2030,2,1055,53,,,,,,,
310,1,2040,2,1055,53,2,1056,23,,,,
311,1,2050,2,1055,53,,,,,,,
312,1,2060,2,1055,53,,,,,,,
313,1,2070,2,1055,53,,,,,,,
314,1,2080,2,1055,53,2,1056,23,,,,
315,1,2090,2,1055,53,,,,,,,
316,1,2100,2,1055,53,,,,,,,
317,1,2110,2,1055,53,,,,,,,
318,1,2120,2,1055,53,2,1056,23,,,,
319,1,2130,2,1055,53,,,,,,,
320,1,2140,2,1055,53,,,,,,,
321,1,2150,2,1055,53,,,,,,,
322,1,2160,2,1055,53,2,1056,23,,,,
323,1,2170,2,1055,53,,,,,,,
324,1,2180,2,1055,53,,,,,,,
325,1,2190,2,1055,53,,,,,,,
326,1,2200,2,1055,53,2,1056,23,,,,
327,1,2210,2,1055,53,,,,,,,
328,1,2220,2,1055,53,,,,,,,
329,1,2230,2,1055,53,,,,,,,
330,1,2240,2,1055,53,2,1056,23,,,,
331,1,2250,2,1055,53,,,,,,,
332,1,2260,2,1055,53,,,,,,,
333,1,2270,2,1055,53,,,,,,,
334,1,2280,2,1055,53,2,1056,23,,,,
335,1,2290,2,1055,53,,,,,,,
336,1,2300,2,1055,53,,,,,,,
337,1,2310,2,1055,53,,,,,,,
338,1,2320,2,1055,53,2,1056,23,,,,
339,1,2330,2,1055,53,,,,,,,
340,1,2340,2,1055,53,,,,,,,
341,1,2350,2,1055,53,,,,,,,
342,1,2360,2,1055,53,2,1056,23,,,,
343,1,2370,2,1055,53,,,,,,,
344,1,2380,2,1055,53,,,,,,,
345,1,2390,2,1055,53,,,,,,,
346,1,2400,2,1055,53,2,1056,23,,,,
347,1,2410,2,1055,53,,,,,,,
348,1,2420,2,1055,53,,,,,,,
349,1,2430,2,1055,53,,,,,,,
350,1,2440,2,1055,53,2,1056,23,,,,
351,1,2450,2,1055,53,,,,,,,
352,1,2460,2,1055,53,,,,,,,
353,1,2470,2,1055,53,,,,,,,
354,1,2480,2,1055,53,2,1056,23,,,,
355,1,2490,2,1055,53,,,,,,,
356,1,2500,2,1055,53,,,,,,,
357,1,2510,2,1055,53,,,,,,,
358,1,2520,2,1055,53,2,1056,23,,,,
359,1,2530,2,1055,53,,,,,,,
360,1,2540,2,1055,53,,,,,,,
361,1,2550,2,1055,53,,,,,,,
362,1,2560,2,1055,53,2,1056,23,,,,
363,1,2570,2,1055,53,,,,,,,
364,1,2580,2,1055,53,,,,,,,
365,1,2590,2,1055,53,,,,,,,
366,1,2600,2,1055,53,2,1056,23,,,,
367,1,2610,2,1055,53,,,,,,,
368,1,2620,2,1055,53,,,,,,,
369,1,2630,2,1055,53,,,,,,,
370,1,2640,2,1055,53,2,1056,23,,,,
371,1,2650,2,1055,53,,,,,,,
372,1,2660,2,1055,53,,,,,,,
373,1,2670,2,1055,53,,,,,,,
374,1,2680,2,1055,53,2,1056,23,,,,
375,1,2690,2,1055,53,,,,,,,
376,1,2700,2,1055,53,,,,,,,
377,1,2710,2,1055,53,,,,,,,
378,1,2720,2,1055,53,2,1056,23,,,,
379,1,2730,2,1055,53,,,,,,,
380,1,2740,2,1055,53,,,,,,,
381,1,2750,2,1055,53,,,,,,,
382,1,2760,2,1055,53,2,1056,23,,,,
383,1,2770,2,1055,53,,,,,,,
384,1,2780,2,1055,53,,,,,,,
385,1,2790,2,1055,53,,,,,,,
386,1,2800,2,1055,53,2,1056,23,,,,
387,1,2810,2,1055,53,,,,,,,
388,1,2820,2,1055,53,,,,,,,
389,1,2830,2,1055,53,,,,,,,
390,1,2840,2,1055,53,2,1056,23,,,,
391,1,2850,2,1055,53,,,,,,,
392,1,2860,2,1055,53,,,,,,,
393,1,2870,2,1055,53,,,,,,,
394,1,2880,2,1055,53,2,1056,23,,,,
395,1,2890,2,1055,53,,,,,,,
396,1,2900,2,1055,53,,,,,,,
397,1,2910,2,1055,53,,,,,,,
398,1,2920,2,1055,53,2,1056,23,,,,
399,1,2930,2,1055,53,,,,,,,
400,1,2940,2,1055,53,,,,,,,
401,1,2950,2,1055,53,,,,,,,
402,1,2960,2,1055,53,2,1056,23,,,,
403,1,2970,2,1055,53,,,,,,,
404,1,2980,2,1055,53,,,,,,,
405,1,2990,2,1055,53,,,,,,,
406,1,3000,2,1055,53,2,1056,25,,,,
407,1,3010,2,1055,55,,,,,,,
408,1,3020,2,1055,55,,,,,,,
409,1,3030,2,1055,55,,,,,,,
410,1,3040,2,1055,55,2,1056,25,,,,
411,1,3050,2,1055,55,,,,,,,
412,1,3060,2,1055,55,,,,,,,
413,1,3070,2,1055,55,,,,,,,
414,1,3080,2,1055,55,2,1056,25,,,,
415,1,3090,2,1055,55,,,,,,,
416,1,3100,2,1055,55,,,,,,,
417,1,3110,2,1055,55,,,,,,,
418,1,3120,2,1055,55,2,1056,25,,,,
419,1,3130,2,1055,55,,,,,,,
420,1,3140,2,1055,55,,,,,,,
421,1,3150,2,1055,55,,,,,,,
422,1,3160,2,1055,55,2,1056,25,,,,
423,1,3170,2,1055,55,,,,,,,
424,1,3180,2,1055,55,,,,,,,
425,1,3190,2,1055,55,,,,,,,
426,1,3200,2,1055,55,2,1056,25,,,,
427,1,3210,2,1055,55,,,,,,,
428,1,3220,2,1055,55,,,,,,,
429,1,3230,2,1055,55,,,,,,,
430,1,3240,2,1055,55,2,1056,25,,,,
431,1,3250,2,1055,55,,,,,,,
432,1,3260,2,1055,55,,,,,,,
433,1,3270,2,1055,55,,,,,,,
434,1,3280,2,1055,55,2,1056,25,,,,
435,1,3290,2,1055,55,,,,,,,
436,1,3300,2,1055,55,,,,,,,
437,1,3310,2,1055,55,,,,,,,
438,1,3320,2,1055,55,2,1056,25,,,,
439,1,3330,2,1055,55,,,,,,,
440,1,3340,2,1055,55,,,,,,,
441,1,3350,2,1055,55,,,,,,,
442,1,3360,2,1055,55,2,1056,25,,,,
443,1,3370,2,1055,55,,,,,,,
444,1,3380,2,1055,55,,,,,,,
445,1,3390,2,1055,55,,,,,,,
446,1,3400,2,1055,55,2,1056,25,,,,
447,1,3410,2,1055,55,,,,,,,
448,1,3420,2,1055,55,,,,,,,
449,1,3430,2,1055,55,,,,,,,
450,1,3440,2,1055,55,2,1056,25,,,,
451,1,3450,2,1055,55,,,,,,,
452,1,3460,2,1055,55,,,,,,,
453,1,3470,2,1055,55,,,,,,,
454,1,3480,2,1055,55,2,1056,25,,,,
455,1,3490,2,1055,55,,,,,,,
456,1,3500,2,1055,55,,,,,,,
457,1,3510,2,1055,55,,,,,,,
458,1,3520,2,1055,55,2,1056,25,,,,
459,1,3530,2,1055,55,,,,,,,
460,1,3540,2,1055,55,,,,,,,
461,1,3550,2,1055,55,,,,,,,
462,1,3560,2,1055,55,2,1056,25,,,,
463,1,3570,2,1055,55,,,,,,,
464,1,3580,2,1055,55,,,,,,,
465,1,3590,2,1055,55,,,,,,,
466,1,3600,2,1055,55,2,1056,25,,,,
467,1,3610,2,1055,55,,,,,,,
468,1,3620,2,1055,55,,,,,,,
469,1,3630,2,1055,55,,,,,,,
470,1,3640,2,1055,55,2,1056,25,,,,
471,1,3650,2,1055,55,,,,,,,
472,1,3660,2,1055,55,,,,,,,
473,1,3670,2,1055,55,,,,,,,
474,1,3680,2,1055,55,2,1056,25,,,,
475,1,3690,2,1055,55,,,,,,,
476,1,3700,2,1055,55,,,,,,,
477,1,3710,2,1055,55,,,,,,,
478,1,3720,2,1055,55,2,1056,25,,,,
479,1,3730,2,1055,55,,,,,,,
480,1,3740,2,1055,55,,,,,,,
481,1,3750,2,1055,55,,,,,,,
482,1,3760,2,1055,55,2,1056,25,,,,
483,1,3770,2,1055,55,,,,,,,
484,1,3780,2,1055,55,,,,,,,
485,1,3790,2,1055,55,,,,,,,
486,1,3800,2,1055,55,2,1056,25,,,,
487,1,3810,2,1055,55,,,,,,,
488,1,3820,2,1055,55,,,,,,,
489,1,3830,2,1055,55,,,,,,,
490,1,3840,2,1055,55,2,1056,25,,,,
491,1,3850,2,1055,55,,,,,,,
492,1,3860,2,1055,55,,,,,,,
493,1,3870,2,1055,55,,,,,,,
494,1,3880,2,1055,55,2,1056,25,,,,
495,1,3890,2,1055,55,,,,,,,
496,1,3900,2,1055,55,,,,,,,
497,1,3910,2,1055,55,,,,,,,
498,1,3920,2,1055,55,2,1056,25,,,,
499,1,3930,2,1055,55,,,,,,,
500,1,3940,2,1055,55,,,,,,,
501,1,3950,2,1055,55,,,,,,,
502,1,3960,2,1055,55,2,1056,25,,,,
503,1,3970,2,1055,55,,,,,,,
504,1,3980,2,1055,55,,,,,,,
505,1,3990,2,1055,55,,,,,,,
506,1,4000,2,1055,55,2,1056,25,,,,
507,1,4010,2,1055,55,,,,,,,
508,1,4020,2,1055,55,,,,,,,
509,1,4030,2,1055,55,,,,,,,
510,1,4040,2,1055,55,2,1056,25,,,,
511,1,4050,2,1055,55,,,,,,,
512,1,4060,2,1055,55,,,,,,,
513,1,4070,2,1055,55,,,,,,,
514,1,4080,2,1055,55,2,1056,25,,,,
515,1,4090,2,1055,55,,,,,,,
516,1,4100,2,1055,55,,,,,,,
517,1,4110,2,1055,55,,,,,,,
518,1,4120,2,1055,55,2,1056,25,,,,
519,1,4130,2,1055,55,,,,,,,
520,1,4140,2,1055,55,,,,,,,
521,1,4150,2,1055,55,,,,,,,
522,1,4160,2,1055,55,2,1056,25,,,,
523,1,4170,2,1055,55,,,,,,,
524,1,4180,2,1055,55,,,,,,,
525,1,4190,2,1055,55,,,,,,,
526,1,4200,2,1055,55,2,1056,25,,,,
527,1,4210,2,1055,55,,,,,,,
528,1,4220,2,1055,55,,,,,,,
529,1,4230,2,1055,55,,,,,,,
530,1,4240,2,1055,55,2,1056,25,,,,
531,1,4250,2,1055,55,,,,,,,
532,1,4260,2,1055,55,,,,,,,
533,1,4270,2,1055,55,,,,,,,
534,1,4280,2,1055,55,2,1056,25,,,,
535,1,4290,2,1055,55,,,,,,,
536,1,4300,2,1055,55,,,,,,,
537,1,4310,2,1055,55,,,,,,,
538,1,4320,2,1055,55,2,1056,25,,,,
539,1,4330,2,1055,55,,,,,,,
540,1,4340,2,1055,55,,,,,,,
541,1,4350,2,1055,55,,,,,,,
542,1,4360,2,1055,55,2,1056,25,,,,
543,1,4370,2,1055,55,,,,,,,
544,1,4380,2,1055,55,,,,,,,
545,1,4390,2,1055,55,,,,,,,
546,1,4400,2,1055,55,2,1056,25,,,,
547,1,4410,2,1055,55,,,,,,,
548,1,4420,2,1055,55,,,,,,,
549,1,4430,2,1055,55,,,,,,,
550,1,4440,2,1055,55,2,1056,25,,,,
551,1,4450,2,1055,55,,,,,,,
552,1,4460,2,1055,55,,,,,,,
553,1,4470,2,1055,55,,,,,,,
554,1,4480,2,1055,55,2,1056,25,,,,
555,1,4490,2,1055,55,,,,,,,
556,1,4500,2,1055,55,,,,,,,
557,1,4510,2,1055,55,,,,,,,
558,1,4520,2,1055,55,2,1056,25,,,,
559,1,4530,2,1055,55,,,,,,,
560,1,4540,2,1055,55,,,,,,,
561,1,4550,2,1055,55,,,,,,,
562,1,4560,2,1055,55,2,1056,25,,,,
563,1,4570,2,1055,55,,,,,,,
564,1,4580,2,1055,55,,,,,,,
565,1,4590,2,1055,55,,,,,,,
566,1,4600,2,1055,55,2,1056,25,,,,
567,1,4610,2,1055,55,,,,,,,
568,1,4620,2,1055,55,,,,,,,
569,1,4630,2,1055,55,,,,,,,
570,1,4640,2,1055,55,2,1056,25,,,,
571,1,4650,2,1055,55,,,,,,,
572,1,4660,2,1055,55,,,,,,,
573,1,4670,2,1055,55,,,,,,,
574,1,4680,2,1055,55,2,1056,25,,,,
575,1,4690,2,1055,55,,,,,,,
576,1,4700,2,1055,55,,,,,,,
577,1,4710,2,1055,55,,,,,,,
578,1,4720,2,1055,55,2,1056,25,,,,
579,1,4730,2,1055,55,,,,,,,
580,1,4740,2,1055,55,,,,,,,
581,1,4750,2,1055,55,,,,,,,
582,1,4760,2,1055,55,2,1056,25,,,,
583,1,4770,2,1055,55,,,,,,,
584,1,4780,2,1055,55,,,,,,,
585,1,4790,2,1055,55,,,,,,,
586,1,4800,2,1055,55,2,1056,25,,,,
587,1,4810,2,1055,55,,,,,,,
588,1,4820,2,1055,55,,,,,,,
589,1,4830,2,1055,55,,,,,,,
590,1,4840,2,1055,55,2,1056,25,,,,
591,1,4850,2,1055,55,,,,,,,
592,1,4860,2,1055,55,,,,,,,
593,1,4870,2,1055,55,,,,,,,
594,1,4880,2,1055,55,2,1056,25,,,,
595,1,4890,2,1055,55,,,,,,,
596,1,4900,2,1055,55,,,,,,,
597,1,4910,2,1055,55,,,,,,,
598,1,4920,2,1055,55,2,1056,25,,,,
599,1,4930,2,1055,55,,,,,,,
600,1,4940,2,1055,55,,,,,,,
601,1,4950,2,1055,55,,,,,,,
602,1,4960,2,1055,55,2,1056,25,,,,
603,1,4970,2,1055,55,,,,,,,
604,1,4980,2,1055,55,,,,,,,
605,1,4990,2,1055,55,,,,,,,
606,1,5000,2,1055,55,2,1056,25,,,,
607,1,5010,2,1055,55,,,,,,,
608,1,5020,2,1055,55,,,,,,,
609,1,5030,2,1055,55,,,,,,,
610,1,5040,2,1055,55,2,1056,25,,,,
611,1,5050,2,1055,55,,,,,,,
612,1,5060,2,1055,55,,,,,,,
613,1,5070,2,1055,55,,,,,,,
614,1,5080,2,1055,55,2,1056,25,,,,
615,1,5090,2,1055,55,,,,,,,
616,1,5100,2,1055,55,,,,,,,
