id,desc,betTime,raceTime,homeTeam,guestTeam,odds%1,odds%2,odds%3,
35,s==8|比赛期(小组赛),s==10|2022-11-29,s==19|2022-11-30 03:00:00,26,2,12000,13000,20000,
36,s==8|比赛期(小组赛),s==10|2022-11-29,s==19|2022-11-30 03:00:00,10,18,12000,13000,20000,
37,s==8|比赛期(小组赛),s==10|2022-11-30,s==19|2022-11-30 23:00:00,28,4,12000,13000,20000,
38,s==8|比赛期(小组赛),s==10|2022-11-30,s==19|2022-11-30 23:00:00,12,20,12000,13000,20000,
39,s==8|比赛期(小组赛),s==10|2022-11-30,s==19|2022-12-01 03:00:00,11,19,12000,13000,20000,
40,s==8|比赛期(小组赛),s==10|2022-11-30,s==19|2022-12-01 03:00:00,27,3,12000,13000,20000,
41,s==8|比赛期(小组赛),s==10|2022-12-01,s==19|2022-12-01 23:00:00,30,6,12000,13000,20000,
42,s==8|比赛期(小组赛),s==10|2022-12-01,s==19|2022-12-01 23:00:00,14,22,12000,13000,20000,
43,s==8|比赛期(小组赛),s==10|2022-12-01,s==19|2022-12-02 03:00:00,29,5,12000,13000,20000,
44,s==8|比赛期(小组赛),s==10|2022-12-01,s==19|2022-12-02 03:00:00,13,21,12000,13000,20000,
45,s==8|比赛期(小组赛),s==10|2022-12-02,s==19|2022-12-02 23:00:00,32,8,12000,13000,20000,
46,s==8|比赛期(小组赛),s==10|2022-12-02,s==19|2022-12-02 23:00:00,16,24,12000,13000,20000,
47,s==8|比赛期(小组赛),s==10|2022-12-02,s==19|2022-12-03 03:00:00,15,23,12000,13000,20000,
48,s==8|比赛期(小组赛),s==10|2022-12-02,s==19|2022-12-03 03:00:00,31,7,12000,13000,20000,
49,s==10|比赛期(1/8决赛),s==10|2022-12-03,s==19|2022-12-03 23:00:00,,,12000,13000,20000,
50,s==10|比赛期(1/8决赛),s==10|2022-12-03,s==19|2022-12-04 03:00:00,,,12000,13000,20000,
51,s==10|比赛期(1/8决赛),s==10|2022-12-04,s==19|2022-12-04 23:00:00,,,12000,13000,20000,
52,s==10|比赛期(1/8决赛),s==10|2022-12-04,s==19|2022-12-05 03:00:00,,,12000,13000,20000,
53,s==10|比赛期(1/8决赛),s==10|2022-12-05,s==19|2022-12-05 23:00:00,,,12000,13000,20000,
54,s==10|比赛期(1/8决赛),s==10|2022-12-05,s==19|2022-12-06 03:00:00,,,12000,13000,20000,
55,s==10|比赛期(1/8决赛),s==10|2022-12-06,s==19|2022-12-06 23:00:00,,,12000,13000,20000,
56,s==10|比赛期(1/8决赛),s==10|2022-12-06,s==19|2022-12-07 03:00:00,,,12000,13000,20000,
57,s==10|比赛期(1/4决赛),s==10|2022-12-09,s==19|2022-12-09 23:00:00,,,12000,13000,20000,
58,s==10|比赛期(1/4决赛),s==10|2022-12-09,s==19|2022-12-10 03:00:00,,,12000,13000,20000,
59,s==10|比赛期(1/4决赛),s==10|2022-12-10,s==19|2022-12-10 23:00:00,,,12000,13000,20000,
60,s==10|比赛期(1/4决赛),s==10|2022-12-10,s==19|2022-12-11 03:00:00,,,12000,13000,20000,
61,s==8|比赛期(半决赛),s==10|2022-12-13,s==19|2022-12-14 03:00:00,,,12000,13000,20000,
62,s==8|比赛期(半决赛),s==10|2022-12-14,s==19|2022-12-15 03:00:00,,,12000,13000,20000,
63,s==10|比赛期(季军争夺战),s==10|2022-12-17,s==19|2022-12-17 23:00:00,,,12000,13000,20000,
64,s==7|比赛期(决赛),s==10|2022-12-18,s==19|2022-12-18 23:00:00,,,12000,13000,20000,
