id,camp,quality,qualityName,step,battle,boutCount,rewards-type-1,rewards-id-1,rewards-value-1,needNum,
1,1,1,s==2|初级,1,40001,10,,,,3,
192,1,2,s==2|中级,192,40192,10,,,,4,
193,1,2,s==2|中级,193,40193,10,,,,4,
194,1,2,s==2|中级,194,40194,10,,,,4,
195,1,2,s==2|中级,195,40195,10,1,10,50000,4,
196,1,2,s==2|中级,196,40196,10,,,,4,
197,1,2,s==2|中级,197,40197,10,,,,4,
198,1,2,s==2|中级,198,40198,10,,,,4,
199,1,2,s==2|中级,199,40199,10,,,,4,
200,1,2,s==2|中级,200,40200,10,1,10,50000,4,
201,1,3,s==2|高级,201,40201,10,,,,5,
202,1,3,s==2|高级,202,40202,10,,,,5,
203,1,3,s==2|高级,203,40203,10,,,,5,
204,1,3,s==2|高级,204,40204,10,,,,5,
205,1,3,s==2|高级,205,40205,10,1,10,50000,5,
206,1,3,s==2|高级,206,40206,10,,,,5,
207,1,3,s==2|高级,207,40207,10,,,,5,
208,1,3,s==2|高级,208,40208,10,,,,5,
209,1,3,s==2|高级,209,40209,10,,,,5,
210,1,3,s==2|高级,210,40210,10,1,10,50000,5,
211,1,3,s==2|高级,211,40211,10,,,,5,
212,1,3,s==2|高级,212,40212,10,,,,5,
213,1,3,s==2|高级,213,40213,10,,,,5,
214,1,3,s==2|高级,214,40214,10,,,,5,
215,1,3,s==2|高级,215,40215,10,1,10,50000,5,
216,1,3,s==2|高级,216,40216,10,,,,5,
217,1,3,s==2|高级,217,40217,10,,,,5,
218,1,3,s==2|高级,218,40218,10,,,,5,
219,1,3,s==2|高级,219,40219,10,,,,5,
220,1,3,s==2|高级,220,40220,10,1,10,50000,5,
221,1,3,s==2|高级,221,40221,10,,,,5,
222,1,3,s==2|高级,222,40222,10,,,,5,
223,1,3,s==2|高级,223,40223,10,,,,5,
224,1,3,s==2|高级,224,40224,10,,,,5,
225,1,3,s==2|高级,225,40225,10,1,10,50000,5,
226,1,3,s==2|高级,226,40226,10,,,,5,
227,1,3,s==2|高级,227,40227,10,,,,5,
228,1,3,s==2|高级,228,40228,10,,,,5,
229,1,3,s==2|高级,229,40229,10,,,,5,
230,1,3,s==2|高级,230,40230,10,1,10,50000,5,
231,1,3,s==2|高级,231,40231,10,,,,5,
232,1,3,s==2|高级,232,40232,10,,,,5,
233,1,3,s==2|高级,233,40233,10,,,,5,
234,1,3,s==2|高级,234,40234,10,,,,5,
235,1,3,s==2|高级,235,40235,10,1,10,50000,5,
236,1,3,s==2|高级,236,40236,10,,,,5,
237,1,3,s==2|高级,237,40237,10,,,,5,
238,1,3,s==2|高级,238,40238,10,,,,5,
239,1,3,s==2|高级,239,40239,10,,,,5,
240,1,3,s==2|高级,240,40240,10,1,10,50000,5,
241,1,3,s==2|高级,241,40241,10,,,,5,
242,1,3,s==2|高级,242,40242,10,,,,5,
243,1,3,s==2|高级,243,40243,10,,,,5,
244,1,3,s==2|高级,244,40244,10,,,,5,
245,1,3,s==2|高级,245,40245,10,1,10,50000,5,
246,1,3,s==2|高级,246,40246,10,,,,5,
247,1,3,s==2|高级,247,40247,10,,,,5,
248,1,3,s==2|高级,248,40248,10,,,,5,
249,1,3,s==2|高级,249,40249,10,,,,5,
250,1,3,s==2|高级,250,40250,10,1,10,50000,5,
251,1,3,s==2|高级,251,40251,10,,,,5,
252,1,3,s==2|高级,252,40252,10,,,,5,
253,1,3,s==2|高级,253,40253,10,,,,5,
254,1,3,s==2|高级,254,40254,10,,,,5,
255,1,3,s==2|高级,255,40255,10,1,10,50000,5,
256,1,3,s==2|高级,256,40256,10,,,,5,
257,1,3,s==2|高级,257,40257,10,,,,5,
258,1,3,s==2|高级,258,40258,10,,,,5,
259,1,3,s==2|高级,259,40259,10,,,,5,
260,1,3,s==2|高级,260,40260,10,1,10,50000,5,
261,1,3,s==2|高级,261,40261,10,,,,5,
262,1,3,s==2|高级,262,40262,10,,,,5,
263,1,3,s==2|高级,263,40263,10,,,,5,
264,1,3,s==2|高级,264,40264,10,,,,5,
265,1,3,s==2|高级,265,40265,10,1,10,50000,5,
266,1,3,s==2|高级,266,40266,10,,,,5,
267,1,3,s==2|高级,267,40267,10,,,,5,
268,1,3,s==2|高级,268,40268,10,,,,5,
269,1,3,s==2|高级,269,40269,10,,,,5,
270,1,3,s==2|高级,270,40270,10,1,10,50000,5,
271,1,3,s==2|高级,271,40271,10,,,,5,
272,1,3,s==2|高级,272,40272,10,,,,5,
273,1,3,s==2|高级,273,40273,10,,,,5,
274,1,3,s==2|高级,274,40274,10,,,,5,
275,1,3,s==2|高级,275,40275,10,1,10,50000,5,
276,1,3,s==2|高级,276,40276,10,,,,5,
277,1,3,s==2|高级,277,40277,10,,,,5,
278,1,3,s==2|高级,278,40278,10,,,,5,
279,1,3,s==2|高级,279,40279,10,,,,5,
280,1,3,s==2|高级,280,40280,10,1,10,50000,5,
281,1,3,s==2|高级,281,40281,10,,,,5,
282,1,3,s==2|高级,282,40282,10,,,,5,
283,1,3,s==2|高级,283,40283,10,,,,5,
284,1,3,s==2|高级,284,40284,10,,,,5,
285,1,3,s==2|高级,285,40285,10,1,10,50000,5,
286,1,3,s==2|高级,286,40286,10,,,,5,
287,1,3,s==2|高级,287,40287,10,,,,5,
288,1,3,s==2|高级,288,40288,10,,,,5,
289,1,3,s==2|高级,289,40289,10,,,,5,
290,1,3,s==2|高级,290,40290,10,1,10,50000,5,
291,1,3,s==2|高级,291,40291,10,,,,5,
292,1,3,s==2|高级,292,40292,10,,,,5,
293,1,3,s==2|高级,293,40293,10,,,,5,
294,1,3,s==2|高级,294,40294,10,,,,5,
295,1,3,s==2|高级,295,40295,10,1,10,50000,5,
296,1,3,s==2|高级,296,40296,10,,,,5,
297,1,3,s==2|高级,297,40297,10,,,,5,
298,1,3,s==2|高级,298,40298,10,,,,5,
299,1,3,s==2|高级,299,40299,10,,,,5,
300,1,3,s==2|高级,300,40300,10,1,10,50000,5,
301,1,3,s==2|高级,301,40301,10,,,,5,
302,1,3,s==2|高级,302,40302,10,,,,5,
303,1,3,s==2|高级,303,40303,10,,,,5,
304,1,3,s==2|高级,304,40304,10,,,,5,
305,1,3,s==2|高级,305,40305,10,1,10,50000,5,
306,1,3,s==2|高级,306,40306,10,,,,5,
307,1,3,s==2|高级,307,40307,10,,,,5,
308,1,3,s==2|高级,308,40308,10,,,,5,
309,1,3,s==2|高级,309,40309,10,,,,5,
310,1,3,s==2|高级,310,40310,10,1,10,50000,5,
311,1,3,s==2|高级,311,40311,10,,,,5,
312,1,3,s==2|高级,312,40312,10,,,,5,
313,1,3,s==2|高级,313,40313,10,,,,5,
314,1,3,s==2|高级,314,40314,10,,,,5,
315,1,3,s==2|高级,315,40315,10,1,10,50000,5,
316,1,3,s==2|高级,316,40316,10,,,,5,
317,1,3,s==2|高级,317,40317,10,,,,5,
318,1,3,s==2|高级,318,40318,10,,,,5,
319,1,3,s==2|高级,319,40319,10,,,,5,
320,1,3,s==2|高级,320,40320,10,1,10,50000,5,
321,1,3,s==2|高级,321,40321,10,,,,5,
322,1,3,s==2|高级,322,40322,10,,,,5,
323,1,3,s==2|高级,323,40323,10,,,,5,
324,1,3,s==2|高级,324,40324,10,,,,5,
325,1,3,s==2|高级,325,40325,10,1,10,50000,5,
326,1,3,s==2|高级,326,40326,10,,,,5,
327,1,3,s==2|高级,327,40327,10,,,,5,
328,1,3,s==2|高级,328,40328,10,,,,5,
329,1,3,s==2|高级,329,40329,10,,,,5,
330,1,3,s==2|高级,330,40330,10,1,10,50000,5,
331,1,3,s==2|高级,331,40331,10,,,,5,
332,1,3,s==2|高级,332,40332,10,,,,5,
333,1,3,s==2|高级,333,40333,10,,,,5,
334,1,3,s==2|高级,334,40334,10,,,,5,
335,1,3,s==2|高级,335,40335,10,1,10,50000,5,
336,1,3,s==2|高级,336,40336,10,,,,5,
337,1,3,s==2|高级,337,40337,10,,,,5,
338,1,3,s==2|高级,338,40338,10,,,,5,
339,1,3,s==2|高级,339,40339,10,,,,5,
340,1,3,s==2|高级,340,40340,10,1,10,50000,5,
341,1,3,s==2|高级,341,40341,10,,,,5,
342,1,3,s==2|高级,342,40342,10,,,,5,
343,1,3,s==2|高级,343,40343,10,,,,5,
344,1,3,s==2|高级,344,40344,10,,,,5,
345,1,3,s==2|高级,345,40345,10,1,10,50000,5,
346,1,3,s==2|高级,346,40346,10,,,,5,
347,1,3,s==2|高级,347,40347,10,,,,5,
348,1,3,s==2|高级,348,40348,10,,,,5,
349,1,3,s==2|高级,349,40349,10,,,,5,
350,1,3,s==2|高级,350,40350,10,1,10,50000,5,
351,1,3,s==2|高级,351,40351,10,,,,5,
352,1,3,s==2|高级,352,40352,10,,,,5,
353,1,3,s==2|高级,353,40353,10,,,,5,
354,1,3,s==2|高级,354,40354,10,,,,5,
355,1,3,s==2|高级,355,40355,10,1,10,50000,5,
356,1,3,s==2|高级,356,40356,10,,,,5,
357,1,3,s==2|高级,357,40357,10,,,,5,
358,1,3,s==2|高级,358,40358,10,,,,5,
359,1,3,s==2|高级,359,40359,10,,,,5,
360,1,3,s==2|高级,360,40360,10,1,10,50000,5,
361,1,3,s==2|高级,361,40361,10,,,,5,
362,1,3,s==2|高级,362,40362,10,,,,5,
363,1,3,s==2|高级,363,40363,10,,,,5,
364,1,3,s==2|高级,364,40364,10,,,,5,
365,1,3,s==2|高级,365,40365,10,1,10,50000,5,
366,1,3,s==2|高级,366,40366,10,,,,5,
367,1,3,s==2|高级,367,40367,10,,,,5,
368,1,3,s==2|高级,368,40368,10,,,,5,
369,1,3,s==2|高级,369,40369,10,,,,5,
370,1,3,s==2|高级,370,40370,10,1,10,50000,5,
371,1,3,s==2|高级,371,40371,10,,,,5,
372,1,3,s==2|高级,372,40372,10,,,,5,
373,1,3,s==2|高级,373,40373,10,,,,5,
374,1,3,s==2|高级,374,40374,10,,,,5,
375,1,3,s==2|高级,375,40375,10,1,10,50000,5,
376,1,3,s==2|高级,376,40376,10,,,,5,
377,1,3,s==2|高级,377,40377,10,,,,5,
378,1,3,s==2|高级,378,40378,10,,,,5,
379,1,3,s==2|高级,379,40379,10,,,,5,
380,1,3,s==2|高级,380,40380,10,1,10,50000,5,
381,1,3,s==2|高级,381,40381,10,,,,5,
382,1,3,s==2|高级,382,40382,10,,,,5,
383,1,3,s==2|高级,383,40383,10,,,,5,
384,1,3,s==2|高级,384,40384,10,,,,5,
385,1,3,s==2|高级,385,40385,10,1,10,50000,5,
386,1,3,s==2|高级,386,40386,10,,,,5,
387,1,3,s==2|高级,387,40387,10,,,,5,
388,1,3,s==2|高级,388,40388,10,,,,5,
389,1,3,s==2|高级,389,40389,10,,,,5,
390,1,3,s==2|高级,390,40390,10,1,10,50000,5,
391,1,3,s==2|高级,391,40391,10,,,,5,
392,1,3,s==2|高级,392,40392,10,,,,5,
393,1,3,s==2|高级,393,40393,10,,,,5,
394,1,3,s==2|高级,394,40394,10,,,,5,
395,1,3,s==2|高级,395,40395,10,1,10,50000,5,
396,1,3,s==2|高级,396,40396,10,,,,5,
397,1,3,s==2|高级,397,40397,10,,,,5,
398,1,3,s==2|高级,398,40398,10,,,,5,
399,1,3,s==2|高级,399,40399,10,,,,5,
400,1,3,s==2|高级,400,40400,10,1,10,50000,5,
401,1,3,s==2|高级,401,40401,10,,,,5,
402,1,3,s==2|高级,402,40402,10,,,,5,
403,1,3,s==2|高级,403,40403,10,,,,5,
404,1,3,s==2|高级,404,40404,10,,,,5,
405,1,3,s==2|高级,405,40405,10,1,10,50000,5,
406,1,3,s==2|高级,406,40406,10,,,,5,
407,1,3,s==2|高级,407,40407,10,,,,5,
408,1,3,s==2|高级,408,40408,10,,,,5,
409,1,3,s==2|高级,409,40409,10,,,,5,
410,1,3,s==2|高级,410,40410,10,1,10,50000,5,
411,1,3,s==2|高级,411,40411,10,,,,5,
412,1,3,s==2|高级,412,40412,10,,,,5,
413,1,3,s==2|高级,413,40413,10,,,,5,
414,1,3,s==2|高级,414,40414,10,,,,5,
415,1,3,s==2|高级,415,40415,10,1,10,50000,5,
416,1,3,s==2|高级,416,40416,10,,,,5,
417,1,3,s==2|高级,417,40417,10,,,,5,
418,1,3,s==2|高级,418,40418,10,,,,5,
419,1,3,s==2|高级,419,40419,10,,,,5,
420,1,3,s==2|高级,420,40420,10,1,10,50000,5,
421,1,3,s==2|高级,421,40421,10,,,,5,
422,1,3,s==2|高级,422,40422,10,,,,5,
423,1,3,s==2|高级,423,40423,10,,,,5,
424,1,3,s==2|高级,424,40424,10,,,,5,
425,1,3,s==2|高级,425,40425,10,1,10,50000,5,
426,1,3,s==2|高级,426,40426,10,,,,5,
427,1,3,s==2|高级,427,40427,10,,,,5,
428,1,3,s==2|高级,428,40428,10,,,,5,
429,1,3,s==2|高级,429,40429,10,,,,5,
430,1,3,s==2|高级,430,40430,10,1,10,50000,5,
431,1,3,s==2|高级,431,40431,10,,,,5,
432,1,3,s==2|高级,432,40432,10,,,,5,
433,1,3,s==2|高级,433,40433,10,,,,5,
434,1,3,s==2|高级,434,40434,10,,,,5,
435,1,3,s==2|高级,435,40435,10,1,10,50000,5,
436,1,3,s==2|高级,436,40436,10,,,,5,
437,1,3,s==2|高级,437,40437,10,,,,5,
438,1,3,s==2|高级,438,40438,10,,,,5,
439,1,3,s==2|高级,439,40439,10,,,,5,
440,1,3,s==2|高级,440,40440,10,1,10,50000,5,
441,1,3,s==2|高级,441,40441,10,,,,5,
442,1,3,s==2|高级,442,40442,10,,,,5,
443,1,3,s==2|高级,443,40443,10,,,,5,
444,1,3,s==2|高级,444,40444,10,,,,5,
445,1,3,s==2|高级,445,40445,10,1,10,50000,5,
446,1,3,s==2|高级,446,40446,10,,,,5,
447,1,3,s==2|高级,447,40447,10,,,,5,
448,1,3,s==2|高级,448,40448,10,,,,5,
449,1,3,s==2|高级,449,40449,10,,,,5,
450,1,3,s==2|高级,450,40450,10,1,10,50000,5,
451,1,3,s==2|高级,451,40451,10,,,,5,
452,1,3,s==2|高级,452,40452,10,,,,5,
453,1,3,s==2|高级,453,40453,10,,,,5,
454,1,3,s==2|高级,454,40454,10,,,,5,
455,1,3,s==2|高级,455,40455,10,1,10,50000,5,
456,1,3,s==2|高级,456,40456,10,,,,5,
457,1,3,s==2|高级,457,40457,10,,,,5,
458,1,3,s==2|高级,458,40458,10,,,,5,
459,1,3,s==2|高级,459,40459,10,,,,5,
460,1,3,s==2|高级,460,40460,10,1,10,50000,5,
461,1,3,s==2|高级,461,40461,10,,,,5,
462,1,3,s==2|高级,462,40462,10,,,,5,
463,1,3,s==2|高级,463,40463,10,,,,5,
464,1,3,s==2|高级,464,40464,10,,,,5,
465,1,3,s==2|高级,465,40465,10,1,10,50000,5,
466,1,3,s==2|高级,466,40466,10,,,,5,
467,1,3,s==2|高级,467,40467,10,,,,5,
468,1,3,s==2|高级,468,40468,10,,,,5,
469,1,3,s==2|高级,469,40469,10,,,,5,
470,1,3,s==2|高级,470,40470,10,1,10,50000,5,
471,1,3,s==2|高级,471,40471,10,,,,5,
472,1,3,s==2|高级,472,40472,10,,,,5,
473,1,3,s==2|高级,473,40473,10,,,,5,
474,1,3,s==2|高级,474,40474,10,,,,5,
475,1,3,s==2|高级,475,40475,10,1,10,50000,5,
476,1,3,s==2|高级,476,40476,10,,,,5,
477,1,3,s==2|高级,477,40477,10,,,,5,
478,1,3,s==2|高级,478,40478,10,,,,5,
479,1,3,s==2|高级,479,40479,10,,,,5,
480,1,3,s==2|高级,480,40480,10,1,10,50000,5,
481,1,3,s==2|高级,481,40481,10,,,,5,
482,1,3,s==2|高级,482,40482,10,,,,5,
483,1,3,s==2|高级,483,40483,10,,,,5,
484,1,3,s==2|高级,484,40484,10,,,,5,
485,1,3,s==2|高级,485,40485,10,1,10,50000,5,
486,1,3,s==2|高级,486,40486,10,,,,5,
487,1,3,s==2|高级,487,40487,10,,,,5,
488,1,3,s==2|高级,488,40488,10,,,,5,
489,1,3,s==2|高级,489,40489,10,,,,5,
490,1,3,s==2|高级,490,40490,10,1,10,50000,5,
491,1,3,s==2|高级,491,40491,10,,,,5,
492,1,3,s==2|高级,492,40492,10,,,,5,
493,1,3,s==2|高级,493,40493,10,,,,5,
494,1,3,s==2|高级,494,40494,10,,,,5,
495,1,3,s==2|高级,495,40495,10,1,10,50000,5,
496,1,3,s==2|高级,496,40496,10,,,,5,
497,1,3,s==2|高级,497,40497,10,,,,5,
498,1,3,s==2|高级,498,40498,10,,,,5,
499,1,3,s==2|高级,499,40499,10,,,,5,
500,1,3,s==2|高级,500,40500,10,1,10,50000,5,
501,2,1,s==2|初级,1,40501,10,,,,3,
502,2,1,s==2|初级,2,40502,10,,,,3,
503,2,1,s==2|初级,3,40503,10,,,,3,
504,2,1,s==2|初级,4,40504,10,,,,3,
505,2,1,s==2|初级,5,40505,10,1,10,50000,3,
506,2,1,s==2|初级,6,40506,10,,,,3,
507,2,1,s==2|初级,7,40507,10,,,,3,
508,2,1,s==2|初级,8,40508,10,,,,3,
509,2,1,s==2|初级,9,40509,10,,,,3,
510,2,1,s==2|初级,10,40510,10,1,10,50000,3,
511,2,1,s==2|初级,11,40511,10,,,,3,
512,2,1,s==2|初级,12,40512,10,,,,3,
513,2,1,s==2|初级,13,40513,10,,,,3,
514,2,1,s==2|初级,14,40514,10,,,,3,
515,2,1,s==2|初级,15,40515,10,1,10,50000,3,
516,2,1,s==2|初级,16,40516,10,,,,3,
517,2,1,s==2|初级,17,40517,10,,,,3,
